head,dgp,path,t,alpha,true_v,true_e,e0_v,e2_v,e2_e,e3_v,e3_e
chronos_bolt,garch_t,5,629,0.025,-4.2221744928505,-5.437745690686789,-2.9170286655426025,-5.218141699462576,-7.012246906163386,-5.277984759789086,-6.562180783342097
chronos_bolt,garch_t,5,629,0.05,-3.4047364325934013,-4.602734893743701,-2.9170286655426025,-4.129434747583702,-5.810363430399113,-4.178860530553168,-5.619022617295906
chronos_2,garch_t,5,629,0.01,-5.303267671123442,-6.574734332871835,-5.5641374588012695,-6.172702163282527,-8.031288921361845,-6.3750120859175174,-7.462827612474877
chronos_2,garch_t,5,629,0.025,-4.2221744928505,-5.437745690686789,-4.8698530197143555,-4.758761164461739,-6.422293578629326,-5.120805703092323,-6.386593497709552
chronos_2,garch_t,5,629,0.05,-3.4047364325934013,-4.602734893743701,-3.7127130031585693,-3.7492889789868773,-5.307881718879514,-4.037436802536415,-5.456954974400765
chronos_base,garch_t,5,629,0.01,-5.303267671123442,-6.574734332871835,-0.8605585694313049,-1.2864332057711074,-1.55206427069143,-1.1451081672069288,-1.2717534854666503
chronos_base,garch_t,5,629,0.025,-4.2221744928505,-5.437745690686789,-0.844009280204773,-1.084351354268299,-1.3221050586804948,-0.9990913448336033,-1.1464564947004154
chronos_base,garch_t,5,629,0.05,-3.4047364325934013,-4.602734893743701,-0.8109109401702881,-0.9400765871800846,-1.1628322091466412,-0.8729637102724384,-1.0382264099327008
chronos_bolt,garch_t,5,645,0.01,-4.380585448097465,-5.430837613667712,-2.3535330295562744,-5.4925759871161,-7.151959503018601,-5.238079288246434,-6.114251941875086
chronos_bolt,garch_t,5,645,0.025,-3.487584879680624,-4.491666481927947,-2.3535330295562744,-4.244654703224497,-5.720062971832497,-4.227888398513807,-5.247407447345896
chronos_bolt,garch_t,5,645,0.05,-2.8123677317736435,-3.801933967385968,-2.3535330295562744,-3.358926271530395,-4.734177112662975,-3.355297245615996,-4.4986372450482435
chronos_2,garch_t,5,645,0.01,-4.380585448097465,-5.430837613667712,-5.534802436828613,-6.112246923012518,-7.973087793388836,-6.164434229307876,-7.204106533372583
chronos_2,garch_t,5,645,0.025,-3.487584879680624,-4.491666481927947,-4.829752445220947,-4.712821831812307,-6.367351951224582,-4.965734994032918,-6.17550308499911
chronos_2,garch_t,5,645,0.05,-2.8123677317736435,-3.801933967385968,-3.6546695232391357,-3.7195615939255355,-5.261774679492476,-3.9303125225798787,-5.287007377887325
chronos_base,garch_t,5,645,0.01,-4.380585448097465,-5.430837613667712,-0.8066499829292297,-1.2264909282229102,-1.5106429492338,-1.076930869881567,-1.2090315039630268
chronos_base,garch_t,5,645,0.025,-3.487584879680624,-4.491666481927947,-0.7737254500389099,-1.0127974984147652,-1.265445688133057,-0.9246242936327802,-1.0783372773136506
chronos_base,garch_t,5,645,0.05,-2.8123677317736435,-3.801933967385968,-0.6749520301818848,-0.8611257953270065,-1.0966230761905038,-0.7930636427561693,-0.9654451229018727
chronos_bolt,garch_t,5,662,0.01,-3.607580398385107,-4.4725034025735715,-1.4973276853561401,-3.6346676104170443,-4.7715542953206445,-3.3507825906168134,-3.913764202657489
chronos_bolt,garch_t,5,662,0.025,-2.87216012533313,-3.699059896965198,-1.4973276853561401,-2.7910716509108906,-3.7941860805058196,-2.701688039200331,-3.356776365959422
chronos_bolt,garch_t,5,662,0.05,-2.3160928653049857,-3.131038674899733,-1.4973276853561401,-2.1963800429979194,-3.1258529542314837,-2.1410077076739733,-2.8756567443965486
chronos_2,garch_t,5,662,0.01,-3.607580398385107,-4.4725034025735715,-3.3289413452148438,-3.941445650072084,-5.201899952499313,-3.702618456032738,-4.339577163476876
chronos_2,garch_t,5,662,0.025,-2.87216012533313,-3.699059896965198,-2.879446506500244,-3.0061596881647024,-4.1183020990127766,-2.9682313683610295,-3.7093998274190962
chronos_2,garch_t,5,662,0.05,-2.3160928653049857,-3.131038674899733,-2.13028883934021,-2.346831361283268,-3.3773281957617614,-2.3338763350520964,-3.1650599667158668
chronos_base,garch_t,5,662,0.01,-3.607580398385107,-4.4725034025735715,-0.5074338316917419,-1.1151609201554422,-1.49044781380131,-0.7265749829849889,-0.8627462797035267
chronos_base,garch_t,5,662,0.025,-2.87216012533313,-3.699059896965198,-0.47469618916511536,-0.8366894494810241,-1.1678180511727116,-0.5695751008060058,-0.7280247286661741
chronos_base,garch_t,5,662,0.05,-2.3160928653049857,-3.131038674899733,-0.31100785732269287,-0.6403814364006798,-0.9472009340838661,-0.4339604267995525,-0.611653818242522
chronos_bolt,garch_t,5,679,0.01,-3.2366783225899174,-4.012676977982132,-1.2531243562698364,-3.0821886936067044,-4.0992230040728606,-2.793256810724157,-3.263053930176498
chronos_bolt,garch_t,5,679,0.025,-2.576867980775771,-3.318752643136763,-1.2531243562698364,-2.350811918317647,-3.232397155485698,-2.2530560378116253,-2.7987005340321716
chronos_bolt,garch_t,5,679,0.05,-2.077971033880081,-2.8091307433578114,-1.2531243562698364,-1.8433244184310404,-2.6490004066813757,-1.7871923797532117,-2.3982468830806742
chronos_2,garch_t,5,679,0.01,-3.2366783225899174,-4.012676977982132,-2.618793487548828,-3.10316899257928,-4.130975851982316,-2.876749173958942,-3.362663481604517
chronos_2,garch_t,5,679,0.025,-2.576867980775771,-3.318752643136763,-2.265303134918213,-2.3640453870977494,-3.2549684804341648,-2.318015895931625,-2.8823796534418973
chronos_2,garch_t,5,679,0.05,-2.077971033880081,-2.8091307433578114,-1.6761524677276611,-1.851182518975161,-2.665392323559302,-1.836169993754582,-2.4681877597728263
chronos_base,garch_t,5,679,0.01,-3.2366783225899174,-4.012676977982132,-0.7268853783607483,-1.2541436121041518,-1.5695894016692507,-0.9996933232782813,-1.1174006384697757
chronos_base,garch_t,5,679,0.025,-2.576867980775771,-3.318752643136763,-0.6784263253211975,-1.0272980455618717,-1.3007326272132493,-0.8643464256258901,-1.0010572440617436
chronos_base,garch_t,5,679,0.05,-2.077971033880081,-2.8091307433578114,-0.6622733473777771,-0.8698945111395433,-1.1197848989385355,-0.7476246362303571,-0.9007238827863893
chronos_bolt,garch_t,5,696,0.01,-3.317033095412368,-4.112296932404301,-1.3399453163146973,-3.236001400632527,-4.296422112859773,-2.907559224842865,-3.385739199889811
chronos_bolt,garch_t,5,696,0.025,-2.6408420988534047,-3.4011450183171834,-1.3399453163146973,-2.4794785903350496,-3.394573949798364,-2.3577193441454694,-2.913100083583385
chronos_bolt,garch_t,5,696,0.05,-2.129559382710946,-2.8788710883082658,-1.3399453163146973,-1.9566411237467385,-2.790034735202325,-1.8835430174678212,-2.505500911747954
chronos_2,garch_t,5,696,0.01,-3.317033095412368,-4.112296932404301,-2.6399035453796387,-3.0891636124591,-4.097262848043224,-2.9016439121653796,-3.3774714324869355
chronos_2,garch_t,5,696,0.025,-2.6408420988534047,-3.4011450183171834,-2.3041460514068604,-2.3699678649891975,-3.2399121443912535,-2.3545090243431606,-2.9071575120912128
chronos_2,garch_t,5,696,0.05,-2.129559382710946,-2.8788710883082658,-1.7445502281188965,-1.8729273561373996,-2.665201076333303,-1.8826654560380296,-2.501563565584916
chronos_base,garch_t,5,696,0.01,-3.317033095412368,-4.112296932404301,-0.7572653293609619,-1.1973344596848778,-1.4932353837598866,-1.055500927805197,-1.1803856112670563
chronos_base,garch_t,5,696,0.025,-2.6408420988534047,-3.4011450183171834,-0.7089293003082275,-0.9862335295826425,-1.2415827125623127,-0.9119010636560145,-1.056948015567182
chronos_base,garch_t,5,696,0.05,-2.129559382710946,-2.8788710883082658,-0.6928172707557678,-0.8403404064847563,-1.0728914467506228,-0.7880619998047279,-0.9504966871756355
chronos_bolt,garch_t,5,712,0.01,-4.287558878233919,-5.315507779180668,-1.6235148906707764,-3.810534818971202,-5.001774212608531,-3.5365398761149045,-4.131784255796518
chronos_bolt,garch_t,5,712,0.025,-3.4135221631079884,-4.396280983634267,-1.6235148906707764,-2.9361538194595993,-3.9807532433731994,-2.8606881912348494,-3.5460501477971946
chronos_bolt,garch_t,5,712,0.05,-2.752643997039637,-3.721195700772032,-1.6235148906707764,-2.3231389778810567,-3.286420008774384,-2.2822466623516724,-3.044737595753646
chronos_2,garch_t,5,712,0.01,-4.287558878233919,-5.315507779180668,-4.108644485473633,-4.309624701423135,-5.6645843501011415,-4.264910463756472,-4.988062938798779
chronos_2,garch_t,5,712,0.025,-3.4135221631079884,-4.396280983634267,-3.5394768714904785,-3.31507148379368,-4.503237419201063,-3.4438295172317086,-4.276464334301291
chronos_2,garch_t,5,712,0.05,-2.752643997039637,-3.721195700772032,-2.5908639430999756,-2.6178057798418646,-3.7134771739955563,-2.741090545546048,-3.6674280709534943
chronos_base,garch_t,5,712,0.01,-4.287558878233919,-5.315507779180668,-0.8485731482505798,-1.2734322042299846,-1.5505213117499073,-1.2147798601665531,-1.3541144953015511
chronos_base,garch_t,5,712,0.025,-3.4135221631079884,-4.396280983634267,-0.8322544097900391,-1.0700461744519851,-1.3130259849200114,-1.0565766899518159,-1.2170060218576477
chronos_base,garch_t,5,712,0.05,-2.752643997039637,-3.721195700772032,-0.8159356713294983,-0.9274554103648308,-1.1515200967467225,-0.9211752613537366,-1.0996589222261581
chronos_bolt,garch_t,5,729,0.01,-3.769523231043554,-4.673272280908626,-1.3301267623901367,-2.917122073049423,-3.834765678154876,-2.8625759175322103,-3.339402803582726
chronos_bolt,garch_t,5,729,0.025,-3.001090237813311,-3.865109207510282,-1.3301267623901367,-2.2493346556509546,-3.0501064031030913,-2.3211776862616778,-2.8701942225285317
chronos_bolt,garch_t,5,729,0.05,-2.4200613422030766,-3.271589741316267,-1.3301267623901367,-1.7831896441050183,-2.5188322530016527,-1.8578109038198272,-2.468612433118239
chronos_2,garch_t,5,729,0.01,-3.769523231043554,-4.673272280908626,-3.331285238265991,-3.3246357697148023,-4.427388517292178,-3.3924092577904807,-3.988418176148424
chronos_2,garch_t,5,729,0.025,-3.001090237813311,-3.865109207510282,-2.8433663845062256,-2.522140764860347,-3.484445999454884,-2.715689501291119,-3.4019317445742847
chronos_2,garch_t,5,729,0.05,-2.4200613422030766,-3.271589741316267,-2.030168294906616,-1.9619639278052938,-2.846002026782214,-2.136505015504992,-2.899975300966112
chronos_base,garch_t,5,729,0.01,-3.769523231043554,-4.673272280908626,-0.6511790752410889,-1.2056807576626327,-1.5133562448931002,-0.9179662224340519,-1.0313704703607627
chronos_base,garch_t,5,729,0.025,-3.001090237813311,-3.865109207510282,-0.6186200976371765,-0.9817792147637008,-1.2502688944029066,-0.7892049024618772,-0.9197780920535277
chronos_base,garch_t,5,729,0.05,-2.4200613422030766,-3.271589741316267,-0.5860611796379089,-0.8254860822779508,-1.0721387008550223,-0.6790018853621433,-0.8242694658803125
chronos_bolt,garch_t,5,746,0.01,-3.969659276054384,-4.921391253583287,-1.8238991498947144,-4.363759701003855,-5.808555705961298,-4.014871965405298,-4.6966007793993825
chronos_bolt,garch_t,5,746,0.025,-3.160427717410244,-4.070320217739791,-1.8238991498947144,-3.332021178985554,-4.579488900786383,-3.2408242241807113,-4.025764006482943
chronos_bolt,garch_t,5,746,0.05,-2.54855013933354,-3.4452889047364055,-1.8238991498947144,-2.618634779950508,-3.755204440394603,-2.578339586087397,-3.451614592879412
chronos_2,garch_t,5,746,0.01,-3.969659276054384,-4.921391253583287,-4.2688984870910645,-4.7087959971966455,-6.287462981899444,-4.621349615014871,-5.417181292206679
chronos_2,garch_t,5,746,0.025,-3.160427717410244,-4.070320217739791,-3.7071101665496826,-3.581459310240394,-4.944514094536666,-3.717747332875395,-4.634064687549475
chronos_2,garch_t,5,746,0.05,-2.54855013933354,-3.4452889047364055,-2.770796537399292,-2.801972412693348,-4.043853614331093,-2.9443807832664404,-3.963818276649266
chronos_base,garch_t,5,746,0.01,-3.969659276054384,-4.921391253583287,-0.46773919463157654,-0.8191167357083189,-1.2044533846217338,-0.6609821696580745,-0.8315190379178048
chronos_base,garch_t,5,746,0.025,-3.160427717410244,-4.070320217739791,-0.24193407595157623,-0.5439452490311242,-0.8766531399008406,-0.46735139600985276,-0.663706852165559
chronos_base,garch_t,5,746,0.05,-2.54855013933354,-3.4452889047364055,-0.20967620611190796,-0.35368037880629966,-0.6568110233467278,-0.30162852625361714,-0.5200813505009684
chronos_bolt,garch_t,5,762,0.01,-4.708802393993934,-5.837745082164151,-2.12949800491333,-5.071865863393498,-6.736124853898218,-4.627929233833473,-5.398736561527168
chronos_bolt,garch_t,5,762,0.025,-3.748893435654718,-4.828206214379509,-2.12949800491333,-3.8837630327174413,-5.320479069573258,-3.747980934241275,-4.638797004386249
chronos_bolt,garch_t,5,762,0.05,-3.023085399217255,-4.086795242222514,-2.12949800491333,-3.0623833808963727,-4.371206505336774,-2.992405983869944,-3.9862685621606504
chronos_2,garch_t,5,762,0.01,-4.708802393993934,-5.837745082164151,-4.559303283691406,-5.273074362027414,-7.04997343548607,-5.085574696553582,-5.9577965168805544
chronos_2,garch_t,5,762,0.025,-3.748893435654718,-4.828206214379509,-3.969399929046631,-4.004558565479638,-5.538514163302832,-4.089852315501016,-5.097872330831138
chronos_2,garch_t,5,762,0.05,-3.023085399217255,-4.086795242222514,-2.9862277507781982,-3.1275864411854335,-4.524993101091242,-3.2348669839808797,-4.359491252649037
chronos_base,garch_t,5,762,0.01,-4.708802393993934,-5.837745082164151,-0.8333861827850342,-1.2924331331396277,-1.5990002705380417,-1.1446494555609346,-1.275290743307861
chronos_base,garch_t,5,762,0.025,-3.748893435654718,-4.828206214379509,-0.817359447479248,-1.0735770020846587,-1.3382292738682149,-0.9955102674924929,-1.1464913938624304
chronos_base,garch_t,5,762,0.05,-3.023085399217255,-4.086795242222514,-0.7692795395851135,-0.9222736232158893,-1.163367203547913,-0.8674506591320286,-1.0358967576659728
chronos_bolt,garch_t,5,779,0.01,-5.744733999051752,-7.1220428986531745,-2.399789810180664,-5.216756943990728,-6.827629512595913,-5.231490410432921,-6.105116847392111
chronos_bolt,garch_t,5,779,0.025,-4.573646073170794,-5.890406535121773,-2.399789810180664,-4.034381371844793,-5.446944030515448,-4.234164528774313,-5.243807848688365
chronos_bolt,garch_t,5,779,0.05,-3.6881610273286562,-4.98588592400993,-2.399789810180664,-3.2054434956895035,-4.508033329229313,-3.3778023380780273,-4.504237689564743
chronos_2,garch_t,5,779,0.01,-5.744733999051752,-7.1220428986531745,-5.793929100036621,-6.690029373663118,-8.821291715625197,-6.605224472281256,-7.743017117439737
chronos_2,garch_t,5,779,0.025,-4.573646073170794,-5.890406535121773,-5.054868698120117,-5.125689288616873,-6.994578025541207,-5.306328279387803,-6.62126644406844
chronos_2,garch_t,5,779,0.05,-3.6881610273286562,-4.98588592400993,-3.823101758956909,-4.0289643746123325,-5.75235374342495,-4.191020224428433,-5.658065867677396
chronos_base,garch_t,5,779,0.01,-5.744733999051752,-7.1220428986531745,-0.7951816916465759,-1.2388888409245196,-1.5264350360875163,-1.080417914771838,-1.208471344809331
chronos_base,garch_t,5,779,0.025,-4.573646073170794,-5.890406535121773,-0.778953492641449,-1.027830807129443,-1.279978013461085,-0.934233007117175,-1.0822233663368968
chronos_base,garch_t,5,779,0.05,-3.6881610273286562,-4.98588592400993,-0.7302688956260681,-0.8798625960118268,-1.1123792815598905,-0.808710116286659,-0.9738194861168913
chronos_bolt,garch_t,5,796,0.01,-3.994477263777058,-4.952159392412396,-1.9966342449188232,-4.702351470234703,-6.304414619951978,-4.415697088588781,-5.162017957647991
chronos_bolt,garch_t,5,796,0.025,-3.1801864550838324,-4.095767529502936,-1.9966342449188232,-3.575546424007214,-4.947140056341666,-3.5637023603552245,-4.426219619540778
chronos_bolt,garch_t,5,796,0.05,-2.564483468032588,-3.4668285714414533,-1.9966342449188232,-2.8023328328848365,-4.043765589708087,-2.8321299772958546,-3.7944202364903044
chronos_2,garch_t,5,796,0.01,-3.994477263777058,-4.952159392412396,-5.244663238525391,-6.059449423566241,-8.148799755701397,-5.85017228203454,-6.851896754697603
chronos_2,garch_t,5,796,0.025,-3.1801864550838324,-4.095767529502936,-4.566445350646973,-4.589912783888554,-6.378693464461716,-4.706610571201877,-5.8642958007594785
chronos_2,garch_t,5,796,0.05,-2.564483468032588,-3.4668285714414533,-3.436081647872925,-3.5815167829518533,-5.200546559181249,-3.7246817654875244,-5.016284000402233
chronos_base,garch_t,5,796,0.01,-3.994477263777058,-4.952159392412396,-0.49244681000709534,-1.3065337049974315,-1.7715048581555126,-0.8334992979890283,-0.9828277467342028
chronos_base,garch_t,5,796,0.025,-3.1801864550838324,-4.095767529502936,-0.49244681000709534,-0.979498006172949,-1.3775793633300488,-0.6630269765241842,-0.8356047104048913
