head,dgp,path,t,alpha,true_v,true_e,e0_v,e2_v,e2_e,e3_v,e3_e
chronos_base,garch_t,15,1164,0.025,-2.7624868392322024,-3.557811485775979,-0.36850208044052124,-0.5641850639083368,-0.7919918313309948,-0.47891322845005735,-0.6027659988347513
chronos_base,garch_t,15,1164,0.05,-2.2276529788193917,-3.0114801247490797,-0.35797345638275146,-0.448300411909644,-0.6452608040637111,-0.39307822710716694,-0.5169211969068455
chronos_bolt,garch_t,15,1181,0.01,-3.9452572295089166,-4.891138778474702,-2.1184136867523193,-5.831324005257353,-8.21475539084935,-4.613946948780825,-5.91234164282956
chronos_bolt,garch_t,15,1181,0.025,-3.1410001295744223,-4.0452993944143785,-2.1184136867523193,-4.308569982167693,-6.245521292781724,-3.567873176847711,-4.768167344827235
chronos_bolt,garch_t,15,1181,0.05,-2.5328838478967373,-3.4241102356443007,-2.1184136867523193,-3.3120608697563054,-4.994958336108006,-2.829387348997181,-3.960426508247333
chronos_2,garch_t,15,1181,0.01,-3.9452572295089166,-4.891138778474702,-4.415164470672607,-4.507475854125053,-6.406544542901057,-4.237249763154577,-5.473203133906412
chronos_2,garch_t,15,1181,0.025,-3.1410001295744223,-4.0452993944143785,-3.743450403213501,-3.2941770348519337,-4.8374996611741965,-3.2414829055096015,-4.3840535195207355
chronos_2,garch_t,15,1181,0.05,-2.5328838478967373,-3.4241102356443007,-2.623926877975464,-2.5001792445650572,-3.8410770375909618,-2.5385117270475432,-3.615157886905523
chronos_base,garch_t,15,1181,0.01,-3.9452572295089166,-4.891138778474702,-0.5043776035308838,-0.8846594559555475,-1.1628151347885116,-0.7230432123512598,-0.868945411591866
chronos_base,garch_t,15,1181,0.025,-3.1410001295744223,-4.0452993944143785,-0.4940841794013977,-0.7069481605733535,-0.9329978844828272,-0.6054946236266444,-0.740373146811146
chronos_base,garch_t,15,1181,0.05,-2.5328838478967373,-3.4241102356443007,-0.46320390701293945,-0.5906516855409174,-0.7870523413303283,-0.5225100682481643,-0.6496063214277459
chronos_bolt,garch_t,15,1197,0.01,-8.110427717575968,-10.054915360839397,-3.2873787879943848,-9.650849366961689,-13.772169946839037,-7.077472215050501,-8.465234149626344
chronos_bolt,garch_t,15,1197,0.025,-6.457083285031093,-8.316088514825571,-3.2873787879943848,-7.0356298896567555,-10.372909884145873,-5.659239822790838,-7.147938247335894
chronos_bolt,garch_t,15,1197,0.05,-5.206953607924627,-7.039084386054568,-3.2873787879943848,-5.329847181671444,-8.221204319581243,-4.518253718323576,-6.088156840432393
chronos_2,garch_t,15,1197,0.01,-8.110427717575968,-10.054915360839397,-8.47095775604248,-9.958124428391788,-14.213546458227196,-8.254019639100884,-9.870424615113578
chronos_2,garch_t,15,1197,0.025,-6.457083285031093,-8.316088514825571,-7.24993371963501,-7.25780972079162,-10.70367968723345,-6.602123994123727,-8.336095420535825
chronos_2,garch_t,15,1197,0.05,-5.206953607924627,-7.039084386054568,-5.2148942947387695,-5.496523459995811,-8.481960924108195,-5.2731528133527865,-7.10170795325879
chronos_base,garch_t,15,1197,0.01,-8.110427717575968,-10.054915360839397,-0.5016446113586426,-0.7240425922816066,-0.9946095193906032,-0.5784865663361579,-0.67409682473784
chronos_base,garch_t,15,1197,0.025,-6.457083285031093,-8.316088514825571,-0.49140697717666626,-0.5523520178708554,-0.7714462561157536,-0.4807770369715075,-0.5833413439370487
chronos_base,garch_t,15,1197,0.05,-5.206953607924627,-7.039084386054568,-0.49140697717666626,-0.44036645968140153,-0.6301856209955159,-0.4021684704999202,-0.5103273985053263
chronos_bolt,garch_t,15,1214,0.01,-7.488230135055397,-9.28354494144639,-4.0406975746154785,-11.494397865208112,-16.594812952561043,-8.582124608865943,-10.638499412041552
chronos_bolt,garch_t,15,1214,0.025,-5.9617232682746515,-7.6781135090513954,-4.0406975746154785,-8.375232633018195,-12.426533365308474,-6.758796961367269,-8.77344464313797
chronos_bolt,garch_t,15,1214,0.05,-4.807498232701116,-6.499075715652355,-4.0406975746154785,-6.376671740505958,-9.833639431311962,-5.4041237067159535,-7.38776949179608
chronos_2,garch_t,15,1214,0.01,-7.488230135055397,-9.28354494144639,-8.153964042663574,-10.821929435672677,-15.702150177633998,-8.934327650565232,-11.121983395691938
chronos_2,garch_t,15,1214,0.025,-5.9617232682746515,-7.6781135090513954,-7.118528842926025,-7.837424331081665,-11.713822923555286,-6.994597015304088,-9.137861739529312
chronos_2,garch_t,15,1214,0.05,-4.807498232701116,-6.499075715652355,-5.39280366897583,-5.925145005837004,-9.232869012613357,-5.553440119328271,-7.663723756010396
chronos_base,garch_t,15,1214,0.01,-7.488230135055397,-9.28354494144639,-0.5311248302459717,-0.9917476736346731,-1.3215040893817092,-0.7137628008850088,-0.8247555059660809
chronos_base,garch_t,15,1214,0.025,-5.9617232682746515,-7.6781135090513954,-0.5207105875015259,-0.7900847247425008,-1.052012898374096,-0.6153488018744874,-0.7240892881125622
chronos_base,garch_t,15,1214,0.05,-4.807498232701116,-6.499075715652355,-0.5102964043617249,-0.6608720498366497,-0.8843748933405347,-0.5422303952481593,-0.6492975559956586
chronos_bolt,garch_t,15,1231,0.01,-6.225100219153476,-7.717577666179933,-3.5533969402313232,-10.173372356271962,-14.67486146215035,-7.455091871868069,-9.46205857837202
chronos_bolt,garch_t,15,1231,0.025,-4.9560876408073105,-6.382953678750355,-3.5533969402313232,-7.398900642050408,-10.988951126478518,-5.825223824914716,-7.689343551796552
chronos_bolt,garch_t,15,1231,0.05,-3.9965596358833424,-5.402798382545065,-3.5533969402313232,-5.614522088940734,-8.68771062264951,-4.669801911302202,-6.43265667329484
chronos_2,garch_t,15,1231,0.01,-6.225100219153476,-7.717577666179933,-7.241053581237793,-9.471171907579661,-13.690639571557016,-7.4762212404110295,-9.507252324918024
chronos_2,garch_t,15,1231,0.025,-4.9560876408073105,-6.382953678750355,-6.282649040222168,-6.870522787382963,-10.235654097221989,-5.82681038756565,-7.713281696865489
chronos_2,garch_t,15,1231,0.05,-3.9965596358833424,-5.402798382545065,-4.68530797958374,-5.197936799046602,-8.078587920995684,-4.657534477475732,-6.441526612210818
chronos_base,garch_t,15,1231,0.01,-6.225100219153476,-7.717577666179933,-0.519166111946106,-0.9579134591238541,-1.2895029334023667,-0.6595314696337432,-0.7807831291356971
chronos_base,garch_t,15,1231,0.025,-4.9560876408073105,-6.382953678750355,-0.4979756474494934,-0.7535398406432627,-1.0179907644965032,-0.5610623695625441,-0.6736838742752365
chronos_base,garch_t,15,1231,0.05,-3.9965596358833424,-5.402798382545065,-0.4555947780609131,-0.6220986369831611,-0.8484763858308723,-0.49125711370232944,-0.5977606569149974
chronos_bolt,garch_t,15,1248,0.01,-4.709861451934659,-5.839058050891206,-2.041076898574829,-5.3614958526180425,-7.579026872774868,-4.143937409207072,-5.10149984891053
chronos_bolt,garch_t,15,1248,0.025,-3.749736600228162,-4.829292127463762,-2.041076898574829,-3.9624286836823535,-5.7526608120895215,-3.2981483432540326,-4.234054030216863
chronos_bolt,garch_t,15,1248,0.05,-3.023765322121137,-4.087714404376975,-2.041076898574829,-3.05243053256754,-4.599749395620384,-2.671065527169789,-3.590914518624821
chronos_2,garch_t,15,1248,0.01,-4.709861451934659,-5.839058050891206,-5.11562967300415,-5.312126066559703,-7.576270140920525,-4.776707675564048,-5.924257741125343
chronos_2,garch_t,15,1248,0.025,-3.749736600228162,-4.829292127463762,-4.3836870193481445,-3.8836501573683675,-5.711513410878479,-3.763107665954219,-4.884704115336659
chronos_2,garch_t,15,1248,0.05,-3.023765322121137,-4.087714404376975,-3.1637823581695557,-2.954523618529602,-4.534367509362776,-3.0116068792977515,-4.113960863417687
chronos_base,garch_t,15,1248,0.01,-4.709861451934659,-5.839058050891206,-0.4593850076198578,-0.8551557882623154,-1.1419812230948645,-0.6334065366127772,-0.7418381160404851
chronos_base,garch_t,15,1248,0.025,-3.749736600228162,-4.829292127463762,-0.43801823258399963,-0.6741941487441712,-0.9057508232682875,-0.5376318482150417,-0.6436110800907
chronos_base,garch_t,15,1248,0.05,-3.023765322121137,-4.087714404376975,-0.42733487486839294,-0.5564908954332599,-0.7566280757863675,-0.4666228180351961,-0.5707838365159769
chronos_bolt,garch_t,15,1264,0.01,-4.55745504514002,-5.650111971333793,-1.8313000202178955,-5.126735765959528,-7.2029061377952015,-3.7446780451438513,-4.673941329192273
chronos_bolt,garch_t,15,1264,0.025,-3.6283988735244654,-4.673021063437863,-1.8313000202178955,-3.786337237724619,-5.482971269851325,-2.9593606426039374,-3.843370939446846
chronos_bolt,garch_t,15,1264,0.05,-2.9259193000167247,-3.955440053903697,-1.8313000202178955,-2.9046808828475292,-4.385238519374076,-2.3908001526183043,-3.2420478231706635
chronos_2,garch_t,15,1264,0.01,-4.55745504514002,-5.650111971333793,-4.499326705932617,-5.090561981136194,-7.190769492356079,-4.280754677104281,-5.368308508684757
chronos_2,garch_t,15,1264,0.025,-3.6283988735244654,-4.673021063437863,-3.8589913845062256,-3.73464481016818,-5.450921849086361,-3.3616664436617048,-4.396258902000996
chronos_2,garch_t,15,1264,0.05,-2.9259193000167247,-3.955440053903697,-2.7917661666870117,-2.842780961253682,-4.340479951282967,-2.696257457873207,-3.692506509810283
chronos_base,garch_t,15,1264,0.01,-4.55745504514002,-5.650111971333793,-0.4404701292514801,-0.8247848102825222,-1.0956211287389173,-0.6054461914811538,-0.7168750887803397
chronos_base,garch_t,15,1264,0.025,-3.6283988735244654,-4.673021063437863,-0.4297269582748413,-0.6499298910638568,-0.8712557134831144,-0.5112779899638712,-0.617280555941931
chronos_base,garch_t,15,1264,0.05,-2.9259193000167247,-3.955440053903697,-0.40824058651924133,-0.534917864816959,-0.728056532519269,-0.4431013283712856,-0.5451752947986599
chronos_bolt,garch_t,15,1281,0.01,-4.312876235397547,-5.346895012049874,-1.588175654411316,-4.437171750922787,-6.321460277238163,-3.2327583171025682,-4.124782978222311
chronos_bolt,garch_t,15,1281,0.025,-3.4336784716844346,-4.422240327637534,-1.588175654411316,-3.2548816532852154,-4.771695972780652,-2.5347415441851084,-3.34533262935139
chronos_bolt,garch_t,15,1281,0.05,-2.7688979245532983,-3.743168772934486,-1.588175654411316,-2.48792964246063,-3.7959446710195484,-2.0493698685288058,-2.803335450198928
chronos_2,garch_t,15,1281,0.01,-4.312876235397547,-5.346895012049874,-3.710184335708618,-4.782423654440931,-6.8617781932652075,-3.824702111676629,-4.9133847512586755
chronos_2,garch_t,15,1281,0.025,-3.4336784716844346,-4.422240327637534,-3.2356863021850586,-3.4777400848089752,-5.151578616301792,-2.972798822524948,-3.962094837180806
chronos_2,garch_t,15,1281,0.05,-2.7688979245532983,-3.743168772934486,-2.4448561668395996,-2.6313913847577237,-4.074815228028068,-2.3804208983893598,-3.300607610017119
chronos_base,garch_t,15,1281,0.01,-4.312876235397547,-5.346895012049874,-0.5430029630661011,-0.9156014286640177,-1.2178743000790384,-0.6987614090663887,-0.8352202084229444
chronos_base,garch_t,15,1281,0.025,-3.4336784716844346,-4.422240327637534,-0.5217087864875793,-0.7259413964197627,-0.9692649709966679,-0.5919812549801914,-0.7159826319287488
chronos_base,garch_t,15,1281,0.05,-2.7688979245532983,-3.743168772934486,-0.5110616683959961,-0.6029088654077526,-0.8127373778753436,-0.5177308009416256,-0.6330698072665427
chronos_bolt,garch_t,15,1298,0.01,-4.765176061964359,-5.907634424596034,-1.570854663848877,-4.4371247202307496,-6.334965620857721,-3.279008885977782,-3.963240065566798
chronos_bolt,garch_t,15,1298,0.025,-3.7937750968744943,-4.886009381989462,-1.570854663848877,-3.2464299448119514,-4.774087331737352,-2.620082364156894,-3.326276248606709
chronos_bolt,garch_t,15,1298,0.05,-3.059277704241371,-4.135722255669081,-1.570854663848877,-2.4740567775426583,-3.7913771115732287,-2.1076084336529712,-2.8308836060943645
chronos_2,garch_t,15,1298,0.01,-4.765176061964359,-5.907634424596034,-3.8252952098846436,-4.671358672659092,-6.688941332289977,-3.896680298177451,-4.720105988551012
chronos_2,garch_t,15,1298,0.025,-3.7937750968744943,-4.886009381989462,-3.323436975479126,-3.4055385867897097,-5.029581494021548,-3.1037070424691793,-3.953563354468806
chronos_2,garch_t,15,1298,0.05,-3.059277704241371,-4.135722255669081,-2.487006902694702,-2.584433557104713,-3.9848684735622575,-2.4869795202345024,-3.357392000641103
chronos_base,garch_t,15,1298,0.01,-4.765176061964359,-5.907634424596034,-0.5065746307373047,-0.9338231038023835,-1.2521286865885146,-0.6479369013241618,-0.7434185535090752
chronos_base,garch_t,15,1298,0.025,-3.7937750968744943,-4.886009381989462,-0.44190555810928345,-0.7341199599377563,-0.9903384209700725,-0.555986410249337,-0.6545328677356081
chronos_base,garch_t,15,1298,0.05,-3.059277704241371,-4.135722255669081,-0.4311273694038391,-0.6045776515942051,-0.8255184145955177,-0.48447277707114433,-0.5854028581740149
chronos_bolt,garch_t,15,1314,0.01,-6.133508137459374,-7.604026240629156,-2.025740146636963,-5.561047810811267,-7.866288493849445,-4.2145071486949695,-5.000597074722223
chronos_bolt,garch_t,15,1314,0.025,-4.883166986022787,-6.289039043770667,-2.025740146636963,-4.100090871769249,-5.965536264072844,-3.400924906405217,-4.251261297379696
chronos_bolt,garch_t,15,1314,0.05,-3.9377568529917673,-5.323305116025715,-2.025740146636963,-3.147764518476333,-4.763100688251454,-2.7415840852891584,-3.6439868989929347
chronos_2,garch_t,15,1314,0.01,-6.133508137459374,-7.604026240629156,-5.810112476348877,-6.930038767261325,-9.86847582632466,-5.96660064803355,-7.112564222517818
chronos_2,garch_t,15,1314,0.025,-4.883166986022787,-6.289039043770667,-5.047670841217041,-5.067790697910509,-7.445630856960421,-4.7805587161350775,-6.0201809245506865
chronos_2,garch_t,15,1314,0.05,-3.9377568529917673,-5.323305116025715,-3.776935338973999,-3.853882289374844,-5.912913998747999,-3.8193702577253528,-5.134895008491321
chronos_base,garch_t,15,1314,0.01,-6.133508137459374,-7.604026240629156,-0.5498155355453491,-0.9434192587404749,-1.2350447202041481,-0.723163863200438,-0.8130665255321635
chronos_base,garch_t,15,1314,0.025,-4.883166986022787,-6.289039043770667,-0.5498155355453491,-0.7586002744749485,-0.9945892440296775,-0.6301169900808252,-0.7273673209844504
chronos_base,garch_t,15,1314,0.05,-3.9377568529917673,-5.323305116025715,-0.5388192534446716,-0.6381258206417632,-0.8424746157136878,-0.5547102290479093,-0.6579152349403228
chronos_bolt,garch_t,15,1331,0.01,-4.174718887915853,-5.1756142259088325,-1.6070884466171265,-4.349159876866576,-6.138053218288326,-3.235325196132791,-3.925858733399878
chronos_bolt,garch_t,15,1331,0.025,-3.323685074271492,-4.280579644546623,-1.6070884466171265,-3.2063556012957215,-4.660071402607373,-2.595280925224588,-3.290832868468992
chronos_bolt,garch_t,15,1331,0.05,-2.68019990220706,-3.6232612586403117,-1.6070884466171265,-2.4585235604463285,-3.721519402954907,-2.1080176905273658,-2.8073901268855685
chronos_2,garch_t,15,1331,0.01,-4.174718887915853,-5.1756142259088325,-3.9443631172180176,-5.114259942213654,-7.236315955391165,-4.07114885815069,-4.950600348983292
chronos_2,garch_t,15,1331,0.025,-3.323685074271492,-4.280579644546623,-3.4542932510375977,-3.7586203248551815,-5.483075487270179,-3.2559996179315736,-4.1418424632461335
chronos_2,garch_t,15,1331,0.05,-2.68019990220706,-3.6232612586403117,-2.637510061264038,-2.8715123892473393,-4.369727995597262,-2.635429645503657,-3.526138204332935
chronos_base,garch_t,15,1331,0.01,-4.174718887915853,-5.1756142259088325,-0.5687451362609863,-1.0909336352273376,-1.4220411986441903,-0.7428895169213545,-0.8399367061128796
chronos_base,garch_t,15,1331,0.025,-3.323685074271492,-4.280579644546623,-0.5578076839447021,-0.87941116466691,-1.1484804745735189,-0.6529380604061363,-0.7506905335093569
chronos_base,garch_t,15,1331,0.05,-2.68019990220706,-3.6232612586403117,-0.5468702912330627,-0.7409943909234846,-0.9747632056065721,-0.5844583635171412,-0.6827477665419512
chronos_bolt,garch_t,15,1348,0.01,-4.319722709551038,-5.355382939016333,-1.7062773704528809,-4.624363283590227,-6.463408855120523,-3.467966060106932,-4.215096428459135
chronos_bolt,garch_t,15,1348,0.025,-3.439129263597924,-4.429260411788153,-1.7062773704528809,-3.42384900268841,-4.935595952442024,-2.7754631097391442,-3.5280231977269962
chronos_bolt,garch_t,15,1348,0.05,-2.7732934107762786,-3.7491108651386895,-1.7062773704528809,-2.629920822595312,-3.955276931883984,-2.248263284710207,-3.0049569973134496
chronos_2,garch_t,15,1348,0.01,-4.319722709551038,-5.355382939016333,-4.013666152954102,-5.071370196420674,-7.103903199822956,-4.058936616973364,-4.942307670012974
chronos_2,garch_t,15,1348,0.025,-3.439129263597924,-4.429260411788153,-3.489053249359131,-3.744548863244973,-5.41534789929612,-3.2401543984850214,-4.129945291160961
chronos_2,garch_t,15,1348,0.05,-2.7732934107762786,-3.7491108651386895,-2.6146981716156006,-2.8670908745190267,-4.331888743094133,-2.616818653713675,-3.5114969455424854
chronos_base,garch_t,15,1348,0.01,-4.319722709551038,-5.355382939016333,-0.5370241403579712,-0.9185543740027243,-1.1894014380847504,-0.6899219685816779,-0.7873017060511723
chronos_base,garch_t,15,1348,0.025,-3.439129263597924,-4.429260411788153,-0.5151047706604004,-0.7417475708411069,-0.9643914407453275,-0.5996622784925234,-0.6977497166459277
chronos_base,garch_t,15,1348,0.05,-2.7732934107762786,-3.7491108651386895,-0.493185430765152,-0.624821095500276,-0.8200140894211989,-0.5309479245725929,-0.6295741325269515
chronos_bolt,garch_t,15,1365,0.01,-4.669817525024901,-5.789413530304368,-1.831250786781311,-4.738456160712178,-6.590908944852873,-3.6898787044078865,-4.376266890516037
chronos_bolt,garch_t,15,1365,0.025,-3.717855794416198,-4.788232783584634,-1.831250786781311,-3.5279486766064596,-5.051552464612029,-2.9923456434134583,-3.725945662454752
chronos_bolt,garch_t,15,1365,0.05,-2.998056829676727,-4.052960062129901,-1.831250786781311,-2.727009456723318,-4.063337264508837,-2.4329816257089623,-3.204441643120837
chronos_2,garch_t,15,1365,0.01,-4.669817525024901,-5.789413530304368,-4.301351070404053,-5.446969733912685,-7.6213924917552065,-4.488612358801397,-5.34634222123813
chronos_2,garch_t,15,1365,0.025,-3.717855794416198,-4.788232783584634,-3.7628231048583984,-4.026067109828177,-5.814484487554313,-3.616955549198977,-4.533682637675887
chronos_2,garch_t,15,1365,0.05,-2.998056829676727,-4.052960062129901,-2.865276575088501,-3.085918738829122,-4.654510187995011,-2.917958638022335,-3.8819966386791016
chronos_base,garch_t,15,1365,0.01,-4.669817525024901,-5.789413530304368,-0.51478111743927,-0.8675696234617412,-1.1263566046345093,-0.6500908402090508,-0.7324192583455389
chronos_base,garch_t,15,1365,0.025,-3.717855794416198,-4.788232783584634,-0.4928755462169647,-0.6984621675628984,-0.9113090634065922,-0.5664256567577068,-0.6544168697985602
chronos_base,garch_t,15,1365,0.05,-2.998056829676727,-4.052960062129901,-0.48192277550697327,-0.586571249429415,-0.7732557588510445,-0.4993330760983632,-0.5918653838718826
chronos_bolt,garch_t,15,1381,0.01,-4.551470729641033,-5.642692906898453,-1.947924256324768,-5.028212315671402,-6.924310906701117,-3.8939214248306984,-4.616737684813316
chronos_bolt,garch_t,15,1381,0.025,-3.6236344856368676,-4.666885000196419,-1.947924256324768,-3.7625601292484405,-5.340001219173332,-3.162152644943568,-3.932764278204456
chronos_bolt,garch_t,15,1381,0.05,-2.922077325923191,-3.950246233891116,-1.947924256324768,-2.9163389174113363,-4.3123804727890676,-2.576613448975381,-3.3854694911391388
chronos_2,garch_t,15,1381,0.01,-4.551470729641033,-5.642692906898453,-4.158493518829346,-5.276982343907595,-7.3041107629839965,-4.332986186314141,-5.156728664726553
chronos_2,garch_t,15,1381,0.025,-3.6236344856368676,-4.666885000196419,-3.64408540725708,-3.92386730658728,-5.610317408883405,-3.4990411552718843,-4.37725263420434
chronos_2,garch_t,15,1381,0.05,-2.922077325923191,-3.950246233891116,-2.786738872528076,-3.019168006953982,-4.511682966094876,-2.8317436203408843,-3.7535395424011484
chronos_base,garch_t,15,1381,0.01,-4.551470729641033,-5.642692906898453,-0.5746173858642578,-1.0055307928014474,-1.2809772388874436,-0.7639210942149381,-0.8543476911142048
chronos_base,garch_t,15,1381,0.025,-3.6236344856368676,-4.666885000196419,-0.5635669827461243,-0.821669363664553,-1.05082440032004,-0.6723745088020516,-0.7687804578442656
chronos_base,garch_t,15,1381,0.05,-2.922077325923191,-3.950246233891116,-0.5525166988372803,-0.6987387172805315,-0.9015418240579766,-0.59912170615507,-0.7003121515333152
chronos_bolt,garch_t,15,1398,0.01,-4.934370987898987,-6.117394096834951,-2.1279101371765137,-5.242108722809831,-7.1123708399237655,-4.256680034006796,-5.053363069016339
chronos_bolt,garch_t,15,1398,0.025,-3.928478933245171,-5.059494681326085,-2.1279101371765137,-3.9595554165217894,-5.53854211282406,-3.4541181701293016,-4.30072783870707
chronos_bolt,garch_t,15,1398,0.05,-3.1679020777905817,-4.282567453335432,-2.1279101371765137,-3.0905053264268916,-4.50411495472604,-2.813756328139577,-3.7002023164767097
chronos_2,garch_t,15,1398,0.01,-4.934370987898987,-6.117394096834951,-4.421873092651367,-5.547036997888017,-7.556338042426027,-4.685249935222379,-5.579002406687946
chronos_2,garch_t,15,1398,0.025,-3.928478933245171,-5.059494681326085,-3.887234687805176,-4.169136181516378,-5.865507823309354,-3.7849023467539866,-4.734664611553514
chronos_2,garch_t,15,1398,0.05,-3.1679020777905817,-4.282567453335432,-2.996170997619629,-3.2354792155729486,-4.754179336117301,-3.0665175515967715,-4.060969872132954
chronos_base,garch_t,15,1398,0.01,-4.934370987898987,-6.117394096834951,-0.5810112357139587,-1.0111579138865676,-1.2697800936206511,-0.7610524209464695,-0.8493398785926212
chronos_base,garch_t,15,1398,0.025,-3.928478933245171,-5.059494681326085,-0.5698378682136536,-0.8338048420031344,-1.0521490930212583,-0.6721134785417877,-0.7659337457908411
chronos_base,garch_t,15,1398,0.05,-3.1679020777905817,-4.282567453335432,-0.5474913120269775,-0.7136315109273426,-0.9091072145832394,-0.601149347866905,-0.6993842282544083
chronos_bolt,garch_t,15,1415,0.01,-4.00227309692552,-4.961824288667516,-1.8657381534576416,-4.675536108375191,-6.348508799804426,-3.788337044520937,-4.505085651414739
chronos_bolt,garch_t,15,1415,0.025,-3.186393075211491,-4.103761046092565,-1.8657381534576416,-3.523049232464106,-4.939002369151564,-3.064459599525565,-3.82739534707553
chronos_bolt,garch_t,15,1415,0.05,-2.569488449638083,-3.4735946174876697,-1.8657381534576416,-2.7403647982902335,-4.010496000555228,-2.4860363468270847,-3.2858785021065393
chronos_2,garch_t,15,1415,0.01,-4.00227309692552,-4.961824288667516,-4.508090972900391,-5.743520845089404,-7.825341674991784,-4.8200796154746754,-5.746579001544102
chronos_2,garch_t,15,1415,0.025,-3.186393075211491,-4.103761046092565,-3.963372230529785,-4.3093843545462756,-6.071374104422745,-3.884365193532188,-4.870568019623198
chronos_2,garch_t,15,1415,0.05,-2.569488449638083,-3.4735946174876697,-3.0555076599121094,-3.33542418971447,-4.915955424402627,-3.1366709763980816,-4.170580576906954
chronos_base,garch_t,15,1415,0.01,-4.00227309692552,-4.961824288667516,-0.4473581314086914,-0.8207367494886321,-1.0567257705687778,-0.6278193781641788,-0.7159426797439156
chronos_base,garch_t,15,1415,0.025,-3.186393075211491,-4.103761046092565,-0.4361741840839386,-0.6581672998811658,-0.8579012204251816,-0.5388195952855659,-0.6326215452588976
chronos_base,garch_t,15,1415,0.05,-2.569488449638083,-3.4735946174876697,-0.4138062596321106,-0.5477620706854849,-0.7269263933318973,-0.4677032146633809,-0.5660427590837603
chronos_bolt,garch_t,15,1432,0.01,-3.1334981423610384,-3.8847591892730042,-1.615250825881958,-4.217959051419704,-5.81272845198717,-3.2863620281830443,-4.012428228145953
chronos_bolt,garch_t,15,1432,0.025,-2.494721509553472,-3.2129560635187073,-1.615250825881958,-3.145265767382187,-4.477534752636011,-2.6242768568730233,-3.3481470819994343
chronos_bolt,garch_t,15,1432,0.05,-2.0117286074116474,-2.719580103010514,-1.615250825881958,-2.425343366658313,-3.6082524112123924,-2.124759443054559,-2.846972890898122
chronos_2,garch_t,15,1432,0.01,-3.1334981423610384,-3.8847591892730042,-3.0767345428466797,-3.5331691714085403,-4.911244765580985,-3.0159793969304247,-3.706969028776975
chronos_2,garch_t,15,1432,0.025,-2.494721509553472,-3.2129560635187073,-2.6548051834106445,-2.606231123663966,-3.757474289477088,-2.385879842925647,-3.07477958841763
chronos_2,garch_t,15,1432,0.05,-2.0117286074116474,-2.719580103010514,-1.951589822769165,-1.9841302169231012,-3.0063081467515587,-1.9104943286392166,-2.5978173364662513
chronos_base,garch_t,15,1432,0.01,-3.1334981423610384,-3.8847591892730042,-0.4942070245742798,-0.8794908065251607,-1.1372439201086628,-0.6445006285091339,-0.7432018145235529
chronos_base,garch_t,15,1432,0.025,-2.494721509553472,-3.2129560635187073,-0.48322466015815735,-0.7061177572414218,-0.9214444865840562,-0.5544970012170256,-0.6528996671779963
chronos_base,garch_t,15,1432,0.05,-2.0117286074116474,-2.719580103010514,-0.45027750730514526,-0.589760972204626,-0.7809475407526605,-0.4865927781843925,-0.5847702224193176
chronos_bolt,garch_t,15,1448,0.01,-2.5685721727652564,-3.184391340963836,-1.3355793952941895,-3.2396120202222716,-4.355761702896422,-2.7926770633941067,-3.4530002291900317
chronos_bolt,garch_t,15,1448,0.025,-2.0449580491564476,-2.63370494001738,-1.3355793952941895,-2.447898730233169,-3.4079951661578827,-2.207516379142576,-2.854215646164094
chronos_bolt,garch_t,15,1448,0.05,-1.649042024406597,-2.2292777773710326,-1.3355793952941895,-1.9023175356543385,-2.774505506560848,-1.772893830793771,-2.409474076214663
chronos_2,garch_t,15,1448,0.01,-2.5685721727652564,-3.184391340963836,-2.5922744274139404,-2.524880948422909,-3.4202161012193404,-2.332714820611326,-2.9013834231612203
chronos_2,garch_t,15,1448,0.025,-2.0449580491564476,-2.63370494001738,-2.1892495155334473,-1.88979700720362,-2.6599518551613355,-1.828775952770213,-2.385711688931898
chronos_2,garch_t,15,1448,0.05,-1.649042024406597,-2.2292777773710326,-1.5175411701202393,-1.4521513851211352,-2.1517892225192985,-1.4544801382226837,-2.002701399153344
chronos_base,garch_t,15,1448,0.01,-2.5685721727652564,-3.184391340963836,-0.4195111095905304,-0.7745217154240884,-0.9903366764630975,-0.5881989758903652,-0.6924658186317696
chronos_base,garch_t,15,1448,0.025,-2.0449580491564476,-2.63370494001738,-0.40927913784980774,-0.6214386876856431,-0.8070797160612921,-0.49580049556480427,-0.5979160872451866
chronos_base,garch_t,15,1448,0.05,-1.649042024406597,-2.2292777773710326,-0.3990471661090851,-0.5159469368215964,-0.6845902790916968,-0.4271724006441445,-0.5276901710022087
chronos_bolt,garch_t,15,1465,0.01,-3.7530318586257483,-4.652827076337506,-1.7417267560958862,-4.0312917909507835,-5.263737809272442,-3.396470639135707,-4.180759515198359
chronos_bolt,garch_t,15,1465,0.025,-2.9879607002729576,-3.8481996538426966,-1.7417267560958862,-3.109527405090567,-4.201882934704805,-2.7224513829744836,-3.4762050437454968
chronos_bolt,garch_t,15,1465,0.05,-2.409473761116023,-3.257276789381658,-1.7417267560958862,-2.457118698328179,-3.4728354540683357,-2.2300654105223647,-2.96151242124151
chronos_2,garch_t,15,1465,0.01,-3.7530318586257483,-4.652827076337506,-3.890817165374756,-3.604228714653773,-4.7283802004374165,-3.2784087747707975,-4.052945386335179
chronos_2,garch_t,15,1465,0.025,-2.9879607002729576,-3.8481996538426966,-3.285740613937378,-2.7634593921009625,-3.7598300836887972,-2.612770632078901,-3.35715171943885
