asset,config,alpha,erule,n,n_alpha,hit_rate,kupiec_stat,kupiec_p_asym,kupiec_p_mc,cc_stat,cc_p_asym,cc_p_mc,dq_p_asym,qs_mean,sigma_tail,prec_floor
gold,untruncated,0.05,e0,2639,131.95000000000002,0.05380826070481243,0.7870758121616745,0.3749858028468174,0.39706029397060294,7.192614590766198,0.02742480740690639,0.0306969303069693,0.17659380091621357,0.12312122482875855,1.1029528392323633,0.09601790937414498
hsi,topk50,0.01,e0,2580,25.8,0.3872093023255814,5788.694894524317,0.0,9.999000099990002e-05,5789.203028705184,0.0,9.999000099990002e-05,0.0,0.3735851284948524,0.9621573979628602,0.18942455273911363
hsi,topk50,0.025,e0,2580,64.5,0.3941860465116279,4122.111997842121,0.0,9.999000099990002e-05,4123.77997759219,0.0,9.999000099990002e-05,0.0,0.3856077546148226,0.9626028928055402,0.11985807687774287
hsi,topk50,0.05,e0,2580,129.0,0.39689922480620154,2828.7351173411926,0.0,9.999000099990002e-05,2829.7412634257653,0.0,9.999000099990002e-05,0.0,0.39751413421414195,0.963650446029273,0.0848446908587565
hsi,topk500,0.01,e0,2580,25.8,0.08217054263565891,534.5501089516981,2.8910516959732067e-118,9.999000099990002e-05,535.9444396425529,4.179685728024123e-117,9.999000099990002e-05,0.0,0.09008067798218011,1.231902314992425,0.24253053141802725
hsi,topk500,0.025,e0,2580,64.5,0.0941860465116279,300.6056382712511,2.431216453477196e-67,9.999000099990002e-05,302.5456715002397,2.0092879136524264e-66,9.999000099990002e-05,8.06925630675257e-138,0.12207372571076514,1.190895467508511,0.14828382665875273
hsi,topk500,0.05,e0,2580,129.0,0.1189922480620155,189.61148645533467,3.864876326277676e-43,9.999000099990002e-05,192.98811971009468,1.2392595333192737e-42,9.999000099990002e-05,1.1562998735421233e-69,0.17079558583009227,1.1228361086036553,0.0988602069475225
hsi,untruncated,0.01,e0,2580,25.8,0.01317829457364341,2.3934037078524852,0.12184807184236093,0.13288671132886712,2.9476340459194716,0.2290495271702024,0.14028597140285973,1.035299127214272e-09,0.04776519971713286,2.0798174887853453,0.4094636682379466
hsi,untruncated,0.025,e0,2580,64.5,0.025193798449612403,0.003965382613955626,0.9497893709386928,1.0,2.681344783857071,0.26166966484462734,0.35736426357364265,0.0005637925196491784,0.09262806827492434,1.672762986728334,0.20828334940608803
hsi,untruncated,0.05,e0,2580,129.0,0.04186046511627907,3.800280601284385,0.05124399450362952,0.051594840515948405,5.1342980687879844,0.07675405696799525,0.0744925507449255,0.01920347496733744,0.1505695688831425,1.4531981629096915,0.12794696396045693
