"cell_id","forecaster","erule","asset","alpha","n","esr_p","esback_version"
"chronos_2.e1.btc.a01","chronos_2","e1","btc",0.01,3796,1.88982829385509e-10,"0.3.1"
"chronos_2.e2.btc.a01","chronos_2","e2","btc",0.01,3796,0.0134053941799588,"0.3.1"
"chronos_2.e3.btc.a01","chronos_2","e3","btc",0.01,3796,0.0197487495294418,"0.3.1"
"timesfm_2_5.e1.btc.a01","timesfm_2_5","e1","btc",0.01,3796,4.08534008844441e-08,"0.3.1"
"timesfm_2_5.e2.btc.a01","timesfm_2_5","e2","btc",0.01,3796,2.77106567815322e-05,"0.3.1"
"timesfm_2_5.e3.btc.a01","timesfm_2_5","e3","btc",0.01,3796,0.115017008253935,"0.3.1"
"moirai_2_0.e1.btc.a01","moirai_2_0","e1","btc",0.01,3796,1.51475655463251e-07,"0.3.1"
"moirai_2_0.e2.btc.a01","moirai_2_0","e2","btc",0.01,3796,8.02017896539553e-09,"0.3.1"
"moirai_2_0.e3.btc.a01","moirai_2_0","e3","btc",0.01,3796,0.0996826968400464,"0.3.1"
"lag_llama.e1.btc.a01","lag_llama","e1","btc",0.01,3796,9.08564112833687e-10,"0.3.1"
"lag_llama.e2.btc.a01","lag_llama","e2","btc",0.01,3796,3.0985817928153e-06,"0.3.1"
"lag_llama.e3.btc.a01","lag_llama","e3","btc",0.01,3796,0.000391718897498006,"0.3.1"
"garch_t.param.btc.a01","garch_t","param","btc",0.01,3308,0.159284598970718,"0.3.1"
"gjr_t.param.btc.a01","gjr_t","param","btc",0.01,3308,0.139336230182415,"0.3.1"
"ewma94.param.btc.a01","ewma94","param","btc",0.01,3308,0.000305887902412483,"0.3.1"
"hs250.param.btc.a01","hs250","param","btc",0.01,3308,0.035457997666072,"0.3.1"
"hs500.param.btc.a01","hs500","param","btc",0.01,3308,0.299759360296746,"0.3.1"
"fhs.param.btc.a01","fhs","param","btc",0.01,3308,0.109540581051057,"0.3.1"
"chronos_bolt.e1.btc.a025","chronos_bolt","e1","btc",0.025,3796,0,"0.3.1"
"chronos_bolt.e2.btc.a025","chronos_bolt","e2","btc",0.025,3796,2.19764582187754e-06,"0.3.1"
"chronos_bolt.e3.btc.a025","chronos_bolt","e3","btc",0.025,3796,0.000702445285577391,"0.3.1"
"chronos_2.e1.btc.a025","chronos_2","e1","btc",0.025,3796,0,"0.3.1"
"chronos_2.e2.btc.a025","chronos_2","e2","btc",0.025,3796,1.3650331665005e-07,"0.3.1"
"chronos_2.e3.btc.a025","chronos_2","e3","btc",0.025,3796,0.00015001331040454,"0.3.1"
"timesfm_2_5.e1.btc.a025","timesfm_2_5","e1","btc",0.025,3796,9.43245481721533e-13,"0.3.1"
"timesfm_2_5.e2.btc.a025","timesfm_2_5","e2","btc",0.025,3796,2.6911226665538e-05,"0.3.1"
"timesfm_2_5.e3.btc.a025","timesfm_2_5","e3","btc",0.025,3796,0.158068173030078,"0.3.1"
"moirai_2_0.e1.btc.a025","moirai_2_0","e1","btc",0.025,3796,1.22429288929027e-10,"0.3.1"
"moirai_2_0.e2.btc.a025","moirai_2_0","e2","btc",0.025,3796,2.74225087082414e-14,"0.3.1"
"moirai_2_0.e3.btc.a025","moirai_2_0","e3","btc",0.025,3796,0.0946799323804152,"0.3.1"
"lag_llama.e1.btc.a025","lag_llama","e1","btc",0.025,3796,0,"0.3.1"
"lag_llama.e2.btc.a025","lag_llama","e2","btc",0.025,3796,0.000546646774097104,"0.3.1"
"lag_llama.e3.btc.a025","lag_llama","e3","btc",0.025,3796,0.000421888926608771,"0.3.1"
"garch_t.param.btc.a025","garch_t","param","btc",0.025,3308,0.064435232370042,"0.3.1"
"gjr_t.param.btc.a025","gjr_t","param","btc",0.025,3308,0.0481425135299188,"0.3.1"
"ewma94.param.btc.a025","ewma94","param","btc",0.025,3308,5.21617074076275e-05,"0.3.1"
"hs250.param.btc.a025","hs250","param","btc",0.025,3308,0.0644816576509539,"0.3.1"
"hs500.param.btc.a025","hs500","param","btc",0.025,3308,0.61058145973202,"0.3.1"
"fhs.param.btc.a025","fhs","param","btc",0.025,3308,0.00365452004334355,"0.3.1"
"chronos_bolt.e1.btc.a05","chronos_bolt","e1","btc",0.05,3796,0,"0.3.1"
"chronos_bolt.e2.btc.a05","chronos_bolt","e2","btc",0.05,3796,7.43928822988238e-07,"0.3.1"
"chronos_bolt.e3.btc.a05","chronos_bolt","e3","btc",0.05,3796,0.000314905668337917,"0.3.1"
"chronos_2.e1.btc.a05","chronos_2","e1","btc",0.05,3796,0,"0.3.1"
"chronos_2.e2.btc.a05","chronos_2","e2","btc",0.05,3796,4.82361550702137e-09,"0.3.1"
"chronos_2.e3.btc.a05","chronos_2","e3","btc",0.05,3796,2.17178293528963e-05,"0.3.1"
"timesfm_2_5.e1.btc.a05","timesfm_2_5","e1","btc",0.05,3796,7.88258347483861e-15,"0.3.1"
"timesfm_2_5.e2.btc.a05","timesfm_2_5","e2","btc",0.05,3796,0.00026951245286666,"0.3.1"
"timesfm_2_5.e3.btc.a05","timesfm_2_5","e3","btc",0.05,3796,0.310882022799335,"0.3.1"
"moirai_2_0.e1.btc.a05","moirai_2_0","e1","btc",0.05,3796,2.15508111356399e-09,"0.3.1"
"moirai_2_0.e2.btc.a05","moirai_2_0","e2","btc",0.05,3796,8.84625706021325e-13,"0.3.1"
"moirai_2_0.e3.btc.a05","moirai_2_0","e3","btc",0.05,3796,0.161651599470294,"0.3.1"
"lag_llama.e1.btc.a05","lag_llama","e1","btc",0.05,3796,0,"0.3.1"
"lag_llama.e2.btc.a05","lag_llama","e2","btc",0.05,3796,0.000859584959655546,"0.3.1"
"lag_llama.e3.btc.a05","lag_llama","e3","btc",0.05,3796,9.63908141082825e-08,"0.3.1"
"garch_t.param.btc.a05","garch_t","param","btc",0.05,3308,0.0197721747700444,"0.3.1"
"gjr_t.param.btc.a05","gjr_t","param","btc",0.05,3308,0.00800032480441404,"0.3.1"
"ewma94.param.btc.a05","ewma94","param","btc",0.05,3308,7.88364287672705e-05,"0.3.1"
"hs250.param.btc.a05","hs250","param","btc",0.05,3308,0.0860514866553564,"0.3.1"
"hs500.param.btc.a05","hs500","param","btc",0.05,3308,0.609836324018604,"0.3.1"
"fhs.param.btc.a05","fhs","param","btc",0.05,3308,0.00073709510227904,"0.3.1"
"chronos_bolt.e1.copper.a01","chronos_bolt","e1","copper",0.01,2640,0.011806052798836,"0.3.1"
"chronos_bolt.e2.copper.a01","chronos_bolt","e2","copper",0.01,2640,0.420124609759926,"0.3.1"
"chronos_bolt.e3.copper.a01","chronos_bolt","e3","copper",0.01,2640,0.212315057317623,"0.3.1"
"chronos_2.e1.copper.a01","chronos_2","e1","copper",0.01,2640,0.0143449836546343,"0.3.1"
"chronos_2.e2.copper.a01","chronos_2","e2","copper",0.01,2640,0.526158605930485,"0.3.1"
"chronos_2.e3.copper.a01","chronos_2","e3","copper",0.01,2640,0.596378563816206,"0.3.1"
"timesfm_2_5.e1.copper.a01","timesfm_2_5","e1","copper",0.01,2640,0.0186787464884253,"0.3.1"
"timesfm_2_5.e2.copper.a01","timesfm_2_5","e2","copper",0.01,2640,0.399458567582195,"0.3.1"
"timesfm_2_5.e3.copper.a01","timesfm_2_5","e3","copper",0.01,2640,0.398727349720997,"0.3.1"
"moirai_2_0.e1.copper.a01","moirai_2_0","e1","copper",0.01,2640,0.153506011448372,"0.3.1"
"moirai_2_0.e2.copper.a01","moirai_2_0","e2","copper",0.01,2640,0.98937914219179,"0.3.1"
"moirai_2_0.e3.copper.a01","moirai_2_0","e3","copper",0.01,2640,0.595901063748968,"0.3.1"
"lag_llama.e1.copper.a01","lag_llama","e1","copper",0.01,2640,0.00547529135919989,"0.3.1"
"lag_llama.e2.copper.a01","lag_llama","e2","copper",0.01,2640,0.108203743412948,"0.3.1"
"lag_llama.e3.copper.a01","lag_llama","e3","copper",0.01,2640,0.0958951840181381,"0.3.1"
"garch_t.param.copper.a01","garch_t","param","copper",0.01,2640,0.501444692663438,"0.3.1"
"gjr_t.param.copper.a01","gjr_t","param","copper",0.01,2640,0.443199710934977,"0.3.1"
"ewma94.param.copper.a01","ewma94","param","copper",0.01,2640,0.103449482963045,"0.3.1"
"hs250.param.copper.a01","hs250","param","copper",0.01,2640,0.180307608459638,"0.3.1"
"hs500.param.copper.a01","hs500","param","copper",0.01,2640,0.283891236404441,"0.3.1"
"fhs.param.copper.a01","fhs","param","copper",0.01,2640,0.850580386641442,"0.3.1"
"chronos_bolt.e1.copper.a025","chronos_bolt","e1","copper",0.025,2640,8.78751473553097e-05,"0.3.1"
"chronos_bolt.e2.copper.a025","chronos_bolt","e2","copper",0.025,2640,0.200463892953379,"0.3.1"
"chronos_bolt.e3.copper.a025","chronos_bolt","e3","copper",0.025,2640,0.123728768257412,"0.3.1"
"chronos_2.e1.copper.a025","chronos_2","e1","copper",0.025,2640,7.32303632187126e-05,"0.3.1"
"chronos_2.e2.copper.a025","chronos_2","e2","copper",0.025,2640,0.304089103823479,"0.3.1"
"chronos_2.e3.copper.a025","chronos_2","e3","copper",0.025,2640,0.457050387693675,"0.3.1"
"timesfm_2_5.e1.copper.a025","timesfm_2_5","e1","copper",0.025,2640,0.00519860611096945,"0.3.1"
"timesfm_2_5.e2.copper.a025","timesfm_2_5","e2","copper",0.025,2640,0.296896551255708,"0.3.1"
"timesfm_2_5.e3.copper.a025","timesfm_2_5","e3","copper",0.025,2640,0.357208630166074,"0.3.1"
"moirai_2_0.e1.copper.a025","moirai_2_0","e1","copper",0.025,2640,0.00447696535041264,"0.3.1"
"moirai_2_0.e2.copper.a025","moirai_2_0","e2","copper",0.025,2640,0.964464355886905,"0.3.1"
"moirai_2_0.e3.copper.a025","moirai_2_0","e3","copper",0.025,2640,0.698649760644774,"0.3.1"
"lag_llama.e1.copper.a025","lag_llama","e1","copper",0.025,2640,1.23934102047585e-06,"0.3.1"
"lag_llama.e2.copper.a025","lag_llama","e2","copper",0.025,2640,0.00716645162313034,"0.3.1"
"lag_llama.e3.copper.a025","lag_llama","e3","copper",0.025,2640,0.0104731715866924,"0.3.1"
"garch_t.param.copper.a025","garch_t","param","copper",0.025,2640,0.350617448189708,"0.3.1"
"gjr_t.param.copper.a025","gjr_t","param","copper",0.025,2640,0.26600729538201,"0.3.1"
"ewma94.param.copper.a025","ewma94","param","copper",0.025,2640,0.0150327266147141,"0.3.1"
"hs250.param.copper.a025","hs250","param","copper",0.025,2640,0.134007531753317,"0.3.1"
"hs500.param.copper.a025","hs500","param","copper",0.025,2640,0.241566490099824,"0.3.1"
"fhs.param.copper.a025","fhs","param","copper",0.025,2640,0.7825744290056,"0.3.1"
"chronos_bolt.e1.copper.a05","chronos_bolt","e1","copper",0.05,2640,3.03328645634426e-06,"0.3.1"
"chronos_bolt.e2.copper.a05","chronos_bolt","e2","copper",0.05,2640,0.157156796262371,"0.3.1"
"chronos_bolt.e3.copper.a05","chronos_bolt","e3","copper",0.05,2640,0.0827331286285335,"0.3.1"
"chronos_2.e1.copper.a05","chronos_2","e1","copper",0.05,2640,6.69571977818251e-06,"0.3.1"
"chronos_2.e2.copper.a05","chronos_2","e2","copper",0.05,2640,0.271644294198494,"0.3.1"
"chronos_2.e3.copper.a05","chronos_2","e3","copper",0.05,2640,0.170274413887348,"0.3.1"
"timesfm_2_5.e1.copper.a05","timesfm_2_5","e1","copper",0.05,2640,0.00681357447679354,"0.3.1"
"timesfm_2_5.e2.copper.a05","timesfm_2_5","e2","copper",0.05,2640,0.376127702342319,"0.3.1"
"timesfm_2_5.e3.copper.a05","timesfm_2_5","e3","copper",0.05,2640,0.403844382185198,"0.3.1"
"moirai_2_0.e1.copper.a05","moirai_2_0","e1","copper",0.05,2640,0.00248628820532037,"0.3.1"
"moirai_2_0.e2.copper.a05","moirai_2_0","e2","copper",0.05,2640,0.749407855117396,"0.3.1"
"moirai_2_0.e3.copper.a05","moirai_2_0","e3","copper",0.05,2640,0.769285514231244,"0.3.1"
"lag_llama.e1.copper.a05","lag_llama","e1","copper",0.05,2640,2.30682584145825e-10,"0.3.1"
"lag_llama.e2.copper.a05","lag_llama","e2","copper",0.05,2640,0.000234689804445631,"0.3.1"
"lag_llama.e3.copper.a05","lag_llama","e3","copper",0.05,2640,0.000585085675669172,"0.3.1"
"garch_t.param.copper.a05","garch_t","param","copper",0.05,2640,0.303664997296917,"0.3.1"
"gjr_t.param.copper.a05","gjr_t","param","copper",0.05,2640,0.200443237052156,"0.3.1"
"ewma94.param.copper.a05","ewma94","param","copper",0.05,2640,0.0251978105992812,"0.3.1"
"hs250.param.copper.a05","hs250","param","copper",0.05,2640,0.0821367252939599,"0.3.1"
"hs500.param.copper.a05","hs500","param","copper",0.05,2640,0.236658552358724,"0.3.1"
"fhs.param.copper.a05","fhs","param","copper",0.05,2640,0.552424277790271,"0.3.1"
"chronos_bolt.e1.csi300.a01","chronos_bolt","e1","csi300",0.01,2639,1.01897115634131e-07,"0.3.1"
"chronos_bolt.e2.csi300.a01","chronos_bolt","e2","csi300",0.01,2639,0.242604203548124,"0.3.1"
"chronos_bolt.e3.csi300.a01","chronos_bolt","e3","csi300",0.01,2639,0.0929017832478958,"0.3.1"
"chronos_2.e1.csi300.a01","chronos_2","e1","csi300",0.01,2639,2.6661595153854e-10,"0.3.1"
"chronos_2.e2.csi300.a01","chronos_2","e2","csi300",0.01,2639,0.04532868295163,"0.3.1"
"chronos_2.e3.csi300.a01","chronos_2","e3","csi300",0.01,2639,0.0208085968746158,"0.3.1"
"timesfm_2_5.e1.csi300.a01","timesfm_2_5","e1","csi300",0.01,2639,0.000487353687474101,"0.3.1"
"timesfm_2_5.e2.csi300.a01","timesfm_2_5","e2","csi300",0.01,2639,0.108540298918145,"0.3.1"
"timesfm_2_5.e3.csi300.a01","timesfm_2_5","e3","csi300",0.01,2639,0.00757381334887508,"0.3.1"
"moirai_2_0.e1.csi300.a01","moirai_2_0","e1","csi300",0.01,2639,5.95436155972351e-05,"0.3.1"
"moirai_2_0.e2.csi300.a01","moirai_2_0","e2","csi300",0.01,2639,0.00159691021240549,"0.3.1"
"moirai_2_0.e3.csi300.a01","moirai_2_0","e3","csi300",0.01,2639,0.00241394586347565,"0.3.1"
"lag_llama.e1.csi300.a01","lag_llama","e1","csi300",0.01,2639,4.17539125496802e-09,"0.3.1"
"lag_llama.e2.csi300.a01","lag_llama","e2","csi300",0.01,2639,0.104418682132264,"0.3.1"
"lag_llama.e3.csi300.a01","lag_llama","e3","csi300",0.01,2639,0.00837452658312887,"0.3.1"
"garch_t.param.csi300.a01","garch_t","param","csi300",0.01,2180,0.673890399244065,"0.3.1"
"gjr_t.param.csi300.a01","gjr_t","param","csi300",0.01,2180,0.667373173692017,"0.3.1"
"ewma94.param.csi300.a01","ewma94","param","csi300",0.01,2180,0.000356955015921256,"0.3.1"
"hs250.param.csi300.a01","hs250","param","csi300",0.01,2180,0.0893645956507388,"0.3.1"
"hs500.param.csi300.a01","hs500","param","csi300",0.01,2180,0.000811676161207142,"0.3.1"
"fhs.param.csi300.a01","fhs","param","csi300",0.01,2180,0.868174112648802,"0.3.1"
"chronos_bolt.e1.csi300.a025","chronos_bolt","e1","csi300",0.025,2639,2.10024553304322e-10,"0.3.1"
"chronos_bolt.e2.csi300.a025","chronos_bolt","e2","csi300",0.025,2639,0.212396561908275,"0.3.1"
"chronos_bolt.e3.csi300.a025","chronos_bolt","e3","csi300",0.025,2639,0.153043944417024,"0.3.1"
"chronos_2.e1.csi300.a025","chronos_2","e1","csi300",0.025,2639,1.08138898946564e-08,"0.3.1"
"chronos_2.e2.csi300.a025","chronos_2","e2","csi300",0.025,2639,0.0198430488881346,"0.3.1"
"chronos_2.e3.csi300.a025","chronos_2","e3","csi300",0.025,2639,0.0159004831506949,"0.3.1"
"timesfm_2_5.e1.csi300.a025","timesfm_2_5","e1","csi300",0.025,2639,0.000168885093666749,"0.3.1"
"timesfm_2_5.e2.csi300.a025","timesfm_2_5","e2","csi300",0.025,2639,0.08101898485483,"0.3.1"
"timesfm_2_5.e3.csi300.a025","timesfm_2_5","e3","csi300",0.025,2639,0.129269228046717,"0.3.1"
"moirai_2_0.e1.csi300.a025","moirai_2_0","e1","csi300",0.025,2639,1.43183841491146e-05,"0.3.1"
"moirai_2_0.e2.csi300.a025","moirai_2_0","e2","csi300",0.025,2639,1.14440717607911e-05,"0.3.1"
"moirai_2_0.e3.csi300.a025","moirai_2_0","e3","csi300",0.025,2639,0.063388265611239,"0.3.1"
"lag_llama.e1.csi300.a025","lag_llama","e1","csi300",0.025,2639,5.30575583468362e-13,"0.3.1"
"lag_llama.e2.csi300.a025","lag_llama","e2","csi300",0.025,2639,0.00288896432216268,"0.3.1"
"lag_llama.e3.csi300.a025","lag_llama","e3","csi300",0.025,2639,0.00175134956624967,"0.3.1"
"garch_t.param.csi300.a025","garch_t","param","csi300",0.025,2180,0.66717719542644,"0.3.1"
"gjr_t.param.csi300.a025","gjr_t","param","csi300",0.025,2180,0.550852209955709,"0.3.1"
"ewma94.param.csi300.a025","ewma94","param","csi300",0.025,2180,0.0035069850684466,"0.3.1"
"hs250.param.csi300.a025","hs250","param","csi300",0.025,2180,0.00488250892459752,"0.3.1"
"hs500.param.csi300.a025","hs500","param","csi300",0.025,2180,0.00189975121709818,"0.3.1"
"fhs.param.csi300.a025","fhs","param","csi300",0.025,2180,0.828511255415536,"0.3.1"
"chronos_bolt.e1.csi300.a05","chronos_bolt","e1","csi300",0.05,2639,4.05885325349686e-11,"0.3.1"
"chronos_bolt.e2.csi300.a05","chronos_bolt","e2","csi300",0.05,2639,0.228978825495937,"0.3.1"
"chronos_bolt.e3.csi300.a05","chronos_bolt","e3","csi300",0.05,2639,0.220933271304605,"0.3.1"
"chronos_2.e1.csi300.a05","chronos_2","e1","csi300",0.05,2639,9.94093696249365e-13,"0.3.1"
"chronos_2.e2.csi300.a05","chronos_2","e2","csi300",0.05,2639,0.0477748082022623,"0.3.1"
"chronos_2.e3.csi300.a05","chronos_2","e3","csi300",0.05,2639,0.0290529750941639,"0.3.1"
"timesfm_2_5.e1.csi300.a05","timesfm_2_5","e1","csi300",0.05,2639,0.000130745833709756,"0.3.1"
"timesfm_2_5.e2.csi300.a05","timesfm_2_5","e2","csi300",0.05,2639,0.0590097136274356,"0.3.1"
"timesfm_2_5.e3.csi300.a05","timesfm_2_5","e3","csi300",0.05,2639,0.135008182570769,"0.3.1"
"moirai_2_0.e1.csi300.a05","moirai_2_0","e1","csi300",0.05,2639,0.000363297002324736,"0.3.1"
"moirai_2_0.e2.csi300.a05","moirai_2_0","e2","csi300",0.05,2639,4.09999714845455e-07,"0.3.1"
"moirai_2_0.e3.csi300.a05","moirai_2_0","e3","csi300",0.05,2639,0.108876838940125,"0.3.1"
"lag_llama.e1.csi300.a05","lag_llama","e1","csi300",0.05,2639,2.1094237467878e-15,"0.3.1"
"lag_llama.e2.csi300.a05","lag_llama","e2","csi300",0.05,2639,0.000500109150150863,"0.3.1"
"lag_llama.e3.csi300.a05","lag_llama","e3","csi300",0.05,2639,8.50307258501992e-05,"0.3.1"
"garch_t.param.csi300.a05","garch_t","param","csi300",0.05,2180,0.7741414554002,"0.3.1"
"gjr_t.param.csi300.a05","gjr_t","param","csi300",0.05,2180,0.631683798605344,"0.3.1"
"ewma94.param.csi300.a05","ewma94","param","csi300",0.05,2180,0.0240968489309591,"0.3.1"
"hs250.param.csi300.a05","hs250","param","csi300",0.05,2180,0.00517832328198709,"0.3.1"
"hs500.param.csi300.a05","hs500","param","csi300",0.05,2180,0.000909688992555391,"0.3.1"
"fhs.param.csi300.a05","fhs","param","csi300",0.05,2180,0.552307875734982,"0.3.1"
"chronos_bolt.e1.dax.a01","chronos_bolt","e1","dax",0.01,2665,8.84539182344213e-07,"0.3.1"
"chronos_bolt.e2.dax.a01","chronos_bolt","e2","dax",0.01,2665,0.0912766743213674,"0.3.1"
"chronos_bolt.e3.dax.a01","chronos_bolt","e3","dax",0.01,2665,0.0143366077951349,"0.3.1"
"chronos_2.e1.dax.a01","chronos_2","e1","dax",0.01,2665,1.63927693641597e-09,"0.3.1"
"chronos_2.e2.dax.a01","chronos_2","e2","dax",0.01,2665,0.0349037251352563,"0.3.1"
"chronos_2.e3.dax.a01","chronos_2","e3","dax",0.01,2665,0.223120941206265,"0.3.1"
"timesfm_2_5.e1.dax.a01","timesfm_2_5","e1","dax",0.01,2665,5.4118813186399e-07,"0.3.1"
"timesfm_2_5.e2.dax.a01","timesfm_2_5","e2","dax",0.01,2665,0.241405482931836,"0.3.1"
"timesfm_2_5.e3.dax.a01","timesfm_2_5","e3","dax",0.01,2665,0.120553481229634,"0.3.1"
"moirai_2_0.e1.dax.a01","moirai_2_0","e1","dax",0.01,2665,9.14859405979351e-05,"0.3.1"
"moirai_2_0.e2.dax.a01","moirai_2_0","e2","dax",0.01,2665,0.117438788561221,"0.3.1"
"moirai_2_0.e3.dax.a01","moirai_2_0","e3","dax",0.01,2665,0.314532015983021,"0.3.1"
"lag_llama.e1.dax.a01","lag_llama","e1","dax",0.01,2665,1.38955247641626e-07,"0.3.1"
"lag_llama.e2.dax.a01","lag_llama","e2","dax",0.01,2665,0.000338634916719038,"0.3.1"
"lag_llama.e3.dax.a01","lag_llama","e3","dax",0.01,2665,0.0107464741339,"0.3.1"
"garch_t.param.dax.a01","garch_t","param","dax",0.01,2665,0.681712708732442,"0.3.1"
"gjr_t.param.dax.a01","gjr_t","param","dax",0.01,2665,0.572508592905249,"0.3.1"
"ewma94.param.dax.a01","ewma94","param","dax",0.01,2665,9.302970256031e-06,"0.3.1"
"hs250.param.dax.a01","hs250","param","dax",0.01,2665,0.0239904928526598,"0.3.1"
"hs500.param.dax.a01","hs500","param","dax",0.01,2665,0.0545990452236959,"0.3.1"
"fhs.param.dax.a01","fhs","param","dax",0.01,2665,0.853468425953395,"0.3.1"
"chronos_bolt.e1.dax.a025","chronos_bolt","e1","dax",0.025,2665,1.72162284428623e-12,"0.3.1"
"chronos_bolt.e2.dax.a025","chronos_bolt","e2","dax",0.025,2665,0.00149144933923107,"0.3.1"
"chronos_bolt.e3.dax.a025","chronos_bolt","e3","dax",0.025,2665,0.000692761726938995,"0.3.1"
"chronos_2.e1.dax.a025","chronos_2","e1","dax",0.025,2665,4.64073224293315e-14,"0.3.1"
"chronos_2.e2.dax.a025","chronos_2","e2","dax",0.025,2665,0.00498083222842216,"0.3.1"
"chronos_2.e3.dax.a025","chronos_2","e3","dax",0.025,2665,0.00493932119153906,"0.3.1"
"timesfm_2_5.e1.dax.a025","timesfm_2_5","e1","dax",0.025,2665,2.66453525910038e-15,"0.3.1"
"timesfm_2_5.e2.dax.a025","timesfm_2_5","e2","dax",0.025,2665,0.0961712388294027,"0.3.1"
"timesfm_2_5.e3.dax.a025","timesfm_2_5","e3","dax",0.025,2665,0.0678734825813238,"0.3.1"
"moirai_2_0.e1.dax.a025","moirai_2_0","e1","dax",0.025,2665,1.5608714321047e-10,"0.3.1"
"moirai_2_0.e2.dax.a025","moirai_2_0","e2","dax",0.025,2665,0.0154985310800468,"0.3.1"
"moirai_2_0.e3.dax.a025","moirai_2_0","e3","dax",0.025,2665,0.0846727262291388,"0.3.1"
"lag_llama.e1.dax.a025","lag_llama","e1","dax",0.025,2665,9.2370555648813e-14,"0.3.1"
"lag_llama.e2.dax.a025","lag_llama","e2","dax",0.025,2665,0.000120514743777167,"0.3.1"
"lag_llama.e3.dax.a025","lag_llama","e3","dax",0.025,2665,0.000338622360709251,"0.3.1"
"garch_t.param.dax.a025","garch_t","param","dax",0.025,2665,0.261361336628986,"0.3.1"
"gjr_t.param.dax.a025","gjr_t","param","dax",0.025,2665,0.258290118681586,"0.3.1"
"ewma94.param.dax.a025","ewma94","param","dax",0.025,2665,1.55829736780966e-06,"0.3.1"
"hs250.param.dax.a025","hs250","param","dax",0.025,2665,0.0105244607013674,"0.3.1"
"hs500.param.dax.a025","hs500","param","dax",0.025,2665,0.0233470624570155,"0.3.1"
"fhs.param.dax.a025","fhs","param","dax",0.025,2665,0.407053209174296,"0.3.1"
"chronos_bolt.e1.dax.a05","chronos_bolt","e1","dax",0.05,2665,1.11022302462516e-15,"0.3.1"
"chronos_bolt.e2.dax.a05","chronos_bolt","e2","dax",0.05,2665,0.000705309152045919,"0.3.1"
"chronos_bolt.e3.dax.a05","chronos_bolt","e3","dax",0.05,2665,2.92634356724442e-05,"0.3.1"
"chronos_2.e1.dax.a05","chronos_2","e1","dax",0.05,2665,0,"0.3.1"
"chronos_2.e2.dax.a05","chronos_2","e2","dax",0.05,2665,0.000871229461917533,"0.3.1"
"chronos_2.e3.dax.a05","chronos_2","e3","dax",0.05,2665,0.00800718624384433,"0.3.1"
"timesfm_2_5.e1.dax.a05","timesfm_2_5","e1","dax",0.05,2665,3.45945494473199e-13,"0.3.1"
"timesfm_2_5.e2.dax.a05","timesfm_2_5","e2","dax",0.05,2665,0.187720903649511,"0.3.1"
"timesfm_2_5.e3.dax.a05","timesfm_2_5","e3","dax",0.05,2665,0.0593164719382702,"0.3.1"
"moirai_2_0.e1.dax.a05","moirai_2_0","e1","dax",0.05,2665,3.11113029782817e-08,"0.3.1"
"moirai_2_0.e2.dax.a05","moirai_2_0","e2","dax",0.05,2665,0.279928518388884,"0.3.1"
"moirai_2_0.e3.dax.a05","moirai_2_0","e3","dax",0.05,2665,0.292450181798786,"0.3.1"
"lag_llama.e1.dax.a05","lag_llama","e1","dax",0.05,2665,1.11022302462516e-15,"0.3.1"
"lag_llama.e2.dax.a05","lag_llama","e2","dax",0.05,2665,5.15115735361116e-05,"0.3.1"
"lag_llama.e3.dax.a05","lag_llama","e3","dax",0.05,2665,1.84026471983234e-06,"0.3.1"
"garch_t.param.dax.a05","garch_t","param","dax",0.05,2665,0.0652042363802009,"0.3.1"
"gjr_t.param.dax.a05","gjr_t","param","dax",0.05,2665,0.112599050708311,"0.3.1"
"ewma94.param.dax.a05","ewma94","param","dax",0.05,2665,5.45126955364683e-06,"0.3.1"
"hs250.param.dax.a05","hs250","param","dax",0.05,2665,0.015501997140927,"0.3.1"
"hs500.param.dax.a05","hs500","param","dax",0.05,2665,0.00663635876164659,"0.3.1"
"fhs.param.dax.a05","fhs","param","dax",0.05,2665,0.202414019741133,"0.3.1"
"chronos_bolt.e1.dgs10.a01","chronos_bolt","e1","dgs10",0.01,2625,2.69960216019438e-05,"0.3.1"
"chronos_bolt.e2.dgs10.a01","chronos_bolt","e2","dgs10",0.01,2625,0.0511495260606016,"0.3.1"
"chronos_bolt.e3.dgs10.a01","chronos_bolt","e3","dgs10",0.01,2624,0.576985645794418,"0.3.1"
"chronos_2.e1.dgs10.a01","chronos_2","e1","dgs10",0.01,2625,0.000275505955605548,"0.3.1"
"chronos_2.e2.dgs10.a01","chronos_2","e2","dgs10",0.01,2625,0.100540768926678,"0.3.1"
"chronos_2.e3.dgs10.a01","chronos_2","e3","dgs10",0.01,2624,0.155313267009022,"0.3.1"
"timesfm_2_5.e1.dgs10.a01","timesfm_2_5","e1","dgs10",0.01,2625,0.00311878337329619,"0.3.1"
"timesfm_2_5.e2.dgs10.a01","timesfm_2_5","e2","dgs10",0.01,2625,0.274743141276638,"0.3.1"
"timesfm_2_5.e3.dgs10.a01","timesfm_2_5","e3","dgs10",0.01,2624,0.242365675532778,"0.3.1"
"moirai_2_0.e1.dgs10.a01","moirai_2_0","e1","dgs10",0.01,2625,0.0335762926819323,"0.3.1"
"moirai_2_0.e2.dgs10.a01","moirai_2_0","e2","dgs10",0.01,2625,0.20871459990456,"0.3.1"
"moirai_2_0.e3.dgs10.a01","moirai_2_0","e3","dgs10",0.01,2624,0.343566556719263,"0.3.1"
