"cell_id","forecaster","erule","asset","alpha","n","esr_p","esback_version"
"lag_llama.e1.dgs10.a01","lag_llama","e1","dgs10",0.01,2625,1.47395429195285e-11,"0.3.1"
"lag_llama.e2.dgs10.a01","lag_llama","e2","dgs10",0.01,2625,2.21477010997617e-06,"0.3.1"
"lag_llama.e3.dgs10.a01","lag_llama","e3","dgs10",0.01,2624,6.03854505899504e-05,"0.3.1"
"garch_t.param.dgs10.a01","garch_t","param","dgs10",0.01,2625,0.119120692336175,"0.3.1"
"gjr_t.param.dgs10.a01","gjr_t","param","dgs10",0.01,2625,0.102024486732717,"0.3.1"
"ewma94.param.dgs10.a01","ewma94","param","dgs10",0.01,2625,0.0124978372687558,"0.3.1"
"hs250.param.dgs10.a01","hs250","param","dgs10",0.01,2625,0.0253775731886623,"0.3.1"
"hs500.param.dgs10.a01","hs500","param","dgs10",0.01,2625,0.0610818580891312,"0.3.1"
"fhs.param.dgs10.a01","fhs","param","dgs10",0.01,2625,0.242083713207868,"0.3.1"
"chronos_bolt.e1.dgs10.a025","chronos_bolt","e1","dgs10",0.025,2625,0.000122484726656324,"0.3.1"
"chronos_bolt.e2.dgs10.a025","chronos_bolt","e2","dgs10",0.025,2625,0.0519123269352257,"0.3.1"
"chronos_bolt.e3.dgs10.a025","chronos_bolt","e3","dgs10",0.025,2624,0.175918550793581,"0.3.1"
"chronos_2.e1.dgs10.a025","chronos_2","e1","dgs10",0.025,2625,0.000693802445255409,"0.3.1"
"chronos_2.e2.dgs10.a025","chronos_2","e2","dgs10",0.025,2625,0.0496493426447359,"0.3.1"
"chronos_2.e3.dgs10.a025","chronos_2","e3","dgs10",0.025,2624,0.00443809307645882,"0.3.1"
"timesfm_2_5.e1.dgs10.a025","timesfm_2_5","e1","dgs10",0.025,2625,0.00230409122534314,"0.3.1"
"timesfm_2_5.e2.dgs10.a025","timesfm_2_5","e2","dgs10",0.025,2625,0.212228739251638,"0.3.1"
"timesfm_2_5.e3.dgs10.a025","timesfm_2_5","e3","dgs10",0.025,2624,0.005491369604818,"0.3.1"
"moirai_2_0.e1.dgs10.a025","moirai_2_0","e1","dgs10",0.025,2625,0.130239939621617,"0.3.1"
"moirai_2_0.e2.dgs10.a025","moirai_2_0","e2","dgs10",0.025,2625,0.0483277957680474,"0.3.1"
"moirai_2_0.e3.dgs10.a025","moirai_2_0","e3","dgs10",0.025,2624,0.0164670418186899,"0.3.1"
"lag_llama.e1.dgs10.a025","lag_llama","e1","dgs10",0.025,2625,1.11022302462516e-16,"0.3.1"
"lag_llama.e2.dgs10.a025","lag_llama","e2","dgs10",0.025,2625,1.35866773387505e-09,"0.3.1"
"lag_llama.e3.dgs10.a025","lag_llama","e3","dgs10",0.025,2624,1.18637521573373e-06,"0.3.1"
"garch_t.param.dgs10.a025","garch_t","param","dgs10",0.025,2625,0.108253648744203,"0.3.1"
"gjr_t.param.dgs10.a025","gjr_t","param","dgs10",0.025,2625,0.0914413239832561,"0.3.1"
"ewma94.param.dgs10.a025","ewma94","param","dgs10",0.025,2625,0.0371712680731597,"0.3.1"
"hs250.param.dgs10.a025","hs250","param","dgs10",0.025,2625,0.012748316140369,"0.3.1"
"hs500.param.dgs10.a025","hs500","param","dgs10",0.025,2625,0.0343790667242679,"0.3.1"
"fhs.param.dgs10.a025","fhs","param","dgs10",0.025,2625,0.0887098417950485,"0.3.1"
"chronos_bolt.e1.dgs10.a05","chronos_bolt","e1","dgs10",0.05,2625,0.000458283937894488,"0.3.1"
"chronos_bolt.e2.dgs10.a05","chronos_bolt","e2","dgs10",0.05,2625,0.109352963188323,"0.3.1"
"chronos_bolt.e3.dgs10.a05","chronos_bolt","e3","dgs10",0.05,2624,0.178277471236038,"0.3.1"
"chronos_2.e1.dgs10.a05","chronos_2","e1","dgs10",0.05,2625,0.0145526687361107,"0.3.1"
"chronos_2.e2.dgs10.a05","chronos_2","e2","dgs10",0.05,2625,0.0404753718252689,"0.3.1"
"chronos_2.e3.dgs10.a05","chronos_2","e3","dgs10",0.05,2624,0.00143989221157814,"0.3.1"
"timesfm_2_5.e1.dgs10.a05","timesfm_2_5","e1","dgs10",0.05,2625,0.027274754020277,"0.3.1"
"timesfm_2_5.e2.dgs10.a05","timesfm_2_5","e2","dgs10",0.05,2625,0.122458167264364,"0.3.1"
"timesfm_2_5.e3.dgs10.a05","timesfm_2_5","e3","dgs10",0.05,2624,0.00172047099423578,"0.3.1"
"moirai_2_0.e1.dgs10.a05","moirai_2_0","e1","dgs10",0.05,2625,0.292124529590662,"0.3.1"
"moirai_2_0.e2.dgs10.a05","moirai_2_0","e2","dgs10",0.05,2625,0.00973728952187969,"0.3.1"
"moirai_2_0.e3.dgs10.a05","moirai_2_0","e3","dgs10",0.05,2624,0.00888405536900572,"0.3.1"
"lag_llama.e1.dgs10.a05","lag_llama","e1","dgs10",0.05,2625,0,"0.3.1"
"lag_llama.e2.dgs10.a05","lag_llama","e2","dgs10",0.05,2625,3.0900837444392e-12,"0.3.1"
"lag_llama.e3.dgs10.a05","lag_llama","e3","dgs10",0.05,2624,3.40505068585628e-10,"0.3.1"
"garch_t.param.dgs10.a05","garch_t","param","dgs10",0.05,2625,0.211860932578724,"0.3.1"
"gjr_t.param.dgs10.a05","gjr_t","param","dgs10",0.05,2625,0.174246164368314,"0.3.1"
"ewma94.param.dgs10.a05","ewma94","param","dgs10",0.05,2625,0.142383582722735,"0.3.1"
"hs250.param.dgs10.a05","hs250","param","dgs10",0.05,2625,0.00126225011257264,"0.3.1"
"hs500.param.dgs10.a05","hs500","param","dgs10",0.05,2625,0.0108499643316494,"0.3.1"
"fhs.param.dgs10.a05","fhs","param","dgs10",0.05,2625,0.123480244514658,"0.3.1"
"chronos_bolt.e1.dgs2.a01","chronos_bolt","e1","dgs2",0.01,2625,1.28945235771116e-05,"0.3.1"
"chronos_bolt.e2.dgs2.a01","chronos_bolt","e2","dgs2",0.01,2625,0.0223765105821051,"0.3.1"
"chronos_bolt.e3.dgs2.a01","chronos_bolt","e3","dgs2",0.01,2602,0.381038081468745,"0.3.1"
"chronos_2.e1.dgs2.a01","chronos_2","e1","dgs2",0.01,2625,8.47850788359139e-05,"0.3.1"
"chronos_2.e2.dgs2.a01","chronos_2","e2","dgs2",0.01,2625,0.0761689069657663,"0.3.1"
"chronos_2.e3.dgs2.a01","chronos_2","e3","dgs2",0.01,2602,0.297634822614399,"0.3.1"
"timesfm_2_5.e1.dgs2.a01","timesfm_2_5","e1","dgs2",0.01,2625,0.00099267810557746,"0.3.1"
"timesfm_2_5.e2.dgs2.a01","timesfm_2_5","e2","dgs2",0.01,2625,0.41705113545645,"0.3.1"
"timesfm_2_5.e3.dgs2.a01","timesfm_2_5","e3","dgs2",0.01,2602,0.794967400203092,"0.3.1"
"moirai_2_0.e1.dgs2.a01","moirai_2_0","e1","dgs2",0.01,2625,2.87624901995631e-06,"0.3.1"
"moirai_2_0.e2.dgs2.a01","moirai_2_0","e2","dgs2",0.01,2625,1.20403835612848e-06,"0.3.1"
"moirai_2_0.e3.dgs2.a01","moirai_2_0","e3","dgs2",0.01,2602,0.142928523860993,"0.3.1"
"lag_llama.e1.dgs2.a01","lag_llama","e1","dgs2",0.01,2625,0,"0.3.1"
"lag_llama.e2.dgs2.a01","lag_llama","e2","dgs2",0.01,2625,0.010698074012827,"0.3.1"
"lag_llama.e3.dgs2.a01","lag_llama","e3","dgs2",0.01,2602,0.00495336978073913,"0.3.1"
"garch_t.param.dgs2.a01","garch_t","param","dgs2",0.01,2625,0.217307983992765,"0.3.1"
"gjr_t.param.dgs2.a01","gjr_t","param","dgs2",0.01,2625,0.228963019315132,"0.3.1"
"ewma94.param.dgs2.a01","ewma94","param","dgs2",0.01,2625,0.000171291899943915,"0.3.1"
"hs250.param.dgs2.a01","hs250","param","dgs2",0.01,2625,0.0043322242742222,"0.3.1"
"hs500.param.dgs2.a01","hs500","param","dgs2",0.01,2625,0.0395622257928353,"0.3.1"
"fhs.param.dgs2.a01","fhs","param","dgs2",0.01,2625,0.451558556236845,"0.3.1"
"chronos_bolt.e1.dgs2.a025","chronos_bolt","e1","dgs2",0.025,2625,4.10652511995124e-10,"0.3.1"
"chronos_bolt.e2.dgs2.a025","chronos_bolt","e2","dgs2",0.025,2625,0.000285441520567753,"0.3.1"
"chronos_bolt.e3.dgs2.a025","chronos_bolt","e3","dgs2",0.025,2602,0.0363330101014897,"0.3.1"
"chronos_2.e1.dgs2.a025","chronos_2","e1","dgs2",0.025,2625,4.45869452470049e-10,"0.3.1"
"chronos_2.e2.dgs2.a025","chronos_2","e2","dgs2",0.025,2625,0.0127840610483371,"0.3.1"
"chronos_2.e3.dgs2.a025","chronos_2","e3","dgs2",0.025,2602,0.000158679179193211,"0.3.1"
"timesfm_2_5.e1.dgs2.a025","timesfm_2_5","e1","dgs2",0.025,2625,1.8790933279722e-05,"0.3.1"
"timesfm_2_5.e2.dgs2.a025","timesfm_2_5","e2","dgs2",0.025,2625,0.000844021828642849,"0.3.1"
"timesfm_2_5.e3.dgs2.a025","timesfm_2_5","e3","dgs2",0.025,2602,0.000310032553849426,"0.3.1"
"moirai_2_0.e1.dgs2.a025","moirai_2_0","e1","dgs2",0.025,2625,1.93763079047171e-05,"0.3.1"
"moirai_2_0.e2.dgs2.a025","moirai_2_0","e2","dgs2",0.025,2625,4.20230517050868e-12,"0.3.1"
"moirai_2_0.e3.dgs2.a025","moirai_2_0","e3","dgs2",0.025,2602,3.84119452253584e-05,"0.3.1"
"lag_llama.e1.dgs2.a025","lag_llama","e1","dgs2",0.025,2625,0,"0.3.1"
"lag_llama.e2.dgs2.a025","lag_llama","e2","dgs2",0.025,2625,7.4453058156454e-06,"0.3.1"
"lag_llama.e3.dgs2.a025","lag_llama","e3","dgs2",0.025,2602,0.000392791498158962,"0.3.1"
"garch_t.param.dgs2.a025","garch_t","param","dgs2",0.025,2625,0.140597902947083,"0.3.1"
"gjr_t.param.dgs2.a025","gjr_t","param","dgs2",0.025,2625,0.143479763908337,"0.3.1"
"ewma94.param.dgs2.a025","ewma94","param","dgs2",0.025,2625,0.000357516945577729,"0.3.1"
"hs250.param.dgs2.a025","hs250","param","dgs2",0.025,2625,0.00755855101206782,"0.3.1"
"hs500.param.dgs2.a025","hs500","param","dgs2",0.025,2625,0.000861161230536478,"0.3.1"
"fhs.param.dgs2.a025","fhs","param","dgs2",0.025,2625,0.602323092085949,"0.3.1"
"chronos_bolt.e1.dgs2.a05","chronos_bolt","e1","dgs2",0.05,2625,8.71430705373655e-11,"0.3.1"
"chronos_bolt.e2.dgs2.a05","chronos_bolt","e2","dgs2",0.05,2625,0.00014487444512834,"0.3.1"
"chronos_bolt.e3.dgs2.a05","chronos_bolt","e3","dgs2",0.05,2602,0.0125316340129938,"0.3.1"
"chronos_2.e1.dgs2.a05","chronos_2","e1","dgs2",0.05,2625,1.35824573810339e-10,"0.3.1"
"chronos_2.e2.dgs2.a05","chronos_2","e2","dgs2",0.05,2625,0.00120349186547719,"0.3.1"
"chronos_2.e3.dgs2.a05","chronos_2","e3","dgs2",0.05,2602,0.000923599893678073,"0.3.1"
"timesfm_2_5.e1.dgs2.a05","timesfm_2_5","e1","dgs2",0.05,2625,3.31435190159546e-06,"0.3.1"
"timesfm_2_5.e2.dgs2.a05","timesfm_2_5","e2","dgs2",0.05,2625,5.83142945602688e-05,"0.3.1"
"timesfm_2_5.e3.dgs2.a05","timesfm_2_5","e3","dgs2",0.05,2602,9.50751312789322e-07,"0.3.1"
"moirai_2_0.e1.dgs2.a05","moirai_2_0","e1","dgs2",0.05,2625,0.000183938954152141,"0.3.1"
"moirai_2_0.e2.dgs2.a05","moirai_2_0","e2","dgs2",0.05,2625,8.246932026168e-10,"0.3.1"
"moirai_2_0.e3.dgs2.a05","moirai_2_0","e3","dgs2",0.05,2602,2.83448535420838e-07,"0.3.1"
"lag_llama.e1.dgs2.a05","lag_llama","e1","dgs2",0.05,2625,0,"0.3.1"
"lag_llama.e2.dgs2.a05","lag_llama","e2","dgs2",0.05,2625,1.78847579346275e-06,"0.3.1"
"lag_llama.e3.dgs2.a05","lag_llama","e3","dgs2",0.05,2602,2.71723507360155e-05,"0.3.1"
"garch_t.param.dgs2.a05","garch_t","param","dgs2",0.05,2625,0.173112095293817,"0.3.1"
"gjr_t.param.dgs2.a05","gjr_t","param","dgs2",0.05,2625,0.223116815547379,"0.3.1"
"ewma94.param.dgs2.a05","ewma94","param","dgs2",0.05,2625,0.00203032851174256,"0.3.1"
"hs250.param.dgs2.a05","hs250","param","dgs2",0.05,2625,0.0032014884182967,"0.3.1"
"hs500.param.dgs2.a05","hs500","param","dgs2",0.05,2625,0.000437642122954829,"0.3.1"
"fhs.param.dgs2.a05","fhs","param","dgs2",0.05,2625,0.457967603117571,"0.3.1"
"chronos_bolt.e1.dgs30.a01","chronos_bolt","e1","dgs30",0.01,2625,0.000873071007933768,"0.3.1"
"chronos_bolt.e2.dgs30.a01","chronos_bolt","e2","dgs30",0.01,2625,0.187242931075642,"0.3.1"
"chronos_bolt.e3.dgs30.a01","chronos_bolt","e3","dgs30",0.01,2564,0.177671247956538,"0.3.1"
"chronos_2.e1.dgs30.a01","chronos_2","e1","dgs30",0.01,2625,0.00461088805249765,"0.3.1"
"chronos_2.e2.dgs30.a01","chronos_2","e2","dgs30",0.01,2625,0.309395491125473,"0.3.1"
"chronos_2.e3.dgs30.a01","chronos_2","e3","dgs30",0.01,2564,0.644910628479545,"0.3.1"
"timesfm_2_5.e1.dgs30.a01","timesfm_2_5","e1","dgs30",0.01,2625,0.0628322825256269,"0.3.1"
"timesfm_2_5.e2.dgs30.a01","timesfm_2_5","e2","dgs30",0.01,2625,0.507533887837404,"0.3.1"
"timesfm_2_5.e3.dgs30.a01","timesfm_2_5","e3","dgs30",0.01,2564,0.224815047866436,"0.3.1"
"moirai_2_0.e1.dgs30.a01","moirai_2_0","e1","dgs30",0.01,2625,0.0305850377889755,"0.3.1"
"moirai_2_0.e2.dgs30.a01","moirai_2_0","e2","dgs30",0.01,2625,0.720256195290882,"0.3.1"
"moirai_2_0.e3.dgs30.a01","moirai_2_0","e3","dgs30",0.01,2564,0.220547645221324,"0.3.1"
"lag_llama.e1.dgs30.a01","lag_llama","e1","dgs30",0.01,2625,3.37178285292339e-10,"0.3.1"
"lag_llama.e2.dgs30.a01","lag_llama","e2","dgs30",0.01,2625,1.02092736249393e-05,"0.3.1"
"lag_llama.e3.dgs30.a01","lag_llama","e3","dgs30",0.01,2564,0.00121663287435503,"0.3.1"
"garch_t.param.dgs30.a01","garch_t","param","dgs30",0.01,2625,0.425553001895203,"0.3.1"
"gjr_t.param.dgs30.a01","gjr_t","param","dgs30",0.01,2625,0.401493163575998,"0.3.1"
"ewma94.param.dgs30.a01","ewma94","param","dgs30",0.01,2625,0.0348803098928029,"0.3.1"
"hs250.param.dgs30.a01","hs250","param","dgs30",0.01,2555,0.190222977614368,"0.3.1"
"hs500.param.dgs30.a01","hs500","param","dgs30",0.01,2625,0.0122165579313411,"0.3.1"
"fhs.param.dgs30.a01","fhs","param","dgs30",0.01,2625,0.363972661596369,"0.3.1"
"chronos_bolt.e1.dgs30.a025","chronos_bolt","e1","dgs30",0.025,2625,1.43140619348614e-05,"0.3.1"
"chronos_bolt.e2.dgs30.a025","chronos_bolt","e2","dgs30",0.025,2625,0.125423771525679,"0.3.1"
"chronos_bolt.e3.dgs30.a025","chronos_bolt","e3","dgs30",0.025,2564,0.0335885045063871,"0.3.1"
"chronos_2.e1.dgs30.a025","chronos_2","e1","dgs30",0.025,2625,0.00175359808338926,"0.3.1"
"chronos_2.e2.dgs30.a025","chronos_2","e2","dgs30",0.025,2625,0.203611940972098,"0.3.1"
"chronos_2.e3.dgs30.a025","chronos_2","e3","dgs30",0.025,2564,0.0524211027247575,"0.3.1"
"timesfm_2_5.e1.dgs30.a025","timesfm_2_5","e1","dgs30",0.025,2625,0.0055249736120998,"0.3.1"
"timesfm_2_5.e2.dgs30.a025","timesfm_2_5","e2","dgs30",0.025,2625,0.648060349389343,"0.3.1"
"timesfm_2_5.e3.dgs30.a025","timesfm_2_5","e3","dgs30",0.025,2564,0.0238416951929902,"0.3.1"
"moirai_2_0.e1.dgs30.a025","moirai_2_0","e1","dgs30",0.025,2625,0.11790794017884,"0.3.1"
"moirai_2_0.e2.dgs30.a025","moirai_2_0","e2","dgs30",0.025,2625,0.330772846411355,"0.3.1"
"moirai_2_0.e3.dgs30.a025","moirai_2_0","e3","dgs30",0.025,2564,0.0832159383766755,"0.3.1"
"lag_llama.e1.dgs30.a025","lag_llama","e1","dgs30",0.025,2625,9.99200722162641e-16,"0.3.1"
"lag_llama.e2.dgs30.a025","lag_llama","e2","dgs30",0.025,2625,5.41725830860429e-09,"0.3.1"
"lag_llama.e3.dgs30.a025","lag_llama","e3","dgs30",0.025,2564,4.37705269806798e-08,"0.3.1"
"garch_t.param.dgs30.a025","garch_t","param","dgs30",0.025,2625,0.374298530575558,"0.3.1"
"gjr_t.param.dgs30.a025","gjr_t","param","dgs30",0.025,2625,0.366359728698639,"0.3.1"
"ewma94.param.dgs30.a025","ewma94","param","dgs30",0.025,2625,0.0159229999926312,"0.3.1"
"hs250.param.dgs30.a025","hs250","param","dgs30",0.025,2625,0.023409204708619,"0.3.1"
"hs500.param.dgs30.a025","hs500","param","dgs30",0.025,2625,0.050954827788838,"0.3.1"
"fhs.param.dgs30.a025","fhs","param","dgs30",0.025,2625,0.0331351199836082,"0.3.1"
"chronos_bolt.e1.dgs30.a05","chronos_bolt","e1","dgs30",0.05,2625,3.92700475128072e-05,"0.3.1"
"chronos_bolt.e2.dgs30.a05","chronos_bolt","e2","dgs30",0.05,2625,0.227854088217065,"0.3.1"
"chronos_bolt.e3.dgs30.a05","chronos_bolt","e3","dgs30",0.05,2564,0.022691705036751,"0.3.1"
"chronos_2.e1.dgs30.a05","chronos_2","e1","dgs30",0.05,2625,0.0132841106160457,"0.3.1"
"chronos_2.e2.dgs30.a05","chronos_2","e2","dgs30",0.05,2625,0.100465304117511,"0.3.1"
"chronos_2.e3.dgs30.a05","chronos_2","e3","dgs30",0.05,2564,5.59289152020082e-05,"0.3.1"
"timesfm_2_5.e1.dgs30.a05","timesfm_2_5","e1","dgs30",0.05,2625,0.0295518934632926,"0.3.1"
"timesfm_2_5.e2.dgs30.a05","timesfm_2_5","e2","dgs30",0.05,2625,0.503634171519043,"0.3.1"
"timesfm_2_5.e3.dgs30.a05","timesfm_2_5","e3","dgs30",0.05,2564,0.05401278357208,"0.3.1"
"moirai_2_0.e1.dgs30.a05","moirai_2_0","e1","dgs30",0.05,2625,0.587054848378918,"0.3.1"
"moirai_2_0.e2.dgs30.a05","moirai_2_0","e2","dgs30",0.05,2625,0.0518252989403272,"0.3.1"
"moirai_2_0.e3.dgs30.a05","moirai_2_0","e3","dgs30",0.05,2564,0.0410024099810219,"0.3.1"
"lag_llama.e1.dgs30.a05","lag_llama","e1","dgs30",0.05,2625,0,"0.3.1"
"lag_llama.e2.dgs30.a05","lag_llama","e2","dgs30",0.05,2625,2.06351602471955e-11,"0.3.1"
"lag_llama.e3.dgs30.a05","lag_llama","e3","dgs30",0.05,2564,1.4892087563112e-11,"0.3.1"
"garch_t.param.dgs30.a05","garch_t","param","dgs30",0.05,2625,0.732806812368195,"0.3.1"
"gjr_t.param.dgs30.a05","gjr_t","param","dgs30",0.05,2625,0.76194904499589,"0.3.1"
"ewma94.param.dgs30.a05","ewma94","param","dgs30",0.05,2625,0.197742046419902,"0.3.1"
"hs250.param.dgs30.a05","hs250","param","dgs30",0.05,2625,0.0040704584070661,"0.3.1"
"hs500.param.dgs30.a05","hs500","param","dgs30",0.05,2625,0.00599367616599478,"0.3.1"
"fhs.param.dgs30.a05","fhs","param","dgs30",0.05,2625,0.0491392211778838,"0.3.1"
"chronos_bolt.e1.dgs5.a01","chronos_bolt","e1","dgs5",0.01,2625,0.000188361560074513,"0.3.1"
"chronos_bolt.e2.dgs5.a01","chronos_bolt","e2","dgs5",0.01,2625,9.80824350184095e-05,"0.3.1"
"chronos_bolt.e3.dgs5.a01","chronos_bolt","e3","dgs5",0.01,2625,0.286162060403492,"0.3.1"
"chronos_2.e1.dgs5.a01","chronos_2","e1","dgs5",0.01,2625,0.000784118153774327,"0.3.1"
"chronos_2.e2.dgs5.a01","chronos_2","e2","dgs5",0.01,2625,2.87142570376542e-06,"0.3.1"
"chronos_2.e3.dgs5.a01","chronos_2","e3","dgs5",0.01,2625,0.0294232176201087,"0.3.1"
"timesfm_2_5.e1.dgs5.a01","timesfm_2_5","e1","dgs5",0.01,2625,0.00107694567489502,"0.3.1"
"timesfm_2_5.e2.dgs5.a01","timesfm_2_5","e2","dgs5",0.01,2625,0.000104765579307164,"0.3.1"
"timesfm_2_5.e3.dgs5.a01","timesfm_2_5","e3","dgs5",0.01,2625,0.0392272389922448,"0.3.1"
"moirai_2_0.e1.dgs5.a01","moirai_2_0","e1","dgs5",0.01,2625,0.0253418770997437,"0.3.1"
"moirai_2_0.e2.dgs5.a01","moirai_2_0","e2","dgs5",0.01,2625,2.8724660141588e-06,"0.3.1"
"moirai_2_0.e3.dgs5.a01","moirai_2_0","e3","dgs5",0.01,2625,0.218125129339444,"0.3.1"
"lag_llama.e1.dgs5.a01","lag_llama","e1","dgs5",0.01,2625,3.99680288865056e-15,"0.3.1"
"lag_llama.e2.dgs5.a01","lag_llama","e2","dgs5",0.01,2625,0.000447649456728372,"0.3.1"
"lag_llama.e3.dgs5.a01","lag_llama","e3","dgs5",0.01,2625,0.000335483387161162,"0.3.1"
"garch_t.param.dgs5.a01","garch_t","param","dgs5",0.01,2625,0.389435895186231,"0.3.1"
"gjr_t.param.dgs5.a01","gjr_t","param","dgs5",0.01,2625,0.374751362423307,"0.3.1"
"ewma94.param.dgs5.a01","ewma94","param","dgs5",0.01,2625,0.0420387557409108,"0.3.1"
"hs250.param.dgs5.a01","hs250","param","dgs5",0.01,2625,0.496371584503058,"0.3.1"
"hs500.param.dgs5.a01","hs500","param","dgs5",0.01,2625,0.087127448422491,"0.3.1"
"fhs.param.dgs5.a01","fhs","param","dgs5",0.01,2625,0.464092784675949,"0.3.1"
"chronos_bolt.e1.dgs5.a025","chronos_bolt","e1","dgs5",0.025,2625,3.22474257862249e-05,"0.3.1"
"chronos_bolt.e2.dgs5.a025","chronos_bolt","e2","dgs5",0.025,2625,0.00178783628416757,"0.3.1"
"chronos_bolt.e3.dgs5.a025","chronos_bolt","e3","dgs5",0.025,2625,0.1629397477484,"0.3.1"
"chronos_2.e1.dgs5.a025","chronos_2","e1","dgs5",0.025,2625,2.47938040848217e-05,"0.3.1"
"chronos_2.e2.dgs5.a025","chronos_2","e2","dgs5",0.025,2625,0.000283244816322137,"0.3.1"
"chronos_2.e3.dgs5.a025","chronos_2","e3","dgs5",0.025,2625,0.0117151024546777,"0.3.1"
"timesfm_2_5.e1.dgs5.a025","timesfm_2_5","e1","dgs5",0.025,2625,0.00454460823382052,"0.3.1"
"timesfm_2_5.e2.dgs5.a025","timesfm_2_5","e2","dgs5",0.025,2625,0.000299487992732161,"0.3.1"
"timesfm_2_5.e3.dgs5.a025","timesfm_2_5","e3","dgs5",0.025,2625,0.00706803351692054,"0.3.1"
"moirai_2_0.e1.dgs5.a025","moirai_2_0","e1","dgs5",0.025,2625,0.0333553049417348,"0.3.1"
"moirai_2_0.e2.dgs5.a025","moirai_2_0","e2","dgs5",0.025,2625,4.29498175524845e-06,"0.3.1"
"moirai_2_0.e3.dgs5.a025","moirai_2_0","e3","dgs5",0.025,2625,0.00174362978836429,"0.3.1"
"lag_llama.e1.dgs5.a025","lag_llama","e1","dgs5",0.025,2625,0,"0.3.1"
"lag_llama.e2.dgs5.a025","lag_llama","e2","dgs5",0.025,2625,9.8157585515235e-07,"0.3.1"
"lag_llama.e3.dgs5.a025","lag_llama","e3","dgs5",0.025,2625,3.4465521990823e-06,"0.3.1"
"garch_t.param.dgs5.a025","garch_t","param","dgs5",0.025,2625,0.476598238346269,"0.3.1"
"gjr_t.param.dgs5.a025","gjr_t","param","dgs5",0.025,2625,0.56768800141412,"0.3.1"
"ewma94.param.dgs5.a025","ewma94","param","dgs5",0.025,2625,0.00973258547767597,"0.3.1"
"hs250.param.dgs5.a025","hs250","param","dgs5",0.025,2625,0.0721985516776874,"0.3.1"
"hs500.param.dgs5.a025","hs500","param","dgs5",0.025,2625,0.025388053016416,"0.3.1"
"fhs.param.dgs5.a025","fhs","param","dgs5",0.025,2625,0.489384442078357,"0.3.1"
"chronos_bolt.e1.dgs5.a05","chronos_bolt","e1","dgs5",0.05,2625,7.98141088109716e-07,"0.3.1"
"chronos_bolt.e2.dgs5.a05","chronos_bolt","e2","dgs5",0.05,2625,0.00835339435013849,"0.3.1"
"chronos_bolt.e3.dgs5.a05","chronos_bolt","e3","dgs5",0.05,2625,0.132975652875977,"0.3.1"
"chronos_2.e1.dgs5.a05","chronos_2","e1","dgs5",0.05,2625,3.53668560247877e-05,"0.3.1"
"chronos_2.e2.dgs5.a05","chronos_2","e2","dgs5",0.05,2625,0.000571563078052395,"0.3.1"
"chronos_2.e3.dgs5.a05","chronos_2","e3","dgs5",0.05,2625,0.00071424475767301,"0.3.1"
"timesfm_2_5.e1.dgs5.a05","timesfm_2_5","e1","dgs5",0.05,2625,0.00694585777677015,"0.3.1"
"timesfm_2_5.e2.dgs5.a05","timesfm_2_5","e2","dgs5",0.05,2625,0.000149065680609684,"0.3.1"
"timesfm_2_5.e3.dgs5.a05","timesfm_2_5","e3","dgs5",0.05,2625,0.000265649766094445,"0.3.1"
"moirai_2_0.e1.dgs5.a05","moirai_2_0","e1","dgs5",0.05,2625,0.0484335093392152,"0.3.1"
"moirai_2_0.e2.dgs5.a05","moirai_2_0","e2","dgs5",0.05,2625,3.73208199377917e-06,"0.3.1"
"moirai_2_0.e3.dgs5.a05","moirai_2_0","e3","dgs5",0.05,2625,0.000526473109855874,"0.3.1"
"lag_llama.e1.dgs5.a05","lag_llama","e1","dgs5",0.05,2625,0,"0.3.1"
"lag_llama.e2.dgs5.a05","lag_llama","e2","dgs5",0.05,2625,1.74760761417758e-10,"0.3.1"
"lag_llama.e3.dgs5.a05","lag_llama","e3","dgs5",0.05,2625,7.92872589805427e-09,"0.3.1"
"garch_t.param.dgs5.a05","garch_t","param","dgs5",0.05,2625,0.536183183548574,"0.3.1"
"gjr_t.param.dgs5.a05","gjr_t","param","dgs5",0.05,2625,0.354517789599501,"0.3.1"
"ewma94.param.dgs5.a05","ewma94","param","dgs5",0.05,2625,0.0299901285988722,"0.3.1"
"hs250.param.dgs5.a05","hs250","param","dgs5",0.05,2625,0.0124164283587846,"0.3.1"
"hs500.param.dgs5.a05","hs500","param","dgs5",0.05,2625,0.00707212224008968,"0.3.1"
"fhs.param.dgs5.a05","fhs","param","dgs5",0.05,2625,0.520630347991456,"0.3.1"
"chronos_bolt.e1.eth.a01","chronos_bolt","e1","eth",0.01,2647,1.82587701212933e-05,"0.3.1"
"chronos_bolt.e2.eth.a01","chronos_bolt","e2","eth",0.01,2647,0.9038268447775,"0.3.1"
"chronos_bolt.e3.eth.a01","chronos_bolt","e3","eth",0.01,2647,0.14110809399543,"0.3.1"
"chronos_2.e1.eth.a01","chronos_2","e1","eth",0.01,2647,4.79777427669914e-05,"0.3.1"
"chronos_2.e2.eth.a01","chronos_2","e2","eth",0.01,2647,0.781441117048159,"0.3.1"
"chronos_2.e3.eth.a01","chronos_2","e3","eth",0.01,2647,0.135300877023306,"0.3.1"
"timesfm_2_5.e1.eth.a01","timesfm_2_5","e1","eth",0.01,2647,0.000478676430281877,"0.3.1"
