model,dgp,path,t,alpha,true_v,true_e,e2_v,e2_e,e3_v,e3_e
chronos_2,garch_t,0,662,0.01,-4.84468532354085,-6.006206155137687,-3.640415263634503,-4.344885753231743,-3.884572703673132,-4.270805382580561
chronos_2,garch_t,0,662,0.025,-3.8570760646912903,-4.9675348058072,-2.9801230101051486,-3.6956361011705323,-3.3215376740361084,-3.8536378866390946
chronos_2,garch_t,0,662,0.05,-3.110323228700205,-4.204728776804452,-2.4545322568191383,-3.192727582199625,-2.758243008027574,-3.4362780192655533
chronos_2,garch_t,0,679,0.01,-4.3045614112574135,-5.336586695906679,-3.767731505135721,-4.510732089647241,-3.8745072536590746,-4.276730295744519
chronos_2,garch_t,0,679,0.025,-3.4270586590379475,-4.41371465970208,-3.082011842038421,-3.8293181644132175,-3.3108004674623763,-3.8489290634105866
chronos_2,garch_t,0,679,0.05,-2.7635597469548587,-3.735952291780136,-2.5406534898541526,-3.3060024165292723,-2.760986167299256,-3.4316709410602066
chronos_2,garch_t,0,696,0.01,-4.615208296994346,-5.721711655028657,-4.048973256079274,-4.8405758708172755,-4.254007199407055,-4.677869856794374
chronos_2,garch_t,0,696,0.025,-3.674378884713841,-4.732238797836604,-3.3157053341061826,-4.113744717082095,-3.6410655424616585,-4.221505667809694
chronos_2,garch_t,0,696,0.05,-2.9629973079324583,-4.005564415716415,-2.7356758366245617,-3.554411259054411,-3.031030536210753,-3.767305618383521
chronos_2,garch_t,0,712,0.01,-4.232755293221064,-5.247564949534254,-4.0908353016071475,-4.910986986612003,-4.206693926102541,-4.627496539663373
chronos_2,garch_t,0,712,0.025,-3.369890516902768,-4.340087712481746,-3.3364923874604857,-4.159625622279805,-3.603739174747113,-4.176055827126267
chronos_2,garch_t,0,712,0.05,-2.7174596966985476,-3.673631370875125,-2.7420363848225353,-3.583679397757111,-3.007197106517032,-3.729416380742008
chronos_2,garch_t,0,729,0.01,-5.222606528463701,-6.4747345559679985,-5.2335397913895685,-6.236271429138842,-5.242489955526716,-5.735831467716323
chronos_2,garch_t,0,729,0.025,-4.157956459701517,-5.355039176872268,-4.291161711876992,-5.311349373226152,-4.500177283794489,-5.1962325534252765
chronos_2,garch_t,0,729,0.05,-3.3529513920977823,-4.532728648742951,-3.539956038299246,-4.593833382321638,-3.742025753962962,-4.645120120694556
chronos_2,garch_t,0,746,0.01,-4.332514869002153,-5.371242038565987,-4.3295826117964635,-5.1424626670329845,-4.458458372517724,-4.878764466229433
chronos_2,garch_t,0,746,0.025,-3.449313688124912,-4.44237694941054,-3.5606476943956955,-4.391103345328903,-3.8306209714899633,-4.420381626823005
chronos_2,garch_t,0,746,0.05,-2.781506070222436,-3.760213249993328,-2.9455705847053486,-3.8061157736148368,-3.192431186153274,-3.9544405321957417
chronos_2,garch_t,0,762,0.01,-3.55676146443134,-4.409500550267043,-3.8754298118531834,-4.604198616070853,-3.9652058975568196,-4.338716701473547
chronos_2,garch_t,0,762,0.025,-2.8317008424910113,-3.6469523179687466,-3.1830646212593185,-3.9296496304716895,-3.4098756641773007,-3.9321272571858943
chronos_2,garch_t,0,762,0.05,-2.2834667399370208,-3.0869326453577033,-2.627952249171739,-3.4031925218441375,-2.8471126198708205,-3.5200958213000226
chronos_2,garch_t,0,779,0.01,-3.457351743629255,-4.28625719448896,-4.053328846746423,-4.839644121202673,-4.156560937149616,-4.543235850007743
chronos_2,garch_t,0,779,0.025,-2.7525562068548775,-3.5450218074936073,-3.313852090854719,-4.114192114516519,-3.576236405715313,-4.120738425811252
chronos_2,garch_t,0,779,0.05,-2.2196449758552736,-3.0006544072811128,-2.724178795876167,-3.551209391048185,-2.9845244054112396,-3.689950508959377
chronos_2,garch_t,0,796,0.01,-3.9045267588210515,-4.840643114172544,-3.174557975326434,-3.779767754806176,-3.1930714810705934,-3.4918746127066593
chronos_2,garch_t,0,796,0.025,-3.1085727347897896,-4.003536097670267,-2.6058302274225236,-3.2215379975808314,-2.7593164162405825,-3.1696737791540133
chronos_2,garch_t,0,796,0.05,-2.5067345893513404,-3.3887600383132415,-2.152498915721062,-2.7885099049506024,-2.326544129961777,-2.8482029706640604
chronos_2,garch_t,0,813,0.01,-3.030476290960908,-3.7570376889752515,-2.8673322114665143,-3.451772816959069,-2.9045079910039813,-3.174668918158568
chronos_2,garch_t,0,813,0.025,-2.412701091169476,-3.1073218275649035,-2.332341429785729,-2.917153330686846,-2.5010804635174346,-2.8800707833547596
chronos_2,garch_t,0,813,0.05,-1.9455878292033049,-2.6301668771159576,-1.9118087736379534,-2.508423987808984,-2.091086323496458,-2.5806774581565946
chronos_2,garch_t,0,829,0.01,-2.7998971762787055,-3.4711768733881097,-2.683414226667454,-3.258804124239012,-2.752557987159466,-3.0170481131858393
chronos_2,garch_t,0,829,0.025,-2.2291264883078767,-2.8708957851735883,-2.1679999712552274,-2.7360108028878027,-2.3679510671729758,-2.731653576208609
chronos_2,garch_t,0,829,0.05,-1.797554359833406,-2.4300460077328965,-1.7674738381537125,-2.341054955713859,-1.9837865570328068,-2.4465873259747615
chronos_2,garch_t,0,846,0.01,-3.4780701122344144,-4.311942824149169,-2.9954008660998817,-3.6101128942771075,-2.9145275270670865,-3.245423715805273
chronos_2,garch_t,0,846,0.025,-2.7690510498239567,-3.5662655437308355,-2.428945619333979,-3.046625256858022,-2.4912980647610916,-2.905491320196415
chronos_2,garch_t,0,846,0.05,-2.232946319251154,-3.01863599222725,-1.9821062400251304,-2.6142406231011144,-2.101700764307305,-2.5925718392500534
chronos_2,garch_t,0,863,0.01,-3.3992118800639446,-4.214178208324878,-3.1537459397234437,-3.7506801440039395,-3.067628880470414,-3.4200076441164904
chronos_2,garch_t,0,863,0.025,-2.706268396360247,-3.4854076578475626,-2.5885765449193263,-3.198765282153319,-2.6253723029648577,-3.0605329249741158
chronos_2,garch_t,0,863,0.05,-2.1823187604080174,-2.950194503058918,-2.136276735166802,-2.7688448754585635,-2.223022864638185,-2.733495502138373
chronos_2,garch_t,0,880,0.01,-3.989472120901646,-4.9459542587580865,-3.5179092438616064,-4.149726119207049,-3.3899169476372624,-3.8211534814158035
chronos_2,garch_t,0,880,0.025,-3.1762016314067805,-4.090635468330494,-2.905295150549175,-3.561062602446503,-2.887299233352835,-3.3928643101112477
chronos_2,garch_t,0,880,0.05,-2.5612701298880625,-3.462484580681517,-2.4087322432818223,-3.096358860009804,-2.450294079277367,-3.0204847262335357
chronos_2,garch_t,0,896,0.01,-3.7225852810042652,-4.615080884438426,-3.527864654397654,-4.152598034879777,-3.4091879014088358,-3.8085360184329335
chronos_2,garch_t,0,896,0.025,-2.963720784168405,-3.816981024777664,-2.9233480109862287,-3.57091704526021,-2.9211875569509167,-3.405109612331658
chronos_2,garch_t,0,896,0.05,-2.389926836747092,-3.23085203884973,-2.4338826893019347,-3.112249452062225,-2.484478162625063,-3.0440850690821066
chronos_2,garch_t,0,913,0.01,-4.27629475617368,-5.30154306635986,-4.0961167623163774,-4.817222876983275,-3.8270091896351195,-4.31607382268522
chronos_2,garch_t,0,913,0.025,-3.4045542791925567,-4.384731230728912,-3.39193351248027,-4.1438142975044645,-3.2647494114072106,-3.8327053060965164
chronos_2,garch_t,0,913,0.05,-2.745412348716755,-3.711419507890735,-2.8189606993793417,-3.610077060690892,-2.779912066831063,-3.415895999954785
chronos_2,garch_t,0,930,0.01,-6.077486436542186,-7.534573249898239,-4.938618730529912,-5.8441419414614515,-4.624817633718487,-5.164832183123969
chronos_2,garch_t,0,930,0.025,-4.838565541908136,-6.231596768245689,-4.065774275337437,-5.00207292635996,-3.9587019333680815,-4.617432734704359
chronos_2,garch_t,0,930,0.05,-3.9017905133768194,-5.2746835767014915,-3.360511128124636,-4.339521495926349,-3.3591452461204825,-4.124730040978661
chronos_2,garch_t,0,946,0.01,-4.21246352381827,-5.222408196897815,-4.51103327704096,-5.323527340157096,-3.998397761084424,-4.794172830328544
chronos_2,garch_t,0,946,0.025,-3.3537353091138438,-4.319281392969105,-3.7196844905804887,-4.565422181408657,-3.3334511734655172,-4.085318101780168
chronos_2,garch_t,0,946,0.05,-2.704432233094614,-3.65602003370001,-3.0766948815476978,-3.965442119447122,-2.8549245930772993,-3.575193175116617
chronos_2,garch_t,0,963,0.01,-3.0944532073760413,-3.836353170476629,-3.9135679797821576,-4.635535374617903,-3.5427249358274557,-4.070142833974103
chronos_2,garch_t,0,963,0.025,-2.4636360470062386,-3.172921043579229,-3.2227229774656463,-3.965739655464513,-2.994283244338635,-3.5665893237254767
chronos_2,garch_t,0,963,0.05,-1.9866614750518168,-2.685692791295522,-2.6666982575004483,-3.4408897585968568,-2.5486012685214186,-3.157384978286182
chronos_2,garch_t,0,980,0.01,-2.6821455426461616,-3.325194102687865,-3.480366579450034,-4.141587012964011,-3.2337191363581836,-3.7017897996946556
chronos_2,garch_t,0,980,0.025,-2.135379015080774,-2.7501582553967716,-2.854975123260035,-3.530435185329617,-2.7295270200816244,-3.2495269394136956
chronos_2,garch_t,0,980,0.05,-1.7219569542547464,-2.327848723619379,-2.35475489097256,-3.054644381912516,-2.3112820227740656,-2.8743590764620994
chronos_2,garch_t,0,997,0.01,-3.277902690413807,-4.063784952025849,-3.150767615533847,-3.7586347701349516,-3.016286383017975,-3.4529669395807994
chronos_2,garch_t,0,997,0.025,-2.6096885897104585,-3.3610223610516714,-2.5845242132379065,-3.1995123102305354,-2.5529906513616965,-3.033209594785481
chronos_2,garch_t,0,997,0.05,-2.104437377980509,-2.8449095967030256,-2.1352744140024944,-2.767897593926086,-2.1720738715666448,-2.688089609537314
chronos_2,garch_t,0,1013,0.01,-2.7600078749458548,-3.4217240501004236,-2.617804727703609,-3.1557945210751166,-2.5063868624493137,-2.8723751126147135
chronos_2,garch_t,0,1013,0.025,-2.197368787005669,-2.8299949878013773,-2.1261629029275446,-2.6639259980314454,-2.1048626431077295,-2.5165132984303575
chronos_2,garch_t,0,1013,0.05,-1.7719451381344598,-2.3954258658661223,-1.7400497070844925,-2.288229731370823,-1.7681642087105893,-2.2181051080251173
chronos_2,garch_t,0,1030,0.01,-4.729337011815308,-5.863202906504742,-3.571935128073096,-4.271104839540995,-3.329800369022529,-3.7982131706322018
chronos_2,garch_t,0,1030,0.025,-3.765241986201757,-4.849261540358261,-2.919044924585494,-3.627501804741541,-2.8213034770752725,-3.3444129833415905
chronos_2,garch_t,0,1030,0.05,-3.0362687732729348,-4.104617348862685,-2.4003752648856542,-3.129996763239709,-2.3975535558939605,-2.966243919495262
chronos_2,garch_t,0,1047,0.01,-4.331873552222104,-5.3704469650917614,-4.347959215032813,-5.162156667426727,-3.908744484098274,-4.451482599016898
chronos_2,garch_t,0,1047,0.025,-3.4488031064385867,-4.44171937039071,-3.576150287165227,-4.409071193518079,-3.326412634439683,-3.9277766172994384
chronos_2,garch_t,0,1047,0.05,-2.781094340183284,-3.759656647667267,-2.9580775792285166,-3.822048631520248,-2.84446026960506,-3.494344483173948
chronos_2,garch_t,0,1064,0.01,-4.318384346094711,-5.353723700842464,-4.576273665543405,-5.438588089917999,-4.138268228342513,-4.692949115054298
chronos_2,garch_t,0,1064,0.025,-3.4380637311002458,-4.427888110677115,-3.753463669126236,-4.639314825387982,-3.5156454136840236,-4.1493147234038785
chronos_2,garch_t,0,1064,0.05,-2.772434171699092,-3.7479492922061195,-3.0922296616937324,-4.013997796279224,-2.986397517940933,-3.687209334618257
chronos_2,garch_t,0,1080,0.01,-4.330197190490574,-5.3683686930311945,-4.1461688645971835,-4.873883601740506,-3.73133409296626,-4.253703505521951
chronos_2,garch_t,0,1080,0.025,-3.447468478020301,-4.4400005001871,-3.4356716845543804,-4.194346959209452,-3.1879067169232203,-3.7548974505617445
chronos_2,garch_t,0,1080,0.05,-2.780018103754068,-3.758201724190886,-2.8576225000659417,-3.655812305862264,-2.746188512698772,-3.3494491338839083
chronos_2,garch_t,0,1097,0.01,-7.146302408079742,-8.859639510809995,-6.025675579507755,-7.558915522510187,-4.959354419621891,-5.857968233290157
chronos_2,garch_t,0,1097,0.025,-5.689498930986179,-7.327515323330494,-4.774438655826158,-6.204481415469917,-4.128384559747459,-5.03219719724641
chronos_2,garch_t,0,1097,0.05,-4.587978144042035,-6.2023147792472875,-3.848328859954778,-5.231332031100871,-3.496587731353755,-4.404353099951884
chronos_2,garch_t,0,1114,0.01,-13.130982926879232,-16.279156480030753,-13.569431799351454,-18.633596928085428,-11.819205246034178,-17.8823946601257
chronos_2,garch_t,0,1114,0.025,-10.4541774275897,-13.463952840606549,-10.149939638022245,-14.389424062810651,-8.812093084761887,-13.157405752474915
chronos_2,garch_t,0,1114,0.05,-8.430186582951945,-11.396451594512214,-7.850614931043184,-11.62101342602927,-7.117674093333996,-10.495013892763806
chronos_2,garch_t,0,1130,0.01,-9.507083954125646,-11.786422099536123,-12.104736232391787,-16.954446737015115,-11.591379442986959,-18.96391703218715
chronos_2,garch_t,0,1130,0.025,-7.569025337164287,-9.748160569762973,-8.957427082393187,-12.931540494589719,-8.316889250255203,-13.34891632810912
chronos_2,garch_t,0,1130,0.05,-6.103617074164891,-8.251249940045955,-6.882011595912381,-10.357546785909523,-6.550312876153833,-10.31964245628495
chronos_2,garch_t,0,1147,0.01,-13.153128263786492,-16.30661119586001,-16.26888653364662,-23.744228590904005,-14.441319641254612,-23.262406404382652
chronos_2,garch_t,0,1147,0.025,-10.471808345435793,-13.48665972960481,-11.766767325135982,-17.657927486065663,-10.290655458283053,-16.46451495719884
chronos_2,garch_t,0,1147,0.05,-8.444404050380708,-11.415671653019118,-8.90312554968877,-13.898826206370467,-8.000685280262264,-12.71403840664139
chronos_2,garch_t,0,1164,0.01,-8.252925897355338,-10.231577700564124,-12.769193471337678,-18.829415812845006,-11.42697442783136,-17.88226112244539
chronos_2,garch_t,0,1164,0.025,-6.570532618018396,-8.462200103204408,-9.180920986173987,-13.915601275888866,-8.167851184315973,-12.832207437396852
chronos_2,garch_t,0,1164,0.05,-5.298438476190816,-7.162759332340379,-6.916924363707729,-10.904439486168345,-6.317999905003284,-9.965838916822465
chronos_2,garch_t,0,1181,0.01,-15.779151081344152,-19.56222706294365,-21.053345752103915,-33.696373778521,-21.30541385611316,-39.51374887825459
chronos_2,garch_t,0,1181,0.025,-12.562505486428222,-16.17927212357706,-14.506779734607793,-23.75765628366151,-13.961157593602225,-25.90223684958428
chronos_2,garch_t,0,1181,0.05,-10.130329806767449,-13.694811157885805,-10.623819046771183,-18.01945002301679,-10.137761456201613,-18.816127561670182
chronos_2,garch_t,0,1197,0.01,-18.587995556893432,-23.044496364500347,-29.4518235203892,-52.57680915897995,-28.433608004617394,-50.94040777041742
chronos_2,garch_t,0,1197,0.025,-14.79875532982636,-19.059342089853516,-19.252833111701808,-34.99870040483367,-18.35849244268137,-33.77196837964864
chronos_2,garch_t,0,1197,0.05,-11.933628397835065,-16.132622575383266,-13.60618372141577,-25.493672000925702,-12.906672893319424,-24.481828437606815
chronos_2,garch_t,0,1214,0.01,-16.04522877306045,-19.892097294548957,-29.49134236925249,-53.866688598387995,-28.498820668322928,-49.11868778116102
chronos_2,garch_t,0,1214,0.025,-12.77434213370858,-16.452096900911314,-19.089614602276,-35.45735952378541,-18.446894282311675,-33.10915727984373
chronos_2,garch_t,0,1214,0.05,-10.301153620888625,-13.925741435604552,-13.407409399901782,-25.62839381326449,-12.822321737777585,-24.150997196826832
chronos_2,garch_t,0,1231,0.01,-11.390264424344185,-14.121098012644744,-25.1952950660709,-46.42051704225265,-23.02945016478788,-35.28340750432137
chronos_2,garch_t,0,1231,0.025,-9.068311633815906,-11.679093934200731,-16.25512520594669,-30.43049984313038,-15.613685396203167,-25.285051775407783
chronos_2,garch_t,0,1231,0.05,-7.312632638476992,-9.885672526084377,-11.396791311099896,-21.935336710283337,-11.061265528120972,-19.147220454047453
chronos_2,garch_t,0,1248,0.01,-8.732505209831066,-10.826136898139245,-18.79410784240489,-35.09733665723681,-16.457322480119682,-24.75184040866109
chronos_2,garch_t,0,1248,0.025,-6.952347692422295,-8.953940385136091,-12.048383111909963,-22.856930963814815,-11.306183373848867,-17.940535463503092
chronos_2,garch_t,0,1248,0.05,-5.6063318843239,-7.578988829461355,-8.408422429508672,-16.39722797910599,-8.106350795265342,-13.709425602841183
chronos_2,garch_t,0,1264,0.01,-7.600577093456672,-9.422827257633557,-15.364297513207699,-28.880009248876952,-13.302934361623679,-19.352611196390537
chronos_2,garch_t,0,1264,0.025,-6.051167831801786,-7.793309314127342,-9.826560327145112,-18.75123209627057,-9.253951049823653,-14.288603608052712
chronos_2,garch_t,0,1264,0.05,-4.879625797455706,-6.596582252698406,-6.849947629247313,-13.425398235038038,-6.6488367956605385,-11.030423137631303
chronos_2,garch_t,0,1281,0.01,-5.024468431333504,-6.2290925422817764,-8.797144347248723,-16.376534791752515,-7.663819008596981,-12.411080692551714
chronos_2,garch_t,0,1281,0.025,-4.000209637997562,-5.151876777641084,-5.638372704273369,-10.67816768243019,-5.17334922727139,-8.665574725541362
chronos_2,garch_t,0,1281,0.05,-3.225745292044189,-4.36076351516938,-3.929046472670439,-7.662814629141742,-3.7370663383039493,-6.505497871254443
chronos_2,garch_t,0,1298,0.01,-5.424655721820654,-6.72522535727647,-8.679278378519628,-15.660517095117093,-7.513974034366504,-11.97214178919196
chronos_2,garch_t,0,1298,0.025,-4.3188170843948255,-5.562211848254846,-5.6485952668386386,-10.370334465555914,-5.128143109730813,-8.438884696915698
chronos_2,garch_t,0,1298,0.05,-3.4826684443869413,-4.708088244031832,-3.981471576211329,-7.527218322504833,-3.7405827009273,-6.383999916630867
chronos_2,garch_t,0,1314,0.01,-5.802027541647379,-7.193072657080497,-10.329198263602702,-18.699319051725993,-8.647832048247125,-13.44674135482327
chronos_2,garch_t,0,1314,0.025,-4.619260088746413,-5.949152903148781,-6.68396872496371,-12.35271387871533,-5.9344168212987105,-9.594714010461647
chronos_2,garch_t,0,1314,0.05,-3.72494389855536,-5.035611301653412,-4.676189014436868,-8.93764680326149,-4.3184305357960975,-7.300622307117721
chronos_2,garch_t,0,1331,0.01,-4.690013206757059,-5.814451158101882,-8.069510580689508,-14.161851297764294,-6.9444087941581385,-10.784055146295344
chronos_2,garch_t,0,1331,0.025,-3.733934502405905,-4.80894057887611,-5.296829086147186,-9.501639909513457,-4.768341415515267,-7.700330857427136
chronos_2,garch_t,0,1331,0.05,-3.0110226042969575,-4.070488004292371,-3.741634240752343,-6.950447553462482,-3.4710565779642266,-5.861937063926345
chronos_2,garch_t,0,1348,0.01,-4.461865761602988,-5.531605008589368,-6.968966970733995,-12.046278160189292,-5.933778367712718,-9.149423365933156
chronos_2,garch_t,0,1348,0.025,-3.5522958631225015,-4.575007867260794,-4.636234500190352,-8.155012907183556,-4.1113552744951045,-6.566851515306745
chronos_2,garch_t,0,1348,0.05,-2.864550284457477,-3.872477594135822,-3.322599177117081,-6.016730703820835,-3.024899096879623,-5.027224876634718
chronos_2,garch_t,0,1365,0.01,-4.773785730244786,-5.91830827422014,-6.977696365415504,-11.934099688934575,-6.3417479983036005,-9.882088540884881
chronos_2,garch_t,0,1365,0.025,-3.800629648456617,-4.894837370598268,-4.6767966648479415,-8.127443444043656,-4.393390123155934,-7.0581963619766
chronos_2,garch_t,0,1365,0.05,-3.0648051739232285,-4.143194633658533,-3.3754159832229678,-6.026964750010981,-3.246608605222189,-5.396085206363452
chronos_2,garch_t,0,1381,0.01,-6.167010594098065,-7.645560963286536,-10.86199256314396,-18.19641080498582,-9.659624796416884,-14.727873407029838
chronos_2,garch_t,0,1381,0.025,-4.909839827493327,-6.323391041541105,-7.332179904775359,-12.52103525360513,-6.7343119754496525,-10.639740050887497
chronos_2,garch_t,0,1381,0.05,-3.9592656739249885,-5.352382080599214,-5.304768457793743,-9.343270567599943,-4.976257429190195,-8.182853600670322
chronos_2,garch_t,0,1398,0.01,-7.521463345868978,-9.324745866173869,-12.439728622258633,-20.465852558772156,-10.83621299153618,-16.44757313852571
chronos_2,garch_t,0,1398,0.025,-5.98818175080169,-7.712189433574919,-8.460072005595764,-14.215757763585152,-7.560080856227775,-11.908906018842291
chronos_2,garch_t,0,1398,0.05,-4.828834195855525,-6.527919000307909,-6.144469851184933,-10.672730061181433,-5.581135464822463,-9.167327227553763
chronos_2,garch_t,0,1415,0.01,-7.824247907481769,-9.700123496750347,-12.246153617680635,-19.739458714624003,-11.197006730645722,-17.004092045712166
chronos_2,garch_t,0,1415,0.025,-6.229242419836264,-8.022651878094083,-8.411419967512725,-13.864156117204814,-7.806602565735112,-12.307115467791286
chronos_2,garch_t,0,1415,0.05,-5.02322408753744,-6.790707370318064,-6.148811138719264,-10.488952804142233,-5.758631232454434,-9.46990995576751
chronos_2,garch_t,0,1432,0.01,-7.932472224019666,-9.834294761283667,-15.062630638263238,-23.60455250131885,-13.934966410980504,-20.952310890005194
chronos_2,garch_t,0,1432,0.025,-6.3154047591955536,-8.133620501097191,-10.505604365931118,-16.844853629030293,-9.76850024073362,-15.253311263493602
chronos_2,garch_t,0,1432,0.05,-5.0927048862185,-6.8846358440386854,-7.766108238794185,-12.891466471053725,-7.232732414043994,-11.784822787474614
chronos_2,garch_t,0,1448,0.01,-6.87589887282338,-8.524406307956534,-14.599298573644957,-22.998737697075825,-13.836610925167562,-20.139979403879423
chronos_2,garch_t,0,1448,0.025,-5.474218281368477,-7.050255009544508,-10.158446929501102,-16.365224859774234,-9.80370901951113,-14.92470249829822
chronos_2,garch_t,0,1448,0.05,-4.414377106892355,-5.967630078361266,-7.499647792371693,-12.500773938392154,-7.263655153466621,-11.639950085170044
chronos_2,garch_t,0,1465,0.01,-5.459988195204656,-6.769028846036423,-9.9875396526093,-15.465948837835747,-10.167482957897203,-14.75501963761526
chronos_2,garch_t,0,1465,0.025,-4.346946886083612,-5.598440267561553,-7.017928546341848,-11.114902936399062,-7.232372075456049,-10.959386528105286
chronos_2,garch_t,0,1465,0.05,-3.5053521493862525,-4.738753490104989,-5.219726106474838,-8.552420074764521,-5.383742994307974,-8.568772330329981
chronos_2,garch_t,0,1482,0.01,-4.202851158500421,-5.2104912520640685,-6.079267450070522,-9.301872553973968,-6.386237899964223,-9.279185923523006
chronos_2,garch_t,0,1482,0.025,-3.3460824644569596,-4.309425281355306,-4.289213409821109,-6.7280243473502175,-4.535326655194434,-6.885620472404693
chronos_2,garch_t,0,1482,0.05,-2.6982610246188883,-3.6476774094910183,-3.193037484833334,-5.195728272151288,-3.3695620586420874,-5.378074462119566
chronos_2,garch_t,0,1499,0.01,-3.975171948077953,-4.928225597287372,-5.31846896182792,-7.921028773989531,-5.704449247275412,-8.243654136871498
chronos_2,garch_t,0,1499,0.025,-3.1648166083070963,-4.075972677769965,-3.828486228806178,-5.8276720358348815,-4.079863238589962,-6.142768449484939
chronos_2,garch_t,0,1499,0.05,-2.5520893148840753,-3.450073382808068,-2.903165281859831,-4.564420035930298,-3.0566456973213434,-4.819561751876159
chronos_2,garch_t,1,512,0.01,-2.704220557595654,-3.352561636760747,-3.334290601137648,-3.9494190604133284,-3.69188437042534,-4.544100232591031
chronos_2,garch_t,1,512,0.025,-2.152953946392754,-2.772793039242788,-2.7433680353806635,-3.378021084686223,-2.9292475631014354,-3.768963583986806
chronos_2,garch_t,1,512,0.05,-1.7361292744749433,-2.3470077493161563,-2.2667663851368856,-2.929291473142064,-2.359775465802922,-3.1901576717432976
chronos_2,garch_t,1,528,0.01,-3.570957861251292,-4.427100555275924,-3.651442505972814,-4.349510549089608,-4.239712709775394,-5.127031046151324
chronos_2,garch_t,1,528,0.025,-2.843003244757063,-3.661508701017506,-2.988865640840933,-3.7035721560562385,-3.3495060582032994,-4.289905909789685
chronos_2,garch_t,1,528,0.05,-2.292580929991509,-3.099253775472334,-2.4579024107311804,-3.199708125182547,-2.640879424361162,-3.6235334821775242
chronos_2,garch_t,1,545,0.01,-3.33408289162029,-4.13343444373662,-3.600031843972984,-4.30346704788189,-4.263405110818047,-5.1957236650182255
chronos_2,garch_t,1,545,0.025,-2.654416223171014,-3.4186271560492725,-2.941457398854623,-3.6554053195448133,-3.3529219953330642,-4.32387045360375
chronos_2,garch_t,1,545,0.05,-2.1405054759344675,-2.893668699291533,-2.417550789491693,-3.1537333992091794,-2.6391882678994616,-3.6404189630987926
chronos_2,garch_t,1,562,0.01,-3.749329900937097,-4.648237568542728,-3.228748373811712,-3.7615288111214875,-3.6165193457944427,-4.270994490126573
chronos_2,garch_t,1,562,0.025,-2.9850134020606225,-3.844403823476038,-2.685666874017431,-3.256914541012849,-2.9270525446088786,-3.64338973829992
chronos_2,garch_t,1,562,0.05,-2.407097077343657,-3.2540638401425506,-2.2334111436418973,-2.847106240573887,-2.362517899100671,-3.129507669602071
chronos_2,garch_t,1,578,0.01,-3.696367252655903,-4.5825770430689285,-3.2205640893746863,-3.7608237264538,-3.5391673700917696,-4.265818926071005
chronos_2,garch_t,1,578,0.025,-2.9428474099753505,-3.790098170750534,-2.673950148431315,-3.250391962878901,-2.8382104103099364,-3.5889974820060195
chronos_2,garch_t,1,578,0.05,-2.3730946717793513,-3.2080972692609255,-2.220591631641105,-2.8376196230790454,-2.292530552713053,-3.062106602242377
chronos_2,garch_t,1,595,0.01,-2.964046229730167,-3.674680917378239,-3.081736066369387,-3.622044813130073,-3.2317146099988814,-4.1512100223559445
chronos_2,garch_t,1,595,0.025,-2.359813074293738,-3.039207260925841,-2.547089836347794,-3.1152934534891896,-2.5290545548298686,-3.3531769273594803
chronos_2,garch_t,1,595,0.05,-1.902939246533556,-2.5725118651909247,-2.1089570424675443,-2.7106388968059583,-2.0463541878713034,-2.8049589591312776
chronos_2,garch_t,1,612,0.01,-3.9414814399538427,-4.886457737508843,-3.164479948881901,-3.7169761578334004,-3.3314487060009843,-4.2158182796756325
chronos_2,garch_t,1,612,0.025,-3.1379940504288024,-4.041427859984042,-2.614325546520618,-3.1977237198261776,-2.623986292080991,-3.438106822588339
chronos_2,garch_t,1,612,0.05,-2.5304597635289117,-3.4208332073262318,-2.161950971752263,-2.781606974359587,-2.126393279992108,-2.891104213186302
chronos_2,garch_t,1,629,0.01,-3.2225631106299337,-3.995177622029501,-2.727164489146202,-3.205350914250595,-2.876929515995662,-3.649882968232672
chronos_2,garch_t,1,629,0.025,-2.5656302134982245,-3.304279503599329,-2.2501039284211584,-2.7556574777802965,-2.2585958108963013,-2.9701504519927466
chronos_2,garch_t,1,629,0.05,-2.068908965096411,-2.796880074025286,-1.8574311627959594,-2.394897009640696,-1.8236913908980041,-2.4920612369113777
chronos_2,garch_t,1,645,0.01,-4.066572506110683,-5.041539581081467,-3.3452348676084687,-3.9238600409737203,-3.590825821539622,-4.552066257692724
chronos_2,garch_t,1,645,0.025,-3.237584782325426,-4.1696909325122435,-2.765348531980066,-3.3788988804863416,-2.8217929377503546,-3.7067302870911525
chronos_2,garch_t,1,645,0.05,-2.6107691381914813,-3.529400424898661,-2.2868669996454853,-2.9405839386208683,-2.2808663214450076,-3.1121331822630514
chronos_2,garch_t,1,662,0.01,-2.931226026220657,-3.6339920190975104,-3.0716877901580357,-3.6069540176975208,-3.2575897840774326,-4.142886810898773
chronos_2,garch_t,1,662,0.025,-2.3336834058135763,-3.005554816571001,-2.547857252120093,-3.106742721552771,-2.5710990670932814,-3.371327329171916
chronos_2,garch_t,1,662,0.05,-1.881868437073492,-2.544027031823841,-2.1211383628609934,-2.7097987951337,-2.095966103267597,-2.8373166947219906
chronos_2,garch_t,1,679,0.01,-6.242277697828458,-7.73887347204912,-5.242055668508494,-6.197632857613939,-6.018361222577945,-7.634500367560584
chronos_2,garch_t,1,679,0.025,-4.9697634189898645,-6.400566736667524,-4.341161923799889,-5.3153209385372335,-4.742625203464944,-6.218758605596505
