model,dgp,path,t,alpha,true_v,true_e,e2_v,e2_e,e3_v,e3_e
chronos_2,gjr_t,4,1197,0.05,-1.7247215731887318,-2.331586107786196,-1.603117526596166,-2.3060917659570506,-1.5192431337751227,-2.25266628607992
chronos_2,gjr_t,4,1214,0.01,-2.263512858760333,-2.8061935825758244,-2.2540646842219183,-2.9591241980270304,-2.388232196386163,-3.281413587423767
chronos_2,gjr_t,4,1214,0.025,-1.802086345468671,-2.320910060896611,-1.7241000868485281,-2.350808199023878,-1.7730955420790866,-2.5280847025620568
chronos_2,gjr_t,4,1214,0.05,-1.453191725137338,-1.9645151373712813,-1.3480473635678814,-1.932080498755112,-1.3718271956607426,-2.0366702602246116
chronos_2,gjr_t,4,1231,0.01,-1.9507409508524338,-2.4184341239165805,-1.9216402882504777,-2.571231634409895,-2.1457681755036133,-2.9575113096292367
chronos_2,gjr_t,4,1231,0.025,-1.5530742922322243,-2.0002070151772964,-1.4462956369894255,-2.0149325927290738,-1.5867182885565692,-2.27286924681754
chronos_2,gjr_t,4,1231,0.05,-1.252389884463853,-1.6930586951197977,-1.1135555599829576,-1.637217306832477,-1.2220366814211612,-1.8262608606820094
chronos_2,gjr_t,4,1248,0.01,-2.95535581254921,-3.663906959179272,-3.0264905445342136,-3.9827795809259543,-3.2144003841507467,-4.266905339676098
chronos_2,gjr_t,4,1248,0.025,-2.3528942348104023,-3.0302964758200215,-2.3143267955604756,-3.159840530175411,-2.427502478374153,-3.359048750520946
chronos_2,gjr_t,4,1248,0.05,-1.8973599354700108,-2.5649694047909377,-1.811365009842572,-2.5960651850063505,-1.8928994400474461,-2.7422687497554374
chronos_2,gjr_t,4,1264,0.01,-2.4269216523075268,-3.0087798881997876,-3.2342496876663103,-4.278894071574684,-3.2948726040634098,-4.62895712428102
chronos_2,gjr_t,4,1264,0.025,-1.9321835766114992,-2.4884625055469,-2.4629151041840256,-3.382053582847426,-2.439010067894826,-3.5244006914392982
chronos_2,gjr_t,4,1264,0.05,-1.5581013595926554,-2.106338519226887,-1.9205214655293783,-2.770327040123213,-1.8992765147204425,-2.827833026673732
chronos_2,gjr_t,4,1281,0.01,-3.1682013801873157,-3.9277825822728727,-3.478839482333782,-4.536631995650417,-3.4249129086010934,-4.741031139251426
chronos_2,gjr_t,4,1281,0.025,-2.5223503479708236,-3.2485392913784357,-2.6795187555268396,-3.622626882544909,-2.5606542862962116,-3.6447957084275844
chronos_2,gjr_t,4,1281,0.05,-2.034008338604444,-2.749699232116259,-2.1108063547422966,-2.9917681203862014,-2.0096059159691517,-2.945839710697126
chronos_2,gjr_t,4,1298,0.01,-3.874551306766258,-4.80348100092657,-3.4220089492161216,-4.491910266339695,-3.4821554109611927,-4.738526810422234
chronos_2,gjr_t,4,1298,0.025,-3.084707903345104,-3.9728005407748683,-2.627479291590351,-3.5719231844140693,-2.6176959053300766,-3.679139075742317
chronos_2,gjr_t,4,1298,0.05,-2.4874901310242366,-3.362744180226427,-2.0671486403697164,-2.9425696107846204,-2.0540435240499955,-2.988387900630533
chronos_2,gjr_t,4,1314,0.01,-3.986203461513702,-4.941901933204655,-3.4182113240985785,-4.437878676723483,-3.630951996562289,-4.660422717257961
chronos_2,gjr_t,4,1314,0.025,-3.173599301833876,-4.087283923659668,-2.649394432097016,-3.557360487659142,-2.7806082932778846,-3.746545045571485
chronos_2,gjr_t,4,1314,0.05,-2.5591716267775237,-3.459647693397367,-2.102997865094232,-2.9503021472787387,-2.1723912219552686,-3.092884650517821
chronos_2,gjr_t,4,1331,0.01,-2.812650482900427,-3.4869878050821734,-2.5896866136698335,-3.3701283345591366,-2.7812039041166248,-3.5850532081065016
chronos_2,gjr_t,4,1331,0.025,-2.2392799803163848,-2.883972484752959,-2.0002348371339345,-2.695866040914839,-2.117223685645302,-2.8714632870443095
chronos_2,gjr_t,4,1331,0.05,-1.8057420754803912,-2.44111467200531,-1.5809476382616927,-2.230598244401961,-1.6423050117785423,-2.3610607636441654
chronos_2,gjr_t,4,1348,0.01,-3.9940004424854285,-4.951568252475449,-2.6992069638289573,-3.4935012208860945,-2.714608598149564,-3.465063185920369
chronos_2,gjr_t,4,1348,0.025,-3.179806835796251,-4.095278617178578,-2.0939090096420077,-2.8055432214309945,-2.0968257192958895,-2.7995401286451362
chronos_2,gjr_t,4,1348,0.05,-2.5641773452939063,-3.4664147356456456,-1.6613859630285377,-2.3286357196983296,-1.6557380904953178,-2.3243667347331147
chronos_2,gjr_t,4,1365,0.01,-3.1637377934870456,-3.922248843727898,-2.3624177822656502,-3.0406274645765667,-2.2902037162546685,-2.9289213838208354
chronos_2,gjr_t,4,1365,0.025,-2.518796681989541,-3.2439625189336727,-1.838060757329679,-2.450802383977936,-1.77132023553514,-2.364697634591651
chronos_2,gjr_t,4,1365,0.05,-2.0311426834648403,-2.745825260910082,-1.4605992397992542,-2.0388546300663295,-1.4034150578060802,-1.9646447393804365
chronos_2,gjr_t,4,1381,0.01,-3.110814392942412,-3.8566369756964622,-2.5929320944394685,-3.2222951116005882,-2.414399427031723,-2.88875363470653
chronos_2,gjr_t,4,1381,0.025,-2.4766619368264466,-3.18969710917224,-2.064560993312022,-2.661638779846456,-1.9564225261354808,-2.4468047695276263
chronos_2,gjr_t,4,1381,0.05,-1.997165475232981,-2.6998927533527635,-1.6676872523650486,-2.252687496000423,-1.5997235454051424,-2.102589352907826
chronos_2,gjr_t,4,1398,0.01,-2.815478779438231,-3.4904941901081257,-2.71884771474506,-3.3734142128238465,-2.631301832893643,-3.1165447163979856
chronos_2,gjr_t,4,1398,0.025,-2.2415317168382196,-2.8868725000386615,-2.1691289495181616,-2.7902460602310355,-2.1365010588031494,-2.6562799454527735
chronos_2,gjr_t,4,1398,0.05,-1.807557862436964,-2.4435693659735755,-1.756146651156608,-2.364796220847245,-1.7389347399206494,-2.2864628791146377
chronos_2,gjr_t,4,1415,0.01,-2.57942995377877,-3.197852291840794,-2.5193316840606075,-3.134296401490591,-2.4055231738567686,-2.8759269948590798
chronos_2,gjr_t,4,1415,0.025,-2.053602426338055,-2.6448380480515343,-1.9993334499349351,-2.585289109655109,-1.9436506354312801,-2.435257592121954
chronos_2,gjr_t,4,1415,0.05,-1.6560127988208553,-2.2387013046449145,-1.6072866762955604,-2.1832932694036806,-1.5804764309989243,-2.0887555889885605
chronos_2,gjr_t,4,1432,0.01,-2.431445761686828,-3.014388659830102,-2.427075618231129,-3.0130805177751014,-2.3620820060091328,-2.812142776333906
chronos_2,gjr_t,4,1432,0.025,-1.9357854274718962,-2.4931013353792024,-1.9357144171913028,-2.491242171857652,-1.92018357501273,-2.3905305317057866
chronos_2,gjr_t,4,1432,0.05,-1.5610058707325734,-2.1102650183958063,-1.5668778780570207,-2.1108576357709192,-1.5727151767742944,-2.059013329917313
chronos_2,gjr_t,4,1448,0.01,-2.673229744621772,-3.3141407282381667,-2.8158714815830805,-3.4974543001031626,-2.719181289656561,-3.253150895475457
chronos_2,gjr_t,4,1448,0.025,-2.128280739576605,-2.7410163743353753,-2.2459196692560615,-2.890995537570065,-2.2045058526982517,-2.755927004065754
chronos_2,gjr_t,4,1448,0.05,-1.7162329470497972,-2.3201106539579364,-1.8186942985548051,-2.449570292978803,-1.8040231020068533,-2.369023768663499
chronos_2,gjr_t,4,1465,0.01,-3.5271603141158803,-4.372802478183813,-3.3731406340968872,-4.161212030577767,-3.2778165934458023,-3.8845896392768635
chronos_2,gjr_t,4,1465,0.025,-2.808134009818865,-3.616600554197946,-2.7045362605369165,-3.45695762235187,-2.6723781576703773,-3.313166729682335
chronos_2,gjr_t,4,1465,0.05,-2.2644625860500702,-3.0612416457889307,-2.1995696009652703,-2.9403598020146977,-2.191933700563133,-2.8597152251917635
chronos_2,gjr_t,4,1482,0.01,-3.004395559530748,-3.7247040616733584,-3.5194238625643193,-4.401087714680387,-3.312616921971791,-3.9375338152936368
chronos_2,gjr_t,4,1482,0.025,-2.391937025346644,-3.0805797519731826,-2.800395058738254,-3.622393951185796,-2.7002153870399903,-3.352485831398293
chronos_2,gjr_t,4,1482,0.05,-1.9288438098560525,-2.60753126827019,-2.268383476529975,-3.06310431006831,-2.219205300064541,-2.8929605598790933
chronos_2,gjr_t,4,1499,0.01,-3.5397992426577476,-4.388471609475714,-3.5772567416603662,-4.504458824125738,-3.4457148493036653,-4.100169580305578
chronos_2,gjr_t,4,1499,0.025,-2.818196440194952,-3.6295599753464693,-2.830666962503097,-3.6885948883884634,-2.795345732451648,-3.4846642526687
chronos_2,gjr_t,4,1499,0.05,-2.2725768701375495,-3.072211040702928,-2.281890344623984,-3.1065404617889287,-2.2804409230019873,-2.9973615114559284
chronos_2,gjr_t,5,512,0.01,-3.6769350279113677,-4.558485912257703,-3.8019594245211943,-4.645548493013031,-3.7382184127526195,-4.350011983534177
chronos_2,gjr_t,5,512,0.025,-2.9273765250900827,-3.77017319186621,-3.0581280021008794,-3.88279583168729,-3.0629518303041903,-3.753901451206741
chronos_2,gjr_t,5,512,0.05,-2.3606190421002546,-3.1912319355758556,-2.484884542565307,-3.311499566308341,-2.4946747890643715,-3.2522389398847036
chronos_2,gjr_t,5,528,0.01,-3.1355875172601415,-3.8873494950496057,-3.8083151479248523,-4.65898792740448,-3.68950687736706,-4.282470120011396
chronos_2,gjr_t,5,528,0.025,-2.496384956686837,-3.215098419903185,-3.0630768089135425,-3.891356106649062,-3.0290206828277255,-3.7028737417638733
chronos_2,gjr_t,5,528,0.05,-2.013070001299619,-2.721393482864331,-2.4906999870063626,-3.318426064148381,-2.470159048668917,-3.212455952901752
chronos_2,gjr_t,5,545,0.01,-4.54737034860969,-5.637609453145699,-3.338785310650647,-4.0552953564903715,-3.283854936309602,-3.8462594790954703
chronos_2,gjr_t,5,545,0.025,-3.620369984337834,-4.662680643436384,-2.698583069337287,-3.4047921802269596,-2.6937895556499294,-3.3076867149882454
chronos_2,gjr_t,5,545,0.05,-2.919444851465802,-3.9466874908630443,-2.201748779579733,-2.9140354250986804,-2.211789651391818,-2.867748990722006
chronos_2,gjr_t,5,562,0.01,-3.2042200172127435,-3.972436743473106,-2.8706714537137246,-3.4754295366830505,-2.7423171765460856,-3.239860588202628
chronos_2,gjr_t,5,562,0.025,-2.5510264359880415,-3.285471273774101,-2.3246903136659194,-2.9246132767404918,-2.242679917409021,-2.7703148146591907
chronos_2,gjr_t,5,562,0.05,-2.0571325656542268,-2.780960003350706,-1.8986516236610556,-2.5066959211212643,-1.844739985693324,-2.3963414777147345
chronos_2,gjr_t,5,578,0.01,-3.0360377799142553,-3.7639325535438566,-3.6442545317064057,-4.386419576997781,-3.5077954332172667,-4.195081669497546
chronos_2,gjr_t,5,578,0.025,-2.417128847461875,-3.113024342403921,-2.966067062535794,-3.7078920254614816,-2.8632138683674215,-3.5606767154704206
chronos_2,gjr_t,5,578,0.05,-1.9491583455779602,-2.6349937236668346,-2.4334659656332955,-3.18963969199368,-2.3692734889322824,-3.0745346338539727
chronos_2,gjr_t,5,595,0.01,-5.063501414879341,-6.277483744262889,-3.6541851454134453,-4.451564138563122,-3.616836316765381,-4.674007210340165
chronos_2,gjr_t,5,595,0.025,-4.0312855854562315,-5.19189954308186,-2.947908309436565,-3.729588081521106,-2.835612354345738,-3.7650887777430855
chronos_2,gjr_t,5,595,0.05,-3.2508047514931175,-4.394640454165237,-2.402308007365531,-3.187497022471382,-2.3079694125604733,-3.1512002916129584
chronos_2,gjr_t,5,612,0.01,-4.1481910302534954,-5.142726273166048,-3.4802193235337944,-4.26799458823918,-3.4697445298718255,-4.4509753483301076
chronos_2,gjr_t,5,612,0.025,-3.3025650307591023,-4.253379104684737,-2.789467950937728,-3.556926417680236,-2.703606350702516,-3.594117398094513
chronos_2,gjr_t,5,612,0.05,-2.6631688245653486,-3.600237586502538,-2.2586912947114683,-3.0259563445943605,-2.1714677845509938,-2.9989673671584645
chronos_2,gjr_t,5,629,0.01,-3.06161586894928,-3.795643029155623,-3.5868216261899253,-4.420211622588368,-3.963440168265901,-4.917536149311283
chronos_2,gjr_t,5,629,0.025,-2.4374927366329944,-3.1392510298071508,-2.8648891498753164,-3.670752734089153,-3.0955564021012827,-4.045301637084145
chronos_2,gjr_t,5,629,0.05,-1.9655796648502002,-2.657193086440438,-2.3136749509609023,-3.1147873206245307,-2.4416579291355527,-3.3881251373624646
chronos_2,gjr_t,5,645,0.01,-2.5991264931925078,-3.222271107173725,-3.690026081313394,-4.585400249481521,-4.114367622693356,-5.091676461727803
chronos_2,gjr_t,5,645,0.025,-2.069283744247564,-2.6650340439846993,-2.9334429731414433,-3.786223945595857,-3.2038513278076195,-4.191464706135026
chronos_2,gjr_t,5,645,0.05,-1.6686581204407913,-2.255796038470862,-2.3632308711334207,-3.2012650958218485,-2.508699736378905,-3.5041803181036317
chronos_2,gjr_t,5,662,0.01,-2.443748023378687,-3.0296404078717587,-3.1395887910856746,-3.946856702888881,-3.4790194452108274,-4.347240905741671
chronos_2,gjr_t,5,662,0.025,-1.945579821936005,-2.5057155526220662,-2.4689004029901067,-3.229950624166874,-2.6677340996961347,-3.5467585081219726
chronos_2,gjr_t,5,662,0.05,-1.5689040122526858,-2.120942218317169,-1.9678570498419092,-2.709936891955619,-2.0473207898850734,-2.9346065242381
chronos_2,gjr_t,5,679,0.01,-2.4431735524789717,-3.028928206681508,-2.5404766194966193,-3.221398175011154,-2.756931179389506,-3.562883078201698
chronos_2,gjr_t,5,679,0.025,-1.9451224593192038,-2.505126514532143,-1.9921062011343778,-2.622213594645759,-2.09642536496264,-2.8490889402901116
chronos_2,gjr_t,5,679,0.05,-1.5685351977550932,-2.1204436318946964,-1.5889964102075838,-2.1947068135445695,-1.625944699393931,-2.3406508103773724
chronos_2,gjr_t,5,696,0.01,-2.831811924910674,-3.5107432325779566,-2.7573629516481493,-3.488246442406556,-3.0617240994903563,-3.910456432965047
chronos_2,gjr_t,5,696,0.025,-2.2545352826543037,-2.9036198145088967,-2.1718699466407276,-2.8460897908811447,-2.348007894969242,-3.152991103869729
chronos_2,gjr_t,5,696,0.05,-1.8180438606738007,-2.457744991880589,-1.7426472163308762,-2.3892008615170064,-1.8326478460241564,-2.6060406961251057
chronos_2,gjr_t,5,712,0.01,-3.605716543937745,-4.4701926861273185,-3.5299063207295194,-4.411777360678311,-4.128084916073921,-5.148381113650076
chronos_2,gjr_t,5,712,0.025,-2.8706762253691727,-3.6971487796847344,-2.7995662730826454,-3.62935859723754,-3.1899889397809855,-4.212485458873132
chronos_2,gjr_t,5,712,0.05,-2.314896257187968,-3.1294210254741825,-2.2548614231967945,-3.0627869235343073,-2.479002929716975,-3.5031670796859693
chronos_2,gjr_t,5,729,0.01,-2.7682157755972763,-3.431899807682403,-2.822570155284345,-3.565014680165211,-3.272211154145564,-4.1410394025689055
chronos_2,gjr_t,5,729,0.025,-2.203903472961459,-2.8384110209274964,-2.211897104023559,-2.907632534695546,-2.5027231483462797,-3.353321562400991
chronos_2,gjr_t,5,729,0.05,-1.7772146700751477,-2.402549547542306,-1.7580588721278163,-2.433334774324351,-1.9313727271989491,-2.768435357114772
chronos_2,gjr_t,5,746,0.01,-2.85692098239388,-3.541872225594807,-3.3997306947527988,-4.260120922736596,-3.915805508070441,-4.9372045209990265
chronos_2,gjr_t,5,746,0.025,-2.2745257543067847,-2.9293655768565077,-2.6884124622225656,-3.4971518174023206,-3.011191401646022,-4.011159326366138
chronos_2,gjr_t,5,746,0.05,-1.8341640582769976,-2.47953727961599,-2.1583709423452033,-2.945172948315572,-2.339508871462146,-3.3235640578663017
chronos_2,gjr_t,5,762,0.01,-3.564512856110031,-4.419110350140982,-3.19446828139169,-3.9925195982429296,-3.5755736865001904,-4.438158016410583
chronos_2,gjr_t,5,762,0.025,-2.837872080727404,-3.654900266160601,-2.5288291905443696,-3.282970690399525,-2.772846443659049,-3.6439042364897034
chronos_2,gjr_t,5,762,0.05,-2.2884431897955566,-3.0936601204102736,-2.030542190986222,-2.7672144353255446,-2.160372107219302,-3.037895083118948
chronos_2,gjr_t,5,779,0.01,-3.7031203194271907,-4.59094916808821,-3.474195457337871,-4.286951035446388,-3.6331820601507765,-4.604090827525898
chronos_2,gjr_t,5,779,0.025,-2.9482238359901074,-3.797022478934041,-2.7757850946209994,-3.5578331143719555,-2.8269959492966676,-3.7408563376464654
chronos_2,gjr_t,5,779,0.05,-2.3774301897833046,-3.2139582926894117,-2.244774923242587,-3.0193060669591096,-2.2487630971608725,-3.1217058283228174
chronos_2,gjr_t,5,796,0.01,-2.837083906979833,-3.5172791805371975,-3.5686303177443626,-4.429071767110323,-3.6574703041716337,-4.786173310446652
chronos_2,gjr_t,5,796,0.025,-2.25873254924531,-2.909025481270551,-2.841575083899825,-3.661078236436591,-2.834586430612361,-3.8193819883075557
chronos_2,gjr_t,5,796,0.05,-1.8214285115222923,-2.4623205738300045,-2.293621127332566,-3.0989478506441483,-2.2825525684847,-3.1708074268405784
chronos_2,gjr_t,5,813,0.01,-4.3747010653039204,-5.423542440959168,-3.9884803401515905,-4.938163367321781,-4.084676466449256,-5.246201083050301
chronos_2,gjr_t,5,813,0.025,-3.4829000528007072,-4.48563288544324,-3.1714866270395947,-4.0859178356265575,-3.185661610091806,-4.234439929517799
chronos_2,gjr_t,5,813,0.05,-2.8085899152041356,-3.79682687951268,-2.5499496811475573,-3.4560657046728265,-2.564029778556629,-3.5348486663713268
chronos_2,gjr_t,5,829,0.01,-3.3336070567484195,-4.132844526715102,-3.273333244405219,-4.062965102876899,-3.289591128405512,-4.298249594892582
chronos_2,gjr_t,5,829,0.025,-2.65403738921742,-3.418139255157888,-2.598770248571761,-3.3558491585086325,-2.551376588220934,-3.433358975311123
chronos_2,gjr_t,5,829,0.05,-2.1401999864844483,-2.893255719614806,-2.0874656486301237,-2.835225227012866,-2.0551864671204667,-2.8520236616481327
chronos_2,gjr_t,5,846,0.01,-2.50511022025493,-3.1057142867633387,-3.262185535485417,-4.058927940746744,-3.5841117204048087,-4.4816329901691425
chronos_2,gjr_t,5,846,0.025,-1.9944330796900607,-2.5686337461448496,-2.5903684052702616,-3.34823743201938,-2.794739114055168,-3.6696468959821655
chronos_2,gjr_t,5,846,0.05,-1.6082989891319608,-2.1741988031689807,-2.0845998711222893,-2.828635839948083,-2.2108422263749286,-3.0690228694810404
chronos_2,gjr_t,5,863,0.01,-3.617070968886238,-4.484269352094107,-3.9511988324714413,-4.880840805592829,-4.427744923139301,-5.504406052613933
chronos_2,gjr_t,5,863,0.025,-2.8797160035533946,-3.708791125340807,-3.1554712654377397,-4.047852996171135,-3.4537211344094203,-4.521805897986532
chronos_2,gjr_t,5,863,0.05,-2.3221858806221722,-3.1392755927239913,-2.551708486153485,-3.4339065282004633,-2.722058547045033,-3.7837009566104967
chronos_2,gjr_t,5,880,0.01,-2.995403230801106,-3.713555808162948,-2.951256144252939,-3.6056435449564193,-3.1659625895741623,-3.979203637340582
chronos_2,gjr_t,5,880,0.025,-2.3847778202398837,-3.0713593995732644,-2.370638568981595,-3.012823831264299,-2.464106208042492,-3.2477035682170348
chronos_2,gjr_t,5,880,0.05,-1.9230706693814772,-2.599726777192867,-1.9217048571806814,-2.5672921486151132,-1.950219911546024,-2.7121127104571308
chronos_2,gjr_t,5,896,0.01,-3.778120198945541,-4.683930385218835,-3.1980600316330117,-3.8911822644034353,-3.2847270796745875,-4.308114480663718
