forecaster,asset,alpha,erule,group,n,n_alpha,hit_rate,kupiec_stat,kupiec_p_asym,kupiec_p_mc,cc_stat,cc_p_asym,cc_p_mc,dq_p_asym,qs_mean,sigma_tail,prec_floor,fz0_mean,z2,dq_p_mc,es_viol,context_model
chronos_bolt+F3,aapl,0.01,e2,equity_single,2139,21.39,0.0154277699859747,5.460316119213132,0.0194531271195536,0.021997800219978,5.843257039387936,0.0538459267077414,0.0338966103389661,0.0003069338880091,0.0710760175618609,1.1227320809917365,0.2427564288806405,2.0019315532347712,0.4562288744680891,0.1045895410458954,,
chronos_bolt+F4,aapl,0.01,e2,equity_single,2139,21.39,0.0116877045348293,0.5837727437008766,0.4448373138292792,0.446955304469553,1.669350480123455,0.4340154093654337,0.3501649835016498,0.2380939205772982,0.0675918233734276,1.0842264327810442,0.2344307616893147,,,0.2850714928507149,83.0,
garch_evt,aapl,0.01,param,equity_single,2139,21.39,0.0116877045348293,0.5837727437008766,0.4448373138292792,0.446955304469553,1.175362504771499,0.5556141211513687,0.545045495450455,0.6545825001593577,0.0635423667383438,1.1762853518838026,0.2543356836438535,1.81150945182958,0.2372613625314303,0.6818318168183182,,chronos_bolt
zero_loc,aapl,0.01,param,equity_single,2139,21.39,0.0116877045348293,0.5837727437008766,0.4448373138292792,0.446955304469553,1.175362504771499,0.5556141211513687,0.545045495450455,0.647234419173851,0.0634855974595666,1.1984806977042544,0.2591347474457752,1.8121236437203947,0.2384964311166217,0.6818318168183182,,chronos_bolt
const_loc,aapl,0.01,param,equity_single,2139,21.39,0.0116877045348293,0.5837727437008766,0.4448373138292792,0.446955304469553,1.175362504771499,0.5556141211513687,0.545045495450455,0.6534204518082001,0.0635122012840246,1.1887075601260575,0.2570216057465138,1.8112850233563984,0.2376145155959383,0.6818318168183182,,chronos_bolt
fhs,aapl,0.01,param,equity_single,2139,21.39,0.0112201963534361,0.3094729519100383,0.5780037832901184,0.5888411158884111,0.8544231637233111,0.6523255173782079,0.6624337566243376,0.179736587387078,0.0666414871693445,1.0946240486378125,0.2366789276916901,1.8838620752262296,0.1603105988684172,0.5686431356864313,,chronos_bolt
gjr_t,aapl,0.01,param,equity_single,2139,21.39,0.0144927536231884,3.8296258450141063,0.0503541720663744,0.064993500649935,4.741856195283958,0.0933940072845007,0.0735926407359264,0.0810382227823782,0.0632910770525923,1.2381938226626463,0.2677214945048546,1.7964584966026065,0.3903308820623659,0.1520847915208479,,chronos_bolt
chronos_bolt+unrepaired,aapl,0.025,e3,equity_single,2139,53.475,0.0355306217858812,8.625065969474349,0.0033156843215987,0.0046995300469953,9.214998394899569,0.0099767369858118,0.0082991700829917,0.0085161113430321,0.1334347520969879,1.3140121513494636,0.1796900314783721,1.667996174573641,0.5198292403571458,0.0230976902309769,,
chronos_bolt+unrepaired,aapl,0.025,e2,equity_single,2139,53.475,0.032258064516129,4.240989016551112,0.039459174129142,0.0444955504449555,7.0206331675150295,0.0298874510574709,0.0242975702429757,0.0006487497151498,0.1345705903643437,1.298014777758866,0.1775024043996471,1.672645369632953,0.268555558176788,0.00999900009999,,
chronos_bolt+F1,aapl,0.025,e3,equity_single,2139,53.475,0.0247779336138382,0.0043399878426271,0.9474744909516112,1.0,1.698585605599476,0.4277173054982126,0.5107489251074893,0.1815849275878208,0.1317529343522696,1.2200996857666808,0.1668475825866694,1.6296008178631012,0.0220382270921721,0.3665633436656334,,
chronos_bolt+H,aapl,0.025,e3,equity_single,2139,53.475,0.0266479663394109,0.2333808585221959,0.6290282256771359,0.678032196780322,1.4342780153511967,0.4881468444303554,0.5732426757324267,0.14178024222161,0.1287815038149403,1.2253855095750126,0.1675704144459736,1.5931455430243775,0.1128675700262051,0.7911208879112088,,
chronos_bolt+X4,aapl,0.025,e3,equity_single,2139,53.475,0.0247779336138382,0.0043399878426271,0.9474744909516112,1.0,1.698585605599476,0.4277173054982126,0.5107489251074893,0.2035653682861246,0.1323814219767069,1.222468641824286,0.1671715352899415,1.6339184660215007,0.026746378396093,0.371962803719628,,
