episode,layer,alpha,t,daily_rate,trail21,trail10,band21,band10,disp_lo21,disp_hi21
vix_ep20,chronos_2:e3,0.025,60,0.0833,0.0496,0.0583,0.04058,0.04727,0.0258,0.0754
vix_ep20,chronos_2:e3,0.05,1,0.0417,,,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,2,0.0,,,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,3,0.2083,,,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,4,0.125,,,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,5,0.0417,,,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,6,0.125,,,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,7,0.0417,,,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,8,0.0,,,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,9,0.1667,,,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,10,0.375,,0.1125,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,11,0.125,,0.1208,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,12,0.125,,0.1333,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,13,0.0417,,0.1167,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,14,0.0,,0.1042,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,15,0.1667,,0.1167,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,16,0.1667,,0.1208,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,17,0.0,,0.1167,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,18,0.0,,0.1167,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,19,0.0,,0.1,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,20,0.0,,0.0625,0.07507,0.08555,,
vix_ep20,chronos_2:e3,0.05,21,0.0,0.0833,0.05,0.07507,0.08555,0.0516,0.119
vix_ep20,chronos_2:e3,0.05,22,0.0,0.0813,0.0375,0.07507,0.08555,0.0476,0.119
vix_ep20,chronos_2:e3,0.05,23,0.0,0.0813,0.0333,0.07507,0.08555,0.0476,0.119
vix_ep20,chronos_2:e3,0.05,24,0.0,0.0714,0.0333,0.07507,0.08555,0.0397,0.1052
vix_ep20,chronos_2:e3,0.05,25,0.0,0.0655,0.0167,0.07507,0.08555,0.0337,0.1012
vix_ep20,chronos_2:e3,0.05,26,0.0,0.0635,0.0,0.07507,0.08555,0.0317,0.1012
vix_ep20,chronos_2:e3,0.05,27,0.0,0.0575,0.0,0.07507,0.08555,0.0258,0.0952
vix_ep20,chronos_2:e3,0.05,28,0.0833,0.0595,0.0083,0.07507,0.08555,0.0298,0.0952
vix_ep20,chronos_2:e3,0.05,29,0.0,0.0595,0.0083,0.07507,0.08555,0.0278,0.0972
vix_ep20,chronos_2:e3,0.05,30,0.0,0.0516,0.0083,0.07507,0.08555,0.0198,0.0853
vix_ep20,chronos_2:e3,0.05,31,0.0,0.0337,0.0083,0.07507,0.08555,0.0139,0.0556
vix_ep20,chronos_2:e3,0.05,32,0.0833,0.0317,0.0167,0.07507,0.08555,0.0119,0.0516
vix_ep20,chronos_2:e3,0.05,33,0.0417,0.0278,0.0208,0.07507,0.08555,0.0099,0.0476
vix_ep20,chronos_2:e3,0.05,34,0.0,0.0258,0.0208,0.07507,0.08555,0.0079,0.0456
vix_ep20,chronos_2:e3,0.05,35,0.125,0.0317,0.0333,0.07507,0.08555,0.0139,0.0536
vix_ep20,chronos_2:e3,0.05,36,0.0,0.0238,0.0333,0.07507,0.08555,0.0079,0.0417
vix_ep20,chronos_2:e3,0.05,37,0.0417,0.0179,0.0375,0.07507,0.08555,0.006,0.0317
vix_ep20,chronos_2:e3,0.05,38,0.0417,0.0198,0.0333,0.07507,0.08555,0.0079,0.0337
vix_ep20,chronos_2:e3,0.05,39,0.0,0.0198,0.0333,0.07507,0.08555,0.0079,0.0337
vix_ep20,chronos_2:e3,0.05,40,0.0417,0.0218,0.0375,0.07507,0.08555,0.0099,0.0357
vix_ep20,chronos_2:e3,0.05,41,0.0,0.0218,0.0375,0.07507,0.08555,0.0099,0.0357
vix_ep20,chronos_2:e3,0.05,42,0.125,0.0278,0.0417,0.07507,0.08555,0.0139,0.0418
vix_ep20,chronos_2:e3,0.05,43,0.0417,0.0298,0.0417,0.07507,0.08555,0.0159,0.0456
vix_ep20,chronos_2:e3,0.05,44,0.1667,0.0377,0.0583,0.07507,0.08555,0.0198,0.0575
vix_ep20,chronos_2:e3,0.05,45,0.2917,0.0516,0.075,0.07507,0.08555,0.0278,0.0813
vix_ep20,chronos_2:e3,0.05,46,0.0,0.0516,0.075,0.07507,0.08555,0.0278,0.0813
vix_ep20,chronos_2:e3,0.05,47,0.0417,0.0536,0.075,0.07507,0.08555,0.0298,0.0813
vix_ep20,chronos_2:e3,0.05,48,0.25,0.0655,0.0958,0.07507,0.08555,0.0377,0.0972
vix_ep20,chronos_2:e3,0.05,49,0.125,0.0675,0.1083,0.07507,0.08555,0.0397,0.0992
vix_ep20,chronos_2:e3,0.05,50,0.0417,0.0694,0.1083,0.07507,0.08555,0.0417,0.0993
vix_ep20,chronos_2:e3,0.05,51,0.0,0.0694,0.1083,0.07507,0.08555,0.0437,0.0992
vix_ep20,chronos_2:e3,0.05,52,0.3333,0.0853,0.1292,0.07507,0.08555,0.0516,0.123
vix_ep20,chronos_2:e3,0.05,53,0.125,0.0873,0.1375,0.07507,0.08555,0.0536,0.121
vix_ep20,chronos_2:e3,0.05,54,0.3333,0.1012,0.1542,0.07507,0.08555,0.0635,0.1429
vix_ep20,chronos_2:e3,0.05,55,0.0,0.1012,0.125,0.07507,0.08555,0.0655,0.1429
vix_ep20,chronos_2:e3,0.05,56,0.0417,0.0972,0.1292,0.07507,0.08555,0.0595,0.139
vix_ep20,chronos_2:e3,0.05,57,0.0,0.0972,0.125,0.07507,0.08555,0.0575,0.1389
vix_ep20,chronos_2:e3,0.05,58,0.0,0.0952,0.1,0.07507,0.08555,0.0575,0.1369
vix_ep20,chronos_2:e3,0.05,59,0.0,0.0933,0.0875,0.07507,0.08555,0.0536,0.1369
vix_ep20,chronos_2:e3,0.05,60,0.0833,0.0972,0.0917,0.07507,0.08555,0.0575,0.1369
vix_ep20,chronos_2:e3,0.01,1,0.0,,,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,2,0.0,,,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,3,0.0417,,,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,4,0.0417,,,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,5,0.0,,,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,6,0.0417,,,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,7,0.0,,,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,8,0.0,,,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,9,0.0,,,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,10,0.0833,,0.0208,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,11,0.0,,0.0208,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,12,0.0417,,0.025,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,13,0.0,,0.0208,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,14,0.0,,0.0167,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,15,0.0833,,0.025,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,16,0.0,,0.0208,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,17,0.0,,0.0208,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,18,0.0,,0.0208,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,19,0.0,,0.0208,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,20,0.0,,0.0125,0.01832,0.02165,,
vix_ep20,chronos_2:e3,0.01,21,0.0,0.0159,0.0125,0.01832,0.02165,0.006,0.0258
vix_ep20,chronos_2:e3,0.01,22,0.0,0.0159,0.0083,0.01832,0.02165,0.006,0.0258
vix_ep20,chronos_2:e3,0.01,23,0.0,0.0159,0.0083,0.01832,0.02165,0.006,0.0258
vix_ep20,chronos_2:e3,0.01,24,0.0,0.0139,0.0083,0.01832,0.02165,0.006,0.0238
vix_ep20,chronos_2:e3,0.01,25,0.0,0.0119,0.0,0.01832,0.02165,0.004,0.0218
vix_ep20,chronos_2:e3,0.01,26,0.0,0.0119,0.0,0.01832,0.02165,0.004,0.0218
vix_ep20,chronos_2:e3,0.01,27,0.0,0.0099,0.0,0.01832,0.02165,0.002,0.0198
vix_ep20,chronos_2:e3,0.01,28,0.0,0.0099,0.0,0.01832,0.02165,0.002,0.0198
vix_ep20,chronos_2:e3,0.01,29,0.0,0.0099,0.0,0.01832,0.02165,0.002,0.0198
vix_ep20,chronos_2:e3,0.01,30,0.0,0.0099,0.0,0.01832,0.02165,0.002,0.0198
vix_ep20,chronos_2:e3,0.01,31,0.0,0.006,0.0,0.01832,0.02165,0.0,0.0139
vix_ep20,chronos_2:e3,0.01,32,0.0,0.006,0.0,0.01832,0.02165,0.0,0.0139
vix_ep20,chronos_2:e3,0.01,33,0.0,0.004,0.0,0.01832,0.02165,0.0,0.0119
vix_ep20,chronos_2:e3,0.01,34,0.0,0.004,0.0,0.01832,0.02165,0.0,0.0119
vix_ep20,chronos_2:e3,0.01,35,0.0,0.004,0.0,0.01832,0.02165,0.0,0.0119
vix_ep20,chronos_2:e3,0.01,36,0.0,0.0,0.0,0.01832,0.02165,0.0,0.0
vix_ep20,chronos_2:e3,0.01,37,0.0,0.0,0.0,0.01832,0.02165,0.0,0.0
vix_ep20,chronos_2:e3,0.01,38,0.0,0.0,0.0,0.01832,0.02165,0.0,0.0
vix_ep20,chronos_2:e3,0.01,39,0.0,0.0,0.0,0.01832,0.02165,0.0,0.0
vix_ep20,chronos_2:e3,0.01,40,0.0,0.0,0.0,0.01832,0.02165,0.0,0.0
vix_ep20,chronos_2:e3,0.01,41,0.0,0.0,0.0,0.01832,0.02165,0.0,0.0
vix_ep20,chronos_2:e3,0.01,42,0.0,0.0,0.0,0.01832,0.02165,0.0,0.0
vix_ep20,chronos_2:e3,0.01,43,0.0,0.0,0.0,0.01832,0.02165,0.0,0.0
vix_ep20,chronos_2:e3,0.01,44,0.0417,0.002,0.0042,0.01832,0.02165,0.0,0.006
vix_ep20,chronos_2:e3,0.01,45,0.0833,0.006,0.0125,0.01832,0.02165,0.0,0.0139
vix_ep20,chronos_2:e3,0.01,46,0.0,0.006,0.0125,0.01832,0.02165,0.0,0.0139
vix_ep20,chronos_2:e3,0.01,47,0.0417,0.0079,0.0167,0.01832,0.02165,0.002,0.0159
vix_ep20,chronos_2:e3,0.01,48,0.0417,0.0099,0.0208,0.01832,0.02165,0.002,0.0179
vix_ep20,chronos_2:e3,0.01,49,0.0,0.0099,0.0208,0.01832,0.02165,0.002,0.0179
vix_ep20,chronos_2:e3,0.01,50,0.0,0.0099,0.0208,0.01832,0.02165,0.002,0.0179
vix_ep20,chronos_2:e3,0.01,51,0.0,0.0099,0.0208,0.01832,0.02165,0.004,0.0179
vix_ep20,chronos_2:e3,0.01,52,0.0417,0.0119,0.025,0.01832,0.02165,0.004,0.0198
vix_ep20,chronos_2:e3,0.01,53,0.0,0.0119,0.025,0.01832,0.02165,0.004,0.0198
vix_ep20,chronos_2:e3,0.01,54,0.125,0.0179,0.0333,0.01832,0.02165,0.0079,0.0298
vix_ep20,chronos_2:e3,0.01,55,0.0,0.0179,0.025,0.01832,0.02165,0.0079,0.0317
vix_ep20,chronos_2:e3,0.01,56,0.0,0.0179,0.025,0.01832,0.02165,0.006,0.0299
vix_ep20,chronos_2:e3,0.01,57,0.0,0.0179,0.0208,0.01832,0.02165,0.0079,0.0317
vix_ep20,chronos_2:e3,0.01,58,0.0,0.0179,0.0167,0.01832,0.02165,0.0078,0.0317
vix_ep20,chronos_2:e3,0.01,59,0.0,0.0179,0.0167,0.01832,0.02165,0.0079,0.0317
vix_ep20,chronos_2:e3,0.01,60,0.0417,0.0198,0.0208,0.01832,0.02165,0.0079,0.0317
vix_ep20,timesfm_2_5:e3,0.025,1,0.0,,,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,2,0.0,,,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,3,0.125,,,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,4,0.0833,,,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,5,0.0417,,,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,6,0.0833,,,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,7,0.0,,,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,8,0.0,,,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,9,0.0833,,,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,10,0.25,,0.0667,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,11,0.0,,0.0667,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,12,0.125,,0.0792,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,13,0.0,,0.0667,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,14,0.0,,0.0583,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,15,0.125,,0.0667,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,16,0.125,,0.0708,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,17,0.0,,0.0708,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,18,0.0,,0.0708,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,19,0.0,,0.0625,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,20,0.0,,0.0375,0.04031,0.04498,,
vix_ep20,timesfm_2_5:e3,0.025,21,0.0,0.0496,0.0375,0.04031,0.04498,0.0278,0.0754
vix_ep20,timesfm_2_5:e3,0.025,22,0.0,0.0496,0.025,0.04031,0.04498,0.0258,0.0754
vix_ep20,timesfm_2_5:e3,0.025,23,0.0,0.0496,0.025,0.04031,0.04498,0.0258,0.0754
vix_ep20,timesfm_2_5:e3,0.025,24,0.0,0.0437,0.025,0.04031,0.04498,0.0218,0.0675
vix_ep20,timesfm_2_5:e3,0.025,25,0.0417,0.0417,0.0167,0.04031,0.04498,0.0198,0.0655
vix_ep20,timesfm_2_5:e3,0.025,26,0.0,0.0397,0.0042,0.04031,0.04498,0.0179,0.0655
vix_ep20,timesfm_2_5:e3,0.025,27,0.0,0.0357,0.0042,0.04031,0.04498,0.0139,0.0615
vix_ep20,timesfm_2_5:e3,0.025,28,0.0417,0.0377,0.0083,0.04031,0.04498,0.0179,0.0615
vix_ep20,timesfm_2_5:e3,0.025,29,0.0,0.0377,0.0083,0.04031,0.04498,0.0159,0.0635
vix_ep20,timesfm_2_5:e3,0.025,30,0.0,0.0337,0.0083,0.04031,0.04498,0.0119,0.0575
vix_ep20,timesfm_2_5:e3,0.025,31,0.0,0.0218,0.0083,0.04031,0.04498,0.0079,0.0377
vix_ep20,timesfm_2_5:e3,0.025,32,0.0417,0.0238,0.0125,0.04031,0.04498,0.0079,0.0397
vix_ep20,timesfm_2_5:e3,0.025,33,0.0,0.0179,0.0125,0.04031,0.04498,0.006,0.0317
vix_ep20,timesfm_2_5:e3,0.025,34,0.0,0.0179,0.0125,0.04031,0.04498,0.006,0.0317
vix_ep20,timesfm_2_5:e3,0.025,35,0.1667,0.0258,0.025,0.04031,0.04498,0.0099,0.0437
vix_ep20,timesfm_2_5:e3,0.025,36,0.0,0.0198,0.025,0.04031,0.04498,0.006,0.0377
vix_ep20,timesfm_2_5:e3,0.025,37,0.0,0.0139,0.025,0.04031,0.04498,0.002,0.0278
vix_ep20,timesfm_2_5:e3,0.025,38,0.0,0.0139,0.0208,0.04031,0.04498,0.002,0.0298
vix_ep20,timesfm_2_5:e3,0.025,39,0.0,0.0139,0.0208,0.04031,0.04498,0.002,0.0298
vix_ep20,timesfm_2_5:e3,0.025,40,0.0417,0.0159,0.025,0.04031,0.04498,0.004,0.0298
vix_ep20,timesfm_2_5:e3,0.025,41,0.0,0.0159,0.025,0.04031,0.04498,0.004,0.0298
vix_ep20,timesfm_2_5:e3,0.025,42,0.0417,0.0179,0.025,0.04031,0.04498,0.006,0.0317
vix_ep20,timesfm_2_5:e3,0.025,43,0.0833,0.0218,0.0333,0.04031,0.04498,0.0079,0.0377
vix_ep20,timesfm_2_5:e3,0.025,44,0.0417,0.0238,0.0375,0.04031,0.04498,0.0099,0.0397
vix_ep20,timesfm_2_5:e3,0.025,45,0.2917,0.0377,0.05,0.04031,0.04498,0.0159,0.0655
vix_ep20,timesfm_2_5:e3,0.025,46,0.0,0.0357,0.05,0.04031,0.04498,0.0139,0.0655
vix_ep20,timesfm_2_5:e3,0.025,47,0.0417,0.0377,0.0542,0.04031,0.04498,0.0159,0.0636
vix_ep20,timesfm_2_5:e3,0.025,48,0.2083,0.0476,0.075,0.04031,0.04498,0.0218,0.0774
vix_ep20,timesfm_2_5:e3,0.025,49,0.0833,0.0496,0.0833,0.04031,0.04498,0.0238,0.0813
vix_ep20,timesfm_2_5:e3,0.025,50,0.0417,0.0516,0.0833,0.04031,0.04498,0.0258,0.0794
vix_ep20,timesfm_2_5:e3,0.025,51,0.0,0.0516,0.0833,0.04031,0.04498,0.0278,0.0813
vix_ep20,timesfm_2_5:e3,0.025,52,0.3333,0.0675,0.1125,0.04031,0.04498,0.0337,0.1033
vix_ep20,timesfm_2_5:e3,0.025,53,0.0833,0.0694,0.1125,0.04031,0.04498,0.0357,0.1032
vix_ep20,timesfm_2_5:e3,0.025,54,0.3333,0.0853,0.1417,0.04031,0.04498,0.0476,0.127
vix_ep20,timesfm_2_5:e3,0.025,55,0.0,0.0853,0.1125,0.04031,0.04498,0.0496,0.129
vix_ep20,timesfm_2_5:e3,0.025,56,0.0417,0.0794,0.1167,0.04031,0.04498,0.0417,0.121
vix_ep20,timesfm_2_5:e3,0.025,57,0.0,0.0794,0.1125,0.04031,0.04498,0.0436,0.119
vix_ep20,timesfm_2_5:e3,0.025,58,0.0,0.0794,0.0917,0.04031,0.04498,0.0437,0.121
vix_ep20,timesfm_2_5:e3,0.025,59,0.0,0.0794,0.0833,0.04031,0.04498,0.0436,0.121
vix_ep20,timesfm_2_5:e3,0.025,60,0.0833,0.0833,0.0875,0.04031,0.04498,0.0456,0.123
vix_ep20,timesfm_2_5:e3,0.05,1,0.0417,,,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,2,0.0417,,,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,3,0.1667,,,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,4,0.125,,,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,5,0.0417,,,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,6,0.1667,,,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,7,0.0417,,,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,8,0.0417,,,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,9,0.1667,,,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,10,0.4167,,0.125,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,11,0.1667,,0.1375,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,12,0.1667,,0.15,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,13,0.0833,,0.1417,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,14,0.0,,0.1292,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,15,0.25,,0.15,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,16,0.2083,,0.1542,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,17,0.0,,0.15,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,18,0.0,,0.1458,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,19,0.0,,0.1292,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,20,0.0,,0.0875,0.07036,0.0813,,
vix_ep20,timesfm_2_5:e3,0.05,21,0.0,0.1012,0.0708,0.07036,0.0813,0.0655,0.1429
vix_ep20,timesfm_2_5:e3,0.05,22,0.0,0.0992,0.0542,0.07036,0.0813,0.0615,0.1389
vix_ep20,timesfm_2_5:e3,0.05,23,0.0,0.0972,0.0458,0.07036,0.0813,0.0595,0.1389
vix_ep20,timesfm_2_5:e3,0.05,24,0.0,0.0893,0.0458,0.07036,0.0813,0.0516,0.127
vix_ep20,timesfm_2_5:e3,0.05,25,0.0833,0.0873,0.0292,0.07036,0.0813,0.0516,0.127
vix_ep20,timesfm_2_5:e3,0.05,26,0.0,0.0853,0.0083,0.07036,0.0813,0.0496,0.127
vix_ep20,timesfm_2_5:e3,0.05,27,0.0,0.0774,0.0083,0.07036,0.0813,0.0417,0.121
vix_ep20,timesfm_2_5:e3,0.05,28,0.125,0.0813,0.0208,0.07036,0.0813,0.0456,0.121
vix_ep20,timesfm_2_5:e3,0.05,29,0.0,0.0794,0.0208,0.07036,0.0813,0.0437,0.123
vix_ep20,timesfm_2_5:e3,0.05,30,0.0,0.0714,0.0208,0.07036,0.0813,0.0317,0.1131
vix_ep20,timesfm_2_5:e3,0.05,31,0.125,0.0575,0.0333,0.07036,0.0813,0.0298,0.0873
vix_ep20,timesfm_2_5:e3,0.05,32,0.1667,0.0575,0.05,0.07036,0.0813,0.0298,0.0853
vix_ep20,timesfm_2_5:e3,0.05,33,0.0417,0.0516,0.0542,0.07036,0.0813,0.0258,0.0813
vix_ep20,timesfm_2_5:e3,0.05,34,0.0417,0.0496,0.0583,0.07036,0.0813,0.0238,0.0774
vix_ep20,timesfm_2_5:e3,0.05,35,0.2083,0.0595,0.0708,0.07036,0.0813,0.0317,0.0913
vix_ep20,timesfm_2_5:e3,0.05,36,0.0,0.0476,0.0708,0.07036,0.0813,0.0218,0.0754
vix_ep20,timesfm_2_5:e3,0.05,37,0.0417,0.0397,0.075,0.07036,0.0813,0.0179,0.0615
vix_ep20,timesfm_2_5:e3,0.05,38,0.0417,0.0417,0.0667,0.07036,0.0813,0.0198,0.0655
vix_ep20,timesfm_2_5:e3,0.05,39,0.0,0.0417,0.0667,0.07036,0.0813,0.0198,0.0655
vix_ep20,timesfm_2_5:e3,0.05,40,0.125,0.0476,0.0792,0.07036,0.0813,0.0258,0.0714
vix_ep20,timesfm_2_5:e3,0.05,41,0.0,0.0476,0.0667,0.07036,0.0813,0.0258,0.0714
vix_ep20,timesfm_2_5:e3,0.05,42,0.2083,0.0575,0.0708,0.07036,0.0813,0.0337,0.0833
vix_ep20,timesfm_2_5:e3,0.05,43,0.2917,0.0714,0.0958,0.07036,0.0813,0.0417,0.1012
vix_ep20,timesfm_2_5:e3,0.05,44,0.1667,0.0794,0.1083,0.07036,0.0813,0.0496,0.1091
vix_ep20,timesfm_2_5:e3,0.05,45,0.4167,0.0992,0.1292,0.07036,0.0813,0.0615,0.1429
vix_ep20,timesfm_2_5:e3,0.05,46,0.0,0.0952,0.1292,0.07036,0.0813,0.0575,0.1409
vix_ep20,timesfm_2_5:e3,0.05,47,0.0417,0.0972,0.1292,0.07036,0.0813,0.0595,0.1389
vix_ep20,timesfm_2_5:e3,0.05,48,0.375,0.1151,0.1625,0.07036,0.0813,0.0734,0.1607
vix_ep20,timesfm_2_5:e3,0.05,49,0.125,0.1151,0.175,0.07036,0.0813,0.0714,0.1647
vix_ep20,timesfm_2_5:e3,0.05,50,0.0417,0.1171,0.1667,0.07036,0.0813,0.0754,0.1627
vix_ep20,timesfm_2_5:e3,0.05,51,0.0417,0.119,0.1708,0.07036,0.0813,0.0794,0.1627
vix_ep20,timesfm_2_5:e3,0.05,52,0.4167,0.1329,0.1917,0.07036,0.0813,0.0853,0.1845
vix_ep20,timesfm_2_5:e3,0.05,53,0.1667,0.1329,0.1792,0.07036,0.0813,0.0853,0.1806
vix_ep20,timesfm_2_5:e3,0.05,54,0.5,0.1548,0.2125,0.07036,0.0813,0.1012,0.2143
vix_ep20,timesfm_2_5:e3,0.05,55,0.0,0.1528,0.1708,0.07036,0.0813,0.0992,0.2143
vix_ep20,timesfm_2_5:e3,0.05,56,0.0833,0.1468,0.1792,0.07036,0.0813,0.0932,0.2044
vix_ep20,timesfm_2_5:e3,0.05,57,0.0,0.1468,0.175,0.07036,0.0813,0.0933,0.2063
vix_ep20,timesfm_2_5:e3,0.05,58,0.0417,0.1468,0.1417,0.07036,0.0813,0.0933,0.2063
vix_ep20,timesfm_2_5:e3,0.05,59,0.0,0.1448,0.1292,0.07036,0.0813,0.0913,0.2044
vix_ep20,timesfm_2_5:e3,0.05,60,0.0833,0.1488,0.1333,0.07036,0.0813,0.0952,0.2083
vix_ep20,timesfm_2_5:e3,0.01,1,0.0,,,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,2,0.0,,,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,3,0.0417,,,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,4,0.0417,,,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,5,0.0,,,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,6,0.0417,,,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,7,0.0,,,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,8,0.0,,,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,9,0.0,,,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,10,0.125,,0.025,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,11,0.0,,0.025,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,12,0.0833,,0.0333,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,13,0.0,,0.0292,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,14,0.0,,0.025,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,15,0.0833,,0.0333,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,16,0.0417,,0.0333,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,17,0.0,,0.0333,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,18,0.0,,0.0333,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,19,0.0,,0.0333,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,20,0.0,,0.0208,0.01989,0.02406,,
vix_ep20,timesfm_2_5:e3,0.01,21,0.0,0.0218,0.0208,0.01989,0.02406,0.0099,0.0357
vix_ep20,timesfm_2_5:e3,0.01,22,0.0,0.0218,0.0125,0.01989,0.02406,0.0099,0.0357
vix_ep20,timesfm_2_5:e3,0.01,23,0.0,0.0218,0.0125,0.01989,0.02406,0.0099,0.0357
vix_ep20,timesfm_2_5:e3,0.01,24,0.0,0.0198,0.0125,0.01989,0.02406,0.0079,0.0337
vix_ep20,timesfm_2_5:e3,0.01,25,0.0,0.0179,0.0042,0.01989,0.02406,0.006,0.0317
