episode,index,onset,layer,alpha,window,n_assets,n_calm_days,band,mde_mult,dep_uncalibrated,direction_only,descriptive_only,tau_rec,ever_above,censored,onset_rate,post_cutoff
vix_ep20,vix,2022-02-22,moirai_2_0:e3,0.025,21,24,252,0.03811,1.52,False,False,False,24.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,moirai_2_0:e3,0.025,10,24,252,0.04667,1.87,False,True,False,20.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,moirai_2_0:e3,0.05,21,24,252,0.07269,1.45,False,False,False,24.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,moirai_2_0:e3,0.05,10,24,252,0.08148,1.63,False,False,False,20.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,moirai_2_0:e3,0.01,21,24,252,0.01897,1.9,False,False,True,61.0,True,True,0.0,False
vix_ep20,vix,2022-02-22,moirai_2_0:e3,0.01,10,24,252,0.02297,2.3,False,False,True,61.0,True,True,0.0,False
vix_ep20,vix,2022-02-22,lag_llama:e3,0.025,21,24,252,0.04006,1.6,False,False,False,31.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,lag_llama:e3,0.025,10,24,252,0.04973,1.99,False,True,False,21.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,lag_llama:e3,0.05,21,24,252,0.0764,1.53,False,False,False,31.0,True,False,0.125,False
vix_ep20,vix,2022-02-22,lag_llama:e3,0.05,10,24,252,0.08795,1.76,False,False,False,22.0,True,False,0.125,False
vix_ep20,vix,2022-02-22,lag_llama:e3,0.01,21,24,252,0.01932,1.93,False,False,True,31.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,lag_llama:e3,0.01,10,24,252,0.02225,2.22,False,False,True,20.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,gjr_t,0.025,21,24,252,0.04201,1.68,False,False,False,24.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,gjr_t,0.025,10,24,252,0.0532,2.13,False,True,False,14.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,gjr_t,0.05,21,24,252,0.07595,1.52,False,False,False,24.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,gjr_t,0.05,10,24,252,0.0862,1.72,False,False,False,20.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,gjr_t,0.01,21,24,252,0.0189,1.89,False,False,True,61.0,True,True,0.0,False
vix_ep20,vix,2022-02-22,gjr_t,0.01,10,24,252,0.02446,2.45,False,False,True,13.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,fhs,0.025,21,24,252,0.04036,1.61,False,False,False,,False,False,0.0,False
vix_ep20,vix,2022-02-22,fhs,0.025,10,24,252,0.0497,1.99,False,True,False,13.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,fhs,0.05,21,24,252,0.0746,1.49,False,False,False,61.0,True,True,0.042,False
vix_ep20,vix,2022-02-22,fhs,0.05,10,24,252,0.08503,1.7,False,False,False,19.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,fhs,0.01,21,24,252,0.01945,1.94,False,False,True,,False,False,0.0,False
vix_ep20,vix,2022-02-22,fhs,0.01,10,24,252,0.02608,2.61,False,False,True,,False,False,0.0,False
vix_ep20,vix,2022-02-22,chronos_bolt:f1,0.025,21,24,252,0.03946,1.58,False,False,False,61.0,True,True,0.0,False
vix_ep20,vix,2022-02-22,chronos_bolt:f1,0.025,10,24,252,0.04678,1.87,False,True,False,14.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,chronos_bolt:f1,0.05,21,24,252,0.07659,1.53,False,False,False,61.0,True,True,0.0,False
vix_ep20,vix,2022-02-22,chronos_bolt:f1,0.05,10,24,252,0.08763,1.75,False,False,False,14.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,chronos_bolt:f1,0.01,21,24,252,0.02066,2.07,False,False,True,,False,False,0.0,False
vix_ep20,vix,2022-02-22,chronos_bolt:f1,0.01,10,24,252,0.02154,2.15,False,False,True,13.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,chronos_2:f1,0.025,21,24,252,0.04225,1.69,False,False,False,,False,False,0.0,False
vix_ep20,vix,2022-02-22,chronos_2:f1,0.025,10,24,252,0.04949,1.98,False,True,False,20.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,chronos_2:f1,0.05,21,24,252,0.07552,1.51,False,False,False,,False,False,0.042,False
vix_ep20,vix,2022-02-22,chronos_2:f1,0.05,10,24,252,0.08645,1.73,False,False,False,14.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,chronos_2:f1,0.01,21,24,252,0.01814,1.81,False,False,True,61.0,True,True,0.0,False
vix_ep20,vix,2022-02-22,chronos_2:f1,0.01,10,24,252,0.02199,2.2,False,False,True,13.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,timesfm_2_5:f1,0.025,21,24,252,0.04109,1.64,False,False,False,27.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,timesfm_2_5:f1,0.025,10,24,252,0.04617,1.85,False,True,False,20.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,timesfm_2_5:f1,0.05,21,24,252,0.0714,1.43,False,False,False,24.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,timesfm_2_5:f1,0.05,10,24,252,0.08323,1.66,False,False,False,20.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,timesfm_2_5:f1,0.01,21,24,252,0.01906,1.91,False,False,True,24.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,timesfm_2_5:f1,0.01,10,24,252,0.0274,2.74,False,False,True,13.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,moirai_2_0:f1,0.025,21,24,252,0.0394,1.58,False,False,False,30.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,moirai_2_0:f1,0.025,10,24,252,0.04822,1.93,False,True,False,20.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,moirai_2_0:f1,0.05,21,24,252,0.07104,1.42,False,False,False,24.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,moirai_2_0:f1,0.05,10,24,252,0.07995,1.6,False,False,False,20.0,True,False,0.042,False
vix_ep20,vix,2022-02-22,moirai_2_0:f1,0.01,21,24,252,0.01802,1.8,False,False,True,61.0,True,True,0.0,False
vix_ep20,vix,2022-02-22,moirai_2_0:f1,0.01,10,24,252,0.02593,2.59,False,False,True,61.0,True,True,0.0,False
vix_ep20,vix,2022-02-22,lag_llama:f1,0.025,21,24,252,0.03896,1.56,False,False,False,61.0,True,True,0.0,False
vix_ep20,vix,2022-02-22,lag_llama:f1,0.025,10,24,252,0.04769,1.91,False,True,False,14.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,lag_llama:f1,0.05,21,24,252,0.06935,1.39,False,False,False,24.0,True,False,0.083,False
vix_ep20,vix,2022-02-22,lag_llama:f1,0.05,10,24,252,0.08142,1.63,False,False,False,20.0,True,False,0.083,False
vix_ep20,vix,2022-02-22,lag_llama:f1,0.01,21,24,252,0.01755,1.76,False,False,True,25.0,True,False,0.0,False
vix_ep20,vix,2022-02-22,lag_llama:f1,0.01,10,24,252,0.02527,2.53,False,False,True,20.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,chronos_bolt:e3,0.025,21,24,252,0.04127,1.65,False,False,False,59.0,True,False,0.125,False
vix_ep21,vix,2022-04-26,chronos_bolt:e3,0.025,10,24,252,0.04956,1.98,False,True,False,27.0,True,False,0.125,False
vix_ep21,vix,2022-04-26,chronos_bolt:e3,0.05,21,24,252,0.07788,1.56,False,False,False,30.0,True,False,0.292,False
vix_ep21,vix,2022-04-26,chronos_bolt:e3,0.05,10,24,252,0.09222,1.84,False,False,False,20.0,True,False,0.292,False
vix_ep21,vix,2022-04-26,chronos_bolt:e3,0.01,21,24,252,0.01947,1.95,False,False,True,29.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,chronos_bolt:e3,0.01,10,24,252,0.02457,2.46,False,False,True,20.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,chronos_2:e3,0.025,21,24,252,0.04058,1.62,False,False,False,29.0,True,False,0.042,False
vix_ep21,vix,2022-04-26,chronos_2:e3,0.025,10,24,252,0.04727,1.89,False,True,False,20.0,True,False,0.042,False
vix_ep21,vix,2022-04-26,chronos_2:e3,0.05,21,24,252,0.07507,1.5,False,False,False,27.0,True,False,0.208,False
vix_ep21,vix,2022-04-26,chronos_2:e3,0.05,10,24,252,0.08555,1.71,False,False,False,18.0,True,False,0.208,False
vix_ep21,vix,2022-04-26,chronos_2:e3,0.01,21,24,252,0.01832,1.83,False,False,True,47.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,chronos_2:e3,0.01,10,24,252,0.02165,2.16,False,False,True,12.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,timesfm_2_5:e3,0.025,21,24,252,0.04031,1.61,False,False,False,30.0,True,False,0.208,False
vix_ep21,vix,2022-04-26,timesfm_2_5:e3,0.025,10,24,252,0.04498,1.8,False,True,False,25.0,True,False,0.208,False
vix_ep21,vix,2022-04-26,timesfm_2_5:e3,0.05,21,24,252,0.07036,1.41,False,False,False,31.0,True,False,0.333,False
vix_ep21,vix,2022-04-26,timesfm_2_5:e3,0.05,10,24,252,0.0813,1.63,False,False,False,22.0,True,False,0.333,False
vix_ep21,vix,2022-04-26,timesfm_2_5:e3,0.01,21,24,252,0.01989,1.99,False,False,True,29.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,timesfm_2_5:e3,0.01,10,24,252,0.02406,2.41,False,False,True,20.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,moirai_2_0:e3,0.025,21,24,252,0.03811,1.52,False,False,False,30.0,True,False,0.167,False
vix_ep21,vix,2022-04-26,moirai_2_0:e3,0.025,10,24,252,0.04667,1.87,False,True,False,20.0,True,False,0.167,False
vix_ep21,vix,2022-04-26,moirai_2_0:e3,0.05,21,24,252,0.07269,1.45,False,False,False,30.0,True,False,0.292,False
vix_ep21,vix,2022-04-26,moirai_2_0:e3,0.05,10,24,252,0.08148,1.63,False,False,False,20.0,True,False,0.292,False
vix_ep21,vix,2022-04-26,moirai_2_0:e3,0.01,21,24,252,0.01897,1.9,False,False,True,25.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,moirai_2_0:e3,0.01,10,24,252,0.02297,2.3,False,False,True,18.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,lag_llama:e3,0.025,21,24,252,0.04006,1.6,False,False,False,61.0,True,True,0.333,False
vix_ep21,vix,2022-04-26,lag_llama:e3,0.025,10,24,252,0.04973,1.99,False,True,False,27.0,True,False,0.333,False
vix_ep21,vix,2022-04-26,lag_llama:e3,0.05,21,24,252,0.0764,1.53,False,False,False,61.0,True,True,0.333,False
vix_ep21,vix,2022-04-26,lag_llama:e3,0.05,10,24,252,0.08795,1.76,False,False,False,27.0,True,False,0.333,False
vix_ep21,vix,2022-04-26,lag_llama:e3,0.01,21,24,252,0.01932,1.93,False,False,True,61.0,True,True,0.292,False
vix_ep21,vix,2022-04-26,lag_llama:e3,0.01,10,24,252,0.02225,2.22,False,False,True,27.0,True,False,0.292,False
vix_ep21,vix,2022-04-26,gjr_t,0.025,21,24,252,0.04201,1.68,False,False,False,55.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,gjr_t,0.025,10,24,252,0.0532,2.13,False,True,False,15.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,gjr_t,0.05,21,24,252,0.07595,1.52,False,False,False,29.0,True,False,0.25,False
vix_ep21,vix,2022-04-26,gjr_t,0.05,10,24,252,0.0862,1.72,False,False,False,19.0,True,False,0.25,False
vix_ep21,vix,2022-04-26,gjr_t,0.01,21,24,252,0.0189,1.89,False,False,True,56.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,gjr_t,0.01,10,24,252,0.02446,2.45,False,False,True,43.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,fhs,0.025,21,24,252,0.04036,1.61,False,False,False,,False,False,0.042,False
vix_ep21,vix,2022-04-26,fhs,0.025,10,24,252,0.0497,1.99,False,True,False,11.0,True,False,0.042,False
vix_ep21,vix,2022-04-26,fhs,0.05,21,24,252,0.0746,1.49,False,False,False,25.0,True,False,0.292,False
vix_ep21,vix,2022-04-26,fhs,0.05,10,24,252,0.08503,1.7,False,False,False,19.0,True,False,0.292,False
vix_ep21,vix,2022-04-26,fhs,0.01,21,24,252,0.01945,1.94,False,False,True,,False,False,0.0,False
vix_ep21,vix,2022-04-26,fhs,0.01,10,24,252,0.02608,2.61,False,False,True,,False,False,0.0,False
vix_ep21,vix,2022-04-26,chronos_bolt:f1,0.025,21,24,252,0.03946,1.58,False,False,False,47.0,True,False,0.042,False
vix_ep21,vix,2022-04-26,chronos_bolt:f1,0.025,10,24,252,0.04678,1.87,False,True,False,14.0,True,False,0.042,False
vix_ep21,vix,2022-04-26,chronos_bolt:f1,0.05,21,24,252,0.07659,1.53,False,False,False,22.0,True,False,0.167,False
vix_ep21,vix,2022-04-26,chronos_bolt:f1,0.05,10,24,252,0.08763,1.75,False,False,False,14.0,True,False,0.167,False
vix_ep21,vix,2022-04-26,chronos_bolt:f1,0.01,21,24,252,0.02066,2.07,False,False,True,,False,False,0.0,False
vix_ep21,vix,2022-04-26,chronos_bolt:f1,0.01,10,24,252,0.02154,2.15,False,False,True,14.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,chronos_2:f1,0.025,21,24,252,0.04225,1.69,False,False,False,,False,False,0.042,False
vix_ep21,vix,2022-04-26,chronos_2:f1,0.025,10,24,252,0.04949,1.98,False,True,False,,False,False,0.042,False
vix_ep21,vix,2022-04-26,chronos_2:f1,0.05,21,24,252,0.07552,1.51,False,False,False,,False,False,0.083,False
vix_ep21,vix,2022-04-26,chronos_2:f1,0.05,10,24,252,0.08645,1.73,False,False,False,,False,False,0.083,False
vix_ep21,vix,2022-04-26,chronos_2:f1,0.01,21,24,252,0.01814,1.81,False,False,True,,False,False,0.0,False
vix_ep21,vix,2022-04-26,chronos_2:f1,0.01,10,24,252,0.02199,2.2,False,False,True,12.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,timesfm_2_5:f1,0.025,21,24,252,0.04109,1.64,False,False,False,29.0,True,False,0.042,False
vix_ep21,vix,2022-04-26,timesfm_2_5:f1,0.025,10,24,252,0.04617,1.85,False,True,False,20.0,True,False,0.042,False
vix_ep21,vix,2022-04-26,timesfm_2_5:f1,0.05,21,24,252,0.0714,1.43,False,False,False,29.0,True,False,0.25,False
vix_ep21,vix,2022-04-26,timesfm_2_5:f1,0.05,10,24,252,0.08323,1.66,False,False,False,20.0,True,False,0.25,False
vix_ep21,vix,2022-04-26,timesfm_2_5:f1,0.01,21,24,252,0.01906,1.91,False,False,True,25.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,timesfm_2_5:f1,0.01,10,24,252,0.0274,2.74,False,False,True,14.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,moirai_2_0:f1,0.025,21,24,252,0.0394,1.58,False,False,False,29.0,True,False,0.167,False
vix_ep21,vix,2022-04-26,moirai_2_0:f1,0.025,10,24,252,0.04822,1.93,False,True,False,20.0,True,False,0.167,False
vix_ep21,vix,2022-04-26,moirai_2_0:f1,0.05,21,24,252,0.07104,1.42,False,False,False,30.0,True,False,0.292,False
vix_ep21,vix,2022-04-26,moirai_2_0:f1,0.05,10,24,252,0.07995,1.6,False,False,False,20.0,True,False,0.292,False
vix_ep21,vix,2022-04-26,moirai_2_0:f1,0.01,21,24,252,0.01802,1.8,False,False,True,29.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,moirai_2_0:f1,0.01,10,24,252,0.02593,2.59,False,False,True,18.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,lag_llama:f1,0.025,21,24,252,0.03896,1.56,False,False,False,31.0,True,False,0.167,False
vix_ep21,vix,2022-04-26,lag_llama:f1,0.025,10,24,252,0.04769,1.91,False,True,False,22.0,True,False,0.167,False
vix_ep21,vix,2022-04-26,lag_llama:f1,0.05,21,24,252,0.06935,1.39,False,False,False,31.0,True,False,0.333,False
vix_ep21,vix,2022-04-26,lag_llama:f1,0.05,10,24,252,0.08142,1.63,False,False,False,20.0,True,False,0.333,False
vix_ep21,vix,2022-04-26,lag_llama:f1,0.01,21,24,252,0.01755,1.76,False,False,True,31.0,True,False,0.0,False
vix_ep21,vix,2022-04-26,lag_llama:f1,0.01,10,24,252,0.02527,2.53,False,False,True,20.0,True,False,0.0,False
vix_ep22,vix,2024-08-05,chronos_bolt:e3,0.025,21,24,252,0.04127,1.65,False,False,False,22.0,True,False,0.333,False
vix_ep22,vix,2024-08-05,chronos_bolt:e3,0.025,10,24,252,0.04956,1.98,False,True,False,31.0,True,False,0.333,False
vix_ep22,vix,2024-08-05,chronos_bolt:e3,0.05,21,24,252,0.07788,1.56,False,False,False,42.0,True,False,0.5,False
vix_ep22,vix,2024-08-05,chronos_bolt:e3,0.05,10,24,252,0.09222,1.84,False,False,False,31.0,True,False,0.5,False
vix_ep22,vix,2024-08-05,chronos_bolt:e3,0.01,21,24,252,0.01947,1.95,False,False,True,22.0,True,False,0.25,False
vix_ep22,vix,2024-08-05,chronos_bolt:e3,0.01,10,24,252,0.02457,2.46,False,False,True,11.0,True,False,0.25,False
vix_ep22,vix,2024-08-05,chronos_2:e3,0.025,21,24,252,0.04058,1.62,False,False,False,,False,False,0.292,False
vix_ep22,vix,2024-08-05,chronos_2:e3,0.025,10,24,252,0.04727,1.89,False,True,False,48.0,True,False,0.292,False
vix_ep22,vix,2024-08-05,chronos_2:e3,0.05,21,24,252,0.07507,1.5,False,False,False,,False,False,0.375,False
vix_ep22,vix,2024-08-05,chronos_2:e3,0.05,10,24,252,0.08555,1.71,False,False,False,31.0,True,False,0.375,False
vix_ep22,vix,2024-08-05,chronos_2:e3,0.01,21,24,252,0.01832,1.83,False,False,True,,False,False,0.208,False
vix_ep22,vix,2024-08-05,chronos_2:e3,0.01,10,24,252,0.02165,2.16,False,False,True,,False,False,0.208,False
vix_ep22,vix,2024-08-05,timesfm_2_5:e3,0.025,21,24,252,0.04031,1.61,False,False,False,42.0,True,False,0.292,True
vix_ep22,vix,2024-08-05,timesfm_2_5:e3,0.025,10,24,252,0.04498,1.8,False,True,False,31.0,True,False,0.292,True
vix_ep22,vix,2024-08-05,timesfm_2_5:e3,0.05,21,24,252,0.07036,1.41,False,False,False,42.0,True,False,0.458,True
vix_ep22,vix,2024-08-05,timesfm_2_5:e3,0.05,10,24,252,0.0813,1.63,False,False,False,31.0,True,False,0.458,True
vix_ep22,vix,2024-08-05,timesfm_2_5:e3,0.01,21,24,252,0.01989,1.99,False,False,True,42.0,True,False,0.208,True
vix_ep22,vix,2024-08-05,timesfm_2_5:e3,0.01,10,24,252,0.02406,2.41,False,False,True,31.0,True,False,0.208,True
vix_ep22,vix,2024-08-05,moirai_2_0:e3,0.025,21,24,252,0.03811,1.52,False,False,False,,False,False,0.333,False
vix_ep22,vix,2024-08-05,moirai_2_0:e3,0.025,10,24,252,0.04667,1.87,False,True,False,,False,False,0.333,False
vix_ep22,vix,2024-08-05,moirai_2_0:e3,0.05,21,24,252,0.07269,1.45,False,False,False,,False,False,0.417,False
vix_ep22,vix,2024-08-05,moirai_2_0:e3,0.05,10,24,252,0.08148,1.63,False,False,False,31.0,True,False,0.417,False
vix_ep22,vix,2024-08-05,moirai_2_0:e3,0.01,21,24,252,0.01897,1.9,False,False,True,,False,False,0.208,False
vix_ep22,vix,2024-08-05,moirai_2_0:e3,0.01,10,24,252,0.02297,2.3,False,False,True,,False,False,0.208,False
vix_ep22,vix,2024-08-05,lag_llama:e3,0.025,21,24,252,0.04006,1.6,False,False,False,22.0,True,False,0.458,True
vix_ep22,vix,2024-08-05,lag_llama:e3,0.025,10,24,252,0.04973,1.99,False,True,False,31.0,True,False,0.458,True
vix_ep22,vix,2024-08-05,lag_llama:e3,0.05,21,24,252,0.0764,1.53,False,False,False,42.0,True,False,0.542,True
vix_ep22,vix,2024-08-05,lag_llama:e3,0.05,10,24,252,0.08795,1.76,False,False,False,31.0,True,False,0.542,True
vix_ep22,vix,2024-08-05,lag_llama:e3,0.01,21,24,252,0.01932,1.93,False,False,True,22.0,True,False,0.333,True
vix_ep22,vix,2024-08-05,lag_llama:e3,0.01,10,24,252,0.02225,2.22,False,False,True,11.0,True,False,0.333,True
vix_ep22,vix,2024-08-05,gjr_t,0.025,21,24,252,0.04201,1.68,False,False,False,,False,False,0.208,False
vix_ep22,vix,2024-08-05,gjr_t,0.025,10,24,252,0.0532,2.13,False,True,False,,False,False,0.208,False
vix_ep22,vix,2024-08-05,gjr_t,0.05,21,24,252,0.07595,1.52,False,False,False,,False,False,0.375,False
vix_ep22,vix,2024-08-05,gjr_t,0.05,10,24,252,0.0862,1.72,False,False,False,,False,False,0.375,False
vix_ep22,vix,2024-08-05,gjr_t,0.01,21,24,252,0.0189,1.89,False,False,True,,False,False,0.125,False
vix_ep22,vix,2024-08-05,gjr_t,0.01,10,24,252,0.02446,2.45,False,False,True,,False,False,0.125,False
vix_ep22,vix,2024-08-05,fhs,0.025,21,24,252,0.04036,1.61,False,False,False,,False,False,0.25,False
vix_ep22,vix,2024-08-05,fhs,0.025,10,24,252,0.0497,1.99,False,True,False,,False,False,0.25,False
vix_ep22,vix,2024-08-05,fhs,0.05,21,24,252,0.0746,1.49,False,False,False,,False,False,0.333,False
vix_ep22,vix,2024-08-05,fhs,0.05,10,24,252,0.08503,1.7,False,False,False,,False,False,0.333,False
vix_ep22,vix,2024-08-05,fhs,0.01,21,24,252,0.01945,1.94,False,False,True,,False,False,0.167,False
vix_ep22,vix,2024-08-05,fhs,0.01,10,24,252,0.02608,2.61,False,False,True,,False,False,0.167,False
vix_ep22,vix,2024-08-05,chronos_bolt:f1,0.025,21,24,252,0.03946,1.58,False,False,False,42.0,True,False,0.292,False
vix_ep22,vix,2024-08-05,chronos_bolt:f1,0.025,10,24,252,0.04678,1.87,False,True,False,31.0,True,False,0.292,False
vix_ep22,vix,2024-08-05,chronos_bolt:f1,0.05,21,24,252,0.07659,1.53,False,False,False,,False,False,0.417,False
vix_ep22,vix,2024-08-05,chronos_bolt:f1,0.05,10,24,252,0.08763,1.75,False,False,False,31.0,True,False,0.417,False
vix_ep22,vix,2024-08-05,chronos_bolt:f1,0.01,21,24,252,0.02066,2.07,False,False,True,42.0,True,False,0.208,False
vix_ep22,vix,2024-08-05,chronos_bolt:f1,0.01,10,24,252,0.02154,2.15,False,False,True,31.0,True,False,0.208,False
vix_ep22,vix,2024-08-05,chronos_2:f1,0.025,21,24,252,0.04225,1.69,False,False,False,,False,False,0.292,False
vix_ep22,vix,2024-08-05,chronos_2:f1,0.025,10,24,252,0.04949,1.98,False,True,False,31.0,True,False,0.292,False
vix_ep22,vix,2024-08-05,chronos_2:f1,0.05,21,24,252,0.07552,1.51,False,False,False,,False,False,0.333,False
vix_ep22,vix,2024-08-05,chronos_2:f1,0.05,10,24,252,0.08645,1.73,False,False,False,48.0,True,False,0.333,False
vix_ep22,vix,2024-08-05,chronos_2:f1,0.01,21,24,252,0.01814,1.81,False,False,True,,False,False,0.167,False
vix_ep22,vix,2024-08-05,chronos_2:f1,0.01,10,24,252,0.02199,2.2,False,False,True,,False,False,0.167,False
vix_ep22,vix,2024-08-05,timesfm_2_5:f1,0.025,21,24,252,0.04109,1.64,False,False,False,22.0,True,False,0.333,True
vix_ep22,vix,2024-08-05,timesfm_2_5:f1,0.025,10,24,252,0.04617,1.85,False,True,False,31.0,True,False,0.333,True
vix_ep22,vix,2024-08-05,timesfm_2_5:f1,0.05,21,24,252,0.0714,1.43,False,False,False,42.0,True,False,0.5,True
vix_ep22,vix,2024-08-05,timesfm_2_5:f1,0.05,10,24,252,0.08323,1.66,False,False,False,31.0,True,False,0.5,True
vix_ep22,vix,2024-08-05,timesfm_2_5:f1,0.01,21,24,252,0.01906,1.91,False,False,True,22.0,True,False,0.25,True
vix_ep22,vix,2024-08-05,timesfm_2_5:f1,0.01,10,24,252,0.0274,2.74,False,False,True,31.0,True,False,0.25,True
vix_ep22,vix,2024-08-05,moirai_2_0:f1,0.025,21,24,252,0.0394,1.58,False,False,False,22.0,True,False,0.333,False
vix_ep22,vix,2024-08-05,moirai_2_0:f1,0.025,10,24,252,0.04822,1.93,False,True,False,32.0,True,False,0.333,False
vix_ep22,vix,2024-08-05,moirai_2_0:f1,0.05,21,24,252,0.07104,1.42,False,False,False,42.0,True,False,0.5,False
vix_ep22,vix,2024-08-05,moirai_2_0:f1,0.05,10,24,252,0.07995,1.6,False,False,False,31.0,True,False,0.5,False
vix_ep22,vix,2024-08-05,moirai_2_0:f1,0.01,21,24,252,0.01802,1.8,False,False,True,22.0,True,False,0.25,False
vix_ep22,vix,2024-08-05,moirai_2_0:f1,0.01,10,24,252,0.02593,2.59,False,False,True,31.0,True,False,0.25,False
vix_ep22,vix,2024-08-05,lag_llama:f1,0.025,21,24,252,0.03896,1.56,False,False,False,,False,False,0.375,True
vix_ep22,vix,2024-08-05,lag_llama:f1,0.025,10,24,252,0.04769,1.91,False,True,False,29.0,True,False,0.375,True
vix_ep22,vix,2024-08-05,lag_llama:f1,0.05,21,24,252,0.06935,1.39,False,False,False,,False,False,0.458,True
vix_ep22,vix,2024-08-05,lag_llama:f1,0.05,10,24,252,0.08142,1.63,False,False,False,,False,False,0.458,True
vix_ep22,vix,2024-08-05,lag_llama:f1,0.01,21,24,252,0.01755,1.76,False,False,True,22.0,True,False,0.292,True
vix_ep22,vix,2024-08-05,lag_llama:f1,0.01,10,24,252,0.02527,2.53,False,False,True,11.0,True,False,0.292,True
vix_ep23,vix,2025-04-03,chronos_bolt:e3,0.025,21,24,252,0.04127,1.65,False,False,False,24.0,True,False,0.625,False
vix_ep23,vix,2025-04-03,chronos_bolt:e3,0.025,10,24,252,0.04956,1.98,False,True,False,15.0,True,False,0.625,False
vix_ep23,vix,2025-04-03,chronos_bolt:e3,0.05,21,24,252,0.07788,1.56,False,False,False,24.0,True,False,0.667,False
vix_ep23,vix,2025-04-03,chronos_bolt:e3,0.05,10,24,252,0.09222,1.84,False,False,False,16.0,True,False,0.667,False
vix_ep23,vix,2025-04-03,chronos_bolt:e3,0.01,21,24,252,0.01947,1.95,False,False,True,24.0,True,False,0.458,False
vix_ep23,vix,2025-04-03,chronos_bolt:e3,0.01,10,24,252,0.02457,2.46,False,False,True,15.0,True,False,0.458,False
vix_ep23,vix,2025-04-03,chronos_2:e3,0.025,21,24,252,0.04058,1.62,False,False,False,23.0,True,False,0.542,False
vix_ep23,vix,2025-04-03,chronos_2:e3,0.025,10,24,252,0.04727,1.89,False,True,False,12.0,True,False,0.542,False
vix_ep23,vix,2025-04-03,chronos_2:e3,0.05,21,24,252,0.07507,1.5,False,False,False,23.0,True,False,0.667,False
vix_ep23,vix,2025-04-03,chronos_2:e3,0.05,10,24,252,0.08555,1.71,False,False,False,12.0,True,False,0.667,False
vix_ep23,vix,2025-04-03,chronos_2:e3,0.01,21,24,252,0.01832,1.83,False,False,True,23.0,True,False,0.417,False
vix_ep23,vix,2025-04-03,chronos_2:e3,0.01,10,24,252,0.02165,2.16,False,False,True,13.0,True,False,0.417,False
vix_ep23,vix,2025-04-03,timesfm_2_5:e3,0.025,21,24,252,0.04031,1.61,False,False,False,24.0,True,False,0.542,True
vix_ep23,vix,2025-04-03,timesfm_2_5:e3,0.025,10,24,252,0.04498,1.8,False,True,False,15.0,True,False,0.542,True
vix_ep23,vix,2025-04-03,timesfm_2_5:e3,0.05,21,24,252,0.07036,1.41,False,False,False,27.0,True,False,0.667,True
vix_ep23,vix,2025-04-03,timesfm_2_5:e3,0.05,10,24,252,0.0813,1.63,False,False,False,16.0,True,False,0.667,True
