episode,index,onset,layer,alpha,window,n_assets,n_calm_days,band,mde_mult,dep_uncalibrated,direction_only,descriptive_only,tau_rec,ever_above,censored,onset_rate,post_cutoff
move_ep9,move,2022-02-28,chronos_bolt:f1,0.05,10,4,725,0.15537,3.11,False,True,False,11.0,True,False,1.0,False
move_ep9,move,2022-02-28,chronos_bolt:f1,0.01,21,4,725,0.04226,4.23,False,True,True,,False,False,0.25,False
move_ep9,move,2022-02-28,chronos_bolt:f1,0.01,10,4,725,0.08731,8.73,False,True,True,,False,False,0.25,False
move_ep9,move,2022-02-28,chronos_2:f1,0.025,21,4,725,0.08059,3.22,False,True,False,,False,False,0.75,False
move_ep9,move,2022-02-28,chronos_2:f1,0.025,10,4,725,0.10014,4.01,False,True,False,,False,False,0.75,False
move_ep9,move,2022-02-28,chronos_2:f1,0.05,21,4,725,0.11816,2.36,False,True,False,,False,False,0.75,False
move_ep9,move,2022-02-28,chronos_2:f1,0.05,10,4,725,0.15272,3.05,False,True,False,,False,False,0.75,False
move_ep9,move,2022-02-28,chronos_2:f1,0.01,21,4,725,0.04738,4.74,False,True,True,,False,False,0.25,False
move_ep9,move,2022-02-28,chronos_2:f1,0.01,10,4,725,0.06548,6.55,False,True,True,,False,False,0.25,False
move_ep9,move,2022-02-28,timesfm_2_5:f1,0.025,21,4,725,0.07349,2.94,False,True,False,22.0,True,False,1.0,False
move_ep9,move,2022-02-28,timesfm_2_5:f1,0.025,10,4,725,0.11158,4.46,False,True,False,11.0,True,False,1.0,False
move_ep9,move,2022-02-28,timesfm_2_5:f1,0.05,21,4,725,0.12328,2.47,False,True,False,22.0,True,False,1.0,False
move_ep9,move,2022-02-28,timesfm_2_5:f1,0.05,10,4,725,0.14532,2.91,False,True,False,12.0,True,False,1.0,False
move_ep9,move,2022-02-28,timesfm_2_5:f1,0.01,21,4,725,0.04341,4.34,False,True,True,22.0,True,False,0.75,False
move_ep9,move,2022-02-28,timesfm_2_5:f1,0.01,10,4,725,0.06018,6.02,False,True,True,11.0,True,False,0.75,False
move_ep9,move,2022-02-28,moirai_2_0:f1,0.025,21,4,725,0.07583,3.03,False,True,False,22.0,True,False,1.0,False
move_ep9,move,2022-02-28,moirai_2_0:f1,0.025,10,4,725,0.11498,4.6,False,True,False,11.0,True,False,1.0,False
move_ep9,move,2022-02-28,moirai_2_0:f1,0.05,21,4,725,0.11621,2.32,False,True,False,22.0,True,False,1.0,False
move_ep9,move,2022-02-28,moirai_2_0:f1,0.05,10,4,725,0.1565,3.13,False,True,False,11.0,True,False,1.0,False
move_ep9,move,2022-02-28,moirai_2_0:f1,0.01,21,4,725,0.03879,3.88,False,True,True,,False,False,0.5,False
move_ep9,move,2022-02-28,moirai_2_0:f1,0.01,10,4,725,0.07779,7.78,False,True,True,,False,False,0.5,False
move_ep9,move,2022-02-28,lag_llama:f1,0.025,21,4,725,0.07743,3.1,False,True,False,22.0,True,False,1.0,False
move_ep9,move,2022-02-28,lag_llama:f1,0.025,10,4,725,0.14977,5.99,False,True,False,11.0,True,False,1.0,False
move_ep9,move,2022-02-28,lag_llama:f1,0.05,21,4,725,0.12616,2.52,False,True,False,61.0,True,True,1.0,False
move_ep9,move,2022-02-28,lag_llama:f1,0.05,10,4,725,0.15316,3.06,False,True,False,11.0,True,False,1.0,False
move_ep9,move,2022-02-28,lag_llama:f1,0.01,21,4,725,0.03442,3.44,False,True,True,61.0,True,True,0.5,False
move_ep9,move,2022-02-28,lag_llama:f1,0.01,10,4,725,0.00586,0.59,False,True,True,11.0,True,False,0.5,False
move_ep10,move,2022-06-13,chronos_bolt:e3,0.025,21,4,854,0.07641,3.06,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_bolt:e3,0.025,10,4,854,0.09512,3.8,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_bolt:e3,0.05,21,4,854,0.11622,2.32,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_bolt:e3,0.05,10,4,854,0.16152,3.23,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_bolt:e3,0.01,21,4,854,0.04418,4.42,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_bolt:e3,0.01,10,4,854,0.06119,6.12,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:e3,0.025,21,4,854,0.07505,3.0,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:e3,0.025,10,4,854,0.11384,4.55,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:e3,0.05,21,4,854,0.11748,2.35,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:e3,0.05,10,4,854,0.15189,3.04,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:e3,0.01,21,4,854,0.03922,3.92,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:e3,0.01,10,4,854,0.07863,7.86,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:e3,0.025,21,4,854,0.07265,2.91,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:e3,0.025,10,4,854,0.09739,3.9,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:e3,0.05,21,4,854,0.1209,2.42,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:e3,0.05,10,4,854,0.16259,3.25,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:e3,0.01,21,4,854,0.03168,3.17,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:e3,0.01,10,4,854,0.0605,6.05,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:e3,0.025,21,4,854,0.08214,3.29,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:e3,0.025,10,4,854,0.11002,4.4,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:e3,0.05,21,4,854,0.12358,2.47,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:e3,0.05,10,4,854,0.16607,3.32,False,True,False,13.0,True,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:e3,0.01,21,4,854,0.03168,3.17,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:e3,0.01,10,4,854,0.0605,6.05,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:e3,0.025,21,4,854,0.07339,2.94,False,True,False,48.0,True,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:e3,0.025,10,4,854,0.09149,3.66,False,True,False,23.0,True,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:e3,0.05,21,4,854,0.11418,2.28,False,True,False,55.0,True,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:e3,0.05,10,4,854,0.15892,3.18,False,True,False,25.0,True,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:e3,0.01,21,4,854,0.04163,4.16,False,True,True,24.0,True,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:e3,0.01,10,4,854,0.04255,4.26,False,True,True,17.0,True,False,0.0,False
move_ep10,move,2022-06-13,gjr_t,0.025,21,4,854,0.07126,2.85,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,gjr_t,0.025,10,4,854,0.10835,4.33,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,gjr_t,0.05,21,4,854,0.11641,2.33,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,gjr_t,0.05,10,4,854,0.13746,2.75,False,True,False,37.0,True,False,0.0,False
move_ep10,move,2022-06-13,gjr_t,0.01,21,4,854,0.04764,4.76,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,gjr_t,0.01,10,4,854,0.06582,6.58,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,fhs,0.025,21,4,854,0.07721,3.09,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,fhs,0.025,10,4,854,0.09608,3.84,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,fhs,0.05,21,4,854,0.12273,2.45,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,fhs,0.05,10,4,854,0.14236,2.85,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,fhs,0.01,21,4,854,0.04125,4.12,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,fhs,0.01,10,4,854,0.08539,8.54,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_bolt:f1,0.025,21,4,725,0.07664,3.07,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_bolt:f1,0.025,10,4,725,0.09538,3.82,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_bolt:f1,0.05,21,4,725,0.12032,2.41,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_bolt:f1,0.05,10,4,725,0.15537,3.11,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_bolt:f1,0.01,21,4,725,0.04226,4.23,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_bolt:f1,0.01,10,4,725,0.08731,8.73,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:f1,0.025,21,4,725,0.08059,3.22,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:f1,0.025,10,4,725,0.10014,4.01,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:f1,0.05,21,4,725,0.11816,2.36,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:f1,0.05,10,4,725,0.15272,3.05,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:f1,0.01,21,4,725,0.04738,4.74,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,chronos_2:f1,0.01,10,4,725,0.06548,6.55,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:f1,0.025,21,4,725,0.07349,2.94,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:f1,0.025,10,4,725,0.11158,4.46,False,True,False,13.0,True,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:f1,0.05,21,4,725,0.12328,2.47,False,True,False,,False,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:f1,0.05,10,4,725,0.14532,2.91,False,True,False,13.0,True,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:f1,0.01,21,4,725,0.04341,4.34,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,timesfm_2_5:f1,0.01,10,4,725,0.06018,6.02,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:f1,0.025,21,4,725,0.07583,3.03,False,True,False,24.0,True,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:f1,0.025,10,4,725,0.11498,4.6,False,True,False,17.0,True,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:f1,0.05,21,4,725,0.11621,2.32,False,True,False,24.0,True,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:f1,0.05,10,4,725,0.1565,3.13,False,True,False,13.0,True,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:f1,0.01,21,4,725,0.03879,3.88,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,moirai_2_0:f1,0.01,10,4,725,0.07779,7.78,False,True,True,,False,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:f1,0.025,21,4,725,0.07743,3.1,False,True,False,48.0,True,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:f1,0.025,10,4,725,0.14977,5.99,False,True,False,17.0,True,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:f1,0.05,21,4,725,0.12616,2.52,False,True,False,52.0,True,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:f1,0.05,10,4,725,0.15316,3.06,False,True,False,23.0,True,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:f1,0.01,21,4,725,0.03442,3.44,False,True,True,34.0,True,False,0.0,False
move_ep10,move,2022-06-13,lag_llama:f1,0.01,10,4,725,0.00586,0.59,False,True,True,23.0,True,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_bolt:e3,0.025,21,2,1059,0.07719,3.09,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_bolt:e3,0.025,10,2,1059,0.10747,4.3,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_bolt:e3,0.05,21,2,1059,0.13598,2.72,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_bolt:e3,0.05,10,2,1059,0.19117,3.82,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_bolt:e3,0.01,21,2,1059,0.06035,6.04,False,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_bolt:e3,0.01,10,2,1059,0.06328,6.33,False,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_2:e3,0.025,21,2,1059,0.06661,2.66,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_2:e3,0.025,10,2,1059,0.13365,5.35,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_2:e3,0.05,21,2,1059,0.11477,2.3,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_2:e3,0.05,10,2,1059,0.177,3.54,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_2:e3,0.01,21,2,1059,0.03405,3.41,False,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,chronos_2:e3,0.01,10,2,1059,0.06877,6.88,False,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,timesfm_2_5:e3,0.025,21,2,1059,0.0692,2.77,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,timesfm_2_5:e3,0.025,10,2,1059,0.13841,5.54,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,timesfm_2_5:e3,0.05,21,2,1059,0.12366,2.47,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,timesfm_2_5:e3,0.05,10,2,1059,0.18952,3.79,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,timesfm_2_5:e3,0.01,21,2,1059,0.04555,4.55,False,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,timesfm_2_5:e3,0.01,10,2,1059,0.09095,9.1,False,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,moirai_2_0:e3,0.025,21,2,1059,0.07853,3.14,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,moirai_2_0:e3,0.025,10,2,1059,0.15579,6.23,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,moirai_2_0:e3,0.05,21,2,1059,0.13037,2.61,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,moirai_2_0:e3,0.05,10,2,1059,0.19906,3.98,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,moirai_2_0:e3,0.01,21,2,1059,0.04762,4.76,True,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,moirai_2_0:e3,0.01,10,2,1059,0.05,5.0,True,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,lag_llama:e3,0.025,21,2,1059,0.07824,3.13,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,lag_llama:e3,0.025,10,2,1059,0.10885,4.35,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,lag_llama:e3,0.05,21,2,1059,0.11897,2.38,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,lag_llama:e3,0.05,10,2,1059,0.14991,3.0,False,True,False,61.0,True,True,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,lag_llama:e3,0.01,21,2,1059,0.06873,6.87,False,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,lag_llama:e3,0.01,10,2,1059,0.07202,7.2,False,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,gjr_t,0.025,21,2,1059,0.07616,3.05,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,gjr_t,0.025,10,2,1059,0.10613,4.25,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,gjr_t,0.05,21,2,1059,0.13763,2.75,False,True,False,58.0,True,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,gjr_t,0.05,10,2,1059,0.19327,3.87,False,True,False,55.0,True,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,gjr_t,0.01,21,2,1059,0.0581,5.81,False,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,gjr_t,0.01,10,2,1059,0.12025,12.02,False,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,fhs,0.025,21,2,1059,0.08526,3.41,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,fhs,0.025,10,2,1059,0.11803,4.72,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,fhs,0.05,21,2,1059,0.11861,2.37,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,fhs,0.05,10,2,1059,0.19763,3.95,False,True,False,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,fhs,0.01,21,2,1059,0.06035,6.04,False,True,True,,False,False,0.0,False
crypto_rv_ep7,crypto_rv,2017-09-18,fhs,0.01,10,2,1059,0.12467,12.47,False,True,True,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_bolt:e3,0.025,21,2,1059,0.07719,3.09,False,True,False,61.0,True,True,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_bolt:e3,0.025,10,2,1059,0.10747,4.3,False,True,False,60.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_bolt:e3,0.05,21,2,1059,0.13598,2.72,False,True,False,61.0,True,True,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_bolt:e3,0.05,10,2,1059,0.19117,3.82,False,True,False,19.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_bolt:e3,0.01,21,2,1059,0.06035,6.04,False,True,True,55.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_bolt:e3,0.01,10,2,1059,0.06328,6.33,False,True,True,44.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_2:e3,0.025,21,2,1059,0.06661,2.66,False,True,False,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_2:e3,0.025,10,2,1059,0.13365,5.35,False,True,False,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_2:e3,0.05,21,2,1059,0.11477,2.3,False,True,False,55.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_2:e3,0.05,10,2,1059,0.177,3.54,False,True,False,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_2:e3,0.01,21,2,1059,0.03405,3.41,False,True,True,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,chronos_2:e3,0.01,10,2,1059,0.06877,6.88,False,True,True,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,timesfm_2_5:e3,0.025,21,2,1059,0.0692,2.77,False,True,False,55.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,timesfm_2_5:e3,0.025,10,2,1059,0.13841,5.54,False,True,False,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,timesfm_2_5:e3,0.05,21,2,1059,0.12366,2.47,False,True,False,28.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,timesfm_2_5:e3,0.05,10,2,1059,0.18952,3.79,False,True,False,16.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,timesfm_2_5:e3,0.01,21,2,1059,0.04555,4.55,False,True,True,55.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,timesfm_2_5:e3,0.01,10,2,1059,0.09095,9.1,False,True,True,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,moirai_2_0:e3,0.025,21,2,1059,0.07853,3.14,False,True,False,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,moirai_2_0:e3,0.025,10,2,1059,0.15579,6.23,False,True,False,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,moirai_2_0:e3,0.05,21,2,1059,0.13037,2.61,False,True,False,38.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,moirai_2_0:e3,0.05,10,2,1059,0.19906,3.98,False,True,False,19.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,moirai_2_0:e3,0.01,21,2,1059,0.04762,4.76,True,True,True,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,moirai_2_0:e3,0.01,10,2,1059,0.05,5.0,True,True,True,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,lag_llama:e3,0.025,21,2,1059,0.07824,3.13,False,True,False,61.0,True,True,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,lag_llama:e3,0.025,10,2,1059,0.10885,4.35,False,True,False,44.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,lag_llama:e3,0.05,21,2,1059,0.11897,2.38,False,True,False,61.0,True,True,0.5,False
crypto_rv_ep8,crypto_rv,2017-12-14,lag_llama:e3,0.05,10,2,1059,0.14991,3.0,False,True,False,44.0,True,False,0.5,False
crypto_rv_ep8,crypto_rv,2017-12-14,lag_llama:e3,0.01,21,2,1059,0.06873,6.87,False,True,True,61.0,True,True,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,lag_llama:e3,0.01,10,2,1059,0.07202,7.2,False,True,True,27.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,gjr_t,0.025,21,2,1059,0.07616,3.05,False,True,False,61.0,True,True,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,gjr_t,0.025,10,2,1059,0.10613,4.25,False,True,False,61.0,True,True,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,gjr_t,0.05,21,2,1059,0.13763,2.75,False,True,False,61.0,True,True,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,gjr_t,0.05,10,2,1059,0.19327,3.87,False,True,False,44.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,gjr_t,0.01,21,2,1059,0.0581,5.81,False,True,True,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,gjr_t,0.01,10,2,1059,0.12025,12.02,False,True,True,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,fhs,0.025,21,2,1059,0.08526,3.41,False,True,False,55.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,fhs,0.025,10,2,1059,0.11803,4.72,False,True,False,60.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,fhs,0.05,21,2,1059,0.11861,2.37,False,True,False,61.0,True,True,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,fhs,0.05,10,2,1059,0.19763,3.95,False,True,False,60.0,True,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,fhs,0.01,21,2,1059,0.06035,6.04,False,True,True,,False,False,0.0,False
crypto_rv_ep8,crypto_rv,2017-12-14,fhs,0.01,10,2,1059,0.12467,12.47,False,True,True,,False,False,0.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_bolt:e3,0.025,21,2,1059,0.07719,3.09,False,True,False,38.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_bolt:e3,0.025,10,2,1059,0.10747,4.3,False,True,False,27.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_bolt:e3,0.05,21,2,1059,0.13598,2.72,False,True,False,36.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_bolt:e3,0.05,10,2,1059,0.19117,3.82,False,True,False,27.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_bolt:e3,0.01,21,2,1059,0.06035,6.04,False,True,True,22.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_bolt:e3,0.01,10,2,1059,0.06328,6.33,False,True,True,11.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_2:e3,0.025,21,2,1059,0.06661,2.66,False,True,False,,False,False,0.5,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_2:e3,0.025,10,2,1059,0.13365,5.35,False,True,False,,False,False,0.5,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_2:e3,0.05,21,2,1059,0.11477,2.3,False,True,False,22.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_2:e3,0.05,10,2,1059,0.177,3.54,False,True,False,,False,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_2:e3,0.01,21,2,1059,0.03405,3.41,False,True,True,,False,False,0.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,chronos_2:e3,0.01,10,2,1059,0.06877,6.88,False,True,True,,False,False,0.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,timesfm_2_5:e3,0.025,21,2,1059,0.0692,2.77,False,True,False,22.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,timesfm_2_5:e3,0.025,10,2,1059,0.13841,5.54,False,True,False,,False,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,timesfm_2_5:e3,0.05,21,2,1059,0.12366,2.47,False,True,False,36.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,timesfm_2_5:e3,0.05,10,2,1059,0.18952,3.79,False,True,False,27.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,timesfm_2_5:e3,0.01,21,2,1059,0.04555,4.55,False,True,True,22.0,True,False,0.5,False
crypto_rv_ep9,crypto_rv,2018-01-16,timesfm_2_5:e3,0.01,10,2,1059,0.09095,9.1,False,True,True,,False,False,0.5,False
crypto_rv_ep9,crypto_rv,2018-01-16,moirai_2_0:e3,0.025,21,2,1059,0.07853,3.14,False,True,False,,False,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,moirai_2_0:e3,0.025,10,2,1059,0.15579,6.23,False,True,False,,False,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,moirai_2_0:e3,0.05,21,2,1059,0.13037,2.61,False,True,False,22.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,moirai_2_0:e3,0.05,10,2,1059,0.19906,3.98,False,True,False,25.0,True,False,1.0,False
crypto_rv_ep9,crypto_rv,2018-01-16,moirai_2_0:e3,0.01,21,2,1059,0.04762,4.76,True,True,True,,False,False,0.0,False
