layer,asset,state,n,hit_rate,uc_p_mc,uc_pass,fz0_mean
gjr_t,audusd,low,2017,0.05503222607833416,0.33096690330966905,True,0.24861256931487213
gjr_t,audusd,high,716,0.04748603351955307,0.7909209079092091,True,0.4666068906867674
gjr_t,brent,low,2216,0.06678700361010831,0.0007999200079992001,False,1.5850227089501387
gjr_t,brent,high,424,0.06367924528301887,0.2176782321767823,True,2.180548837413364
gjr_t,csi300,low,1756,0.0387243735763098,0.024697530246975304,False,1.0570519750659029
gjr_t,csi300,high,423,0.0591016548463357,0.43525647435256476,True,1.5713214826084443
gjr_t,dax,low,2075,0.06650602409638554,0.0015998400159984002,False,0.7943103786152436
gjr_t,dax,high,589,0.06451612903225806,0.13108689131086892,True,1.2330918286964072
gjr_t,dgs10,low,1997,0.049073610415623435,0.8813118688131187,True,2.3011727217865725
gjr_t,dgs10,high,627,0.05263157894736842,0.7835216478352165,True,2.536637887969063
gjr_t,dgs2,low,2146,0.05079217148182665,0.8816118388161184,True,2.1436148977799685
gjr_t,dgs2,high,478,0.03765690376569038,0.21607839216078392,True,2.7560998656000284
gjr_t,dgs30,low,2032,0.04232283464566929,0.11698830116988301,True,2.2198609063513044
gjr_t,dgs30,high,592,0.052364864864864864,0.8553144685531446,True,2.5698609643579475
gjr_t,dgs5,low,1993,0.05820371299548419,0.1070892910708929,True,2.3113657429225705
gjr_t,dgs5,high,631,0.05071315372424723,1.0,True,2.639959510286997
gjr_t,eth,low,1546,0.057567917205692105,0.20167983201679832,True,2.1192674422177546
gjr_t,eth,high,612,0.06209150326797386,0.1917808219178082,True,2.3642647006340756
gjr_t,ftse,low,2156,0.05148423005565863,0.7691230876912308,True,0.5149300763430839
gjr_t,ftse,high,495,0.08484848484848485,0.0012998700129987,False,1.2437183755717653
gjr_t,gold,low,1981,0.05906108026249369,0.0817918208179182,True,0.7718380608641271
gjr_t,gold,high,657,0.0654490106544901,0.0877912208779122,True,1.0938336352577254
gjr_t,hsi,low,2066,0.060019361084220714,0.044795520447955206,False,1.07282620855981
gjr_t,hsi,high,513,0.03508771929824561,0.10848915108489152,True,1.1454338570215687
gjr_t,jnj,low,2147,0.05589194224499301,0.23997600239976002,True,0.8675568319879758
gjr_t,jnj,high,491,0.059063136456211814,0.40735926407359263,True,1.221324682579642
gjr_t,jpm,low,2206,0.05122393472348141,0.8044195580441956,True,1.1155001591228424
gjr_t,jpm,high,432,0.06018518518518518,0.37836216378362164,True,1.6826688451828997
gjr_t,ltc,low,2491,0.059012444801284626,0.050994900509949,True,2.3589114509151003
gjr_t,ltc,high,816,0.061274509803921566,0.17168283171682833,True,2.6775806869696495
gjr_t,msft,low,1992,0.06224899598393574,0.013898610138986101,False,1.214522296368953
gjr_t,msft,high,646,0.06656346749226007,0.06939306069393061,True,1.5313930660854458
gjr_t,ndx,low,1968,0.07113821138211382,0.00039996000399960006,False,1.0064018655341422
gjr_t,ndx,high,670,0.05223880597014925,0.8583141685831417,True,1.3225737864004206
gjr_t,nikkei,low,2040,0.06470588235294118,0.004399560043995601,False,0.9533653482414061
gjr_t,nikkei,high,525,0.05904761904761905,0.36106389361063895,True,1.3508735390079096
gjr_t,nvda,low,1947,0.062146892655367235,0.016798320167983202,False,1.7567202437257061
gjr_t,nvda,high,691,0.05065123010130246,1.0,True,2.0868820483420176
gjr_t,rut,low,2163,0.05409153952843273,0.4046595340465953,True,0.967334887573736
gjr_t,rut,high,475,0.05052631578947368,1.0,True,1.4191565577119216
gjr_t,spx,low,2134,0.06888472352389878,9.999000099990002e-05,False,0.6753644601633817
gjr_t,spx,high,504,0.0496031746031746,1.0,True,1.243067205557653
gjr_t,usdcad,low,1902,0.050473186119873815,0.9592040795920408,True,-0.16270454198430465
gjr_t,usdcad,high,831,0.06979542719614922,0.013398660133986601,False,0.18296329631802305
gjr_t,usdchf,low,2083,0.05376860297647624,0.4557544245575442,True,-0.01615446233961668
gjr_t,usdchf,high,649,0.07704160246533127,0.0044995500449955,False,0.39161017016555355
gjr_t,wmt,low,2257,0.06335844040762073,0.0059994000599940004,False,1.0291936751127486
gjr_t,wmt,high,381,0.05511811023622047,0.7328267173282672,True,1.2733376228186915
gjr_t,xom,low,2016,0.051587301587301584,0.7574242575742426,True,1.1033046200299363
gjr_t,xom,high,622,0.07717041800643087,0.004999500049995001,False,1.6574748561342347
gjr_t,xrp,low,1707,0.050966608084358524,0.8671132886711329,True,2.190057328549186
gjr_t,xrp,high,451,0.050997782705099776,1.0,True,2.726437957277158
fhs,aapl,low,1946,0.050359712230215826,0.9588041195880412,True,1.2983174915726534
fhs,aapl,high,692,0.044797687861271675,0.547045295470453,True,1.4912668649490377
fhs,amzn,low,2014,0.055114200595829194,0.30886911308869114,True,1.3861021688384865
fhs,amzn,high,624,0.05929487179487179,0.3123687631236876,True,1.7504835601234852
fhs,audusd,low,2017,0.05205751115518096,0.6807319268073193,True,0.2575620223743768
fhs,audusd,high,716,0.0335195530726257,0.0392960703929607,False,0.449907645623602
fhs,brent,low,2216,0.05054151624548736,0.9233076692330767,True,1.6228926568810271
fhs,brent,high,424,0.05188679245283019,0.9135086491350864,True,2.1743357239827636
fhs,csi300,low,1756,0.04783599088838269,0.6990300969903009,True,1.090153127515888
fhs,csi300,high,423,0.0591016548463357,0.43525647435256476,True,1.6006784130047478
fhs,dax,low,2075,0.0491566265060241,0.8794120587941205,True,0.8166258103513521
fhs,dax,high,589,0.04584040747028863,0.7077292270772922,True,1.2986080282693302
fhs,dgs10,low,1997,0.05358037055583375,0.47655234476552344,True,2.2883992605298364
fhs,dgs10,high,627,0.044657097288676235,0.5832416758324167,True,2.499505146368691
fhs,dgs2,low,2146,0.057315936626281455,0.135986401359864,True,2.1316672054987027
fhs,dgs2,high,478,0.03138075313807531,0.048795120487951205,False,2.7529783556625365
fhs,dgs30,low,2032,0.04970472440944882,0.9551044895510449,True,2.2399306303257496
fhs,dgs30,high,592,0.048986486486486486,0.9276072392760724,True,2.53655144619108
fhs,dgs5,low,1993,0.05218263923733066,0.6865313468653135,True,2.2931566086016235
fhs,dgs5,high,631,0.039619651347068144,0.23847615238476152,True,2.6413676050263373
fhs,eth,low,1546,0.050452781371280724,0.9555044495550445,True,2.1475777520887975
fhs,eth,high,612,0.05392156862745098,0.7132286771322868,True,2.3839145749603214
fhs,ftse,low,2156,0.040352504638218926,0.03949605039496051,False,0.5321132096960642
fhs,ftse,high,495,0.08080808080808081,0.0047995200479952005,False,1.4254725331374445
fhs,gold,low,1981,0.04946996466431095,0.9142085791420858,True,0.7834961143708399
fhs,gold,high,657,0.0471841704718417,0.793920607939206,True,0.9969256749715167
fhs,hsi,low,2066,0.04743465634075508,0.6159384061593841,True,1.0358399055988605
fhs,hsi,high,513,0.031189083820662766,0.043995600439956005,False,1.193449858363938
fhs,jnj,low,2147,0.05216581276199348,0.6581341865813418,True,0.8887319812356286
fhs,jnj,high,491,0.04684317718940937,0.7636236376362364,True,1.2179381486786938
fhs,jpm,low,2206,0.048504079782411606,0.7687231276872313,True,1.1681930742761784
fhs,jpm,high,432,0.0787037037037037,0.0182981701829817,False,1.8045569612310848
fhs,ltc,low,2491,0.055399437976716176,0.23637636236376364,True,2.3381211389079413
fhs,ltc,high,816,0.049019607843137254,0.934906509349065,True,2.6843809131949348
fhs,msft,low,1992,0.051706827309236945,0.7568243175682432,True,1.1956125141593945
fhs,msft,high,646,0.06191950464396285,0.20677932206779323,True,1.542240905377233
fhs,ndx,low,1968,0.049796747967479675,1.0,True,1.0122148147835708
fhs,ndx,high,670,0.056716417910447764,0.48095190480951905,True,1.3576138834126914
fhs,nikkei,low,2040,0.049019607843137254,0.8428157184281572,True,0.9852594720756792
fhs,nikkei,high,525,0.05333333333333334,0.7606239376062394,True,1.4074215225591158
fhs,nvda,low,1947,0.055983564458140726,0.25507449255074494,True,1.7948500093853246
fhs,nvda,high,691,0.053545586107091175,0.7330266973302669,True,2.0574681191686386
fhs,rut,low,2163,0.047156726768377254,0.5540445955404459,True,0.9983261909535459
fhs,rut,high,475,0.05263157894736842,0.8313168683131686,True,1.500279553887293
fhs,spx,low,2134,0.04920337394564199,0.8819118088191181,True,0.7241433604829073
fhs,spx,high,504,0.05357142857142857,0.7613238676132387,True,1.3133023834471305
fhs,usdcad,low,1902,0.052576235541535225,0.634936506349365,True,-0.15566743309219236
fhs,usdcad,high,831,0.061371841155234655,0.14758524147585242,True,0.14600311115575065
fhs,usdchf,low,2083,0.05472875660105617,0.3404659534046595,True,0.020210087729758623
fhs,usdchf,high,649,0.05546995377503852,0.5797420257974203,True,0.2977663559520447
fhs,wmt,low,2257,0.04962339388568897,0.9614038596140386,True,1.0528884338901932
fhs,wmt,high,381,0.049868766404199474,1.0,True,1.2757658328182713
fhs,xom,low,2016,0.049107142857142856,0.8769123087691231,True,1.1211498571473975
fhs,xom,high,622,0.05466237942122187,0.6477352264773523,True,1.6240743472824932
fhs,xrp,low,1707,0.04979496192149971,1.0,True,2.1844739010485137
fhs,xrp,high,451,0.050997782705099776,1.0,True,2.6999863387878724
