layer,asset,stratum,n,hit_rate,uc_p_mc,uc_pass,fz0_mean
lag_llama:e3,ftse,Q4,663,0.10256410256410256,9.999000099990002e-05,False,1.6296336627384393
lag_llama:e3,gbpusd,Q1,684,0.07748538011695906,0.0030996900309969004,False,0.1506971656698076
lag_llama:e3,gbpusd,Q2,683,0.07027818448023426,0.021897810218978103,False,0.03982146454615484
lag_llama:e3,gbpusd,Q3,683,0.09224011713030747,9.999000099990002e-05,False,0.3761186308323475
lag_llama:e3,gbpusd,Q4,684,0.10818713450292397,9.999000099990002e-05,False,0.940944972642493
lag_llama:e3,gold,Q1,660,0.0696969696969697,0.0327967203279672,False,0.5829763147927203
lag_llama:e3,gold,Q2,659,0.0637329286798179,0.1311868813118688,True,0.8105712323619475
lag_llama:e3,gold,Q3,660,0.09393939393939393,9.999000099990002e-05,False,1.2113015811200025
lag_llama:e3,gold,Q4,660,0.12424242424242424,9.999000099990002e-05,False,1.6725813813895287
lag_llama:e3,hsi,Q1,645,0.07441860465116279,0.0082991700829917,False,1.0666646205733925
lag_llama:e3,hsi,Q2,645,0.09612403100775194,9.999000099990002e-05,False,0.9927762317844333
lag_llama:e3,hsi,Q3,645,0.11317829457364341,9.999000099990002e-05,False,1.3486171378412524
lag_llama:e3,hsi,Q4,645,0.13488372093023257,9.999000099990002e-05,False,1.9934776167143031
lag_llama:e3,jnj,Q1,660,0.05303030303030303,0.7902209779022098,True,0.7111059653592915
lag_llama:e3,jnj,Q2,659,0.0834597875569044,0.0004999500049995,False,1.0488971616457683
lag_llama:e3,jnj,Q3,660,0.07121212121212121,0.021397860213978603,False,1.150494037550932
lag_llama:e3,jnj,Q4,660,0.10303030303030303,9.999000099990002e-05,False,1.5287307000787025
lag_llama:e3,jpm,Q1,660,0.05303030303030303,0.7902209779022098,True,1.1501649664959515
lag_llama:e3,jpm,Q2,659,0.05614567526555387,0.5338466153384661,True,1.1656477064277102
lag_llama:e3,jpm,Q3,660,0.0803030303030303,0.0010998900109989002,False,1.4372636827794585
lag_llama:e3,jpm,Q4,660,0.10909090909090909,9.999000099990002e-05,False,1.7263031222914207
lag_llama:e3,ltc,Q1,827,0.060459492140266025,0.1964803519648035,True,2.179874887963103
lag_llama:e3,ltc,Q2,827,0.060459492140266025,0.1964803519648035,True,2.3189172339365802
lag_llama:e3,ltc,Q3,827,0.07376058041112454,0.0046995300469953,False,2.664933349379321
lag_llama:e3,ltc,Q4,827,0.11608222490931076,9.999000099990002e-05,False,3.1505448409063117
lag_llama:e3,msft,Q1,660,0.048484848484848485,0.8639136086391361,True,1.1028759248595175
lag_llama:e3,msft,Q2,659,0.08042488619119878,0.001999800019998,False,1.2280708876311965
lag_llama:e3,msft,Q3,660,0.0803030303030303,0.0010998900109989002,False,1.5772805388449245
lag_llama:e3,msft,Q4,660,0.13787878787878788,9.999000099990002e-05,False,2.1310694011565996
lag_llama:e3,natgas,Q1,660,0.03484848484848485,0.063993600639936,True,1.4717773707083173
lag_llama:e3,natgas,Q2,660,0.10454545454545454,9.999000099990002e-05,False,2.1411987189671544
lag_llama:e3,natgas,Q3,660,0.11515151515151516,9.999000099990002e-05,False,2.3997910242363
lag_llama:e3,natgas,Q4,661,0.16792738275340394,9.999000099990002e-05,False,3.457761106990327
lag_llama:e3,ndx,Q1,660,0.048484848484848485,0.8639136086391361,True,0.8609078220575107
lag_llama:e3,ndx,Q2,659,0.07283763277693475,0.012798720127987202,False,1.0138439329540752
lag_llama:e3,ndx,Q3,660,0.09090909090909091,0.00019998000199980003,False,1.4135298693271248
lag_llama:e3,ndx,Q4,660,0.15757575757575756,9.999000099990002e-05,False,2.4073756076147546
lag_llama:e3,nikkei,Q1,642,0.05763239875389408,0.41515848415158485,True,0.9891321907348326
lag_llama:e3,nikkei,Q2,641,0.0717628705148206,0.020497950204979503,False,0.9318093420764509
lag_llama:e3,nikkei,Q3,641,0.11856474258970359,9.999000099990002e-05,False,1.4868170007617878
lag_llama:e3,nikkei,Q4,642,0.09813084112149532,9.999000099990002e-05,False,1.853245154976665
lag_llama:e3,nvda,Q1,660,0.07727272727272727,0.0026997300269973002,False,1.7522529147613226
lag_llama:e3,nvda,Q2,659,0.057663125948406675,0.4253574642535746,True,1.6830168144370923
lag_llama:e3,nvda,Q3,660,0.11666666666666667,9.999000099990002e-05,False,2.338844077824574
lag_llama:e3,nvda,Q4,660,0.13333333333333333,9.999000099990002e-05,False,2.6907697576356124
lag_llama:e3,rut,Q1,660,0.07272727272727272,0.013398660133986601,False,0.9569392189374926
lag_llama:e3,rut,Q2,659,0.07435508345978756,0.0103989601039896,False,1.0342785811932262
lag_llama:e3,rut,Q3,660,0.09696969696969697,9.999000099990002e-05,False,1.3726494905749596
lag_llama:e3,rut,Q4,660,0.11969696969696969,9.999000099990002e-05,False,1.9850670573732931
lag_llama:e3,spx,Q1,660,0.03939393939393939,0.21457854214578542,True,0.6625897508089459
lag_llama:e3,spx,Q2,659,0.04552352048558422,0.6561343865613438,True,0.5356748759053415
lag_llama:e3,spx,Q3,660,0.09393939393939393,9.999000099990002e-05,False,1.1141314178231216
lag_llama:e3,spx,Q4,660,0.12424242424242424,9.999000099990002e-05,False,1.9014740193360489
lag_llama:e3,usdcad,Q1,684,0.06578947368421052,0.0771922807719228,True,-0.32155129742284616
lag_llama:e3,usdcad,Q2,683,0.07320644216691069,0.0100989901009899,False,0.044765916089772845
lag_llama:e3,usdcad,Q3,683,0.09224011713030747,9.999000099990002e-05,False,0.01078944789901957
lag_llama:e3,usdcad,Q4,684,0.12280701754385964,9.999000099990002e-05,False,0.6717250809120728
lag_llama:e3,usdchf,Q1,683,0.09077598828696926,9.999000099990002e-05,False,0.021064777886509952
lag_llama:e3,usdchf,Q2,683,0.08199121522693997,0.00019998000199980003,False,0.322441843470256
lag_llama:e3,usdchf,Q3,683,0.09956076134699854,9.999000099990002e-05,False,0.3215266389374025
lag_llama:e3,usdchf,Q4,684,0.10380116959064327,9.999000099990002e-05,False,0.575125096556973
lag_llama:e3,wmt,Q1,660,0.05303030303030303,0.7902209779022098,True,0.8199071001192024
lag_llama:e3,wmt,Q2,659,0.07890743550834597,0.0020997900209979003,False,1.0716037060300294
lag_llama:e3,wmt,Q3,660,0.08636363636363636,0.00019998000199980003,False,1.4345949395097144
lag_llama:e3,wmt,Q4,660,0.10151515151515152,9.999000099990002e-05,False,1.4665181695334122
lag_llama:e3,xom,Q1,660,0.06515151515151515,0.09049095090490951,True,0.93758395580457
lag_llama:e3,xom,Q2,659,0.07587253414264036,0.006799320067993201,False,1.242085599552158
lag_llama:e3,xom,Q3,660,0.09393939393939393,9.999000099990002e-05,False,1.5397451415526915
lag_llama:e3,xom,Q4,660,0.10454545454545454,9.999000099990002e-05,False,2.0934389086809766
lag_llama:e3,xrp,Q1,540,0.044444444444444446,0.5654434556544345,True,1.9065394654525327
lag_llama:e3,xrp,Q2,539,0.04823747680890538,0.9214078592140786,True,2.267367229169118
lag_llama:e3,xrp,Q3,540,0.08518518518518518,0.0007999200079992001,False,2.231433691481775
lag_llama:e3,xrp,Q4,540,0.11296296296296296,9.999000099990002e-05,False,3.0404745524570234
gjr_t,aapl,Q1,660,0.06060606060606061,0.24697530246975302,True,0.9991805954783108
gjr_t,aapl,Q2,659,0.051593323216995446,0.8551144885511449,True,1.2369109951256752
gjr_t,aapl,Q3,660,0.04696969696969697,0.7254274572542746,True,1.2739362434258121
gjr_t,aapl,Q4,660,0.05454545454545454,0.6586341365863414,True,1.710731374408173
gjr_t,amzn,Q1,660,0.048484848484848485,0.8639136086391361,True,1.1357950834329937
gjr_t,amzn,Q2,659,0.06980273141122914,0.030796920307969204,False,1.4118514674432787
gjr_t,amzn,Q3,660,0.06363636363636363,0.126987301269873,True,1.5506879698216298
gjr_t,amzn,Q4,660,0.05454545454545454,0.6586341365863414,True,1.7592781665614157
gjr_t,audusd,Q1,684,0.054093567251461985,0.6532346765323468,True,0.053759746211443055
gjr_t,audusd,Q2,683,0.06149341142020498,0.19238076192380762,True,0.3999017690175611
gjr_t,audusd,Q3,683,0.05856515373352855,0.33756624337566243,True,0.25784170952434093
gjr_t,audusd,Q4,684,0.038011695906432746,0.1351864813518648,True,0.511184669892437
gjr_t,brent,Q1,660,0.07575757575757576,0.005499450054994501,False,1.4072459974479457
gjr_t,brent,Q2,660,0.05454545454545454,0.6586341365863414,True,1.4626591889700682
gjr_t,brent,Q3,660,0.0696969696969697,0.0327967203279672,False,1.7166336033601934
gjr_t,brent,Q4,661,0.06505295007564296,0.09209079092090791,True,2.1351472660978583
gjr_t,btc,Q1,827,0.0592503022974607,0.2622737726227377,True,1.834372204914447
gjr_t,btc,Q2,827,0.05804111245465538,0.33826617338266174,True,1.9358034205611514
gjr_t,btc,Q3,827,0.06408706166868199,0.0771922807719228,True,2.221235875119609
gjr_t,btc,Q4,827,0.05804111245465538,0.33826617338266174,True,2.400789728965279
gjr_t,copper,Q1,660,0.030303030303030304,0.017698230176982303,False,0.9308905600479555
gjr_t,copper,Q2,660,0.06363636363636363,0.126987301269873,True,1.1037742438191642
gjr_t,copper,Q3,660,0.05606060606060606,0.5364463553644635,True,1.21122254730443
gjr_t,copper,Q4,660,0.07272727272727272,0.013398660133986601,False,1.623905045773747
gjr_t,csi300,Q1,545,0.04036697247706422,0.32926707329267074,True,0.898104864954018
gjr_t,csi300,Q2,545,0.03486238532110092,0.09659034096590341,True,0.9996400605488326
gjr_t,csi300,Q3,545,0.04954128440366973,1.0,True,1.2251679675726406
gjr_t,csi300,Q4,545,0.045871559633027525,0.6958304169583042,True,1.5031128163001435
gjr_t,dax,Q1,666,0.0915915915915916,9.999000099990002e-05,False,0.8181985902089076
gjr_t,dax,Q2,666,0.057057057057057055,0.42195780421957807,True,0.6095933135915202
gjr_t,dax,Q3,666,0.06156156156156156,0.2156784321567843,True,0.9093597145999313
gjr_t,dax,Q4,667,0.05547226386806597,0.5406459354064593,True,1.2491286563670112
gjr_t,dgs10,Q1,656,0.041158536585365856,0.3314668533146685,True,2.0383143683600142
gjr_t,dgs10,Q2,656,0.054878048780487805,0.5946405359464053,True,2.249126696606671
gjr_t,dgs10,Q3,656,0.05945121951219512,0.2886711328867113,True,2.4426821943979595
gjr_t,dgs10,Q4,657,0.0441400304414003,0.5303469653034697,True,2.6987195717748
gjr_t,dgs2,Q1,656,0.027439024390243903,0.004999500049995001,False,1.4335102335597314
gjr_t,dgs2,Q2,656,0.057926829268292686,0.37746225377462256,True,2.124797740768114
gjr_t,dgs2,Q3,656,0.057926829268292686,0.37746225377462256,True,2.5745338548841956
gjr_t,dgs2,Q4,657,0.0502283105022831,1.0,True,2.886210578662924
gjr_t,dgs30,Q1,656,0.04573170731707317,0.6572342765723428,True,2.023088612965233
gjr_t,dgs30,Q2,656,0.041158536585365856,0.3314668533146685,True,2.227663260302301
gjr_t,dgs30,Q3,656,0.04725609756097561,0.791020897910209,True,2.393832291392266
gjr_t,dgs30,Q4,657,0.0441400304414003,0.5303469653034697,True,2.5500709622336553
gjr_t,dgs5,Q1,656,0.04725609756097561,0.791020897910209,True,1.9426127787026135
gjr_t,dgs5,Q2,656,0.06554878048780488,0.0882911708829117,True,2.3000922569257023
gjr_t,dgs5,Q3,656,0.06402439024390244,0.12938706129387062,True,2.456208911200114
gjr_t,dgs5,Q4,657,0.0487062404870624,0.9286071392860714,True,2.8614463580144456
gjr_t,eth,Q1,540,0.05185185185185185,0.9226077392260774,True,1.8746421994523008
gjr_t,eth,Q2,539,0.0686456400742115,0.059694030596940305,True,2.2347901125103076
gjr_t,eth,Q3,540,0.06111111111111111,0.2782721727827217,True,2.166881883389308
gjr_t,eth,Q4,540,0.053703703703703705,0.7734226577342266,True,2.478628764594587
gjr_t,ftse,Q1,663,0.043740573152337855,0.47365263473652636,True,0.3945632610520174
gjr_t,ftse,Q2,663,0.06334841628959276,0.1257874212578742,True,0.49051536584610533
gjr_t,ftse,Q3,663,0.05731523378582202,0.41755824417558246,True,0.650757943620709
gjr_t,ftse,Q4,663,0.06787330316742081,0.04689531046895311,False,1.086751568891806
gjr_t,gbpusd,Q1,684,0.05701754385964912,0.42795720427957207,True,0.08817919332521362
gjr_t,gbpusd,Q2,683,0.0424597364568082,0.3872612738726127,True,-0.00962370381351853
gjr_t,gbpusd,Q3,683,0.04978038067349927,1.0,True,0.18657962663981922
gjr_t,gbpusd,Q4,684,0.05116959064327485,0.9292070792920708,True,0.618927588234353
gjr_t,gold,Q1,660,0.05454545454545454,0.6586341365863414,True,0.5456319556673198
gjr_t,gold,Q2,659,0.05311077389984825,0.7215278472152785,True,0.7834616619750848
gjr_t,gold,Q3,660,0.06818181818181818,0.05019498050194981,True,0.8901363574619686
gjr_t,gold,Q4,660,0.06666666666666667,0.07589241075892411,True,1.1882996727654538
gjr_t,hsi,Q1,645,0.06976744186046512,0.027097290270972903,False,0.895733025026752
gjr_t,hsi,Q2,645,0.043410852713178294,0.47585241475852413,True,0.895109132562825
gjr_t,hsi,Q3,645,0.05426356589147287,0.6532346765323468,True,1.073662335235978
gjr_t,hsi,Q4,645,0.05426356589147287,0.6532346765323468,True,1.5016204774018331
gjr_t,jnj,Q1,660,0.05757575757575758,0.42555744425557446,True,0.6345391867164878
gjr_t,jnj,Q2,659,0.06069802731411229,0.24997500249975002,True,0.9493480305769724
gjr_t,jnj,Q3,660,0.05,1.0,True,1.0529358385742917
gjr_t,jnj,Q4,660,0.05909090909090909,0.3321667833216678,True,1.107202198920351
gjr_t,jpm,Q1,660,0.048484848484848485,0.8639136086391361,True,1.042261942518705
gjr_t,jpm,Q2,659,0.04400606980273141,0.48175182481751827,True,1.0881046787773845
gjr_t,jpm,Q3,660,0.07727272727272727,0.0026997300269973002,False,1.2838218504783885
gjr_t,jpm,Q4,660,0.04242424242424243,0.37936206379362064,True,1.428525937700096
gjr_t,ltc,Q1,827,0.056831922611850064,0.38006199380061995,True,2.1123211285870043
gjr_t,ltc,Q2,827,0.06287787182587666,0.10748925107489252,True,2.4169186787267374
gjr_t,ltc,Q3,827,0.06892382103990327,0.0206979302069793,False,2.4894193898799917
gjr_t,ltc,Q4,827,0.049576783555018135,1.0,True,2.7313731866970117
gjr_t,msft,Q1,660,0.05454545454545454,0.6586341365863414,True,0.9982459976655175
gjr_t,msft,Q2,659,0.06828528072837632,0.0491950804919508,False,1.1614741310923384
gjr_t,msft,Q3,660,0.06212121212121212,0.1785821417858214,True,1.4403720212207964
gjr_t,msft,Q4,660,0.06818181818181818,0.05019498050194981,True,1.5674908033237085
gjr_t,natgas,Q1,660,0.03484848484848485,0.063993600639936,True,1.4150932588205465
gjr_t,natgas,Q2,660,0.06060606060606061,0.24697530246975302,True,2.017156355775684
gjr_t,natgas,Q3,660,0.04090909090909091,0.2903709629037096,True,2.1492465306326154
gjr_t,natgas,Q4,661,0.059001512859304085,0.32756724327567244,True,2.627666351295847
gjr_t,ndx,Q1,660,0.07272727272727272,0.013398660133986601,False,0.8159895458354154
gjr_t,ndx,Q2,659,0.07283763277693475,0.012798720127987202,False,0.9624352174643397
gjr_t,ndx,Q3,660,0.05606060606060606,0.5364463553644635,True,1.106382324558586
gjr_t,ndx,Q4,660,0.06515151515151515,0.09049095090490951,True,1.4649863149127176
gjr_t,nikkei,Q1,642,0.06230529595015576,0.17298270172982702,True,0.7395527391481851
gjr_t,nikkei,Q2,641,0.057722308892355696,0.41385861413858616,True,0.863932757350191
gjr_t,nikkei,Q3,641,0.06708268330733229,0.07039296070392961,True,1.0585110901723318
gjr_t,nikkei,Q4,642,0.06853582554517133,0.044995500449955005,False,1.4945737756913922
gjr_t,nvda,Q1,660,0.06515151515151515,0.09049095090490951,True,1.6218936878482806
gjr_t,nvda,Q2,659,0.042488619119878605,0.3812618738126187,True,1.6078732745068969
gjr_t,nvda,Q3,660,0.0696969696969697,0.0327967203279672,False,1.9646617829187245
gjr_t,nvda,Q4,660,0.05909090909090909,0.3321667833216678,True,2.1767253125185864
gjr_t,rut,Q1,660,0.05757575757575758,0.42555744425557446,True,0.8381423503288702
gjr_t,rut,Q2,659,0.054628224582701064,0.5909409059094091,True,0.9296550109420723
gjr_t,rut,Q3,660,0.05909090909090909,0.3321667833216678,True,1.1332631406250098
gjr_t,rut,Q4,660,0.04393939393939394,0.48325167483251674,True,1.301384443585605
gjr_t,spx,Q1,660,0.0696969696969697,0.0327967203279672,False,0.6995292308962767
gjr_t,spx,Q2,659,0.05614567526555387,0.5338466153384661,True,0.4359854907932624
gjr_t,spx,Q3,660,0.06212121212121212,0.1785821417858214,True,0.7306014913780382
gjr_t,spx,Q4,660,0.07272727272727272,0.013398660133986601,False,1.268216968480303
gjr_t,usdcad,Q1,684,0.06286549707602339,0.15728427157284272,True,-0.3690367025026648
gjr_t,usdcad,Q2,683,0.04685212298682284,0.7283271672832716,True,-0.06642126211380239
gjr_t,usdcad,Q3,683,0.05417276720351391,0.662933706629337,True,-0.05226303674900958
gjr_t,usdcad,Q4,684,0.06140350877192982,0.1845815418458154,True,0.2570140332386156
gjr_t,usdchf,Q1,683,0.06734992679355783,0.05649435056494351,True,-0.08917445651774628
gjr_t,usdchf,Q2,683,0.048316251830161056,0.8607139286071392,True,0.07718745068861126
gjr_t,usdchf,Q3,683,0.06149341142020498,0.19238076192380762,True,0.058103447308888646
gjr_t,usdchf,Q4,684,0.059941520467836254,0.25207479252074794,True,0.2760113308330868
gjr_t,wmt,Q1,660,0.05454545454545454,0.6586341365863414,True,0.8718220125178942
gjr_t,wmt,Q2,659,0.06828528072837632,0.0491950804919508,False,0.9569808090435824
gjr_t,wmt,Q3,660,0.07272727272727272,0.013398660133986601,False,1.2195746945224422
gjr_t,wmt,Q4,660,0.05303030303030303,0.7902209779022098,True,1.2088242432332998
gjr_t,xom,Q1,660,0.06666666666666667,0.07589241075892411,True,0.8556123971423617
gjr_t,xom,Q2,659,0.05007587253414264,1.0,True,1.0872120971934418
gjr_t,xom,Q3,660,0.0696969696969697,0.0327967203279672,False,1.3955370747289173
gjr_t,xom,Q4,660,0.04393939393939394,0.48325167483251674,True,1.5967420302694233
gjr_t,xrp,Q1,540,0.04259259259259259,0.44045595440455954,True,1.9119618610417475
gjr_t,xrp,Q2,539,0.059369202226345084,0.3768623137686231,True,2.2553992698582177
gjr_t,xrp,Q3,540,0.05740740740740741,0.49695030496950304,True,2.227427320648261
gjr_t,xrp,Q4,540,0.044444444444444446,0.5654434556544345,True,2.8134345203033484
fhs,aapl,Q1,660,0.06060606060606061,0.24697530246975302,True,1.0722910274687254
fhs,aapl,Q2,659,0.05311077389984825,0.7215278472152785,True,1.2257250622375602
fhs,aapl,Q3,660,0.04090909090909091,0.2903709629037096,True,1.316749028951463
fhs,aapl,Q4,660,0.04090909090909091,0.2903709629037096,True,1.7802750081077767
fhs,amzn,Q1,660,0.05606060606060606,0.5364463553644635,True,1.137676980976037
fhs,amzn,Q2,659,0.07435508345978756,0.0103989601039896,False,1.4050030609093418
fhs,amzn,Q3,660,0.05757575757575758,0.42555744425557446,True,1.5877146491863992
fhs,amzn,Q4,660,0.03787878787878788,0.1536846315368463,True,1.7871425975886872
fhs,audusd,Q1,684,0.06286549707602339,0.15728427157284272,True,0.06445046370422018
fhs,audusd,Q2,683,0.05710102489019034,0.4336566343365663,True,0.3802385388260867
fhs,audusd,Q3,683,0.048316251830161056,0.8607139286071392,True,0.26864762712737866
fhs,audusd,Q4,684,0.02046783625730994,0.00029997000299970003,False,0.5183422190564395
fhs,brent,Q1,660,0.06363636363636363,0.126987301269873,True,1.4517830559067568
fhs,brent,Q2,660,0.04696969696969697,0.7254274572542746,True,1.5172774173868406
fhs,brent,Q3,660,0.05454545454545454,0.6586341365863414,True,1.7072451969156763
fhs,brent,Q4,661,0.037821482602118005,0.1571842815718428,True,2.168637540322022
fhs,btc,Q1,827,0.06529625151148731,0.054094590540945904,True,1.8036048526378632
fhs,btc,Q2,827,0.0471584038694075,0.7506249375062494,True,1.9094514915550698
fhs,btc,Q3,827,0.05562273276904474,0.46755324467553244,True,2.2025686706304395
fhs,btc,Q4,827,0.041112454655380895,0.23077692230776922,True,2.3669948931522877
fhs,copper,Q1,660,0.045454545454545456,0.5998400159984002,True,0.9411710197178954
fhs,copper,Q2,660,0.05303030303030303,0.7902209779022098,True,1.1039271951696963
fhs,copper,Q3,660,0.05,1.0,True,1.1788471846370892
fhs,copper,Q4,660,0.04242424242424243,0.37936206379362064,True,1.5764151764988872
fhs,csi300,Q1,545,0.060550458715596334,0.2793720627937206,True,0.8749131079940449
fhs,csi300,Q2,545,0.05688073394495413,0.4928507149285071,True,1.051138736351021
fhs,csi300,Q3,545,0.044036697247706424,0.557044295570443,True,1.3077130211776697
fhs,csi300,Q4,545,0.03853211009174312,0.23977602239776022,True,1.5215623222746641
fhs,dax,Q1,666,0.07657657657657657,0.004399560043995601,False,0.7522587193435755
fhs,dax,Q2,666,0.04804804804804805,0.8612138786121388,True,0.6129072193242787
fhs,dax,Q3,666,0.03303303303303303,0.0403959604039596,False,0.9448917057287558
fhs,dax,Q4,667,0.037481259370314844,0.1321867813218678,True,1.3944193369529774
fhs,dgs10,Q1,656,0.054878048780487805,0.5946405359464053,True,2.004835422301681
fhs,dgs10,Q2,656,0.06097560975609756,0.24987501249875013,True,2.2511880249490215
fhs,dgs10,Q3,656,0.053353658536585365,0.7232276772322768,True,2.4212516368427823
fhs,dgs10,Q4,657,0.0365296803652968,0.1090890910908909,True,2.6771770942862236
fhs,dgs2,Q1,656,0.04725609756097561,0.791020897910209,True,1.4059704487117253
fhs,dgs2,Q2,656,0.06707317073170732,0.05909409059094091,True,2.128433250468152
fhs,dgs2,Q3,656,0.053353658536585365,0.7232276772322768,True,2.566967956506336
fhs,dgs2,Q4,657,0.0426179604261796,0.42145785421457854,True,2.876119648268733
fhs,dgs30,Q1,656,0.06402439024390244,0.12938706129387062,True,2.0804200092758363
fhs,dgs30,Q2,656,0.05030487804878049,1.0,True,2.202196645702304
fhs,dgs30,Q3,656,0.04878048780487805,0.9277072292770723,True,2.3888131392928855
fhs,dgs30,Q4,657,0.0350076103500761,0.07279272072792721,True,2.5553438397941064
fhs,dgs5,Q1,656,0.04725609756097561,0.791020897910209,True,1.8928011083874687
fhs,dgs5,Q2,656,0.05945121951219512,0.2886711328867113,True,2.2765322179063427
fhs,dgs5,Q3,656,0.04725609756097561,0.791020897910209,True,2.4792679610313577
fhs,dgs5,Q4,657,0.0426179604261796,0.42145785421457854,True,2.857736031796062
fhs,eth,Q1,540,0.05555555555555555,0.6286371362863714,True,1.9184492531594342
fhs,eth,Q2,539,0.061224489795918366,0.2770722927707229,True,2.221694573219249
fhs,eth,Q3,540,0.053703703703703705,0.7734226577342266,True,2.1948831990970885
fhs,eth,Q4,540,0.03518518518518519,0.11598840115988401,True,2.523037023474823
fhs,ftse,Q1,663,0.05128205128205128,0.9287071292870713,True,0.4094877737095205
fhs,ftse,Q2,663,0.06334841628959276,0.1257874212578742,True,0.566597874981907
fhs,ftse,Q3,663,0.03469079939668175,0.059994000599940006,True,0.6840985133849565
fhs,ftse,Q4,663,0.043740573152337855,0.47365263473652636,True,1.1393066868845527
fhs,gbpusd,Q1,684,0.07748538011695906,0.0030996900309969004,False,0.11271666430771449
fhs,gbpusd,Q2,683,0.04685212298682284,0.7283271672832716,True,-0.004824783887193357
fhs,gbpusd,Q3,683,0.048316251830161056,0.8607139286071392,True,0.20168859482256743
fhs,gbpusd,Q4,684,0.029239766081871343,0.0091990800919908,False,0.5895300668512238
fhs,gold,Q1,660,0.06515151515151515,0.09049095090490951,True,0.5754441017602908
fhs,gold,Q2,659,0.04704097116843703,0.7898210178982101,True,0.7536690436916239
fhs,gold,Q3,660,0.05757575757575758,0.42555744425557446,True,0.8602059779423471
fhs,gold,Q4,660,0.025757575757575757,0.0020997900209979003,False,1.1568905793451754
fhs,hsi,Q1,645,0.06666666666666667,0.07089291070892911,True,0.8532524684648958
fhs,hsi,Q2,645,0.040310077519379844,0.27757224277572246,True,0.839146848193853
fhs,hsi,Q3,645,0.043410852713178294,0.47585241475852413,True,1.0829290683201838
fhs,hsi,Q4,645,0.027906976744186046,0.006099390060993901,False,1.5088883140453508
fhs,jnj,Q1,660,0.06363636363636363,0.126987301269873,True,0.6984428851283699
fhs,jnj,Q2,659,0.057663125948406675,0.4253574642535746,True,0.9337749918994563
fhs,jnj,Q3,660,0.04242424242424243,0.37936206379362064,True,1.0327541995042842
fhs,jnj,Q4,660,0.04242424242424243,0.37936206379362064,True,1.143476849450322
fhs,jpm,Q1,660,0.06818181818181818,0.05019498050194981,True,1.112518278269602
fhs,jpm,Q2,659,0.04704097116843703,0.7898210178982101,True,1.11417014406837
fhs,jpm,Q3,660,0.06363636363636363,0.126987301269873,True,1.2899602294701042
fhs,jpm,Q4,660,0.03636363636363636,0.10978902109789021,True,1.5780129529058795
fhs,ltc,Q1,827,0.07013301088270858,0.0136986301369863,False,2.114318085788847
fhs,ltc,Q2,827,0.05199516324062878,0.811018898110189,True,2.371851359288094
fhs,ltc,Q3,827,0.060459492140266025,0.1964803519648035,True,2.4414846448201737
fhs,ltc,Q4,827,0.032648125755743655,0.017198280171982803,False,2.766839730939077
fhs,msft,Q1,660,0.05757575757575758,0.42555744425557446,True,1.0019402827141364
fhs,msft,Q2,659,0.06525037936267071,0.0912908709129087,True,1.1339220102507843
fhs,msft,Q3,660,0.048484848484848485,0.8639136086391361,True,1.376612207025594
fhs,msft,Q4,660,0.045454545454545456,0.5998400159984002,True,1.6085673088675296
fhs,natgas,Q1,660,0.05,1.0,True,1.3980532208587146
fhs,natgas,Q2,660,0.05303030303030303,0.7902209779022098,True,1.9904734305719165
fhs,natgas,Q3,660,0.03787878787878788,0.1536846315368463,True,2.151717037583256
fhs,natgas,Q4,661,0.04387291981845688,0.48125187481251874,True,2.602903790648524
fhs,ndx,Q1,660,0.048484848484848485,0.8639136086391361,True,0.8247446838851996
fhs,ndx,Q2,659,0.05918057663125948,0.3324667533246675,True,0.9210826892064563
fhs,ndx,Q3,660,0.05757575757575758,0.42555744425557446,True,1.1274520449056395
fhs,ndx,Q4,660,0.04242424242424243,0.37936206379362064,True,1.5263769209597484
fhs,nikkei,Q1,642,0.059190031152647975,0.31726827317268275,True,0.765028365500774
fhs,nikkei,Q2,641,0.0452418096723869,0.5882411758824118,True,0.8601270274610402
fhs,nikkei,Q3,641,0.0530421216848674,0.7837216278372163,True,1.090960584304426
fhs,nikkei,Q4,642,0.04361370716510903,0.47325267473252675,True,1.5826764429263167
fhs,nvda,Q1,660,0.08333333333333333,0.00019998000199980003,False,1.7039625727440815
fhs,nvda,Q2,659,0.04552352048558422,0.6561343865613438,True,1.6481273657240896
fhs,nvda,Q3,660,0.05303030303030303,0.7902209779022098,True,1.9481379098924851
fhs,nvda,Q4,660,0.03939393939393939,0.21457854214578542,True,2.1527948259087393
fhs,rut,Q1,660,0.06666666666666667,0.07589241075892411,True,0.8507722500863537
fhs,rut,Q2,659,0.051593323216995446,0.8551144885511449,True,0.9604251190223423
fhs,rut,Q3,660,0.04393939393939394,0.48325167483251674,True,1.1326767219152096
fhs,rut,Q4,660,0.031818181818181815,0.0282971702829717,False,1.4159376222088333
fhs,spx,Q1,660,0.06060606060606061,0.24697530246975302,True,0.6499438441560724
fhs,spx,Q2,659,0.04552352048558422,0.6561343865613438,True,0.5694168711212629
fhs,spx,Q3,660,0.05757575757575758,0.42555744425557446,True,0.7994857989977163
fhs,spx,Q4,660,0.03636363636363636,0.10978902109789021,True,1.3272751440634654
fhs,usdcad,Q1,684,0.06871345029239766,0.0334966503349665,False,-0.3591154289885563
fhs,usdcad,Q2,683,0.0527086383601757,0.792020797920208,True,-0.0685848994623018
