forecaster,asset,alpha,erule,group,n,n_alpha,hit_rate,kupiec_stat,kupiec_p_asym,kupiec_p_mc,cc_stat,cc_p_asym,cc_p_mc,dq_p_asym,qs_mean,sigma_tail,prec_floor,fz0_mean,z2,es_viol
chronos_bolt+F1,aapl,0.01,e3,equity_single,2447,24.47,0.011033919084593379,0.255648539645847,0.6131255527487383,0.6862313768623137,1.31023611316283,0.5193807426525783,0.45755424457554245,0.22500570627622005,0.06224266684900931,1.1017119401199367,0.2227158223284568,1.8218377816761084,0.15940530157375532,
chronos_bolt+F1,aapl,0.025,e3,equity_single,2447,61.175000000000004,0.024928483857785042,0.000513926955363786,0.9819135404277484,1.0,1.192560641118007,0.5508568408487013,0.5804419558044196,0.29069447911057494,0.12497013169215768,1.1877772157890036,0.1518616104975491,1.5704305833005634,0.034242858668954046,
chronos_bolt+F1,aapl,0.05,e3,equity_single,2447,122.35000000000001,0.05557825909276665,1.5495021859028384,0.21320894675899812,0.23127687231276872,4.075670790953609,0.13031047645964644,0.1321867813218678,0.0029039912411916832,0.207636189067106,1.2186401999603445,0.11017257840665175,1.3680341427086844,0.1097721404125993,
chronos_bolt+H,aapl,0.01,e3,equity_single,2447,24.47,0.011442582754393135,0.49151768726125056,0.48325107894988595,0.5420457954204579,1.1400019902544614,0.5655248759300535,0.5771422857714229,0.6543655516179128,0.06067960917759014,1.1579756079420582,0.23408976554346342,1.7552691104119875,0.1914282680699062,
chronos_bolt+H,aapl,0.025,e3,equity_single,2447,61.175000000000004,0.025745811197384554,0.05530711157450696,0.8140731879498787,0.8444155584441556,1.051020553231524,0.591253584499603,0.6151384861513849,0.24763008707233172,0.12266227972821805,1.1869341687846728,0.15175382389068295,1.5362464971397507,0.06594447866293329,
chronos_bolt+H,aapl,0.05,e3,equity_single,2447,122.35000000000001,0.05271761340416837,0.37410799348583623,0.5407735306420992,0.5407459254074592,0.5973958686178094,0.7417834429252218,0.7521247875212479,0.28268727267323235,0.20177835285490178,1.19866358085342,0.1083665690242852,1.3339428168497025,0.0637643977972695,
chronos_bolt+F2,aapl,0.01,e3,equity_single,2639,26.39,0.0162940507768094,8.872311693564313,0.0028952827893919736,0.0022997700229977,8.989158143831219,0.011169381131961784,0.0058994100589941,0.016985780690403296,0.06382391827274082,1.213548692006988,0.23623133887550654,1.8862028048346986,0.7705069283434673,
chronos_bolt+F2,aapl,0.025,e3,equity_single,2639,65.97500000000001,0.0325881015536188,5.698537001456771,0.016979059941558083,0.0174982501749825,6.183977090041935,0.04541156162458905,0.04279572042795721,0.1600785937240489,0.12522765991596244,1.2952913568948363,0.15946954979971165,1.5861528748841194,0.4079279142301826,
chronos_bolt+F2,aapl,0.05,e3,equity_single,2639,131.95000000000002,0.058355437665782495,3.6896033373327555,0.054752635889435554,0.06579342065793421,6.4328328006022275,0.04009849805730513,0.044995500449955005,0.003272161394091025,0.20379086743713323,1.3434904759640263,0.11695798965975918,1.3542166382601948,0.23831089300674857,
chronos_bolt+F3,aapl,0.01,e3,equity_single,2639,26.39,0.012125805229253505,1.1281030073102443,0.2881803328127743,0.32966703329667035,1.9140014993367913,0.38404300147032655,0.31816818318168183,0.034589113569776085,0.06667705090766178,1.097601217581,0.21366081714589555,1.9285213153181835,0.37391034626486763,
chronos_bolt+F3,aapl,0.025,e3,equity_single,2639,65.97500000000001,0.027661993179234557,0.7419970602164767,0.38902189860501757,0.413958604139586,4.102476179173891,0.12857561687015603,0.1451854814518548,0.11793502518694683,0.12653217644741233,1.2095522966066483,0.14891380164959275,1.5962005660252403,0.20242346962087154,
chronos_bolt+F3,aapl,0.05,e3,equity_single,2639,131.95000000000002,0.055323986358469114,1.5244856168419574,0.21694194570078723,0.23057694230576942,5.605041001200334,0.0606569838245209,0.06369363063693631,0.0020469497143404507,0.2069146797202117,1.2639812200560692,0.11003628615928196,1.3732343192567775,0.1460086918109209,
chronos_bolt+F4,aapl,0.01,e3,equity_single,2639,26.39,0.011367942402425162,0.4777243214901432,0.48945491763019644,0.49535046495350465,1.3404802857195932,0.5115857093788662,0.45815418458154183,0.14396117584936285,0.0647427273696664,1.120150143125177,0.21805022723433262,,,81.0
chronos_bolt+F4,aapl,0.025,e3,equity_single,2639,65.97500000000001,0.02425161045850701,0.06123730502849867,0.8045509099826498,0.8494150584941506,2.9338163502910675,0.23063747462263492,0.33826617338266174,0.4239232425070011,0.12537852719960327,1.2774734894520414,0.1572759064279956,1.5815670560196233,0.028204557629511573,
chronos_bolt+F4,aapl,0.05,e3,equity_single,2639,131.95000000000002,0.05305039787798409,0.5072965232482147,0.47631151821964557,0.5016498350164984,3.2001973971696316,0.2018765920773962,0.2116788321167883,0.011640392625931037,0.20536816033175018,1.3319183360851792,0.11595057335089379,1.3588036093678368,0.06925410233643192,
chronos_bolt+F2,aapl,0.01,e2,equity_single,2639,26.39,0.013262599469496022,2.5738097185353013,0.10864579682984397,0.11358864113588642,3.0535171758058937,0.21723868742088667,0.1581841815818418,0.22337590873389393,0.06357794238036912,1.213440130986318,0.23621020621273706,1.852375722749278,0.24282742857623796,
chronos_bolt+F2,aapl,0.025,e2,equity_single,2639,65.97500000000001,0.030314513073133764,2.8667068709015666,0.0904297318012141,0.09419058094190581,5.125874920793308,0.07707799402213346,0.07629237076292371,0.023260492787730076,0.12670964790824177,1.2697736203019385,0.15632793849757787,1.5919310485327691,0.18663141037709186,
chronos_bolt+F2,aapl,0.05,e2,equity_single,2639,131.95000000000002,0.058355437665782495,3.6896033373327555,0.054752635889435554,0.06579342065793421,6.4328328006022275,0.04009849805730513,0.044995500449955005,0.001638790858647495,0.2057658722473651,1.3202167800876525,0.11493189068075443,1.363542472625398,0.1377636830004796,
chronos_bolt+F3,aapl,0.01,e2,equity_single,2639,26.39,0.014020462296324365,3.8301708289013163,0.050337802082543834,0.06179382061793821,4.1927920512711125,0.12289855430810032,0.0857914208579142,0.003526057042242238,0.06784028863605947,1.094233621829602,0.21300527554432327,1.9371444602801637,0.3407042554840838,
chronos_bolt+F3,aapl,0.025,e2,equity_single,2639,65.97500000000001,0.029177718832891247,1.7948570539965658,0.18033549758620696,0.193980601939806,4.494241052786151,0.10570315621877198,0.11128887111288871,0.03073221650136,0.12859006377481028,1.1908949359321237,0.14661680422783133,1.6171904283613583,0.1343015510018961,
chronos_bolt+F3,aapl,0.05,e2,equity_single,2639,131.95000000000002,0.05646078059871163,2.230144180884963,0.1353412176644807,0.1431856814318568,5.775062480052611,0.05571358644240353,0.058694130586941305,0.0006477167964463152,0.20945140544020047,1.2298010754669848,0.10706072282709632,1.3940119695681956,0.07673733598655574,
chronos_bolt+F4,aapl,0.01,e2,equity_single,2639,26.39,0.01098901098901099,0.2526276706362296,0.6152309010847865,0.6280371962803719,1.2093981632384043,0.5462387751984797,0.48675132486751327,0.39308272323081495,0.06505972994862926,1.056711647615118,0.2057011877361278,,,101.0
chronos_bolt+F4,aapl,0.025,e2,equity_single,2639,65.97500000000001,0.02804092459264873,0.9638584109251269,0.32621666467328525,0.34766523347665235,4.150822608747603,0.12550479620422575,0.1401859814018598,0.1510333233080603,0.12699092375889182,1.2408807363776369,0.15277079657171092,1.5980040827493462,0.12232544787948552,
chronos_bolt+F4,aapl,0.05,e2,equity_single,2639,131.95000000000002,0.05380826070481243,0.7870758121616745,0.3749858028468174,0.39706029397060294,5.647679674638766,0.059377504449227035,0.06309369063093691,0.0005436944647129405,0.20744138389164554,1.3097207841479628,0.11401815842396099,1.373824586947329,0.07477801049571764,
chronos_bolt+F1,amzn,0.01,e3,equity_single,2447,24.47,0.01021659174499387,0.011513332294271095,0.9145508281957704,0.9184081591840816,0.527838080784818,0.76803571701001,0.8675132486751325,0.14671726992671907,0.07268028499536984,2.0954594077192925,0.42360616069505186,1.9723842974467487,0.12775442284409655,
chronos_bolt+F1,amzn,0.025,e3,equity_single,2447,61.175000000000004,0.024928483857785042,0.000513926955363786,0.9819135404277484,1.0,2.9892524204962,0.22433244222868415,0.35396460353964604,0.0006865714206538715,0.1411601441584396,1.7697847882635285,0.2262733824214946,1.7040508078106618,0.03417405804093687,
chronos_bolt+F1,amzn,0.05,e3,equity_single,2447,122.35000000000001,0.05067429505516959,0.023323798884348435,0.8786180540324402,0.8874112588741125,0.5045702060596113,0.777023174824899,0.7798220177982201,0.012224933336792894,0.23101691016013165,1.565267391100985,0.14150981100004753,1.4905346340366312,0.028788587916891428,
chronos_bolt+H,amzn,0.01,e3,equity_single,2447,24.47,0.009807928075194115,0.009176918646232934,0.9236824076182831,1.0,0.48482466989435125,0.7847325381828253,0.9985001499850015,0.9385181620356322,0.07018203751500741,1.9563650132421853,0.3954876286912367,1.923298085014322,0.053312051003039596,
chronos_bolt+H,amzn,0.025,e3,equity_single,2447,61.175000000000004,0.027380465876583573,0.5520706943185587,0.4574728418058801,0.47355264473552644,4.56199657064883,0.10218214884296782,0.1060893910608939,0.00012192847570187703,0.13907172853224944,1.650324210296148,0.2109999157141512,1.6777433153008368,0.0972458584823408,
chronos_bolt+H,amzn,0.05,e3,equity_single,2447,122.35000000000001,0.054760931753167146,1.1341565303255265,0.28689047693576375,0.3106689331066893,2.9330355185290955,0.23072753673517374,0.23767623237676233,0.0009609977250796891,0.23194124658744908,1.4755829413821009,0.13340178447274875,1.4900656758999105,0.10155027343448553,
chronos_bolt+F2,amzn,0.01,e3,equity_single,2639,26.39,0.012125805229253505,1.1281030073102443,0.2881803328127743,0.32966703329667035,1.8616385755809688,0.39423058971648123,0.31886811318868113,0.00996869910509611,0.07172344644874129,2.0566112268136214,0.40034324692245826,1.951336856208864,0.24964930957127307,
chronos_bolt+F2,amzn,0.025,e3,equity_single,2639,65.97500000000001,0.03372489579386131,7.442825877541964,0.00636898088222607,0.0072992700729927005,7.790830029403878,0.020334933401377805,0.016798320167983202,2.576401704113842e-06,0.14279988108014904,1.6853292560560444,0.20748899179859245,1.711068673640574,0.34153427627228594,
chronos_bolt+F2,amzn,0.05,e3,equity_single,2639,131.95000000000002,0.06290261462675256,8.580053691502371,0.003398653491143938,0.004899510048995101,9.282157333677787,0.009647285805819828,0.010298970102989701,1.3383946145981225e-06,0.2328561507932921,1.5613254637851364,0.13592168364116508,1.4970471230487559,0.26856542936074623,
chronos_bolt+F3,amzn,0.01,e3,equity_single,2639,26.39,0.014020462296324365,3.8301708289013163,0.050337802082543834,0.06179382061793821,4.854229035789331,0.08829122813780252,0.060693930606939304,3.733479499732984e-05,0.07484912252902123,2.0266542092179924,0.3945117657285485,2.0123967213278315,0.3977811541569074,
chronos_bolt+F3,amzn,0.025,e3,equity_single,2639,65.97500000000001,0.027661993179234557,0.7419970602164767,0.38902189860501757,0.413958604139586,1.211756395012003,0.5455950759532394,0.5392460753924607,7.77971394369522e-07,0.1455417418118979,1.7541444951541845,0.21596116691187925,1.7399887362868425,0.10209280281445698,
chronos_bolt+F3,amzn,0.05,e3,equity_single,2639,131.95000000000002,0.055323986358469114,1.5244856168419574,0.21694194570078723,0.23057694230576942,2.0336206395884346,0.36174695902519294,0.3745625437456254,8.676394900600395e-07,0.236945051370541,1.6023494443150712,0.13949303928265513,1.5272424376790594,0.09417439150502105,
chronos_bolt+F4,amzn,0.01,e3,equity_single,2639,26.39,0.014778325123152709,5.305928128628409,0.021252973326228518,0.021497850214978503,6.44618909717218,0.03983160650385285,0.0231976802319768,5.905171916425924e-07,0.07573135855858026,1.9772323980380846,0.3848912365305203,,,115.0
chronos_bolt+F4,amzn,0.025,e3,equity_single,2639,65.97500000000001,0.027283061765820387,0.5483132499534804,0.45900771944935304,0.4948505149485051,1.0792894443318346,0.5829553266931882,0.5808419158084192,7.861056949324557e-07,0.1440735592980155,1.7580228770895283,0.2164386531684565,,,45.0
chronos_bolt+F4,amzn,0.05,e3,equity_single,2639,131.95000000000002,0.05342932929139826,0.6396935894001672,0.42382177465479554,0.44575542445755423,1.5033053171487154,0.47158653683491203,0.4694530546945305,3.4961566380418524e-05,0.23536308708315798,1.6059199316004336,0.13980386918615859,1.5221029497191947,0.10364821514527267,
chronos_bolt+F2,amzn,0.01,e2,equity_single,2639,26.39,0.011367942402425162,0.4777243214901432,0.48945491763019644,0.49535046495350465,1.3870999529965502,0.4997986425865317,0.4453554644535546,0.0037521211882712334,0.07454835540545487,1.9520544782083142,0.37999006218896986,1.995892133609201,0.11866764385909745,
chronos_bolt+F2,amzn,0.025,e2,equity_single,2639,65.97500000000001,0.030693444486547934,3.275978828514667,0.07030097819185764,0.07079292070792921,4.151980990078982,0.1254321260447355,0.138986101389861,5.981001347117544e-06,0.14258237960563744,1.6980765999581855,0.20905837862603932,1.7219961481978099,0.18003823755591664,
