model,asset,alpha,pair,n,stat,p,mean_diff
chronos_bolt,rut,0.05,F1_vs_garch_evt,2139,2.448466521655166,0.0144264115810054,0.0474760290340966
chronos_bolt,rut,0.05,F1_vs_F4,2106,-2.585502778050125,0.0097903629740368,-0.0208838314430442
chronos_bolt,spx,0.01,F1_vs_garch_evt,2139,1.67961859362118,0.0931776520632007,0.0953619824100401
chronos_bolt,spx,0.01,F1_vs_F4,2091,-0.0123564474077218,0.9901424115912444,-0.0004273545494239
chronos_bolt,spx,0.025,F1_vs_garch_evt,2139,1.7795952629710536,0.0752842353203731,0.0677593948193904
chronos_bolt,spx,0.025,F1_vs_F4,2110,-0.2292973323114169,0.8186600605101797,-0.0037330412434177
chronos_bolt,spx,0.05,F1_vs_garch_evt,2139,2.5888808792890563,0.0096941262835238,0.0699737874764878
chronos_bolt,spx,0.05,F1_vs_F4,2117,0.2040332997618205,0.8383470973886193,0.0022574571454146
chronos_bolt,usdcad,0.01,F1_vs_garch_evt,2234,-1.0762569169347616,0.2819286352456328,-0.0310239921757465
chronos_bolt,usdcad,0.01,F1_vs_F4,2202,-1.6497880445239068,0.0991289844090599,-0.0417569714275941
chronos_bolt,usdcad,0.025,F1_vs_garch_evt,2234,-0.7033314318975106,0.4819225504571542,-0.0138348902624065
chronos_bolt,usdcad,0.025,F1_vs_F4,2234,-0.9409823605327832,0.3468156801398816,-0.0120335105652798
chronos_bolt,usdcad,0.05,F1_vs_garch_evt,2234,-1.1301875436411886,0.2585185874871267,-0.0170771114592509
chronos_bolt,usdcad,0.05,F1_vs_F4,2234,-0.7003967398155783,0.4837525382930286,-0.0058557480757645
chronos_bolt,usdchf,0.01,F1_vs_garch_evt,2233,2.4596630094236507,0.0139820795026118,0.1164464676390236
chronos_bolt,usdchf,0.01,F1_vs_F4,2175,-0.7845942174040765,0.4327770049075089,-0.021794750908694
chronos_bolt,usdchf,0.025,F1_vs_garch_evt,2233,3.037816186611714,0.0024105984891405,0.0840213364107808
chronos_bolt,usdchf,0.025,F1_vs_F4,2228,0.0781790144910176,0.9376926782835876,0.001085504839212
chronos_bolt,usdchf,0.05,F1_vs_garch_evt,2233,2.865539695385319,0.0042019540158648,0.0525945362698841
chronos_bolt,usdchf,0.05,F1_vs_F4,2233,1.579114696659885,0.1144514497229558,0.0108631216728029
chronos_bolt,wmt,0.01,F1_vs_garch_evt,2139,-0.1950748718647583,0.8453528695030009,-0.0135967035325251
chronos_bolt,wmt,0.01,F1_vs_F4,2135,-2.056836811533401,0.0398232375130124,-0.1918632312619015
chronos_bolt,wmt,0.025,F1_vs_garch_evt,2139,-0.1487142599726138,0.8817931333444813,-0.0059705267452671
chronos_bolt,wmt,0.025,F1_vs_F4,2136,-2.007485410989445,0.044823808001114,-0.0646896424243359
chronos_bolt,wmt,0.05,F1_vs_garch_evt,2139,0.2509555272696536,0.8018726083703431,0.0069610980684425
chronos_bolt,wmt,0.05,F1_vs_F4,2139,-2.1330350099526583,0.0330354433288332,-0.0321409959721494
chronos_bolt,xom,0.01,F1_vs_garch_evt,2139,1.7909033240227432,0.0734502278304576,0.0841754318334036
chronos_bolt,xom,0.01,F1_vs_F4,2139,-4.118516511673975,3.958263708968091e-05,-0.1884286008800219
chronos_bolt,xom,0.025,F1_vs_garch_evt,2139,2.2375347941338792,0.0253540558554182,0.0614903725209888
chronos_bolt,xom,0.025,F1_vs_F4,2137,-3.2579972253486016,0.0011396068083138,-0.075237292758659
chronos_bolt,xom,0.05,F1_vs_garch_evt,2139,2.0380300016731683,0.0416697813576722,0.0386242010401853
chronos_bolt,xom,0.05,F1_vs_F4,2136,-2.801585966905162,0.0051310596983068,-0.0332474359552586
chronos_bolt,xrp,0.01,F1_vs_garch_evt,1659,-1.1936766141354316,0.2327752548198518,-0.0631440661174483
chronos_bolt,xrp,0.01,F1_vs_F4,1613,-1.827339097344631,0.0678335931570783,-0.02775622600552
chronos_bolt,xrp,0.025,F1_vs_garch_evt,1659,-1.5524751374836836,0.1207394261067656,-0.0484923654663759
chronos_bolt,xrp,0.025,F1_vs_F4,1659,-1.219330550560416,0.2228921916853787,-0.0159933619517557
chronos_bolt,xrp,0.05,F1_vs_garch_evt,1659,-1.9845844588002184,0.0473553231614861,-0.0438371100738896
chronos_bolt,xrp,0.05,F1_vs_F4,1659,-0.6326718771009482,0.527035179912652,-0.0056218501333262
chronos_2,aapl,0.01,F1_vs_garch_evt,2139,1.7952679752093774,0.0727521956895152,0.0695510156343002
chronos_2,aapl,0.01,F1_vs_F4,2062,0.0397280978126275,0.9683137483680266,0.0014956376711461
chronos_2,aapl,0.025,F1_vs_garch_evt,2139,1.9377574601056589,0.052784346897431,0.0462363738141051
chronos_2,aapl,0.025,F1_vs_F4,2135,-0.2936699326332792,0.7690386893105822,-0.0056452685459286
chronos_2,aapl,0.05,F1_vs_garch_evt,2139,2.0480764727723098,0.0406744179434499,0.0360841899155776
chronos_2,aapl,0.05,F1_vs_F4,2139,-0.0723333088163397,0.9423434232526406,-0.0008170477777785
chronos_2,amzn,0.01,F1_vs_garch_evt,2139,0.5148584104722295,0.6067051862900177,0.022914671288371
chronos_2,amzn,0.01,F1_vs_F4,2102,-1.770693094370673,0.0767567243490085,-0.0655191847728752
chronos_2,amzn,0.025,F1_vs_garch_evt,2139,-0.1257973286414955,0.899904184120314,-0.0034023768730519
chronos_2,amzn,0.025,F1_vs_F4,2123,-1.866616619261033,0.0620929688712269,-0.030326097410596
chronos_2,amzn,0.05,F1_vs_garch_evt,2139,-1.392861940575358,0.1638063566462069,-0.0290035589005996
chronos_2,amzn,0.05,F1_vs_F4,2139,-1.262943892229281,0.2067470616915001,-0.010927615735098
chronos_2,audusd,0.01,F1_vs_garch_evt,2234,-0.6818688495362718,0.4953925998555986,-0.0256989008128721
chronos_2,audusd,0.01,F1_vs_F4,2200,-1.99569364621378,0.0460904365503375,-0.0561655703937622
chronos_2,audusd,0.025,F1_vs_garch_evt,2234,-0.1512374421364782,0.8798020763658664,-0.0035290218061103
chronos_2,audusd,0.025,F1_vs_F4,2214,-1.9109429896721208,0.0561409868913552,-0.0261467016902046
chronos_2,audusd,0.05,F1_vs_garch_evt,2234,0.3580595740728731,0.7203325742519289,0.0058835717267369
chronos_2,audusd,0.05,F1_vs_F4,2234,-1.2832700335001384,0.1995306499677178,-0.0106477457183887
chronos_2,brent,0.01,F1_vs_garch_evt,2141,1.1187356640635011,0.2633784852931746,0.0573694968196474
chronos_2,brent,0.01,F1_vs_F4,2094,-1.661025893085016,0.0968580194048919,-0.0469547617932831
chronos_2,brent,0.025,F1_vs_garch_evt,2141,2.501335118216952,0.0124467780230975,0.0808715116801233
chronos_2,brent,0.025,F1_vs_F4,2136,-0.6168841517209837,0.5373769168037599,-0.0109115580982588
chronos_2,brent,0.05,F1_vs_garch_evt,2141,3.038525917681201,0.0024061399647637,0.078831519387317
chronos_2,brent,0.05,F1_vs_F4,2141,-0.3448070597910465,0.7302733085605995,-0.0035491686008669
chronos_2,btc,0.01,F1_vs_garch_evt,2808,1.42525722591262,0.1541940401773412,0.1282985163711557
chronos_2,btc,0.01,F1_vs_F4,2792,0.9878380642283434,0.3233175908055227,0.0848496963364395
chronos_2,btc,0.025,F1_vs_garch_evt,2808,1.3220379993738554,0.186263218002166,0.0731856808609575
chronos_2,btc,0.025,F1_vs_F4,2799,0.919320017704461,0.358007455557815,0.0427351090826814
chronos_2,btc,0.05,F1_vs_garch_evt,2808,1.330888254748907,0.1833338741362062,0.0516856343695923
chronos_2,btc,0.05,F1_vs_F4,2805,1.2685897039559084,0.2046927436461915,0.0405783959355182
chronos_2,copper,0.01,F1_vs_garch_evt,2140,-0.019976051617013,0.9840643399116832,-0.000638568524389
chronos_2,copper,0.01,F1_vs_F4,2111,0.009399587987055,0.992501212889752,0.0004875609554522
chronos_2,copper,0.025,F1_vs_garch_evt,2140,-0.5100069350197424,0.610099221875896,-0.0097221927645837
chronos_2,copper,0.025,F1_vs_F4,2137,-1.2677473149891163,0.2050263783803856,-0.030883331347796
chronos_2,copper,0.05,F1_vs_garch_evt,2140,-0.494671305607935,0.6208829619207499,-0.0070965137478938
chronos_2,copper,0.05,F1_vs_F4,2140,-0.4033987500526941,0.6866952258459278,-0.0058902712503133
chronos_2,csi300,0.01,F1_vs_garch_evt,1680,0.1156119499840442,0.9079739166463474,0.0061022416386259
chronos_2,csi300,0.01,F1_vs_F4,1662,-1.761707740225497,0.0783026307745555,-0.1730253884210203
chronos_2,csi300,0.025,F1_vs_garch_evt,1680,0.6169859611778836,0.5373276399524081,0.0168004241255268
chronos_2,csi300,0.025,F1_vs_F4,1680,-1.5488292792932634,0.1216112233944336,-0.0694994129987852
chronos_2,csi300,0.05,F1_vs_garch_evt,1680,1.7659534817696338,0.0775853618780293,0.0337067502641501
chronos_2,csi300,0.05,F1_vs_F4,1680,-0.999624572208454,0.3176362674510616,-0.0279504822352821
chronos_2,dax,0.01,F1_vs_garch_evt,2165,1.1178404783414635,0.2637592118937213,0.0755224446981976
chronos_2,dax,0.01,F1_vs_F4,2165,-1.255085385144611,0.2095832846165398,-0.0929581082507162
chronos_2,dax,0.025,F1_vs_garch_evt,2165,1.976289866428985,0.0482487638262741,0.0778611761226934
chronos_2,dax,0.025,F1_vs_F4,2165,-0.6716924628149458,0.5018511982394673,-0.0220328357138336
chronos_2,dax,0.05,F1_vs_garch_evt,2165,2.438485727749879,0.0148288708939734,0.064720405537556
chronos_2,dax,0.05,F1_vs_F4,2165,1.2486405942055816,0.2119316217111724,0.0213679303465022
chronos_2,dgs10,0.01,F1_vs_garch_evt,2125,-1.053981173409532,0.2920114160971818,-0.0517435029379928
chronos_2,dgs10,0.01,F1_vs_F4,2124,-1.0473500659711947,0.2950573752719683,-0.028825987808258
chronos_2,dgs10,0.025,F1_vs_garch_evt,2125,-1.0934576246440604,0.2743169198154218,-0.0292962858883347
chronos_2,dgs10,0.025,F1_vs_F4,2124,-0.7196617010789836,0.4718125264991032,-0.0098671872741865
