model,asset,alpha,pair,n,stat_frozen,p_frozen,stat_nw,p_nw,nw_lag,mean_diff
chronos_2,dgs30,0.05,F1_vs_garch_evt,2125,0.528226916438791,0.5973970323312987,0.5169043258172135,0.6052229477550488,7,0.00742395971608
chronos_2,dgs30,0.05,F1_vs_F4,2064,-4.956128270970711,7.777400606147398e-07,-4.227365153546218,2.364437872692804e-05,7,-0.0574289422982806
chronos_2,dgs5,0.01,F1_vs_garch_evt,2125,-0.3567379896976917,0.7213233979744829,-0.3648433077848816,0.7152283751601176,7,-0.0144227607036438
chronos_2,dgs5,0.01,F1_vs_F4,2125,-1.225573317545526,0.2204951593093807,-1.1968573978219417,0.23136214168882807,7,-0.0518237125296117
chronos_2,dgs5,0.025,F1_vs_garch_evt,2125,-0.1762643991660453,0.8601030331580305,-0.16904485957332482,0.8657613562780972,7,-0.0042400951548453
chronos_2,dgs5,0.025,F1_vs_F4,2125,-1.2181044437949435,0.2233195766114367,-1.1075103571899516,0.26807333684960755,7,-0.0271811427241829
chronos_2,dgs5,0.05,F1_vs_garch_evt,2125,-0.7561675650595002,0.4496325928111979,-0.7004465970296995,0.4836484446876592,7,-0.0125679514007322
chronos_2,dgs5,0.05,F1_vs_F4,2125,-1.2771815126395,0.2016777665713099,-1.1639719019256647,0.24443539883692278,7,-0.0168506819280621
chronos_2,eth,0.01,F1_vs_garch_evt,1659,0.2514303149357667,0.8015125906578611,0.26297433911178014,0.7925703576150434,7,0.0194182918821401
chronos_2,eth,0.01,F1_vs_F4,1643,-2.1012173015289544,0.0357739682523667,-1.9398260543907877,0.052400833116703405,7,-0.0978798290532952
chronos_2,eth,0.025,F1_vs_garch_evt,1659,0.5740825268518925,0.5659898271952848,0.6105538352925223,0.5414949927919368,7,0.0244998625948312
chronos_2,eth,0.025,F1_vs_F4,1656,-1.8610201339711212,0.0629185406709896,-1.7132082304902787,0.08667423800337293,7,-0.0538231442372734
chronos_2,eth,0.05,F1_vs_garch_evt,1659,0.6264576078831023,0.5311010725724605,0.6813707354153467,0.49563693533031894,7,0.0186543710974346
chronos_2,eth,0.05,F1_vs_F4,1659,-0.3468737464199034,0.7287301904377756,-0.3539833165835641,0.7233513862380798,7,-0.0055062058755403
chronos_2,ftse,0.01,F1_vs_garch_evt,2152,1.8511772782600424,0.064281042373878,1.854417221111633,0.06367949292804731,7,0.0910254721070745
chronos_2,ftse,0.01,F1_vs_F4,2140,0.0462922803397549,0.9630816134347416,0.04455981073365425,0.9644581772084124,7,0.0020728208474754
chronos_2,ftse,0.025,F1_vs_garch_evt,2152,1.6103263238856227,0.1074733618084812,1.6617988076172208,0.09655312141658468,7,0.0462580437009414
