model,asset,alpha,arm,in_mcs,mcs_p,n
chronos_bolt,ndx,0.05,F1,True,0.1456,2139
chronos_bolt,ndx,0.05,H,True,0.1456,2139
chronos_bolt,ndx,0.05,F2,True,0.1456,2139
chronos_bolt,ndx,0.05,F3,False,0.0686,2139
chronos_bolt,ndx,0.05,F4,True,0.1456,2139
chronos_bolt,ndx,0.05,garch_evt,True,0.1456,2139
chronos_bolt,ndx,0.05,fhs,True,0.1456,2139
chronos_bolt,nikkei,0.01,F1,True,0.2936,1986
chronos_bolt,nikkei,0.01,H,True,0.2936,1986
chronos_bolt,nikkei,0.01,F2,True,0.2936,1986
chronos_bolt,nikkei,0.01,F3,True,0.2936,1986
chronos_bolt,nikkei,0.01,F4,True,0.2936,1986
chronos_bolt,nikkei,0.01,garch_evt,True,0.2936,1986
chronos_bolt,nikkei,0.01,fhs,True,0.2936,1986
chronos_bolt,nikkei,0.025,F1,True,0.2766,2040
chronos_bolt,nikkei,0.025,H,True,0.2766,2040
chronos_bolt,nikkei,0.025,F2,True,0.2766,2040
chronos_bolt,nikkei,0.025,F3,True,0.2766,2040
chronos_bolt,nikkei,0.025,F4,True,0.2766,2040
chronos_bolt,nikkei,0.025,garch_evt,True,0.2766,2040
chronos_bolt,nikkei,0.025,fhs,True,0.2766,2040
chronos_bolt,nikkei,0.05,F1,True,0.3808,2066
chronos_bolt,nikkei,0.05,H,True,0.3808,2066
chronos_bolt,nikkei,0.05,F2,True,0.3808,2066
chronos_bolt,nikkei,0.05,F3,False,0.0118,2066
chronos_bolt,nikkei,0.05,F4,True,0.3808,2066
chronos_bolt,nikkei,0.05,garch_evt,True,0.3808,2066
chronos_bolt,nikkei,0.05,fhs,True,0.3808,2066
chronos_bolt,nvda,0.01,F1,True,0.4952,2051
chronos_bolt,nvda,0.01,H,True,0.4952,2051
chronos_bolt,nvda,0.01,F2,True,0.4952,2051
chronos_bolt,nvda,0.01,F3,True,0.4952,2051
chronos_bolt,nvda,0.01,F4,True,0.4952,2051
chronos_bolt,nvda,0.01,garch_evt,True,0.4952,2051
chronos_bolt,nvda,0.01,fhs,True,0.4952,2051
chronos_bolt,nvda,0.025,F1,True,0.5878,2096
chronos_bolt,nvda,0.025,H,True,0.5878,2096
chronos_bolt,nvda,0.025,F2,True,0.5878,2096
chronos_bolt,nvda,0.025,F3,True,0.5878,2096
chronos_bolt,nvda,0.025,F4,True,0.5878,2096
chronos_bolt,nvda,0.025,garch_evt,True,0.5878,2096
chronos_bolt,nvda,0.025,fhs,True,0.5878,2096
chronos_bolt,nvda,0.05,F1,True,0.2972,2139
chronos_bolt,nvda,0.05,H,True,0.2972,2139
chronos_bolt,nvda,0.05,F2,True,0.2972,2139
chronos_bolt,nvda,0.05,F3,True,0.2972,2139
chronos_bolt,nvda,0.05,F4,True,0.2972,2139
chronos_bolt,nvda,0.05,garch_evt,True,0.2972,2139
chronos_bolt,nvda,0.05,fhs,True,0.2972,2139
chronos_bolt,rut,0.01,F1,False,0.0686,2044
chronos_bolt,rut,0.01,H,True,0.6868,2044
chronos_bolt,rut,0.01,F2,False,0.0568,2044
chronos_bolt,rut,0.01,F3,False,0.0052,2044
chronos_bolt,rut,0.01,F4,False,0.0054,2044
chronos_bolt,rut,0.01,garch_evt,True,0.6868,2044
chronos_bolt,rut,0.01,fhs,True,0.6868,2044
chronos_bolt,rut,0.025,F1,False,0.0728,2051
chronos_bolt,rut,0.025,H,True,0.483,2051
chronos_bolt,rut,0.025,F2,False,0.0728,2051
chronos_bolt,rut,0.025,F3,False,0.006,2051
chronos_bolt,rut,0.025,F4,False,0.039,2051
chronos_bolt,rut,0.025,garch_evt,True,0.483,2051
chronos_bolt,rut,0.025,fhs,True,0.483,2051
chronos_bolt,rut,0.05,F1,False,0.067,2106
chronos_bolt,rut,0.05,H,True,0.28,2106
chronos_bolt,rut,0.05,F2,False,0.0508,2106
chronos_bolt,rut,0.05,F3,False,0.0014,2106
chronos_bolt,rut,0.05,F4,False,0.0384,2106
chronos_bolt,rut,0.05,garch_evt,True,0.28,2106
chronos_bolt,rut,0.05,fhs,True,0.28,2106
chronos_bolt,spx,0.01,F1,True,0.4484,2091
chronos_bolt,spx,0.01,H,True,0.4484,2091
chronos_bolt,spx,0.01,F2,True,0.4484,2091
chronos_bolt,spx,0.01,F3,False,0.0984,2091
chronos_bolt,spx,0.01,F4,True,0.4484,2091
chronos_bolt,spx,0.01,garch_evt,True,0.4484,2091
chronos_bolt,spx,0.01,fhs,True,0.4484,2091
chronos_bolt,spx,0.025,F1,True,0.1144,2110
chronos_bolt,spx,0.025,H,True,0.1144,2110
chronos_bolt,spx,0.025,F2,True,0.1144,2110
chronos_bolt,spx,0.025,F3,True,0.1144,2110
chronos_bolt,spx,0.025,F4,True,0.1144,2110
chronos_bolt,spx,0.025,garch_evt,True,0.1144,2110
chronos_bolt,spx,0.025,fhs,True,0.1144,2110
chronos_bolt,spx,0.05,F1,True,0.1602,2117
chronos_bolt,spx,0.05,H,True,0.1602,2117
chronos_bolt,spx,0.05,F2,True,0.1602,2117
chronos_bolt,spx,0.05,F3,False,0.0174,2117
chronos_bolt,spx,0.05,F4,True,0.1602,2117
chronos_bolt,spx,0.05,garch_evt,True,0.1602,2117
chronos_bolt,spx,0.05,fhs,True,0.1602,2117
chronos_bolt,usdcad,0.01,F1,True,0.4934,2202
chronos_bolt,usdcad,0.01,H,True,0.4934,2202
chronos_bolt,usdcad,0.01,F2,True,0.4934,2202
chronos_bolt,usdcad,0.01,F3,True,0.4934,2202
chronos_bolt,usdcad,0.01,F4,True,0.4934,2202
chronos_bolt,usdcad,0.01,garch_evt,True,0.4934,2202
chronos_bolt,usdcad,0.01,fhs,True,0.4934,2202
chronos_bolt,usdcad,0.025,F1,True,0.2904,2234
chronos_bolt,usdcad,0.025,H,True,0.2904,2234
chronos_bolt,usdcad,0.025,F2,True,0.2904,2234
chronos_bolt,usdcad,0.025,F3,True,0.2904,2234
chronos_bolt,usdcad,0.025,F4,True,0.2904,2234
chronos_bolt,usdcad,0.025,garch_evt,True,0.2904,2234
chronos_bolt,usdcad,0.025,fhs,True,0.2904,2234
chronos_bolt,usdcad,0.05,F1,True,0.3848,2234
chronos_bolt,usdcad,0.05,H,False,0.0508,2234
chronos_bolt,usdcad,0.05,F2,True,0.3848,2234
chronos_bolt,usdcad,0.05,F3,True,0.3848,2234
chronos_bolt,usdcad,0.05,F4,True,0.3848,2234
chronos_bolt,usdcad,0.05,garch_evt,True,0.3848,2234
chronos_bolt,usdcad,0.05,fhs,True,0.3848,2234
chronos_bolt,usdchf,0.01,F1,True,0.1414,2175
chronos_bolt,usdchf,0.01,H,True,0.1414,2175
chronos_bolt,usdchf,0.01,F2,True,0.1414,2175
chronos_bolt,usdchf,0.01,F3,True,0.1414,2175
chronos_bolt,usdchf,0.01,F4,True,0.1414,2175
chronos_bolt,usdchf,0.01,garch_evt,True,0.1414,2175
chronos_bolt,usdchf,0.01,fhs,True,0.1414,2175
chronos_bolt,usdchf,0.025,F1,False,0.0206,2228
chronos_bolt,usdchf,0.025,H,True,0.8098,2228
chronos_bolt,usdchf,0.025,F2,False,0.0894,2228
chronos_bolt,usdchf,0.025,F3,False,0.0206,2228
chronos_bolt,usdchf,0.025,F4,False,0.0294,2228
chronos_bolt,usdchf,0.025,garch_evt,True,0.8098,2228
chronos_bolt,usdchf,0.025,fhs,True,0.8098,2228
chronos_bolt,usdchf,0.05,F1,False,0.0148,2233
chronos_bolt,usdchf,0.05,H,True,0.1844,2233
chronos_bolt,usdchf,0.05,F2,True,0.1844,2233
chronos_bolt,usdchf,0.05,F3,False,0.0148,2233
chronos_bolt,usdchf,0.05,F4,False,0.059,2233
chronos_bolt,usdchf,0.05,garch_evt,True,0.1844,2233
chronos_bolt,usdchf,0.05,fhs,True,0.1844,2233
chronos_bolt,wmt,0.01,F1,True,0.107,2135
chronos_bolt,wmt,0.01,H,True,0.107,2135
chronos_bolt,wmt,0.01,F2,True,0.107,2135
chronos_bolt,wmt,0.01,F3,True,0.107,2135
chronos_bolt,wmt,0.01,F4,True,0.107,2135
chronos_bolt,wmt,0.01,garch_evt,True,0.107,2135
chronos_bolt,wmt,0.01,fhs,True,0.107,2135
chronos_bolt,wmt,0.025,F1,True,0.2498,2136
chronos_bolt,wmt,0.025,H,True,0.2498,2136
chronos_bolt,wmt,0.025,F2,True,0.2498,2136
chronos_bolt,wmt,0.025,F3,True,0.2498,2136
chronos_bolt,wmt,0.025,F4,True,0.2498,2136
chronos_bolt,wmt,0.025,garch_evt,True,0.2498,2136
chronos_bolt,wmt,0.025,fhs,True,0.2498,2136
chronos_bolt,wmt,0.05,F1,True,0.2134,2139
chronos_bolt,wmt,0.05,H,True,0.2134,2139
chronos_bolt,wmt,0.05,F2,True,0.2134,2139
chronos_bolt,wmt,0.05,F3,False,0.0622,2139
chronos_bolt,wmt,0.05,F4,True,0.2134,2139
chronos_bolt,wmt,0.05,garch_evt,True,0.2134,2139
chronos_bolt,wmt,0.05,fhs,True,0.2134,2139
chronos_bolt,xom,0.01,F1,False,0.0744,2139
chronos_bolt,xom,0.01,H,True,0.2736,2139
chronos_bolt,xom,0.01,F2,False,0.0318,2139
chronos_bolt,xom,0.01,F3,False,0.0044,2139
chronos_bolt,xom,0.01,F4,False,0.0044,2139
chronos_bolt,xom,0.01,garch_evt,True,0.2736,2139
chronos_bolt,xom,0.01,fhs,True,0.2736,2139
chronos_bolt,xom,0.025,F1,False,0.045,2137
chronos_bolt,xom,0.025,H,True,0.4508,2137
chronos_bolt,xom,0.025,F2,False,0.0236,2137
chronos_bolt,xom,0.025,F3,False,0.0072,2137
chronos_bolt,xom,0.025,F4,False,0.0072,2137
chronos_bolt,xom,0.025,garch_evt,True,0.4508,2137
chronos_bolt,xom,0.025,fhs,True,0.4508,2137
chronos_bolt,xom,0.05,F1,False,0.0976,2136
chronos_bolt,xom,0.05,H,True,0.1984,2136
chronos_bolt,xom,0.05,F2,False,0.046,2136
chronos_bolt,xom,0.05,F3,False,0.006,2136
chronos_bolt,xom,0.05,F4,False,0.0158,2136
chronos_bolt,xom,0.05,garch_evt,True,0.1984,2136
chronos_bolt,xom,0.05,fhs,True,0.1984,2136
chronos_bolt,xrp,0.01,F1,True,0.7384,1613
chronos_bolt,xrp,0.01,H,True,0.7384,1613
chronos_bolt,xrp,0.01,F2,True,0.7384,1613
chronos_bolt,xrp,0.01,F3,True,0.7384,1613
chronos_bolt,xrp,0.01,F4,True,0.7384,1613
chronos_bolt,xrp,0.01,garch_evt,True,0.7384,1613
chronos_bolt,xrp,0.01,fhs,True,0.7384,1613
chronos_bolt,xrp,0.025,F1,True,0.6234,1659
chronos_bolt,xrp,0.025,H,True,0.6234,1659
chronos_bolt,xrp,0.025,F2,True,0.6234,1659
chronos_bolt,xrp,0.025,F3,True,0.6234,1659
chronos_bolt,xrp,0.025,F4,True,0.6234,1659
chronos_bolt,xrp,0.025,garch_evt,True,0.6234,1659
chronos_bolt,xrp,0.025,fhs,True,0.6234,1659
chronos_bolt,xrp,0.05,F1,True,0.2602,1659
chronos_bolt,xrp,0.05,H,True,0.2602,1659
chronos_bolt,xrp,0.05,F2,True,0.2602,1659
chronos_bolt,xrp,0.05,F3,True,0.2602,1659
chronos_bolt,xrp,0.05,F4,True,0.2602,1659
chronos_bolt,xrp,0.05,garch_evt,True,0.2602,1659
chronos_bolt,xrp,0.05,fhs,True,0.2602,1659
chronos_2,aapl,0.01,F1,True,0.1412,2062
chronos_2,aapl,0.01,H,True,0.1412,2062
chronos_2,aapl,0.01,F2,True,0.1412,2062
chronos_2,aapl,0.01,F3,False,0.0894,2062
chronos_2,aapl,0.01,F4,True,0.1412,2062
chronos_2,aapl,0.01,garch_evt,True,0.1412,2062
chronos_2,aapl,0.01,fhs,True,0.1412,2062
chronos_2,aapl,0.025,F1,True,0.3942,2135
chronos_2,aapl,0.025,H,True,0.3942,2135
chronos_2,aapl,0.025,F2,True,0.3942,2135
chronos_2,aapl,0.025,F3,False,0.0638,2135
chronos_2,aapl,0.025,F4,True,0.3942,2135
chronos_2,aapl,0.025,garch_evt,True,0.3942,2135
chronos_2,aapl,0.025,fhs,True,0.3942,2135
chronos_2,aapl,0.05,F1,True,0.214,2139
chronos_2,aapl,0.05,H,True,0.214,2139
chronos_2,aapl,0.05,F2,True,0.214,2139
chronos_2,aapl,0.05,F3,False,0.0432,2139
chronos_2,aapl,0.05,F4,True,0.214,2139
chronos_2,aapl,0.05,garch_evt,True,0.214,2139
chronos_2,aapl,0.05,fhs,True,0.214,2139
chronos_2,amzn,0.01,F1,True,0.1944,2102
chronos_2,amzn,0.01,H,True,0.1944,2102
chronos_2,amzn,0.01,F2,True,0.1944,2102
chronos_2,amzn,0.01,F3,True,0.1944,2102
chronos_2,amzn,0.01,F4,True,0.1944,2102
chronos_2,amzn,0.01,garch_evt,True,0.1944,2102
chronos_2,amzn,0.01,fhs,True,0.1944,2102
chronos_2,amzn,0.025,F1,True,0.4542,2123
chronos_2,amzn,0.025,H,True,0.4542,2123
chronos_2,amzn,0.025,F2,True,0.4542,2123
chronos_2,amzn,0.025,F3,True,0.4542,2123
chronos_2,amzn,0.025,F4,True,0.4542,2123
chronos_2,amzn,0.025,garch_evt,True,0.4542,2123
chronos_2,amzn,0.025,fhs,True,0.4542,2123
chronos_2,amzn,0.05,F1,True,0.6556,2139
chronos_2,amzn,0.05,H,True,0.6556,2139
chronos_2,amzn,0.05,F2,True,0.6556,2139
chronos_2,amzn,0.05,F3,True,0.6556,2139
chronos_2,amzn,0.05,F4,True,0.6556,2139
chronos_2,amzn,0.05,garch_evt,True,0.6556,2139
chronos_2,amzn,0.05,fhs,True,0.6556,2139
chronos_2,audusd,0.01,F1,True,0.1196,2200
chronos_2,audusd,0.01,H,True,0.1196,2200
chronos_2,audusd,0.01,F2,True,0.1196,2200
chronos_2,audusd,0.01,F3,True,0.1196,2200
chronos_2,audusd,0.01,F4,False,0.0722,2200
chronos_2,audusd,0.01,garch_evt,True,0.1196,2200
chronos_2,audusd,0.01,fhs,True,0.1196,2200
chronos_2,audusd,0.025,F1,True,0.427,2214
chronos_2,audusd,0.025,H,True,0.427,2214
chronos_2,audusd,0.025,F2,True,0.427,2214
chronos_2,audusd,0.025,F3,True,0.427,2214
chronos_2,audusd,0.025,F4,False,0.0672,2214
chronos_2,audusd,0.025,garch_evt,True,0.427,2214
chronos_2,audusd,0.025,fhs,True,0.427,2214
chronos_2,audusd,0.05,F1,True,0.1292,2234
chronos_2,audusd,0.05,H,True,0.1292,2234
chronos_2,audusd,0.05,F2,True,0.1292,2234
chronos_2,audusd,0.05,F3,True,0.1292,2234
chronos_2,audusd,0.05,F4,True,0.1292,2234
chronos_2,audusd,0.05,garch_evt,True,0.1292,2234
chronos_2,audusd,0.05,fhs,True,0.1292,2234
chronos_2,brent,0.01,F1,True,0.2332,2094
chronos_2,brent,0.01,H,True,0.2332,2094
chronos_2,brent,0.01,F2,True,0.2332,2094
chronos_2,brent,0.01,F3,True,0.2332,2094
chronos_2,brent,0.01,F4,True,0.2332,2094
chronos_2,brent,0.01,garch_evt,True,0.2332,2094
chronos_2,brent,0.01,fhs,True,0.2332,2094
chronos_2,brent,0.025,F1,True,0.172,2136
chronos_2,brent,0.025,H,True,0.172,2136
chronos_2,brent,0.025,F2,True,0.172,2136
chronos_2,brent,0.025,F3,False,0.0816,2136
chronos_2,brent,0.025,F4,True,0.172,2136
chronos_2,brent,0.025,garch_evt,True,0.172,2136
chronos_2,brent,0.025,fhs,True,0.172,2136
chronos_2,brent,0.05,F1,False,0.039,2141
chronos_2,brent,0.05,H,True,0.6606,2141
chronos_2,brent,0.05,F2,False,0.039,2141
chronos_2,brent,0.05,F3,False,0.039,2141
chronos_2,brent,0.05,F4,False,0.039,2141
chronos_2,brent,0.05,garch_evt,True,0.6606,2141
chronos_2,brent,0.05,fhs,True,0.6606,2141
chronos_2,btc,0.01,F1,True,0.1458,2792
chronos_2,btc,0.01,H,True,0.1458,2792
chronos_2,btc,0.01,F2,True,0.1458,2792
chronos_2,btc,0.01,F3,True,0.1458,2792
chronos_2,btc,0.01,F4,True,0.1458,2792
chronos_2,btc,0.01,garch_evt,True,0.1458,2792
chronos_2,btc,0.01,fhs,True,0.1458,2792
chronos_2,btc,0.025,F1,True,0.5426,2799
chronos_2,btc,0.025,H,True,0.5426,2799
chronos_2,btc,0.025,F2,True,0.5426,2799
chronos_2,btc,0.025,F3,True,0.5426,2799
chronos_2,btc,0.025,F4,True,0.5426,2799
chronos_2,btc,0.025,garch_evt,True,0.5426,2799
chronos_2,btc,0.025,fhs,True,0.5426,2799
chronos_2,btc,0.05,F1,True,0.2706,2804
chronos_2,btc,0.05,H,True,0.2706,2804
chronos_2,btc,0.05,F2,True,0.2706,2804
chronos_2,btc,0.05,F3,True,0.2706,2804
chronos_2,btc,0.05,F4,True,0.2706,2804
chronos_2,btc,0.05,garch_evt,True,0.2706,2804
chronos_2,btc,0.05,fhs,True,0.2706,2804
chronos_2,copper,0.01,F1,True,0.638,2111
chronos_2,copper,0.01,H,True,0.638,2111
chronos_2,copper,0.01,F2,True,0.638,2111
chronos_2,copper,0.01,F3,False,0.0466,2111
chronos_2,copper,0.01,F4,True,0.638,2111
chronos_2,copper,0.01,garch_evt,True,0.638,2111
chronos_2,copper,0.01,fhs,True,0.638,2111
chronos_2,copper,0.025,F1,True,0.2666,2137
chronos_2,copper,0.025,H,True,0.2666,2137
chronos_2,copper,0.025,F2,True,0.2666,2137
chronos_2,copper,0.025,F3,True,0.2666,2137
chronos_2,copper,0.025,F4,True,0.2666,2137
chronos_2,copper,0.025,garch_evt,True,0.2666,2137
chronos_2,copper,0.025,fhs,True,0.2666,2137
chronos_2,copper,0.05,F1,True,0.7912,2140
chronos_2,copper,0.05,H,True,0.7912,2140
chronos_2,copper,0.05,F2,True,0.7912,2140
chronos_2,copper,0.05,F3,True,0.7912,2140
chronos_2,copper,0.05,F4,True,0.7912,2140
chronos_2,copper,0.05,garch_evt,True,0.7912,2140
chronos_2,copper,0.05,fhs,True,0.7912,2140
chronos_2,csi300,0.01,F1,True,0.1142,1662
chronos_2,csi300,0.01,H,True,0.1142,1662
chronos_2,csi300,0.01,F2,True,0.1142,1662
chronos_2,csi300,0.01,F3,False,0.0618,1662
chronos_2,csi300,0.01,F4,True,0.1142,1662
chronos_2,csi300,0.01,garch_evt,True,0.1142,1662
chronos_2,csi300,0.01,fhs,True,0.1142,1662
chronos_2,csi300,0.025,F1,True,0.4044,1680
chronos_2,csi300,0.025,H,True,0.4044,1680
chronos_2,csi300,0.025,F2,True,0.4044,1680
chronos_2,csi300,0.025,F3,True,0.4044,1680
chronos_2,csi300,0.025,F4,False,0.0718,1680
chronos_2,csi300,0.025,garch_evt,True,0.4044,1680
chronos_2,csi300,0.025,fhs,True,0.4044,1680
chronos_2,csi300,0.05,F1,True,0.1192,1680
chronos_2,csi300,0.05,H,True,0.1192,1680
chronos_2,csi300,0.05,F2,True,0.1192,1680
chronos_2,csi300,0.05,F3,False,0.036,1680
chronos_2,csi300,0.05,F4,True,0.1192,1680
chronos_2,csi300,0.05,garch_evt,True,0.1192,1680
chronos_2,csi300,0.05,fhs,True,0.1192,1680
chronos_2,dax,0.01,F1,True,0.2088,2165
chronos_2,dax,0.01,H,True,0.2088,2165
chronos_2,dax,0.01,F2,True,0.2088,2165
chronos_2,dax,0.01,F3,False,0.0566,2165
chronos_2,dax,0.01,F4,True,0.2088,2165
chronos_2,dax,0.01,garch_evt,True,0.2088,2165
chronos_2,dax,0.01,fhs,True,0.2088,2165
chronos_2,dax,0.025,F1,True,0.1762,2165
chronos_2,dax,0.025,H,True,0.1762,2165
chronos_2,dax,0.025,F2,True,0.1762,2165
chronos_2,dax,0.025,F3,True,0.1762,2165
chronos_2,dax,0.025,F4,True,0.1762,2165
chronos_2,dax,0.025,garch_evt,True,0.1762,2165
chronos_2,dax,0.025,fhs,True,0.1762,2165
chronos_2,dax,0.05,F1,True,0.1112,2165
chronos_2,dax,0.05,H,True,0.1112,2165
chronos_2,dax,0.05,F2,True,0.1112,2165
chronos_2,dax,0.05,F3,True,0.1112,2165
chronos_2,dax,0.05,F4,True,0.1112,2165
chronos_2,dax,0.05,garch_evt,True,0.1112,2165
chronos_2,dax,0.05,fhs,True,0.1112,2165
chronos_2,dgs10,0.01,F1,True,0.764,2124
chronos_2,dgs10,0.01,H,True,0.764,2124
chronos_2,dgs10,0.01,F2,True,0.764,2124
chronos_2,dgs10,0.01,F3,True,0.764,2124
chronos_2,dgs10,0.01,F4,True,0.764,2124
chronos_2,dgs10,0.01,garch_evt,True,0.764,2124
chronos_2,dgs10,0.01,fhs,True,0.764,2124
chronos_2,dgs10,0.025,F1,True,0.5268,2124
chronos_2,dgs10,0.025,H,True,0.5268,2124
chronos_2,dgs10,0.025,F2,True,0.5268,2124
chronos_2,dgs10,0.025,F3,True,0.5268,2124
chronos_2,dgs10,0.025,F4,True,0.5268,2124
chronos_2,dgs10,0.025,garch_evt,True,0.5268,2124
chronos_2,dgs10,0.025,fhs,True,0.5268,2124
chronos_2,dgs10,0.05,F1,True,0.6498,2124
chronos_2,dgs10,0.05,H,True,0.6498,2124
chronos_2,dgs10,0.05,F2,True,0.6498,2124
chronos_2,dgs10,0.05,F3,True,0.6498,2124
chronos_2,dgs10,0.05,F4,True,0.6498,2124
chronos_2,dgs10,0.05,garch_evt,True,0.6498,2124
chronos_2,dgs10,0.05,fhs,True,0.6498,2124
chronos_2,dgs2,0.01,F1,True,0.2266,2092
chronos_2,dgs2,0.01,H,True,0.2266,2092
chronos_2,dgs2,0.01,F2,True,0.2266,2092
chronos_2,dgs2,0.01,F3,True,0.2266,2092
chronos_2,dgs2,0.01,F4,True,0.2266,2092
chronos_2,dgs2,0.01,garch_evt,True,0.2266,2092
chronos_2,dgs2,0.01,fhs,True,0.2266,2092
chronos_2,dgs2,0.025,F1,True,0.1252,2098
chronos_2,dgs2,0.025,H,True,0.1252,2098
chronos_2,dgs2,0.025,F2,True,0.1252,2098
chronos_2,dgs2,0.025,F3,True,0.1252,2098
chronos_2,dgs2,0.025,F4,True,0.1252,2098
chronos_2,dgs2,0.025,garch_evt,True,0.1252,2098
chronos_2,dgs2,0.025,fhs,True,0.1252,2098
chronos_2,dgs2,0.05,F1,True,0.2362,2100
chronos_2,dgs2,0.05,H,True,0.2362,2100
chronos_2,dgs2,0.05,F2,True,0.2362,2100
chronos_2,dgs2,0.05,F3,False,0.0856,2100
chronos_2,dgs2,0.05,F4,False,0.0856,2100
chronos_2,dgs2,0.05,garch_evt,True,0.2362,2100
chronos_2,dgs2,0.05,fhs,True,0.2362,2100
chronos_2,dgs30,0.01,F1,True,0.7792,2039
chronos_2,dgs30,0.01,H,True,0.7792,2039
chronos_2,dgs30,0.01,F2,False,0.0322,2039
chronos_2,dgs30,0.01,F3,False,0.0276,2039
chronos_2,dgs30,0.01,F4,False,0.0322,2039
chronos_2,dgs30,0.01,garch_evt,True,0.7792,2039
chronos_2,dgs30,0.01,fhs,True,0.7792,2039
chronos_2,dgs30,0.025,F1,True,0.9024,2064
chronos_2,dgs30,0.025,H,True,0.9024,2064
chronos_2,dgs30,0.025,F2,False,0.0208,2064
chronos_2,dgs30,0.025,F3,False,0.013,2064
chronos_2,dgs30,0.025,F4,False,0.013,2064
chronos_2,dgs30,0.025,garch_evt,True,0.9024,2064
chronos_2,dgs30,0.025,fhs,True,0.9024,2064
chronos_2,dgs30,0.05,F1,True,0.673,2064
chronos_2,dgs30,0.05,H,True,0.673,2064
chronos_2,dgs30,0.05,F2,False,0.002,2064
chronos_2,dgs30,0.05,F3,False,0.0006,2064
chronos_2,dgs30,0.05,F4,False,0.0006,2064
chronos_2,dgs30,0.05,garch_evt,True,0.673,2064
chronos_2,dgs30,0.05,fhs,True,0.673,2064
chronos_2,dgs5,0.01,F1,True,0.5844,2125
chronos_2,dgs5,0.01,H,True,0.5844,2125
chronos_2,dgs5,0.01,F2,True,0.5844,2125
chronos_2,dgs5,0.01,F3,True,0.5844,2125
chronos_2,dgs5,0.01,F4,True,0.5844,2125
chronos_2,dgs5,0.01,garch_evt,True,0.5844,2125
chronos_2,dgs5,0.01,fhs,True,0.5844,2125
chronos_2,dgs5,0.025,F1,True,0.5836,2125
chronos_2,dgs5,0.025,H,True,0.5836,2125
chronos_2,dgs5,0.025,F2,True,0.5836,2125
chronos_2,dgs5,0.025,F3,True,0.5836,2125
chronos_2,dgs5,0.025,F4,True,0.5836,2125
chronos_2,dgs5,0.025,garch_evt,True,0.5836,2125
chronos_2,dgs5,0.025,fhs,True,0.5836,2125
chronos_2,dgs5,0.05,F1,True,0.5484,2125
chronos_2,dgs5,0.05,H,True,0.5484,2125
chronos_2,dgs5,0.05,F2,True,0.5484,2125
chronos_2,dgs5,0.05,F3,True,0.5484,2125
chronos_2,dgs5,0.05,F4,True,0.5484,2125
chronos_2,dgs5,0.05,garch_evt,True,0.5484,2125
chronos_2,dgs5,0.05,fhs,True,0.5484,2125
chronos_2,eth,0.01,F1,True,0.1468,1643
chronos_2,eth,0.01,H,True,0.1468,1643
chronos_2,eth,0.01,F2,True,0.1468,1643
chronos_2,eth,0.01,F3,True,0.1468,1643
chronos_2,eth,0.01,F4,True,0.1468,1643
chronos_2,eth,0.01,garch_evt,True,0.1468,1643
chronos_2,eth,0.01,fhs,True,0.1468,1643
chronos_2,eth,0.025,F1,True,0.1276,1656
chronos_2,eth,0.025,H,True,0.1276,1656
chronos_2,eth,0.025,F2,True,0.1276,1656
chronos_2,eth,0.025,F3,True,0.1276,1656
chronos_2,eth,0.025,F4,True,0.1276,1656
chronos_2,eth,0.025,garch_evt,True,0.1276,1656
chronos_2,eth,0.025,fhs,True,0.1276,1656
chronos_2,eth,0.05,F1,True,0.5758,1659
chronos_2,eth,0.05,H,True,0.5758,1659
chronos_2,eth,0.05,F2,True,0.5758,1659
chronos_2,eth,0.05,F3,True,0.5758,1659
chronos_2,eth,0.05,F4,True,0.5758,1659
chronos_2,eth,0.05,garch_evt,True,0.5758,1659
chronos_2,eth,0.05,fhs,True,0.5758,1659
chronos_2,ftse,0.01,F1,True,0.5788,2140
chronos_2,ftse,0.01,H,True,0.5788,2140
chronos_2,ftse,0.01,F2,True,0.5788,2140
chronos_2,ftse,0.01,F3,True,0.5788,2140
chronos_2,ftse,0.01,F4,True,0.5788,2140
chronos_2,ftse,0.01,garch_evt,True,0.5788,2140
chronos_2,ftse,0.01,fhs,True,0.5788,2140
chronos_2,ftse,0.025,F1,True,0.3038,2152
chronos_2,ftse,0.025,H,True,0.3038,2152
chronos_2,ftse,0.025,F2,True,0.3038,2152
chronos_2,ftse,0.025,F3,True,0.3038,2152
chronos_2,ftse,0.025,F4,True,0.3038,2152
chronos_2,ftse,0.025,garch_evt,True,0.3038,2152
chronos_2,ftse,0.025,fhs,True,0.3038,2152
chronos_2,ftse,0.05,F1,True,0.5764,2152
chronos_2,ftse,0.05,H,True,0.5764,2152
chronos_2,ftse,0.05,F2,True,0.5764,2152
chronos_2,ftse,0.05,F3,True,0.5764,2152
chronos_2,ftse,0.05,F4,True,0.5764,2152
chronos_2,ftse,0.05,garch_evt,True,0.5764,2152
chronos_2,ftse,0.05,fhs,True,0.5764,2152
chronos_2,gbpusd,0.01,F1,True,0.1338,2173
chronos_2,gbpusd,0.01,H,True,0.1338,2173
chronos_2,gbpusd,0.01,F2,True,0.1338,2173
chronos_2,gbpusd,0.01,F3,False,0.0374,2173
chronos_2,gbpusd,0.01,F4,False,0.0026,2173
chronos_2,gbpusd,0.01,garch_evt,True,0.1338,2173
chronos_2,gbpusd,0.01,fhs,True,0.1338,2173
