model,asset,alpha,arm,in_mcs,mcs_p,n
chronos_2,gbpusd,0.025,F1,True,0.1824,2183
chronos_2,gbpusd,0.025,H,True,0.1824,2183
chronos_2,gbpusd,0.025,F2,False,0.0298,2183
chronos_2,gbpusd,0.025,F3,False,0.0078,2183
chronos_2,gbpusd,0.025,F4,False,0.0022,2183
chronos_2,gbpusd,0.025,garch_evt,True,0.1824,2183
chronos_2,gbpusd,0.025,fhs,True,0.1824,2183
chronos_2,gbpusd,0.05,F1,True,0.1344,2234
chronos_2,gbpusd,0.05,H,True,0.1344,2234
chronos_2,gbpusd,0.05,F2,True,0.1344,2234
chronos_2,gbpusd,0.05,F3,False,0.0786,2234
chronos_2,gbpusd,0.05,F4,False,0.0076,2234
chronos_2,gbpusd,0.05,garch_evt,True,0.1344,2234
chronos_2,gbpusd,0.05,fhs,True,0.1344,2234
chronos_2,gold,0.01,F1,True,0.6676,2096
chronos_2,gold,0.01,H,True,0.6676,2096
chronos_2,gold,0.01,F2,True,0.6676,2096
chronos_2,gold,0.01,F3,True,0.6676,2096
chronos_2,gold,0.01,F4,True,0.6676,2096
chronos_2,gold,0.01,garch_evt,True,0.6676,2096
chronos_2,gold,0.01,fhs,True,0.6676,2096
chronos_2,gold,0.025,F1,True,0.6112,2104
chronos_2,gold,0.025,H,True,0.6112,2104
chronos_2,gold,0.025,F2,True,0.6112,2104
chronos_2,gold,0.025,F3,True,0.6112,2104
chronos_2,gold,0.025,F4,True,0.6112,2104
chronos_2,gold,0.025,garch_evt,True,0.6112,2104
chronos_2,gold,0.025,fhs,True,0.6112,2104
chronos_2,gold,0.05,F1,True,0.669,2139
chronos_2,gold,0.05,H,True,0.669,2139
chronos_2,gold,0.05,F2,True,0.669,2139
chronos_2,gold,0.05,F3,True,0.669,2139
chronos_2,gold,0.05,F4,True,0.669,2139
chronos_2,gold,0.05,garch_evt,True,0.669,2139
chronos_2,gold,0.05,fhs,True,0.669,2139
chronos_2,hsi,0.01,F1,True,0.2874,2080
chronos_2,hsi,0.01,H,True,0.2874,2080
chronos_2,hsi,0.01,F2,True,0.2874,2080
chronos_2,hsi,0.01,F3,True,0.2874,2080
chronos_2,hsi,0.01,F4,True,0.2874,2080
chronos_2,hsi,0.01,garch_evt,True,0.2874,2080
chronos_2,hsi,0.01,fhs,True,0.2874,2080
chronos_2,hsi,0.025,F1,True,0.253,2080
chronos_2,hsi,0.025,H,True,0.253,2080
chronos_2,hsi,0.025,F2,True,0.253,2080
chronos_2,hsi,0.025,F3,True,0.253,2080
chronos_2,hsi,0.025,F4,True,0.253,2080
chronos_2,hsi,0.025,garch_evt,True,0.253,2080
chronos_2,hsi,0.025,fhs,True,0.253,2080
chronos_2,hsi,0.05,F1,True,0.232,2080
chronos_2,hsi,0.05,H,True,0.232,2080
chronos_2,hsi,0.05,F2,True,0.232,2080
chronos_2,hsi,0.05,F3,True,0.232,2080
chronos_2,hsi,0.05,F4,True,0.232,2080
chronos_2,hsi,0.05,garch_evt,True,0.232,2080
chronos_2,hsi,0.05,fhs,True,0.232,2080
chronos_2,jnj,0.01,F1,True,0.2868,2084
chronos_2,jnj,0.01,H,True,0.2868,2084
chronos_2,jnj,0.01,F2,True,0.2868,2084
chronos_2,jnj,0.01,F3,True,0.2868,2084
chronos_2,jnj,0.01,F4,True,0.2868,2084
chronos_2,jnj,0.01,garch_evt,True,0.2868,2084
chronos_2,jnj,0.01,fhs,True,0.2868,2084
chronos_2,jnj,0.025,F1,True,0.1142,2090
chronos_2,jnj,0.025,H,True,0.1142,2090
chronos_2,jnj,0.025,F2,True,0.1142,2090
chronos_2,jnj,0.025,F3,True,0.1142,2090
chronos_2,jnj,0.025,F4,True,0.1142,2090
chronos_2,jnj,0.025,garch_evt,True,0.1142,2090
chronos_2,jnj,0.025,fhs,True,0.1142,2090
chronos_2,jnj,0.05,F1,True,0.574,2106
chronos_2,jnj,0.05,H,True,0.574,2106
chronos_2,jnj,0.05,F2,True,0.574,2106
chronos_2,jnj,0.05,F3,True,0.574,2106
chronos_2,jnj,0.05,F4,True,0.574,2106
chronos_2,jnj,0.05,garch_evt,True,0.574,2106
chronos_2,jnj,0.05,fhs,True,0.574,2106
chronos_2,jpm,0.01,F1,True,0.272,2082
chronos_2,jpm,0.01,H,True,0.272,2082
chronos_2,jpm,0.01,F2,True,0.272,2082
chronos_2,jpm,0.01,F3,True,0.272,2082
chronos_2,jpm,0.01,F4,True,0.272,2082
chronos_2,jpm,0.01,garch_evt,True,0.272,2082
chronos_2,jpm,0.01,fhs,True,0.272,2082
chronos_2,jpm,0.025,F1,True,0.3472,2089
chronos_2,jpm,0.025,H,True,0.3472,2089
chronos_2,jpm,0.025,F2,True,0.3472,2089
chronos_2,jpm,0.025,F3,True,0.3472,2089
chronos_2,jpm,0.025,F4,True,0.3472,2089
chronos_2,jpm,0.025,garch_evt,True,0.3472,2089
chronos_2,jpm,0.025,fhs,True,0.3472,2089
chronos_2,jpm,0.05,F1,True,0.2238,2114
chronos_2,jpm,0.05,H,True,0.2238,2114
chronos_2,jpm,0.05,F2,True,0.2238,2114
chronos_2,jpm,0.05,F3,True,0.2238,2114
chronos_2,jpm,0.05,F4,False,0.0842,2114
chronos_2,jpm,0.05,garch_evt,True,0.2238,2114
chronos_2,jpm,0.05,fhs,True,0.2238,2114
chronos_2,ltc,0.01,F1,True,0.4548,2768
chronos_2,ltc,0.01,H,True,0.4548,2768
chronos_2,ltc,0.01,F2,True,0.4548,2768
chronos_2,ltc,0.01,F3,True,0.4548,2768
chronos_2,ltc,0.01,F4,True,0.4548,2768
chronos_2,ltc,0.01,garch_evt,True,0.4548,2768
chronos_2,ltc,0.01,fhs,True,0.4548,2768
chronos_2,ltc,0.025,F1,True,0.3946,2791
chronos_2,ltc,0.025,H,True,0.3946,2791
chronos_2,ltc,0.025,F2,True,0.3946,2791
chronos_2,ltc,0.025,F3,True,0.3946,2791
chronos_2,ltc,0.025,F4,True,0.3946,2791
chronos_2,ltc,0.025,garch_evt,True,0.3946,2791
chronos_2,ltc,0.025,fhs,True,0.3946,2791
chronos_2,ltc,0.05,F1,True,0.8646,2805
chronos_2,ltc,0.05,H,True,0.8646,2805
chronos_2,ltc,0.05,F2,True,0.8646,2805
chronos_2,ltc,0.05,F3,True,0.8646,2805
chronos_2,ltc,0.05,F4,True,0.8646,2805
chronos_2,ltc,0.05,garch_evt,True,0.8646,2805
chronos_2,ltc,0.05,fhs,True,0.8646,2805
chronos_2,msft,0.01,F1,True,0.4912,2097
chronos_2,msft,0.01,H,True,0.4912,2097
chronos_2,msft,0.01,F2,True,0.4912,2097
chronos_2,msft,0.01,F3,True,0.4912,2097
chronos_2,msft,0.01,F4,True,0.4912,2097
chronos_2,msft,0.01,garch_evt,True,0.4912,2097
chronos_2,msft,0.01,fhs,True,0.4912,2097
chronos_2,msft,0.025,F1,True,0.3048,2133
chronos_2,msft,0.025,H,True,0.3048,2133
chronos_2,msft,0.025,F2,True,0.3048,2133
chronos_2,msft,0.025,F3,True,0.3048,2133
chronos_2,msft,0.025,F4,True,0.3048,2133
chronos_2,msft,0.025,garch_evt,True,0.3048,2133
chronos_2,msft,0.025,fhs,True,0.3048,2133
chronos_2,msft,0.05,F1,True,0.4616,2139
chronos_2,msft,0.05,H,True,0.4616,2139
chronos_2,msft,0.05,F2,True,0.4616,2139
chronos_2,msft,0.05,F3,True,0.4616,2139
chronos_2,msft,0.05,F4,True,0.4616,2139
chronos_2,msft,0.05,garch_evt,True,0.4616,2139
chronos_2,msft,0.05,fhs,True,0.4616,2139
chronos_2,natgas,0.01,F1,True,0.4124,2077
chronos_2,natgas,0.01,H,True,0.4124,2077
chronos_2,natgas,0.01,F2,False,0.0952,2077
chronos_2,natgas,0.01,F3,False,0.0952,2077
chronos_2,natgas,0.01,F4,False,0.0304,2077
chronos_2,natgas,0.01,garch_evt,True,0.4124,2077
chronos_2,natgas,0.01,fhs,True,0.4124,2077
chronos_2,natgas,0.025,F1,True,0.1496,2099
chronos_2,natgas,0.025,H,True,0.1496,2099
chronos_2,natgas,0.025,F2,True,0.1496,2099
chronos_2,natgas,0.025,F3,True,0.1496,2099
chronos_2,natgas,0.025,F4,True,0.1496,2099
chronos_2,natgas,0.025,garch_evt,True,0.1496,2099
chronos_2,natgas,0.025,fhs,True,0.1496,2099
chronos_2,natgas,0.05,F1,True,0.731,2098
chronos_2,natgas,0.05,H,True,0.731,2098
chronos_2,natgas,0.05,F2,True,0.731,2098
chronos_2,natgas,0.05,F3,True,0.731,2098
chronos_2,natgas,0.05,F4,True,0.731,2098
chronos_2,natgas,0.05,garch_evt,True,0.731,2098
chronos_2,natgas,0.05,fhs,True,0.731,2098
chronos_2,ndx,0.01,F1,False,0.0226,2136
chronos_2,ndx,0.01,H,True,0.2986,2136
chronos_2,ndx,0.01,F2,True,0.2986,2136
chronos_2,ndx,0.01,F3,True,0.2986,2136
chronos_2,ndx,0.01,F4,True,0.2986,2136
chronos_2,ndx,0.01,garch_evt,True,0.2986,2136
chronos_2,ndx,0.01,fhs,True,0.2986,2136
chronos_2,ndx,0.025,F1,False,0.0656,2137
chronos_2,ndx,0.025,H,True,0.105,2137
chronos_2,ndx,0.025,F2,True,0.105,2137
chronos_2,ndx,0.025,F3,True,0.105,2137
chronos_2,ndx,0.025,F4,True,0.105,2137
chronos_2,ndx,0.025,garch_evt,True,0.105,2137
chronos_2,ndx,0.025,fhs,True,0.105,2137
chronos_2,ndx,0.05,F1,False,0.0238,2139
chronos_2,ndx,0.05,H,True,0.1718,2139
chronos_2,ndx,0.05,F2,True,0.1718,2139
chronos_2,ndx,0.05,F3,False,0.0796,2139
chronos_2,ndx,0.05,F4,True,0.1718,2139
chronos_2,ndx,0.05,garch_evt,True,0.1718,2139
chronos_2,ndx,0.05,fhs,True,0.1718,2139
chronos_2,nikkei,0.01,F1,True,0.177,1998
chronos_2,nikkei,0.01,H,True,0.177,1998
chronos_2,nikkei,0.01,F2,True,0.177,1998
chronos_2,nikkei,0.01,F3,True,0.177,1998
chronos_2,nikkei,0.01,F4,True,0.177,1998
chronos_2,nikkei,0.01,garch_evt,True,0.177,1998
chronos_2,nikkei,0.01,fhs,True,0.177,1998
chronos_2,nikkei,0.025,F1,False,0.0302,2034
chronos_2,nikkei,0.025,H,True,0.9092,2034
chronos_2,nikkei,0.025,F2,False,0.0302,2034
chronos_2,nikkei,0.025,F3,False,0.0228,2034
chronos_2,nikkei,0.025,F4,False,0.0228,2034
chronos_2,nikkei,0.025,garch_evt,True,0.9092,2034
chronos_2,nikkei,0.025,fhs,True,0.9092,2034
chronos_2,nikkei,0.05,F1,False,0.0802,2066
chronos_2,nikkei,0.05,H,True,0.7312,2066
chronos_2,nikkei,0.05,F2,False,0.0802,2066
chronos_2,nikkei,0.05,F3,False,0.0038,2066
chronos_2,nikkei,0.05,F4,False,0.0216,2066
chronos_2,nikkei,0.05,garch_evt,True,0.7312,2066
chronos_2,nikkei,0.05,fhs,True,0.7312,2066
chronos_2,nvda,0.01,F1,True,0.2684,2055
chronos_2,nvda,0.01,H,True,0.2684,2055
chronos_2,nvda,0.01,F2,True,0.2684,2055
chronos_2,nvda,0.01,F3,True,0.2684,2055
chronos_2,nvda,0.01,F4,True,0.2684,2055
chronos_2,nvda,0.01,garch_evt,True,0.2684,2055
chronos_2,nvda,0.01,fhs,True,0.2684,2055
chronos_2,nvda,0.025,F1,True,0.3842,2122
chronos_2,nvda,0.025,H,True,0.3842,2122
chronos_2,nvda,0.025,F2,True,0.3842,2122
chronos_2,nvda,0.025,F3,True,0.3842,2122
chronos_2,nvda,0.025,F4,True,0.3842,2122
chronos_2,nvda,0.025,garch_evt,True,0.3842,2122
chronos_2,nvda,0.025,fhs,True,0.3842,2122
chronos_2,nvda,0.05,F1,True,0.8692,2125
chronos_2,nvda,0.05,H,True,0.8692,2125
chronos_2,nvda,0.05,F2,True,0.8692,2125
chronos_2,nvda,0.05,F3,True,0.8692,2125
chronos_2,nvda,0.05,F4,True,0.8692,2125
chronos_2,nvda,0.05,garch_evt,True,0.8692,2125
chronos_2,nvda,0.05,fhs,True,0.8692,2125
chronos_2,rut,0.01,F1,True,0.3962,2031
chronos_2,rut,0.01,H,True,0.3962,2031
chronos_2,rut,0.01,F2,False,0.0194,2031
chronos_2,rut,0.01,F3,False,0.0402,2031
chronos_2,rut,0.01,F4,False,0.0024,2031
chronos_2,rut,0.01,garch_evt,True,0.3962,2031
chronos_2,rut,0.01,fhs,True,0.3962,2031
chronos_2,rut,0.025,F1,True,0.1162,2022
chronos_2,rut,0.025,H,True,0.1162,2022
chronos_2,rut,0.025,F2,True,0.1162,2022
chronos_2,rut,0.025,F3,True,0.1162,2022
chronos_2,rut,0.025,F4,True,0.1162,2022
chronos_2,rut,0.025,garch_evt,True,0.1162,2022
chronos_2,rut,0.025,fhs,True,0.1162,2022
chronos_2,rut,0.05,F1,True,0.2072,2082
chronos_2,rut,0.05,H,True,0.2072,2082
chronos_2,rut,0.05,F2,True,0.2072,2082
chronos_2,rut,0.05,F3,False,0.0562,2082
chronos_2,rut,0.05,F4,True,0.2072,2082
chronos_2,rut,0.05,garch_evt,True,0.2072,2082
chronos_2,rut,0.05,fhs,True,0.2072,2082
chronos_2,spx,0.01,F1,True,0.2612,2101
chronos_2,spx,0.01,H,True,0.2612,2101
chronos_2,spx,0.01,F2,True,0.2612,2101
chronos_2,spx,0.01,F3,True,0.2612,2101
chronos_2,spx,0.01,F4,True,0.2612,2101
chronos_2,spx,0.01,garch_evt,True,0.2612,2101
chronos_2,spx,0.01,fhs,True,0.2612,2101
chronos_2,spx,0.025,F1,True,0.1176,2133
chronos_2,spx,0.025,H,True,0.1176,2133
chronos_2,spx,0.025,F2,True,0.1176,2133
chronos_2,spx,0.025,F3,True,0.1176,2133
chronos_2,spx,0.025,F4,True,0.1176,2133
chronos_2,spx,0.025,garch_evt,True,0.1176,2133
chronos_2,spx,0.025,fhs,True,0.1176,2133
chronos_2,spx,0.05,F1,False,0.0306,2124
chronos_2,spx,0.05,H,True,0.1428,2124
chronos_2,spx,0.05,F2,True,0.1428,2124
chronos_2,spx,0.05,F3,True,0.1428,2124
chronos_2,spx,0.05,F4,True,0.1428,2124
chronos_2,spx,0.05,garch_evt,True,0.1428,2124
chronos_2,spx,0.05,fhs,True,0.1428,2124
chronos_2,usdcad,0.01,F1,True,0.3538,2182
chronos_2,usdcad,0.01,H,True,0.3538,2182
chronos_2,usdcad,0.01,F2,True,0.3538,2182
chronos_2,usdcad,0.01,F3,True,0.3538,2182
chronos_2,usdcad,0.01,F4,True,0.3538,2182
chronos_2,usdcad,0.01,garch_evt,True,0.3538,2182
chronos_2,usdcad,0.01,fhs,True,0.3538,2182
chronos_2,usdcad,0.025,F1,True,0.5042,2219
chronos_2,usdcad,0.025,H,True,0.5042,2219
chronos_2,usdcad,0.025,F2,True,0.5042,2219
chronos_2,usdcad,0.025,F3,True,0.5042,2219
chronos_2,usdcad,0.025,F4,True,0.5042,2219
chronos_2,usdcad,0.025,garch_evt,True,0.5042,2219
chronos_2,usdcad,0.025,fhs,True,0.5042,2219
chronos_2,usdcad,0.05,F1,True,0.5942,2234
chronos_2,usdcad,0.05,H,True,0.5942,2234
chronos_2,usdcad,0.05,F2,True,0.5942,2234
chronos_2,usdcad,0.05,F3,True,0.5942,2234
chronos_2,usdcad,0.05,F4,True,0.5942,2234
chronos_2,usdcad,0.05,garch_evt,True,0.5942,2234
chronos_2,usdcad,0.05,fhs,True,0.5942,2234
chronos_2,usdchf,0.01,F1,False,0.023,2165
chronos_2,usdchf,0.01,H,True,0.5416,2165
chronos_2,usdchf,0.01,F2,False,0.0484,2165
chronos_2,usdchf,0.01,F3,False,0.0142,2165
chronos_2,usdchf,0.01,F4,False,0.023,2165
chronos_2,usdchf,0.01,garch_evt,True,0.5416,2165
chronos_2,usdchf,0.01,fhs,True,0.5416,2165
chronos_2,usdchf,0.025,F1,False,0.0224,2227
chronos_2,usdchf,0.025,H,True,0.5472,2227
chronos_2,usdchf,0.025,F2,False,0.0894,2227
chronos_2,usdchf,0.025,F3,False,0.0224,2227
chronos_2,usdchf,0.025,F4,False,0.0224,2227
chronos_2,usdchf,0.025,garch_evt,True,0.5472,2227
chronos_2,usdchf,0.025,fhs,True,0.5472,2227
chronos_2,usdchf,0.05,F1,False,0.0112,2233
chronos_2,usdchf,0.05,H,True,0.2532,2233
chronos_2,usdchf,0.05,F2,True,0.2532,2233
chronos_2,usdchf,0.05,F3,False,0.0208,2233
chronos_2,usdchf,0.05,F4,False,0.0404,2233
chronos_2,usdchf,0.05,garch_evt,True,0.2532,2233
chronos_2,usdchf,0.05,fhs,True,0.2532,2233
chronos_2,wmt,0.01,F1,True,0.45,2137
chronos_2,wmt,0.01,H,True,0.45,2137
chronos_2,wmt,0.01,F2,True,0.45,2137
chronos_2,wmt,0.01,F3,True,0.45,2137
chronos_2,wmt,0.01,F4,True,0.45,2137
chronos_2,wmt,0.01,garch_evt,True,0.45,2137
chronos_2,wmt,0.01,fhs,True,0.45,2137
chronos_2,wmt,0.025,F1,True,0.5244,2139
chronos_2,wmt,0.025,H,True,0.5244,2139
chronos_2,wmt,0.025,F2,True,0.5244,2139
chronos_2,wmt,0.025,F3,True,0.5244,2139
chronos_2,wmt,0.025,F4,True,0.5244,2139
chronos_2,wmt,0.025,garch_evt,True,0.5244,2139
chronos_2,wmt,0.025,fhs,True,0.5244,2139
chronos_2,wmt,0.05,F1,True,0.498,2139
chronos_2,wmt,0.05,H,True,0.498,2139
chronos_2,wmt,0.05,F2,True,0.498,2139
chronos_2,wmt,0.05,F3,True,0.498,2139
chronos_2,wmt,0.05,F4,True,0.498,2139
chronos_2,wmt,0.05,garch_evt,True,0.498,2139
chronos_2,wmt,0.05,fhs,True,0.498,2139
chronos_2,xom,0.01,F1,True,0.1118,2093
chronos_2,xom,0.01,H,True,0.1118,2093
chronos_2,xom,0.01,F2,True,0.1118,2093
chronos_2,xom,0.01,F3,False,0.0538,2093
chronos_2,xom,0.01,F4,False,0.0052,2093
chronos_2,xom,0.01,garch_evt,True,0.1118,2093
chronos_2,xom,0.01,fhs,True,0.1118,2093
chronos_2,xom,0.025,F1,True,0.1064,2139
chronos_2,xom,0.025,H,True,0.1064,2139
chronos_2,xom,0.025,F2,True,0.1064,2139
chronos_2,xom,0.025,F3,False,0.012,2139
chronos_2,xom,0.025,F4,False,0.0122,2139
chronos_2,xom,0.025,garch_evt,True,0.1064,2139
chronos_2,xom,0.025,fhs,True,0.1064,2139
chronos_2,xom,0.05,F1,True,0.162,2137
chronos_2,xom,0.05,H,True,0.162,2137
chronos_2,xom,0.05,F2,True,0.162,2137
chronos_2,xom,0.05,F3,False,0.0286,2137
chronos_2,xom,0.05,F4,False,0.0312,2137
chronos_2,xom,0.05,garch_evt,True,0.162,2137
chronos_2,xom,0.05,fhs,True,0.162,2137
chronos_2,xrp,0.01,F1,True,0.9378,1643
chronos_2,xrp,0.01,H,True,0.9378,1643
chronos_2,xrp,0.01,F2,True,0.9378,1643
chronos_2,xrp,0.01,F3,True,0.9378,1643
chronos_2,xrp,0.01,F4,True,0.9378,1643
chronos_2,xrp,0.01,garch_evt,True,0.9378,1643
chronos_2,xrp,0.01,fhs,True,0.9378,1643
chronos_2,xrp,0.025,F1,True,0.926,1659
chronos_2,xrp,0.025,H,True,0.926,1659
chronos_2,xrp,0.025,F2,True,0.926,1659
chronos_2,xrp,0.025,F3,True,0.926,1659
chronos_2,xrp,0.025,F4,True,0.926,1659
chronos_2,xrp,0.025,garch_evt,True,0.926,1659
chronos_2,xrp,0.025,fhs,True,0.926,1659
chronos_2,xrp,0.05,F1,True,0.4954,1659
chronos_2,xrp,0.05,H,True,0.4954,1659
chronos_2,xrp,0.05,F2,True,0.4954,1659
chronos_2,xrp,0.05,F3,True,0.4954,1659
chronos_2,xrp,0.05,F4,True,0.4954,1659
chronos_2,xrp,0.05,garch_evt,True,0.4954,1659
chronos_2,xrp,0.05,fhs,True,0.4954,1659
timesfm_2_5,aapl,0.01,F1,True,0.108,2055
timesfm_2_5,aapl,0.01,H,True,0.108,2055
timesfm_2_5,aapl,0.01,F2,True,0.108,2055
timesfm_2_5,aapl,0.01,F3,True,0.108,2055
timesfm_2_5,aapl,0.01,F4,True,0.108,2055
timesfm_2_5,aapl,0.01,garch_evt,True,0.108,2055
timesfm_2_5,aapl,0.01,fhs,True,0.108,2055
timesfm_2_5,aapl,0.025,F1,True,0.2268,2139
timesfm_2_5,aapl,0.025,H,True,0.2268,2139
timesfm_2_5,aapl,0.025,F2,True,0.2268,2139
timesfm_2_5,aapl,0.025,F3,False,0.0224,2139
timesfm_2_5,aapl,0.025,F4,True,0.2268,2139
timesfm_2_5,aapl,0.025,garch_evt,True,0.2268,2139
timesfm_2_5,aapl,0.025,fhs,True,0.2268,2139
timesfm_2_5,aapl,0.05,F1,False,0.023,2139
timesfm_2_5,aapl,0.05,H,True,0.1836,2139
timesfm_2_5,aapl,0.05,F2,True,0.1836,2139
timesfm_2_5,aapl,0.05,F3,False,0.0202,2139
timesfm_2_5,aapl,0.05,F4,True,0.1836,2139
timesfm_2_5,aapl,0.05,garch_evt,True,0.1836,2139
timesfm_2_5,aapl,0.05,fhs,True,0.1836,2139
timesfm_2_5,amzn,0.01,F1,False,0.0332,2122
timesfm_2_5,amzn,0.01,H,True,0.5486,2122
timesfm_2_5,amzn,0.01,F2,True,0.5486,2122
timesfm_2_5,amzn,0.01,F3,False,0.0276,2122
timesfm_2_5,amzn,0.01,F4,False,0.0212,2122
timesfm_2_5,amzn,0.01,garch_evt,True,0.5486,2122
timesfm_2_5,amzn,0.01,fhs,True,0.5486,2122
timesfm_2_5,amzn,0.025,F1,False,0.07,2123
timesfm_2_5,amzn,0.025,H,True,0.1192,2123
timesfm_2_5,amzn,0.025,F2,True,0.1192,2123
timesfm_2_5,amzn,0.025,F3,True,0.1192,2123
timesfm_2_5,amzn,0.025,F4,False,0.034,2123
timesfm_2_5,amzn,0.025,garch_evt,True,0.1192,2123
timesfm_2_5,amzn,0.025,fhs,True,0.1192,2123
timesfm_2_5,amzn,0.05,F1,True,0.2296,2139
timesfm_2_5,amzn,0.05,H,True,0.2296,2139
timesfm_2_5,amzn,0.05,F2,True,0.2296,2139
timesfm_2_5,amzn,0.05,F3,False,0.0852,2139
timesfm_2_5,amzn,0.05,F4,False,0.0536,2139
timesfm_2_5,amzn,0.05,garch_evt,True,0.2296,2139
timesfm_2_5,amzn,0.05,fhs,True,0.2296,2139
timesfm_2_5,audusd,0.01,F1,True,0.1986,2180
timesfm_2_5,audusd,0.01,H,True,0.1986,2180
timesfm_2_5,audusd,0.01,F2,True,0.1986,2180
timesfm_2_5,audusd,0.01,F3,True,0.1986,2180
timesfm_2_5,audusd,0.01,F4,True,0.1986,2180
timesfm_2_5,audusd,0.01,garch_evt,True,0.1986,2180
timesfm_2_5,audusd,0.01,fhs,True,0.1986,2180
timesfm_2_5,audusd,0.025,F1,True,0.142,2207
timesfm_2_5,audusd,0.025,H,True,0.142,2207
timesfm_2_5,audusd,0.025,F2,True,0.142,2207
timesfm_2_5,audusd,0.025,F3,True,0.142,2207
timesfm_2_5,audusd,0.025,F4,True,0.142,2207
timesfm_2_5,audusd,0.025,garch_evt,True,0.142,2207
timesfm_2_5,audusd,0.025,fhs,True,0.142,2207
timesfm_2_5,audusd,0.05,F1,False,0.0912,2234
timesfm_2_5,audusd,0.05,H,True,0.582,2234
timesfm_2_5,audusd,0.05,F2,True,0.582,2234
timesfm_2_5,audusd,0.05,F3,False,0.0166,2234
timesfm_2_5,audusd,0.05,F4,False,0.0614,2234
timesfm_2_5,audusd,0.05,garch_evt,True,0.582,2234
timesfm_2_5,audusd,0.05,fhs,True,0.582,2234
timesfm_2_5,brent,0.01,F1,True,0.1416,2070
timesfm_2_5,brent,0.01,H,True,0.1416,2070
timesfm_2_5,brent,0.01,F2,True,0.1416,2070
timesfm_2_5,brent,0.01,F3,False,0.0362,2070
timesfm_2_5,brent,0.01,F4,True,0.1416,2070
timesfm_2_5,brent,0.01,garch_evt,True,0.1416,2070
timesfm_2_5,brent,0.01,fhs,True,0.1416,2070
timesfm_2_5,brent,0.025,F1,False,0.0468,2127
timesfm_2_5,brent,0.025,H,True,0.1412,2127
timesfm_2_5,brent,0.025,F2,True,0.1412,2127
timesfm_2_5,brent,0.025,F3,False,0.023,2127
timesfm_2_5,brent,0.025,F4,False,0.023,2127
timesfm_2_5,brent,0.025,garch_evt,True,0.1412,2127
timesfm_2_5,brent,0.025,fhs,True,0.1412,2127
timesfm_2_5,brent,0.05,F1,False,0.0242,2141
timesfm_2_5,brent,0.05,H,True,0.2744,2141
timesfm_2_5,brent,0.05,F2,False,0.0514,2141
timesfm_2_5,brent,0.05,F3,False,0.0282,2141
timesfm_2_5,brent,0.05,F4,False,0.0126,2141
timesfm_2_5,brent,0.05,garch_evt,True,0.2744,2141
timesfm_2_5,brent,0.05,fhs,True,0.2744,2141
timesfm_2_5,btc,0.01,F1,True,0.5118,2696
timesfm_2_5,btc,0.01,H,True,0.5118,2696
timesfm_2_5,btc,0.01,F2,True,0.5118,2696
timesfm_2_5,btc,0.01,F3,True,0.5118,2696
timesfm_2_5,btc,0.01,F4,True,0.5118,2696
timesfm_2_5,btc,0.01,garch_evt,True,0.5118,2696
timesfm_2_5,btc,0.01,fhs,True,0.5118,2696
timesfm_2_5,btc,0.025,F1,True,0.541,2807
timesfm_2_5,btc,0.025,H,True,0.541,2807
timesfm_2_5,btc,0.025,F2,True,0.541,2807
timesfm_2_5,btc,0.025,F3,True,0.541,2807
timesfm_2_5,btc,0.025,F4,True,0.541,2807
timesfm_2_5,btc,0.025,garch_evt,True,0.541,2807
timesfm_2_5,btc,0.025,fhs,True,0.541,2807
timesfm_2_5,btc,0.05,F1,True,0.535,2808
timesfm_2_5,btc,0.05,H,True,0.535,2808
timesfm_2_5,btc,0.05,F2,True,0.535,2808
timesfm_2_5,btc,0.05,F3,True,0.535,2808
timesfm_2_5,btc,0.05,F4,True,0.535,2808
timesfm_2_5,btc,0.05,garch_evt,True,0.535,2808
timesfm_2_5,btc,0.05,fhs,True,0.535,2808
timesfm_2_5,copper,0.01,F1,True,0.326,2091
timesfm_2_5,copper,0.01,H,True,0.326,2091
timesfm_2_5,copper,0.01,F2,True,0.326,2091
timesfm_2_5,copper,0.01,F3,True,0.326,2091
timesfm_2_5,copper,0.01,F4,True,0.326,2091
timesfm_2_5,copper,0.01,garch_evt,True,0.326,2091
timesfm_2_5,copper,0.01,fhs,True,0.326,2091
timesfm_2_5,copper,0.025,F1,True,0.2088,2140
timesfm_2_5,copper,0.025,H,True,0.2088,2140
timesfm_2_5,copper,0.025,F2,True,0.2088,2140
timesfm_2_5,copper,0.025,F3,True,0.2088,2140
timesfm_2_5,copper,0.025,F4,True,0.2088,2140
timesfm_2_5,copper,0.025,garch_evt,True,0.2088,2140
timesfm_2_5,copper,0.025,fhs,True,0.2088,2140
timesfm_2_5,copper,0.05,F1,True,0.169,2140
timesfm_2_5,copper,0.05,H,True,0.169,2140
timesfm_2_5,copper,0.05,F2,True,0.169,2140
timesfm_2_5,copper,0.05,F3,False,0.0698,2140
timesfm_2_5,copper,0.05,F4,True,0.169,2140
timesfm_2_5,copper,0.05,garch_evt,True,0.169,2140
timesfm_2_5,copper,0.05,fhs,True,0.169,2140
timesfm_2_5,csi300,0.01,F1,True,0.1848,1680
timesfm_2_5,csi300,0.01,H,True,0.1848,1680
timesfm_2_5,csi300,0.01,F2,True,0.1848,1680
timesfm_2_5,csi300,0.01,F3,False,0.0782,1680
timesfm_2_5,csi300,0.01,F4,False,0.0782,1680
