episode,index,onset,model,alpha,window,n_assets,tau_rec,censored,post_cutoff,onset_rate
crypto_rv_ep13,crypto_rv,2022-11-22,lag_llama,0.05,21,4,21,False,False,0.0
crypto_rv_ep13,crypto_rv,2022-11-22,lag_llama,0.05,10,4,10,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,chronos_bolt,0.025,21,4,21,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,chronos_bolt,0.025,10,4,10,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,chronos_bolt,0.05,21,4,21,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,chronos_bolt,0.05,10,4,10,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,chronos_2,0.025,21,4,21,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,chronos_2,0.025,10,4,10,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,chronos_2,0.05,21,4,21,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,chronos_2,0.05,10,4,10,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,timesfm_2_5,0.025,21,4,21,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,timesfm_2_5,0.025,10,4,10,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,timesfm_2_5,0.05,21,4,21,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,timesfm_2_5,0.05,10,4,10,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,moirai_2_0,0.025,21,4,21,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,moirai_2_0,0.025,10,4,10,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,moirai_2_0,0.05,21,4,21,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,moirai_2_0,0.05,10,4,10,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,lag_llama,0.025,21,4,21,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,lag_llama,0.025,10,4,10,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,lag_llama,0.05,21,4,21,False,False,0.0
crypto_rv_ep14,crypto_rv,2023-07-13,lag_llama,0.05,10,4,10,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,chronos_bolt,0.025,21,4,21,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,chronos_bolt,0.025,10,4,10,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,chronos_bolt,0.05,21,4,21,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,chronos_bolt,0.05,10,4,10,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,chronos_2,0.025,21,4,21,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,chronos_2,0.025,10,4,10,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,chronos_2,0.05,21,4,21,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,chronos_2,0.05,10,4,10,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,timesfm_2_5,0.025,21,4,21,False,True,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,timesfm_2_5,0.025,10,4,10,False,True,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,timesfm_2_5,0.05,21,4,21,False,True,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,timesfm_2_5,0.05,10,4,10,False,True,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,moirai_2_0,0.025,21,4,21,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,moirai_2_0,0.025,10,4,10,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,moirai_2_0,0.05,21,4,21,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,moirai_2_0,0.05,10,4,10,False,False,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,lag_llama,0.025,21,4,21,False,True,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,lag_llama,0.025,10,4,10,False,True,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,lag_llama,0.05,21,4,21,False,True,0.0
crypto_rv_ep15,crypto_rv,2024-03-20,lag_llama,0.05,10,4,10,False,True,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,chronos_bolt,0.025,21,4,21,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,chronos_bolt,0.025,10,4,10,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,chronos_bolt,0.05,21,4,21,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,chronos_bolt,0.05,10,4,10,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,chronos_2,0.025,21,4,21,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,chronos_2,0.025,10,4,10,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,chronos_2,0.05,21,4,21,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,chronos_2,0.05,10,4,10,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,timesfm_2_5,0.025,21,4,21,False,True,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,timesfm_2_5,0.025,10,4,10,False,True,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,timesfm_2_5,0.05,21,4,21,False,True,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,timesfm_2_5,0.05,10,4,10,False,True,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,moirai_2_0,0.025,21,4,21,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,moirai_2_0,0.025,10,4,10,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,moirai_2_0,0.05,21,4,21,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,moirai_2_0,0.05,10,4,10,False,False,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,lag_llama,0.025,21,4,21,False,True,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,lag_llama,0.025,10,4,10,False,True,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,lag_llama,0.05,21,4,21,False,True,0.0
crypto_rv_ep16,crypto_rv,2024-11-27,lag_llama,0.05,10,4,10,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,chronos_bolt,0.025,21,4,21,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,chronos_bolt,0.025,10,4,10,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,chronos_bolt,0.05,21,4,21,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,chronos_bolt,0.05,10,4,10,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,chronos_2,0.025,21,4,21,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,chronos_2,0.025,10,4,10,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,chronos_2,0.05,21,4,21,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,chronos_2,0.05,10,4,10,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,timesfm_2_5,0.025,21,4,21,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,timesfm_2_5,0.025,10,4,10,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,timesfm_2_5,0.05,21,4,21,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,timesfm_2_5,0.05,10,4,10,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,moirai_2_0,0.025,21,4,21,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,moirai_2_0,0.025,10,4,10,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,moirai_2_0,0.05,21,4,21,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,moirai_2_0,0.05,10,4,10,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,lag_llama,0.025,21,4,21,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,lag_llama,0.025,10,4,10,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,lag_llama,0.05,21,4,21,False,True,0.0
crypto_rv_ep17,crypto_rv,2026-02-06,lag_llama,0.05,10,4,10,False,True,0.0
